# z (m), K (m^2/s^2), Kth (K^2), uw (m^2/s^2), vw (m^2/s^2), uv (m^2/s^2), uu (m^2/s^2), vv (m^2/s^2), ww (m^2/s^2), ut (mK/s), vt (mK/s), wt (mK/s)
2.909691044250000047e+01, 2.511495876339630007e-01, 3.446058529739957736e-03, -5.719380938750842636e-02, -2.476487058234112804e-02, 2.596377525592869981e-02, 2.360466206427387637e-01, 1.873231937949675074e-01, 7.892936094391522772e-02, 9.824036209763230623e-03, 4.253016675965955173e-03, -1.016149139246862523e-02
3.014474254929999830e+01, 2.503416067808512668e-01, 3.469082820919304824e-03, -5.681871141489430038e-02, -2.418640389615924965e-02, 2.565165124534630331e-02, 2.359747817085749988e-01, 1.866300096726042357e-01, 7.807842229456161964e-02, 9.898468904751100972e-03, 4.212746158964404859e-03, -1.009286787985407517e-02
3.119811734479999998e+01, 2.495104272991715000e-01, 3.491790353407615063e-03, -5.643897297231807719e-02, -2.361143006945929865e-02, 2.532904568365117529e-02, 2.358664335565417436e-01, 1.859149368012672499e-01, 7.723948435487701381e-02, 9.971211547491731428e-03, 4.170668176035331048e-03, -1.002397296446327565e-02
3.225706414799999777e+01, 2.486556033144532996e-01, 3.514174051725150322e-03, -5.605463383571522573e-02, -2.303994600284572578e-02, 2.499606527050147325e-02, 2.357211999292087579e-01, 1.851780070393240218e-01, 7.641199977498200346e-02, 1.004222827015272684e-02, 4.126782936763595359e-03, -9.954806449964888337e-03
3.332161243310000032e+01, 2.477767242501419942e-01, 3.536227196102634859e-03, -5.566573134322876787e-02, -2.247195381616082233e-02, 2.465282809303809969e-02, 2.355387346781592783e-01, 1.844192794542475200e-01, 7.559543448271550947e-02, 1.011148454549402539e-02, 4.081092362780557037e-03, -9.885368185276707451e-03
3.439179183000000251e+01, 2.468734132714232588e-01, 3.557943369844657547e-03, -5.527230069741467106e-02, -2.190746046820044729e-02, 2.429946282149837711e-02, 2.353187199651770034e-01, 1.836388383341054920e-01, 7.478926835859511790e-02, 1.017894706749154950e-02, 4.033599953783855406e-03, -9.815658063525167440e-03
3.546763212540000154e+01, 2.459453257088512479e-01, 3.579316416525470286e-03, -5.487437523561160269e-02, -2.134647742275892768e-02, 2.393610795121692628e-02, 2.350608644227327459e-01, 1.828367912984035226e-01, 7.399299581175462770e-02, 1.024458362827325095e-02, 3.984310663073367502e-03, -9.745676020736263392e-03
3.654916326370000235e+01, 2.449921474794685139e-01, 3.600340404732649789e-03, -5.447198667176805092e-02, -2.078902035429287115e-02, 2.356291110245157389e-02, 2.347649013179650135e-01, 1.820132675142287493e-01, 7.320612624205412311e-02, 1.030836299603277509e-02, 3.933230783756904228e-03, -9.675422035650927885e-03
3.763641534770000163e+01, 2.440135935206722562e-01, 3.621009598637582767e-03, -5.406516531691652611e-02, -2.023510888904422531e-02, 2.318002838408572339e-02, 2.344305867488555295e-01, 1.811684160168015034e-01, 7.242818439108539286e-02, 1.037025479462124963e-02, 3.880367845125927591e-03, -9.604896128519307963e-03
3.872941863909999682e+01, 2.430094062494662643e-01, 3.641318433104092679e-03, -5.365394027728252746e-02, -1.968476637532462492e-02, 2.278762382387990171e-02, 2.340576978983627543e-01, 1.803024041368802566e-01, 7.165871057914052766e-02, 1.043022938839715044e-02, 3.825730519825242155e-03, -9.534098361234869673e-03
3.982820355999999862e+01, 2.419793540584269931e-01, 3.661261492389897374e-03, -5.323833963656717655e-02, -1.913801968013842392e-02, 2.238586886557072594e-02, 2.336460313615065232e-01, 1.794154160303819967e-01, 7.089726084043834753e-02, 1.048825777169767361e-02, 3.769328540747350284e-03, -9.463028836508935102e-03
4.093280069330000259e+01, 2.409232298574539854e-01, 3.680833491696647482e-03, -5.281839062169179505e-02, -1.859489900839214963e-02, 2.197494193337362622e-02, 2.331954015615804732e-01, 1.785076513101922502e-01, 7.014340695859708208e-02, 1.054431146561089945e-02, 3.711172628106199859e-03, -9.391687698243729454e-03
4.204324078369999995e+01, 2.398408496678005042e-01, 3.700029260997774686e-03, -5.239411975636582008e-02, -1.805543774217325051e-02, 2.155502805987412340e-02, 2.327056392588174871e-01, 1.775793237734304975e-01, 6.939673641877266985e-02, 1.059836242056767623e-02, 3.651274425338519973e-03, -9.320075131107479621e-03
4.315955473870000247e+01, 2.387320512742079903e-01, 3.718843730739565100e-03, -5.196555300360912455e-02, -1.751967229760492337e-02, 2.112631857584062675e-02, 2.321765901604554705e-01, 1.766306602208584930e-01, 6.865685228244763905e-02, 1.065038292618092526e-02, 3.589646443798419611e-03, -9.248191360405923211e-03
4.428177362880000345e+01, 2.375966929381345127e-01, 3.737271919054822606e-03, -5.153271589650611911e-02, -1.698764199677859840e-02, 2.068901085752999913e-02, 2.316081136322562517e-01, 1.756618993643145055e-01, 6.792337299493994562e-02, 1.070034552835852533e-02, 3.526302015687760374e-03, -9.176036652676609201e-03
4.540992868949999917e+01, 2.364346521750279873e-01, 3.755308920263622854e-03, -5.109563366265857526e-02, -1.645938895343664748e-02, 2.024330812739884994e-02, 2.310000815114872375e-01, 1.746732908138802498e-01, 6.719593213979821456e-02, 1.074822295238450111e-02, 3.461255254088160122e-03, -9.103611315337737861e-03
4.654405132099999776e+01, 2.352458245970169837e-01, 3.772949894437807074e-03, -5.065433133987507636e-02, -1.593495797110407175e-02, 1.978941930523325093e-02, 2.303523770205065102e-01, 1.736650941427622663e-01, 6.647417814571419947e-02, 1.079398803281422445e-02, 3.394521020151117490e-03, -9.030915696973271234e-03
4.768417308979999802e+01, 2.340301228207197215e-01, 3.790190057860827379e-03, -5.020883388482982185e-02, -1.541439645109514943e-02, 1.932755890435955068e-02, 2.296648937787217626e-01, 1.726375780225867518e-01, 6.575777395489162958e-02, 1.083761364974514946e-02, 3.326114896573482364e-03, -8.957950187975355014e-03
4.883032572949999661e+01, 2.327874754407447400e-01, 3.807024674285384470e-03, -4.975916627769087774e-02, -1.489775431087534893e-02, 1.885794696957212441e-02, 2.289375349068337451e-01, 1.715910194235387431e-01, 6.504639666566186529e-02, 1.087907266983332427e-02, 3.256053166612149930e-03, -8.884715220309216677e-03
4.998254114129999692e+01, 2.315178260668930288e-01, 3.823449046846950396e-03, -4.930535362129877253e-02, -1.438508391080187479e-02, 1.838080905838060039e-02, 2.281702122370077579e-01, 1.705257028738397518e-01, 6.433973713724225330e-02, 1.091833789525912396e-02, 3.184352799202469931e-03, -8.811211267859187304e-03
5.114085139529999680e+01, 2.302211324233855161e-01, 3.839458510562797355e-03, -4.884742123473784225e-02, -1.387643998782562595e-02, 1.789637624852767617e-02, 2.273628455865154829e-01, 1.694419197758572637e-01, 6.363749959843482962e-02, 1.095538201468287606e-02, 3.111031437995685073e-03, -8.737438847381196610e-03
5.230528873130000278e+01, 2.288973655095560000e-01, 3.855048425340925049e-03, -4.838539474579577060e-02, -1.337187959691337434e-02, 1.740488517651949882e-02, 2.265153621106932302e-01, 1.683399677713769971e-01, 6.293940125078616166e-02, 1.099017755723404911e-02, 3.036107394429297945e-03, -8.663398517934291915e-03
5.347588555950000000e+01, 2.275465088193890095e-01, 3.870214169430080068e-03, -4.791930017791227320e-02, -1.287146205792147335e-02, 1.690657811395265137e-02, 2.256276957628480240e-01, 1.672201501531962453e-01, 6.224517183616209981e-02, 1.102269685601112506e-02, 2.959599646472894571e-03, -8.589090882281252143e-03
5.465267446160000020e+01, 2.261685576171042489e-01, 3.884951133268069526e-03, -4.744916403712035047e-02, -1.237524890855730073e-02, 1.640170306295382630e-02, 2.246997868075812643e-01, 1.660827753163687526e-01, 6.155455322334815044e-02, 1.105291201121640088e-02, 2.881527839847087321e-03, -8.514516586385852820e-03
5.583568819159999919e+01, 2.247635182666299913e-01, 3.899254713671649990e-03, -4.697501339403575144e-02, -1.188330386166652590e-02, 1.589051387575937321e-02, 2.237315814081940191e-01, 1.649281562484817276e-01, 6.086729898931229898e-02, 1.108079485835159958e-02, 2.801912293162827500e-03, -8.439676320489879549e-03
5.702495967689999645e+01, 2.233314076125037517e-01, 3.913120308326200475e-03, -4.649687596755469610e-02, -1.139569276781079998e-02, 1.537327039539755115e-02, 2.227230312785532518e-01, 1.637566100504867506e-01, 6.018317400831307146e-02, 1.110631693851237521e-02, 2.720774005946389670e-03, -8.364570818911292935e-03
5.822052201889999878e+01, 2.218722524095624871e-01, 3.926543310530047209e-03, -4.601478020299197558e-02, -1.091248358098597521e-02, 1.485023861502869982e-02, 2.216740933984874817e-01, 1.625684574899067536e-01, 5.950195404267077937e-02, 1.112944947260264932e-02, 2.638134669931724990e-03, -8.289200861360116954e-03
5.942240849419999904e+01, 2.203860887989104733e-01, 3.939519104158999835e-03, -4.552875535376593036e-02, -1.043374632897830709e-02, 1.432169085394112418e-02, 2.205847297838567644e-01, 1.613640225765579916e-01, 5.882342534892202185e-02, 1.115016333621354945e-02, 2.554016682603315117e-03, -8.213567272266585756e-03
6.063065255539999754e+01, 2.188729618277962530e-01, 3.952043058821452619e-03, -4.503883155856487630e-02, -9.959553086270434702e-03, 1.378790594993797511e-02, 2.194549073176642606e-01, 1.601436321634532312e-01, 5.814738428554699912e-02, 1.116842903893637551e-02, 2.468443163874627262e-03, -8.137670922235685014e-03
6.184528783209999858e+01, 2.173329250109937161e-01, 3.964110525164104767e-03, -4.454503992087492648e-02, -9.489977950533631107e-03, 1.324916946454997649e-02, 2.182845976278807443e-01, 1.589076155653717515e-01, 5.747363693934399997e-02, 1.118421670361450029e-02, 2.381437974701880109e-03, -8.061512727709640655e-03
6.306634813160000164e+01, 2.157660399312792410e-01, 3.975716830294337423e-03, -4.404741258633321915e-02, -9.025097021544843320e-03, 1.270577390167335063e-02, 2.170737770185692528e-01, 1.576563041952495081e-01, 5.680199875886725314e-02, 1.119749604864012614e-02, 2.293025738331904914e-03, -7.985093651812385715e-03
6.429386744020000322e+01, 2.141723758767155039e-01, 3.986857273295312497e-03, -4.354598282152392225e-02, -8.564988382687899540e-03, 1.215801893749197601e-02, 2.158224264476225063e-01, 1.563900312131490111e-01, 5.613229420228759564e-02, 1.120823637139282437e-02, 2.203231863633522275e-03, -7.908414704689540123e-03
6.552787992400000405e+01, 2.125520095129305176e-01, 3.997527120802734854e-03, -4.304078509348392700e-02, -8.109732084965270635e-03, 1.160621166090207435e-02, 2.145305315486454867e-01, 1.551091311863802558e-01, 5.546435639994767852e-02, 1.121640653263772380e-02, 2.112082570534125087e-03, -7.831476943542737407e-03
6.676841992980000384e+01, 2.109050245882889973e-01, 4.007721602603454662e-03, -4.253185514762195668e-02, -7.659410132602208036e-03, 1.105066682361117471e-02, 2.131980826983492783e-01, 1.538139397597772517e-01, 5.479802682703154709e-02, 1.122197494292497509e-02, 2.019604917708177610e-03, -7.754281473526880922e-03
6.801552198599999599e+01, 2.092315116698935107e-01, 4.017435907230382588e-03, -4.201923008916285535e-02, -7.214106471058331742e-03, 1.049170709932038988e-02, 2.118250751250167485e-01, 1.525047933301389991e-01, 5.413315499266409953e-02, 1.122490954943720053e-02, 1.925826832224852457e-03, -7.676829447808765361e-03
6.926922080369999435e+01, 2.075315679087595122e-01, 4.026665177524547598e-03, -4.150294846482142225e-02, -6.773906976540794954e-03, 9.929663350643713748e-03, 2.104115090568149937e-01, 1.511820287252564898e-01, 5.346959814291744884e-02, 1.122517782359899914e-02, 1.830777141200092429e-03, -7.599122067643272749e-03
7.052955127760000664e+01, 2.058052968325967402e-01, 4.035404506131204903e-03, -4.098305034403416924e-02, -6.338899446794010045e-03, 9.364874903885087032e-03, 2.089573899121832667e-01, 1.498459828858937359e-01, 5.280722097400947224e-02, 1.122274675032489989e-02, 1.734485605699812374e-03, -7.521160583242182673e-03
7.179654848699999548e+01, 2.040528081645894831e-01, 4.043648930893269967e-03, -4.045957740465307151e-02, -5.909173593816244643e-03, 8.797689830679432388e-03, 2.074627285269487476e-01, 1.484969925453202277e-01, 5.214589536321352636e-02, 1.121758281696732563e-02, 1.636982956533877646e-03, -7.442946293541497296e-03
7.307024769679999565e+01, 2.022742176668777536e-01, 4.051393430112969901e-03, -3.993257301836960343e-02, -5.484821037464925227e-03, 8.228465235994783522e-03, 2.059275414208852628e-01, 1.471353939079172446e-01, 5.148550011065257392e-02, 1.120965200335805045e-02, 1.538300932278817553e-03, -7.364480546584477837e-03
7.435068435830000055e+01, 2.004696470072762637e-01, 4.058632917637937376e-03, -3.940208233849130243e-02, -5.065935300345554559e-03, 7.657567552200022359e-03, 2.043518511019127293e-01, 1.457615223230359913e-01, 5.082592069468869905e-02, 1.119891977216937520e-02, 1.438472319471827566e-03, -7.285764739703049810e-03
7.563789411049999956e+01, 1.986392236481795137e-01, 4.065362237744037446e-03, -3.886815238996037258e-02, -4.652611803615992400e-03, 7.085372838619207435e-03, 2.027356864092517419e-01, 1.443757119523132459e-01, 5.016704903925159331e-02, 1.118535105994864984e-02, 1.337530995059960180e-03, -7.206800319829178084e-03
7.693191278070000294e+01, 1.967830807565047468e-01, 4.071576159764335803e-03, -3.833083216316512248e-02, -4.244947864003017352e-03, 6.512267086161481998e-03, 2.010790828918324891e-01, 1.429782954278942531e-01, 4.950878329710105274e-02, 1.116891026753957447e-02, 1.235511971132942626e-03, -7.127588782980287183e-03
7.823277638599999761e+01, 1.949013571337394890e-01, 4.077269372431075248e-03, -3.779017270744809698e-02, -3.843042691060409924e-03, 5.938646526623452861e-03, 1.993820832290170153e-01, 1.415696035021749843e-01, 4.885102763945679827e-02, 1.114956125217415016e-02, 1.132451442226714913e-03, -7.048131675019992173e-03
7.954052113379999867e+01, 1.929941971653744981e-01, 4.082436477881169583e-03, -3.724622723049374889e-02, -3.446997385693049802e-03, 5.364917946410462449e-03, 1.976447376869580053e-01, 1.401499646835979995e-01, 4.819369206270410211e-02, 1.112726731850069949e-02, 1.028386835120220430e-03, -6.968430591160745639e-03
8.085518342299999972e+01, 1.910617507885252475e-01, 4.087071985260981588e-03, -3.669905119917150210e-02, -3.056914938908664777e-03, 4.791499003966412547e-03, 1.958671046157102469e-01, 1.387197048591584936e-01, 4.753669220402569756e-02, 1.110199121024350172e-02, 9.233568613833172817e-04, -6.888487175959379441e-03
8.217679984529999615e+01, 1.891041734775672223e-01, 4.091170303908677613e-03, -3.614870244426989648e-02, -2.672900231062597630e-03, 4.218818550533822570e-03, 1.940492509865385240e-01, 1.372791469006497400e-01, 4.687994916911222831e-02, 1.107369510174414928e-02, 8.174015727761808035e-04, -6.808303123062039650e-03
8.350540718569999399e+01, 1.871216262471207536e-01, 4.094725736028191967e-03, -3.559524126894617058e-02, -2.295060031691039792e-03, 3.647316954404722627e-03, 1.921912529727504981e-01, 1.358286102527552774e-01, 4.622338936921745189e-02, 1.104234059001397462e-02, 7.105624198332210085e-04, -6.727880175199442946e-03
8.484104242380000471e+01, 1.851142756715112303e-01, 4.097732468790802815e-03, -3.503873056086594800e-02, -1.923502999406307389e-03, 3.077446427058297754e-03, 1.902931965702987505e-01, 1.343684105011775098e-01, 4.556694437133527315e-02, 1.100788868578097407e-02, 6.028823135834375426e-04, -6.647220123498545283e-03
8.618374273499999560e+01, 1.830822939207682187e-01, 4.100184565819352082e-03, -3.447923590893982315e-02, -1.558339681982957685e-03, 2.509671351616517797e-03, 1.883551782668187458e-01, 1.328988589180437607e-01, 4.491055075576307759e-02, 1.097029980552175106e-02, 4.944056908802162706e-04, -6.566324807328319767e-03
8.753354549120000172e+01, 1.810258588128814961e-01, 4.102075957954729596e-03, -3.391682572520309663e-02, -1.199682516684190316e-03, 1.944468612670400068e-03, 1.863773057540727418e-01, 1.314202619829317742e-01, 4.425414998714102127e-02, 1.092953376228467631e-02, 3.851785834682224853e-04, -6.485196113285487257e-03
8.889048826200000519e+01, 1.789451538819387399e-01, 4.103400433225067902e-03, -3.335157136918930065e-02, -8.476458302816247637e-04, 1.382327926782422759e-03, 1.843596986928315029e-01, 1.299329208785702516e-01, 4.359768829014537550e-02, 1.088554975761092322e-02, 2.752486911454902498e-04, -6.403835975161262586e-03
9.025460881559999393e+01, 1.768403684618777283e-01, 4.104151625923469632e-03, -3.278354728108621996e-02, -5.023458391644380948e-04, 8.237521730598910399e-04, 1.823024895260842437e-01, 1.284371309549039997e-01, 4.294111653971774412e-02, 1.083830637220792315e-02, 1.646654592675308082e-04, -6.322246372624031573e-03
9.162594512030000260e+01, 1.747116977862514797e-01, 4.104323004701932419e-03, -3.221283111796572479e-02, -1.639006488806842368e-04, 2.692577226559873652e-04, 1.802058243470485155e-01, 1.269331811636079943e-01, 4.228439015807327478e-02, 1.078776155678232498e-02, 5.348016097360233677e-05, -6.240429330321501517e-03
9.300453534499999364e+01, 1.725593431041652359e-01, 4.103907859553492139e-03, -3.163950389623795129e-02, 1.675697464179730378e-04, -2.806252330513974661e-04, 1.780698638255342470e-01, 1.254213534583839829e-01, 4.162746901991060122e-02, 1.073387262299799888e-02, -5.825401538643617925e-05, -6.158386917020176876e-03
9.439041786059999595e+01, 1.703835118122072334e-01, 4.102899287549709867e-03, -3.106365014228220159e-02, 4.919434653023730232e-04, -8.253523574699335452e-04, 1.758947841938157675e-01, 1.239019221569589990e-01, 4.097031736840509725e-02, 1.067659623388545094e-02, -1.704818733302644932e-04, -6.076121244130477418e-03
9.578363124089999303e+01, 1.681844176030232452e-01, 4.101290177205807810e-03, -3.048535804789287429e-02, 8.090967409658228037e-04, -1.364364847670624737e-03, 1.736807782960279878e-01, 1.223751532650390050e-01, 4.031290373900762308e-02, 1.061588839392672498e-02, -2.831461092368767760e-04, -5.993634464240054673e-03
9.718421426369999949e+01, 1.659622806307524956e-01, 4.099073191294127193e-03, -2.990471963516539919e-02, 1.118903924021294027e-03, -1.897089118779972427e-03, 1.714280567074517592e-01, 1.208413037555584879e-01, 3.965520089178252439e-02, 1.055170443938917291e-02, -3.961872067688509491e-04, -5.910928769457909904e-03
9.859220591209999895e+01, 1.637173276942814892e-01, 4.096240747950127305e-03, -2.932183092694520127e-02, 1.421237486314512639e-03, -2.422936495432710148e-03, 1.691368489250625051e-01, 1.193006208039487509e-01, 3.899718575209444593e-02, 1.048399902803902502e-02, -5.095433241268188061e-04, -5.828006389552385300e-03
