# z (m), K (m^2/s^2), Kth (K^2), uw (m^2/s^2), vw (m^2/s^2), uv (m^2/s^2), uu (m^2/s^2), vv (m^2/s^2), ww (m^2/s^2), ut (mK/s), vt (mK/s), wt (mK/s)
1.000076453749999956e+02, 7.673469689121917292e-02, 7.024251146614342647e-03, -1.110027385303637495e-02, 4.623502217094024869e-03, -8.435964433231654333e-03, 7.652857853564877522e-02, 5.979182994844720045e-02, 1.714898535311189937e-02, 8.914767976236206981e-03, -3.717379216186144763e-03, -4.400910195107677475e-03
1.014305720499999950e+02, 7.415734474861702952e-02, 6.874427639563719487e-03, -1.059503668517042772e-02, 4.687382646295979761e-03, -8.499581297160396093e-03, 7.360524390242574599e-02, 5.815616677917131994e-02, 1.655327886940277313e-02, 8.592716349438615439e-03, -3.805693266709142802e-03, -4.264052166999674452e-03
1.028610255400000000e+02, 7.159090073355317552e-02, 6.721833817724912064e-03, -1.009480442518320698e-02, 4.738918298734807674e-03, -8.532060730819208266e-03, 7.069361790263214984e-02, 5.652608683362360387e-02, 1.596209678360775014e-02, 8.267376095180196949e-03, -3.885183377598752999e-03, -4.127895492373342967e-03
1.042990456609999939e+02, 6.903696726116331783e-02, 6.566541052737415521e-03, -9.599992384833191256e-03, 4.778095965880852294e-03, -8.533197097718249469e-03, 6.779698553969021324e-02, 5.490124315698744623e-02, 1.537570587739057505e-02, 7.939146809917545580e-03, -3.955565563295855569e-03, -3.992480155225767643e-03
1.057446724379999949e+02, 6.649717444921987575e-02, 6.408624622949777618e-03, -9.111028582133617534e-03, 4.804916172588889582e-03, -8.502890549786670110e-03, 6.491871997001505412e-02, 5.328124909029760548e-02, 1.479437988884439899e-02, 7.608450441351119822e-03, -4.016563702257724966e-03, -3.857847406548942266e-03
1.071979461070000070e+02, 6.397318096579392155e-02, 6.248163896088557677e-03, -8.628353933317317592e-03, 4.819394315445632571e-03, -8.441156180398957931e-03, 6.206227985268783498e-02, 5.166568249931337287e-02, 1.421839962926849978e-02, 7.275732082740750048e-03, -4.067910825351207620e-03, -3.724039824977629781e-03
1.086589071180000019e+02, 6.146667492002785144e-02, 6.085242523752620522e-03, -8.152422426662074909e-03, 4.821561890155742769e-03, -8.348133602849531348e-03, 5.923120591275542884e-02, 5.005409085830564431e-02, 1.364805311762804993e-02, 6.941460774808221913e-03, -4.109350522452562444e-03, -3.591101383934977315e-03
1.101275961340000009e+02, 5.897937480372162505e-02, 5.919948647151912317e-03, -7.683701276664180527e-03, 4.811467817298980057e-03, -8.224096944822770552e-03, 5.642911662692447206e-02, 4.844599729468212351e-02, 1.308363573340615149e-02, 6.606130314160510095e-03, -4.140638478160222659e-03, -3.459077526684052346e-03
1.116040540340000007e+02, 5.651303049236221926e-02, 5.752375116154754761e-03, -7.222671051019900063e-03, 4.789179876577153057e-03, -8.069465241485669627e-03, 5.365970292324744734e-02, 4.684090771815169890e-02, 1.252545038981310067e-02, 6.270260064339760672e-03, -4.161544149631097103e-03, -3.328015250161607281e-03
1.130883219130000015e+02, 5.406942431986689473e-02, 5.582619724715255291e-03, -6.769825767878989708e-03, 4.754786261502150224e-03, -7.884813202320959530e-03, 5.092672178439915098e-02, 4.523831916921087354e-02, 1.197380773150980016e-02, 5.934395768831562078e-03, -4.171852600986940100e-03, -3.197963199405095148e-03
1.145804410829999966e+02, 5.165037223841022207e-02, 5.410785464203250045e-03, -6.325672955399925038e-03, 4.708397267833832819e-03, -7.670882316931402524e-03, 4.823398862379577740e-02, 4.363772953915122377e-02, 1.142902635813509982e-02, 5.599110362293740172e-03, -4.171366511194494857e-03, -3.068971774469677390e-03
1.160804530749999941e+02, 4.925772508226088087e-02, 5.236980799582917692e-03, -5.890733666391614193e-03, 4.650147131455597584e-03, -7.428592251998694836e-03, 4.558536829372282495e-02, 4.203864883407799902e-02, 1.089143307983325010e-02, 5.265004776716960058e-03, -4.159908374866322367e-03, -2.941093251743897522e-03
1.175883996390000021e+02, 4.689336995569254318e-02, 5.061319972323362337e-03, -5.465542439262401943e-03, 4.580196033463880025e-03, -7.159052477731005747e-03, 4.298476456976305093e-02, 4.044061217549926868e-02, 1.036136320805843697e-02, 4.932708739475571980e-03, -4.137322918927257773e-03, -2.814381922947282750e-03
1.191043227459999940e+02, 4.455923176637151956e-02, 4.883923335252214962e-03, -5.050647193096462553e-03, 4.498732293416842117e-03, -6.863574042140030071e-03, 4.043610793151574540e-02, 3.884319475433042207e-02, 9.839160887626248117e-03, 4.602881557235557683e-03, -4.103479761750464944e-03, -2.688894254514937604e-03
1.206282645910000042e+02, 4.225727494208802310e-02, 4.704917730050432734e-03, -4.646609042842255247e-03, 4.405974774672785123e-03, -6.543681388147776917e-03, 3.794334145134629910e-02, 3.724602899238589615e-02, 9.325179479934914140e-03, 4.276212880706446728e-03, -4.058276347128679518e-03, -2.564689071743970344e-03
1.221602675879999964e+02, 3.998950535513132176e-02, 4.524436911471555085e-03, -4.254002019712692199e-03, 4.302175530914647411e-03, -6.201124082803372364e-03, 3.551040456653337812e-02, 3.564882418159314587e-02, 8.819782000354908780e-03, 3.953423443739390031e-03, -4.001641190848777112e-03, -2.441827773145670028e-03
1.237003743799999995e+02, 3.775797250190374849e-02, 4.342622035423557292e-03, -3.873412668718010342e-03, 4.187622725567427540e-03, -5.837888282450422704e-03, 3.314121448491592209e-02, 3.405138893077312712e-02, 8.323341625028910298e-03, 3.635265762576939900e-03, -3.933537485539605021e-03, -2.320374579398595122e-03
1.252486278330000005e+02, 3.556477199494444824e-02, 4.159622227123560383e-03, -3.505439503991824787e-03, 4.062643865230664356e-03, -5.456207723232774261e-03, 3.083964496354822324e-02, 3.245365678323350322e-02, 7.836242278671485401e-03, 3.322524789391867288e-03, -3.853967121166930031e-03, -2.200396826798067373e-03
1.268050710389999978e+02, 3.341204841494885280e-02, 3.975595244548135385e-03, -3.150692280119690106e-03, 3.927609391784194805e-03, -5.058573955559764364e-03, 2.860950213013427681e-02, 3.085571541977737142e-02, 7.358879314165054676e-03, 3.016018495790629989e-03, -3.762975187252097509e-03, -2.081965312560474755e-03
1.283697473199999877e+02, 3.130199860685722174e-02, 3.790708271696187522e-03, -2.809791036689222692e-03, 3.782936688229869993e-03, -4.647745468668231829e-03, 2.645449700689980060e-02, 2.925783993278352826e-02, 6.891660306784520504e-03, 2.716598365544299881e-03, -3.660655042635182349e-03, -1.965154704262490112e-03
1.299427002269999889e+02, 2.923687551135937396e-02, 3.605138875688610085e-03, -2.483364859166277677e-03, 3.629094563881044965e-03, -4.226755252775457258e-03, 2.437821434488229855e-02, 2.766053072544207708e-02, 6.435005983681067743e-03, 2.425149763497662370e-03, -3.547154057102225137e-03, -1.850044028517762711e-03
1.315239735389999964e+02, 2.721899262853897522e-02, 3.419076171981442602e-03, -2.172050278727010245e-03, 3.466608295674837407e-03, -3.798916211357077945e-03, 2.238407731198712586e-02, 2.606455666375327718e-02, 5.989351311116250347e-03, 2.142592131383229837e-03, -3.422680154038719707e-03, -1.736717256732827307e-03
1.331136112689999891e+02, 2.525072924771004992e-02, 3.232722266805047179e-03, -1.876489209754230109e-03, 3.296065316338745062e-03, -3.367823659137342621e-03, 2.047530753649910024e-02, 2.447100421280632571e-02, 5.555146774344587972e-03, 1.869878942029764689e-03, -3.287509317751994946e-03, -1.625264010924594958e-03
1.347116576619999933e+02, 2.333453659642542588e-02, 3.046294062049912255e-03, -1.597326295360522322e-03, 3.118121659356292395e-03, -2.937353913746627593e-03, 1.865487994917505027e-02, 2.288133338397689912e-02, 5.132859886340322350e-03, 1.607997315883112534e-03, -3.141994272142427901e-03, -1.515780420180965100e-03
1.363181571979999944e+02, 2.147294508778870015e-02, 2.860025539135002681e-03, -1.335205480470742518e-03, 2.933509286926659892e-03, -2.511657664812570051e-03, 1.692547180459059997e-02, 2.129744142556757452e-02, 4.722976970434370272e-03, 1.357967152905472426e-03, -2.986574588988277507e-03, -1.408370164836512430e-03
1.379331545889999973e+02, 1.966857286404084804e-02, 2.674170679107942643e-03, -1.090765574265137880e-03, 2.743044450618082816e-03, -2.095146380105435396e-03, 1.528940521234300152e-02, 1.972173527421859987e-02, 4.326005264874132131e-03, 1.120839569499341125e-03, -2.821788555912852631e-03, -1.303145757745615080e-03
1.395566947890000051e+02, 1.792413588331477625e-02, 2.489007245567980125e-03, -8.646344714379333718e-04, 2.547637251911402494e-03, -1.692469408129425052e-03, 1.374858250909632464e-02, 1.815721386219692340e-02, 3.942475416998469581e-03, 8.976943220480215931e-04, -2.648287218082800119e-03, -1.200230124154422467e-03
1.411888229840000122e+02, 1.624245979302249912e-02, 2.304841728787717422e-03, -6.574215869742151570e-04, 2.348302593680790321e-03, -1.308478637259364273e-03, 1.230441383628862358e-02, 1.660756134143434939e-02, 3.572944428266855346e-03, 6.896357490507471757e-04, -2.466851119022267242e-03, -1.099758563213064887e-03
1.428295846030000007e+02, 1.462649383017464860e-02, 2.122015874874842375e-03, -4.697078734468687405e-04, 2.146172711014760100e-03, -9.481764245935472889e-04, 1.095773645926430284e-02, 1.507725209631029933e-02, 3.217999122983865312e-03, 4.977865127584457910e-04, -2.278410384644664888e-03, -1.001881192750879099e-03
1.444790253140000118e+02, 1.307932696213022494e-02, 1.940915399351127342e-03, -3.020325528273417226e-04, 1.942511459620450054e-03, -6.166409692093502599e-04, 9.708725803069804747e-03, 1.357166792248699905e-02, 2.878260215167167176e-03, 3.232780630025419624e-04, -2.084068942037997640e-03, -9.067660132505840458e-04
1.461371910249999928e+02, 1.160420626291044921e-02, 1.761981697811129980e-03, -1.548753311531963735e-04, 1.738730458166032637e-03, -3.189211547891274839e-04, 8.556798972522266719e-03, 1.209722656573907450e-02, 2.554387002278242242e-03, 1.672361667330447116e-04, -1.885133785166624850e-03, -8.146027585335430428e-04
1.478041278910000074e+02, 1.020455734816637546e-02, 1.585727724128974982e-03, -2.863236147134893964e-05, 1.536406998973412598e-03, -5.989000352383515183e-05, 7.500513327638769732e-03, 1.066151865614959476e-02, 2.247082725531867296e-03, 3.075896827885255739e-05, -1.683150234629129938e-03, -7.256077407872407606e-04
1.494798823069999969e+02, 8.884005415359609928e-03, 1.412759530967952525e-03, 7.641649430283907929e-05, 1.337303240214300030e-03, 1.559578613122250177e-04, 6.537465233672987326e-03, 9.273445324413629592e-03, 1.957100283917972278e-03, -8.511630331868070849e-05, -1.479944051032894888e-03, -6.400299313777967937e-04
1.511645009140000013e+02, 7.646396069794167590e-03, 1.243805690037022484e-03, 1.601525381434989949e-04, 1.143385390639184863e-03, 3.247838553254809983e-04, 5.664201489545934824e-03, 7.943342162316850003e-03, 1.685248497355917602e-03, -1.794638947719789891e-04, -1.277670249936390008e-03, -5.581585232079412781e-04
1.528580306030000031e+02, 6.495805777539521812e-03, 1.079756278729860014e-03, 2.226799622060495246e-04, 9.568399731974501629e-04, 4.437819099636924761e-04, 4.876159641809012756e-03, 6.683055920812011955e-03, 1.432396000501547431e-03, -2.515463261922672687e-04, -1.078867607371762540e-03, -4.803321373988481938e-04
1.545605185089999907e+02, 5.436547071562510165e-03, 9.217154867430444503e-04, 2.644105739533712373e-04, 7.800814088038888127e-04, 5.116787461277527921e-04, 4.167688181684267579e-03, 5.505929467650475320e-03, 1.199476500338902355e-03, -3.009298188917005072e-04, -8.865104910524177709e-04, -4.069495757519297303e-04
1.562720120189999875e+02, 4.473110104439177552e-03, 7.710621380318002753e-04, 2.861788224070592251e-04, 6.157392430281810429e-04, 5.293781289249800117e-04, 3.532175441745445156e-03, 4.426568605740240601e-03, 9.874761665645279476e-04, -3.276570400792894666e-04, -7.040484972016462610e-04, -3.384812168973714967e-04
1.579925587689999986e+02, 3.610102758609580118e-03, 6.295242932317782810e-04, 2.893931946878455287e-04, 4.666047842312380208e-04, 5.007288383515016983e-04, 2.962474132680230181e-03, 3.460299384677447028e-03, 7.974320038021788862e-04, -3.324908135544940189e-04, -5.353872542506353180e-04, -2.754786027157622350e-04
1.597222066470000073e+02, 2.851918431349354834e-03, 4.992132235485670063e-04, 2.762231116019237486e-04, 3.354991896424074711e-04, 4.333298140893995006e-04, 2.451580265008889911e-03, 2.621910258993067743e-03, 6.303463415783355480e-04, -3.172519996934040150e-04, -3.847747366129512445e-04, -2.185758979218397605e-04
1.614610037969999894e+02, 2.202473234691959807e-03, 3.826221123221873010e-04, 2.497952310695635242e-04, 2.250100466012040041e-04, 3.390380651820734995e-04, 1.994073666227024789e-03, 1.923714895825985203e-03, 4.871579093471239659e-04, -2.851862562975534827e-04, -2.564321817499579798e-04, -1.684709316517400126e-04
1.632089986139999951e+02, 1.664047844531507539e-03, 2.823658546785027461e-04, 2.143208977657704917e-04, 1.370227023963977624e-04, 2.336187365851072513e-04, 1.587584057569434853e-03, 1.372087747754530086e-03, 3.684238850943749545e-04, -2.413006211325062521e-04, -1.538855055106060120e-04, -1.258623450014857356e-04
1.649662397520000070e+02, 1.236570557272842659e-03, 2.007444745771984904e-04, 1.749616908449082514e-04, 7.203241962876930462e-05, 1.344564997351046988e-04, 1.234792601121944937e-03, 9.641261661991061722e-04, 2.742223481174052547e-04, -1.921977193007992244e-04, -7.879637094575579726e-05, -9.131064696287368679e-05
1.667327761189999933e+02, 9.147952608433276627e-04, 1.387654508069857391e-04, 1.371734628062295201e-04, 2.838859965496705602e-05, 5.596528996559389807e-05, 9.421497486363443041e-04, 6.840791196252745104e-04, 2.033616540253182711e-04, -1.452107790166289828e-04, -2.976974572472072258e-05, -6.500007974967440144e-05
1.685086568860000114e+02, 6.878356429964404108e-04, 9.546105290648804166e-05, 1.053226617782733812e-04, 2.060694348862300142e-06, 4.225871704384228877e-06, 7.161650878112122386e-04, 5.060569127283932531e-04, 1.534492858874594856e-04, -1.061889089917738535e-04, -1.849689942442394710e-06, -4.644368020559942213e-05
1.702939314799999977e+02, 5.364511296987112612e-04, 6.752140769835064465e-05, 8.133142441670559444e-05, -1.240674753937844407e-05, -2.423137798724761365e-05, 5.542717778691569515e-04, 3.985707207260102318e-04, 1.200597611485326402e-04, -7.772918584081887645e-05, 1.202562536545976875e-05, -3.435450248309224793e-05
1.720886495919999959e+02, 4.394497071328072385e-04, 5.065452804973016919e-05, 6.438095173277725409e-05, -1.992491053929745153e-05, -3.740521052797979979e-05, 4.448701656643610147e-04, 3.354110272625574775e-04, 9.861822164053021236e-05, -5.860845618733227926e-05, 1.825805215355329983e-05, -2.692098567684125064e-05
1.738928611759999967e+02, 3.750531710295359946e-04, 4.074199593056437212e-05, 5.264374986632252293e-05, -2.377809005912379881e-05, -4.234016655714691751e-05, 3.702884287691810515e-04, 2.955999189734812016e-04, 8.421799459255974282e-05, -4.634525304869634735e-05, 2.101393761731624999e-05, -2.244937919718587670e-05
1.757066164469999876e+02, 3.294378354777697821e-04, 3.495777095555667588e-05, 4.383402884710577586e-05, -2.539564105496597718e-05, -4.272729513657399966e-05, 3.169179358884675283e-04, 2.679305956466887018e-04, 7.402713968002502104e-05, -3.802751420992806934e-05, 2.209603921154432361e-05, -1.961093168330300019e-05
1.775299658909999891e+02, 2.913555968539995240e-04, 3.129912448719832715e-05, 3.717731144446872538e-05, -2.579585709991485162e-05, -4.094265809624522516e-05, 2.738977274864924844e-04, 2.433074190191712282e-04, 6.550604744396579498e-05, -3.226593009986590370e-05, 2.242904023573037475e-05, -1.764188082712827597e-05
1.793629602560000080e+02, 2.530248046648407492e-04, 2.833929930538963028e-05, 3.050683343886657510e-05, -2.427681045542170270e-05, -3.673573056840600279e-05, 2.330882801807174958e-04, 2.162157210298797528e-04, 5.674560833961707026e-05, -2.712950916424600021e-05, 2.163039407975235229e-05, -1.573475720330827634e-05
1.812056505600000094e+02, 2.128985933371702153e-04, 2.556383849933355050e-05, 2.502868030630547237e-05, -2.219541709915575116e-05, -3.162107974907115126e-05, 1.925810798402534862e-04, 1.849723588019882463e-04, 4.824374822258055136e-05, -2.260108764213659949e-05, 2.006129053978757820e-05, -1.368722185531515828e-05
1.830580880930000092e+02, 1.567882545617221694e-04, 2.107277055816955249e-05, 1.733395038108116680e-05, -1.682372666730162655e-05, -2.343903691680472370e-05, 1.399718016136885330e-04, 1.385820608917736610e-04, 3.502264676401237317e-05, -1.698933197093034864e-05, 1.650667845659657511e-05, -1.070683772022279101e-05
1.849203244139999924e+02, 1.064116506551653882e-04, 1.836887380946717401e-05, 1.196338625282673570e-05, -1.258783055007691828e-05, -1.562257328251431883e-05, 9.287949819743515894e-05, 9.441051536980589877e-05, 2.553328784126662418e-05, -1.197701852470853345e-05, 1.260921773887740171e-05, -7.566947817556490112e-06
1.867924113560000023e+02, 4.560007635670520326e-05, 9.437225888280627873e-06, 4.124664632185125090e-06, -4.863347739682367353e-06, -6.890356646088012430e-06, 4.011061152514559938e-05, 4.231706341976135353e-05, 8.772477816009887700e-06, -6.085753184166112305e-06, 7.132868828728073876e-06, -4.836550139326288171e-06
1.886744010239999909e+02, 1.114282375649463765e-06, 1.675832823019514860e-07, 1.744629271619601625e-08, -2.067932710197267633e-08, -5.613893592038792592e-08, 9.640223636330100832e-07, 9.910269960075197561e-07, 2.735153929876975286e-07, -5.481156953858698443e-08, 6.880577182974642487e-08, -1.881350177367957176e-08
1.905663458010000113e+02, 1.468987618823879952e-06, 1.522376917735210031e-07, 7.754592694323333220e-12, -1.051384819596966531e-11, -4.740373407436112448e-12, 1.189957084407052489e-06, 1.189960401945682502e-06, 5.580577528674160080e-07, -4.093041430261942171e-10, 5.595685170077287134e-10, -5.023746908148740253e-10
1.924682983470000011e+02, 1.446373887899957331e-06, 1.382932105124352664e-07, 1.151577931727147495e-15, -1.678781092892992593e-15, -1.845418970689290363e-19, 1.191775082938542571e-06, 1.191775083288794930e-06, 5.091976112609034553e-07, -7.246271472976750375e-14, 1.066139701084881066e-13, -4.454405328981495414e-10
1.943803115990000094e+02, 1.347886000007142265e-06, 1.288220754014282576e-07, 1.069835188406706962e-19, -1.682523269095040794e-19, -1.977556792629462095e-27, 1.110679027073927402e-06, 1.110679027400234987e-06, 4.744139471136607524e-07, -6.759667116668585374e-18, 1.072802363692374319e-17, -4.150005275039747441e-10
1.963024387750000130e+02, 1.252537645392912483e-06, 1.196877981323524859e-07, 1.083046381166697030e-21, -3.257684631951137640e-21, -3.728323888008019922e-31, 1.032109637926837164e-06, 1.032109638230060560e-06, 4.408560160911540253e-07, -6.796840583694889709e-20, 2.048547770823747372e-19, -3.854829854421827418e-10
1.982347333740000010e+02, 1.160660555901829964e-06, 1.108884714021542577e-07, -1.010521542412225979e-21, 2.811264553189819651e-21, -3.246839221174327283e-31, 9.564002791813284928e-07, 9.564002794623085914e-07, 4.085205545149865086e-07, 6.347030504329257233e-20, -1.768358100191162449e-19, -3.570458227834474727e-10
2.001772491790000004e+02, 1.072513318823004031e-06, 1.024485943302762012e-07, 9.056152779665317639e-22, -3.341129857279130388e-21, -3.695212403480054667e-31, 8.837641061421027329e-07, 8.837641064017418364e-07, 3.774984263542175252e-07, -5.656048440312635005e-20, 2.101387581935012384e-19, -3.297676506053810392e-10
2.021300402560000009e+02, 9.883547898271551360e-07, 9.439270978564305002e-08, 9.411080222737596224e-24, 6.751083818079902389e-22, 1.211827099866315700e-33, 8.144144187361027434e-07, 8.144144189753655164e-07, 3.478807430966449878e-07, -8.957602234210926940e-22, -4.241512810538012533e-20, -3.037268510276052585e-10
2.040931609589999880e+02, 9.084472552093048658e-07, 8.674566257941884935e-08, -1.657693251870190075e-22, -1.425878940931147396e-21, 3.447011339571349853e-32, 7.485673236999046636e-07, 7.485673239198200394e-07, 3.197598638593929896e-07, 1.039281142324899300e-20, 8.958625749260808527e-20, -2.790025512043372363e-10
2.060666659279999919e+02, 8.330616624486132825e-07, 7.953309806525352535e-08, 1.598878462073182499e-22, 7.549450927371879220e-22, 1.923493764916369984e-32, 6.864460748678215264e-07, 6.864460750694838716e-07, 2.932311759324167402e-07, -1.005584067735994609e-20, -4.743879008528969529e-20, -2.556761834564794818e-10
2.080506100910000100e+02, 7.624863411054964800e-07, 7.278228856386662551e-08, -3.550790362416132782e-22, -8.531387492035964484e-22, 5.235284604493409984e-32, 6.282882189912117366e-07, 6.282882191757855098e-07, 2.683962449340927158e-07, 2.252532530972487276e-20, 5.357905947860521984e-20, -2.338339650783467637e-10
2.100450486690000105e+02, 6.970414926899826751e-07, 6.652351134474561927e-08, 3.610083929470779726e-22, 7.929041278375580439e-22, 5.445043216166079813e-32, 5.743575534772297248e-07, 5.743575536459560409e-07, 2.453678790704664857e-07, -2.278425436470307646e-20, -4.982837890264010162e-20, -2.135711465513670032e-10
2.120500371749999999e+02, 6.371035909171680233e-07, 6.079236184417752502e-08, -1.665004626127264902e-21, 5.995822414709942079e-21, -2.088711132191550069e-30, 5.249642207530934652e-07, 5.249642209073052365e-07, 2.242787409176392605e-07, 1.048046042694510076e-19, -3.783195785547049585e-19, -1.949991072043157376e-10
2.140656314130000055e+02, 5.831474859308527465e-07, 5.563374115808878062e-08, -1.300416927124567434e-23, 3.201423033562359769e-23, -1.057702494792052554e-34, 4.804993592434762313e-07, 4.804993593846201901e-07, 2.052962539143089944e-07, 8.347143174748174845e-22, -2.023273750938867578e-21, -1.782575592077087287e-10
2.160918874850000009e+02, 5.358215130379223257e-07, 5.110896927306350167e-08, 1.272349116571267356e-21, -5.222362306211977526e-21, -1.659043365481912402e-30, 4.414970008143187872e-07, 4.414970009439990020e-07, 1.886490249429615114e-07, -8.022085573566242637e-20, 3.301998104318737641e-19, -1.635364079086244911e-10
2.181288617870000053e+02, 4.960876145575389675e-07, 4.730903970076765477e-08, 3.897993502387247576e-23, -2.116547223534025187e-22, -2.289363956114032588e-33, 4.087494332542187398e-07, 4.087494333742722663e-07, 1.746763630656164811e-07, -2.489265663596387292e-21, 1.339984783636070104e-20, -1.511162845284867446e-10
2.201766110169999990e+02, 4.654967668922032563e-07, 4.438067603856907097e-08, -7.117209566603420048e-23, 1.773877442054277576e-22, -3.609763179684642960e-33, 3.835340251522602436e-07, 3.835340252648977320e-07, 1.639254839105402605e-07, 4.473346144865452225e-21, -1.125949476172079858e-20, -1.414480533202939950e-10
2.222351921700000048e+02, 4.467597450963907477e-07, 4.258045424225684980e-08, 1.579362316447255028e-22, 4.201182445978752286e-22, 2.015358579389524943e-32, 3.680829947481484740e-07, 3.680829948562354897e-07, 1.573535011097789744e-07, -1.003127440155671525e-20, -2.665498405774502509e-20, -1.353163517653190037e-10
2.243046625430000063e+02, 4.449697309215912424e-07, 4.239165792095004489e-08, -1.519588450858978414e-22, -3.305706433860730227e-22, 1.525466199075991307e-32, 3.665886340886907788e-07, 3.665886341963194437e-07, 1.567621940774019767e-07, 9.771493696197136967e-21, 2.103061467405834823e-20, -1.341853955205287475e-10
2.263850797359999945e+02, 4.701717849421397061e-07, 4.477400287860310440e-08, 1.754229599934922539e-22, 4.086893257080805191e-22, 2.090673887951717367e-32, 3.873130273921465165e-07, 3.873130275058222555e-07, 1.657175155348264923e-07, -1.131323539265074233e-20, -2.613229178174092653e-20, -1.409095057259637424e-10
2.284765016549999928e+02, 5.423752161218367697e-07, 5.166044562456410482e-08, -2.160946971875144938e-22, -6.861493612868573199e-22, 3.834512676673304448e-32, 4.467074118388320666e-07, 4.467074119698572639e-07, 1.913356090674662516e-07, 1.394422830089712478e-20, 4.425611694342257615e-20, -1.610767247541207349e-10
2.305789865110000108e+02, 7.017163253044127583e-07, 6.694829708140962404e-08, 1.963587027369460045e-22, 6.070463472896312167e-22, 2.445807362257655279e-32, 5.778225128717302329e-07, 5.778225130410950001e-07, 2.477876255139120262e-07, -1.271558242598355260e-20, -3.967214590439813222e-20, -2.056608545803192402e-10
2.326925928240000019e+02, 1.035566605666094396e-06, 9.910768973085852711e-08, -2.917985644110895081e-22, -6.738740118184592116e-22, 2.856747105234834606e-32, 8.524767085817262309e-07, 8.524767088313474758e-07, 3.661797951253582936e-07, 1.934221239748300251e-20, 4.494065741131837406e-20, -2.973959905833874806e-10
2.348173794219999877e+02, 1.760857010230367404e-06, 1.693111199148585097e-07, 3.608971274857727595e-22, 9.523690162362062028e-23, 3.180904880058746245e-33, 1.448343956138697583e-06, 1.448343956561635110e-06, 6.250261098076890076e-07, -2.487826633013232457e-20, -6.461187743889516247e-21, -4.885548736728580211e-10
2.369534054449999871e+02, 3.472941121053662725e-06, 3.372124985115037636e-07, -6.703653398719281443e-22, 2.714932247215432809e-22, -9.679222227335644865e-33, 2.850390293777160034e-06, 2.850390294603442792e-06, 1.245101657744917330e-06, 4.889518856801322062e-20, -2.006325834647817665e-20, -9.051819856449760117e-10
2.391007303469999954e+02, 7.903581401040352434e-06, 7.886314363651312960e-07, 1.728735814594832408e-21, 7.481861712178427286e-21, 3.360383557817700449e-31, 6.446571981180895043e-06, 6.446571983010069469e-06, 2.914018846906159592e-06, -1.396892047813179423e-19, -5.992747938297747619e-19, -1.820477329208254772e-09
2.412594138940000050e+02, 1.986416740136270133e-05, 2.143164057320052704e-06, -1.111352923539588594e-20, 2.290085891567604874e-20, -3.505496895943180007e-30, 1.590165628507752413e-05, 1.590165628929192301e-05, 7.925022250060434495e-06, 1.067771870902575829e-18, -2.204692012411414748e-18, -3.508766083943602579e-09
2.434295161699999994e+02, 4.792600961322880047e-05, 6.121051667453762161e-06, 2.877363318273775041e-22, 9.423702358915722684e-21, 2.474474284533267367e-32, 3.665452498028961908e-05, 3.665452498827804779e-05, 2.254296930481042294e-05, -3.900346225907249822e-20, -1.244445744501272318e-18, -4.806764682610822948e-09
2.456110975770000096e+02, 7.183578599556852279e-05, 9.925749921927339118e-06, 3.170955808171275278e-20, -9.091046411532554406e-20, -2.183676614495572445e-29, 5.348834513606179976e-05, 5.348834514618517840e-05, 3.669488177459547700e-05, -4.960072989736924615e-18, 1.425131311546800085e-17, -4.972365035324677255e-09
2.478042188340000109e+02, 7.699092964699578404e-05, 1.088562048763597595e-05, -1.205243331872549809e-20, -5.008410913430399407e-20, 4.562724144469439300e-30, 5.685186665243144809e-05, 5.685186666267632514e-05, 4.027812604779284567e-05, 1.977931312706802806e-18, 8.211781773873367436e-18, -4.732294893984097708e-09
2.500089409859999989e+02, 7.769367820044547246e-05, 1.102320863828242447e-05, -4.008978806799730320e-21, 8.470498600952367691e-20, -2.524895269364589896e-30, 5.729149516968465842e-05, 5.729149517992204770e-05, 4.080436612056997535e-05, 6.549760103697849345e-19, -1.398605995740265217e-17, -4.683944665566377449e-09
2.522253253949999987e+02, 7.784319957703505360e-05, 1.105256300864634832e-05, 1.470512613687999934e-20, -5.547725187067770749e-20, -6.122868032803369782e-30, 5.738532173581215284e-05, 5.738532174604826818e-05, 4.091575574157642618e-05, -2.425548082569527821e-18, 9.176855903332264351e-18, -4.673752459690017906e-09
2.544534337519999951e+02, 7.785485384529504946e-05, 1.105489762767589989e-05, -5.028010573611842784e-21, 5.176552046004460004e-21, -2.122865676427844680e-31, 5.739274978753549391e-05, 5.739274979777170412e-05, 4.092420817465625452e-05, 8.366397659753328260e-19, -8.570098102284814463e-19, -4.673041133041657360e-09
2.566933280729999751e+02, 7.785484416838806866e-05, 1.105497952912120173e-05, 3.648696944528614787e-21, 2.136362322505067088e-20, 5.801188300380527991e-31, 5.739269140259957669e-05, 5.739269141283572591e-05, 4.092430559071412737e-05, -6.128162654110795508e-19, -3.531171863260819693e-18, -4.672988017282882790e-09
2.589450707010000201e+02, 7.785472829260003209e-05, 1.105497720648972453e-05, -3.677338852469812272e-21, -4.514385604067797476e-20, 1.258564659528515526e-30, 5.739258318540232235e-05, 5.739258319563839703e-05, 4.092429027353240028e-05, 6.149792502345510358e-19, 7.462871783326737129e-18, -4.672966260052030210e-09
