# z (m), U (m/s), V (m/s), M (m/s), Theta (K), Ri (1)
2.680717827459999967e+02, 7.999999999999960032e+00, 1.697946633252292529e-13, 7.999999999999960032e+00, 2.666807482400179765e+02, 6.728911937173280919e+24
2.703837136729999884e+02, 7.999999999999950262e+00, 1.665011459770930248e-13, 7.999999999999950262e+00, 2.667038677100119912e+02, 1.572945384071999859e+25
2.727078739579999933e+02, 7.999999999999955591e+00, 1.837394261188987539e-13, 7.999999999999955591e+00, 2.667271094745290156e+02, 7.403958604787186817e+24
2.750443282900000099e+02, 7.999999999999955591e+00, 1.812951698398469925e-13, 7.999999999999955591e+00, 2.667504741804650052e+02, 6.877690814568894951e+26
2.773931417000000010e+02, 7.999999999999960032e+00, 1.458156526088599910e-13, 7.999999999999960032e+00, 2.667739624780149938e+02, 5.192313483023490639e+25
2.797543795639999757e+02, 7.999999999999960032e+00, 1.399934028175752636e-13, 7.999999999999960032e+00, 2.667975750209699868e+02, 7.600903752241418118e+23
2.821281076029999895e+02, 7.999999999999979572e+00, 7.863816744304853254e-14, 7.999999999999979572e+00, 2.668213124665339819e+02, 4.636625213560197722e+23
2.845143918869999879e+02, 7.999999999999979572e+00, 7.842842370893302602e-14, 7.999999999999979572e+00, 2.668451754754989906e+02, 7.322944335247161195e+24
2.869132988320000095e+02, 7.999999999999952927e+00, 1.603099079211707498e-13, 7.999999999999952927e+00, 2.668691647119570121e+02, 6.624680793847930018e+23
2.893248952100000224e+02, 7.999999999999964473e+00, 1.250443375495777446e-13, 7.999999999999964473e+00, 2.668932808435120023e+02, 7.482230412462898094e+23
2.917492481429999884e+02, 7.999999999999990230e+00, 4.288382849316522509e-14, 7.999999999999990230e+00, 2.669175245414480173e+02, 8.206797272071919731e+24
2.941864251090000266e+02, 7.999999999999979572e+00, 8.237984946815604888e-14, 7.999999999999979572e+00, 2.669418964805739733e+02, 3.978145455817795027e+25
2.966364939439999944e+02, 7.999999999999955591e+00, 1.609875538689119943e-13, 7.999999999999955591e+00, 2.669663973394920049e+02, 6.323250785771204693e+22
2.990995228400000201e+02, 7.999999999999955591e+00, 1.676055953529214969e-13, 7.999999999999955591e+00, 2.669910277999879895e+02, 6.087754282556724976e+22
3.015755803519999745e+02, 7.999999999999955591e+00, 1.809305331423247610e-13, 7.999999999999955591e+00, 2.670157885474520185e+02, 8.951775444442804344e+24
3.040647353979999821e+02, 7.999999999999955591e+00, 1.774852189438337525e-13, 7.999999999999955591e+00, 2.670406802709829890e+02, 8.562014683285345408e+23
3.065670572590000234e+02, 7.999999999999955591e+00, 1.804667032317592626e-13, 7.999999999999955591e+00, 2.670657036635830082e+02, 1.140432714135857418e+24
3.090826155830000062e+02, 7.999999999999952927e+00, 1.842180940957250008e-13, 7.999999999999952927e+00, 2.670908594219479824e+02, 3.195315324377012864e+24
3.116114803869999719e+02, 7.999999999999958256e+00, 1.813656493588542477e-13, 7.999999999999958256e+00, 2.671161482459719991e+02, 5.387425188442054817e+24
3.141537220580000280e+02, 7.999999999999958256e+00, 1.739473797596297384e-13, 7.999999999999958256e+00, 2.671415708395530260e+02, 7.270312145049045351e+25
3.167094113539999967e+02, 7.999999999999939604e+00, 2.119238533840895100e-13, 7.999999999999939604e+00, 2.671671279104900236e+02, 5.196072768870922746e+24
3.192786194099999761e+02, 7.999999999999950262e+00, 1.852418161168312366e-13, 7.999999999999950262e+00, 2.671928201699760166e+02, 1.082800503109671594e+25
3.218614177360000213e+02, 7.999999999999960032e+00, 1.479058734249375112e-13, 7.999999999999960032e+00, 2.672186483330009992e+02, 2.797925580485194721e+25
3.244578782190000084e+02, 7.999999999999955591e+00, 1.770993151773982589e-13, 7.999999999999955591e+00, 2.672446131184610181e+02, 1.073773800387120967e+25
3.270680731269999910e+02, 7.999999999999955591e+00, 1.758210377740524950e-13, 7.999999999999955591e+00, 2.672707152490510225e+02, 1.612395799465140020e+25
3.296920751119999977e+02, 7.999999999999952927e+00, 1.772845821787512599e-13, 7.999999999999952927e+00, 2.672969554514780270e+02, 9.383679223395030732e+24
3.323299572089999856e+02, 7.999999999999958256e+00, 1.775432227783640133e-13, 7.999999999999958256e+00, 2.673233344559340026e+02, 2.725136062859929924e+23
3.349817928370000004e+02, 7.999999999999955591e+00, 1.696459995728574948e-13, 7.999999999999955591e+00, 2.673498529966059891e+02, 6.712312045217264750e+23
3.376476558080000245e+02, 7.999999999999955591e+00, 1.650040971698054950e-13, 7.999999999999955591e+00, 2.673765118119119961e+02, 1.402181224073669969e+24
3.403276203209999835e+02, 7.999999999999958256e+00, 1.630742431232369922e-13, 7.999999999999958256e+00, 2.674033116435219881e+02, 6.606606173356053097e+23
3.430217609690000131e+02, 7.999999999999952927e+00, 1.718437896551872722e-13, 7.999999999999952927e+00, 2.674302532375550072e+02, 2.413230503514174075e+28
3.457301527380000152e+02, 7.999999999999960032e+00, 1.493148043679114888e-13, 7.999999999999960032e+00, 2.674573373438989847e+02, 1.474278837662310169e+25
3.484528710129999922e+02, 7.999999999999969802e+00, 1.515390085332354947e-13, 7.999999999999969802e+00, 2.674845647160209978e+02, 2.759339932340669920e+24
3.511899915760000113e+02, 7.999999999999960032e+00, 1.877808779837710128e-13, 7.999999999999960032e+00, 2.675119361120479766e+02, 1.313785632051047527e+23
3.539415906109999810e+02, 7.999999999999955591e+00, 1.682651733344114949e-13, 7.999999999999955591e+00, 2.675394522939819808e+02, 2.199660892030782470e+23
3.567077447039999925e+02, 7.999999999999958256e+00, 1.593158775184907581e-13, 7.999999999999958256e+00, 2.675671140274080244e+02, 6.435157851087021539e+23
3.594885308460000033e+02, 7.999999999999960032e+00, 1.733459949159152367e-13, 7.999999999999960032e+00, 2.675949220820879759e+02, 1.362627105496539904e+25
3.622840264359999765e+02, 7.999999999999960032e+00, 1.695178574818414860e-13, 7.999999999999960032e+00, 2.676228772324760143e+02, 1.647620913944887613e+24
3.650943092819999833e+02, 7.999999999999979572e+00, 7.700765785077656914e-14, 7.999999999999979572e+00, 2.676509802564380038e+02, 1.009876293399932087e+24
3.679194576040000015e+02, 7.999999999999979572e+00, 8.117725677581039702e-14, 7.999999999999979572e+00, 2.676792319360590113e+02, 8.566791849591974637e+24
3.707595500360000074e+02, 7.999999999999958256e+00, 1.745919828072400015e-13, 7.999999999999958256e+00, 2.677076330579620276e+02, 3.465702005612427042e+23
3.736146656270000221e+02, 7.999999999999960032e+00, 1.835795562002502486e-13, 7.999999999999960032e+00, 2.677361844125160246e+02, 1.405699297230047366e+24
3.764848838440000236e+02, 7.999999999999968026e+00, 1.520034093203665055e-13, 7.999999999999968026e+00, 2.677648867946269888e+02, 1.256782413168447398e+24
3.793702845760000173e+02, 7.999999999999950262e+00, 1.953901031486834950e-13, 7.999999999999950262e+00, 2.677937410034210188e+02, 8.712102753252509833e+25
3.822709481329999903e+02, 7.999999999999939604e+00, 2.129560484883104923e-13, 7.999999999999939604e+00, 2.678227478397667483e+02, 5.222694677553635280e+25
3.851869552499999827e+02, 7.999999999999960032e+00, 1.350758649848359699e-13, 7.999999999999960032e+00, 2.678519080954204696e+02, 3.608509309174777553e+25
3.881183870899999988e+02, 7.999999999999960032e+00, 1.342999750113467521e-13, 7.999999999999960032e+00, 2.678812225745709839e+02, 8.122324687462961526e+25
3.910653252440000074e+02, 7.999999999999979572e+00, 7.317704089077282317e-14, 7.999999999999979572e+00, 2.679106925177079574e+02, 2.415959889344692501e+26
3.940278517369999918e+02, 7.999999999999979572e+00, 8.295428349759546797e-14, 7.999999999999979572e+00, 2.679403206036390088e+02, 2.592800426390777658e+27
3.970060490239999922e+02, 7.999999999999979572e+00, 8.186177626405633208e-14, 7.999999999999979572e+00, 2.679701053591904838e+02, 6.890141730277962526e+25
4.000000000000000000e+02, 8.000000000000000000e+00, 1.972152263052529951e-31, 8.000000000000000000e+00, 2.680000058283127373e+02, 2.470167887714982455e+22
