# z (m), U (m/s), V (m/s), M (m/s), Theta (K), Ri (1)
4.204324078369999995e+01, 4.749772130490802269e+00, 2.929583478892710424e+00, 5.580587219802707999e+00, 2.619666326709402711e+02, 1.713449320034255152e-01
4.315955473870000247e+01, 4.813549378349527785e+00, 2.947536842706540039e+00, 5.644325068679862945e+00, 2.619848216486609545e+02, 1.730571337650832486e-01
4.428177362880000345e+01, 4.877623752810712254e+00, 2.964851586158519847e+00, 5.708042522853482126e+00, 2.620031563406064947e+02, 1.747248516063152346e-01
4.540992868949999917e+01, 4.942010498917356998e+00, 2.981520718814675064e+00, 5.771753855907123310e+00, 2.620216429995465433e+02, 1.763494666609632666e-01
4.654405132099999776e+01, 5.006723941556854740e+00, 2.997536158221867808e+00, 5.835472222313677015e+00, 2.620402877589302761e+02, 1.779322841158337831e-01
4.768417308979999802e+01, 5.071777539387449352e+00, 3.012888764223939919e+00, 5.899209732797192629e+00, 2.620590966537652093e+02, 1.794745387926660052e-01
4.883032572949999661e+01, 5.137183930677797328e+00, 3.027568367243290037e+00, 5.962977520126992559e+00, 2.620780756397275013e+02, 1.809774001330422544e-01
4.998254114129999692e+01, 5.202954971900879855e+00, 3.041563791185795118e+00, 6.026785796436597842e+00, 2.620972306107599934e+02, 1.824419766277090016e-01
5.114085139529999680e+01, 5.269101769811650016e+00, 3.054862871532895152e+00, 6.090643903016062843e+00, 2.621165674153737086e+02, 1.838693198313567367e-01
5.230528873130000278e+01, 5.335634707585142245e+00, 3.067452469092102341e+00, 6.154560353348824897e+00, 2.621360918718352195e+02, 1.852604279304392310e-01
5.347588555950000000e+01, 5.402563465513530616e+00, 3.079318479812157783e+00, 6.218542870064334593e+00, 2.621558097824062088e+02, 1.866162489945180081e-01
5.465267446160000020e+01, 5.469897036680246849e+00, 3.090445841009507255e+00, 6.282598416379517658e+00, 2.621757269467825040e+02, 1.879376838868850041e-01
5.583568819159999919e+01, 5.537643737944844879e+00, 3.100818534299929929e+00, 6.346733222503820215e+00, 2.621958491748534925e+02, 1.892255889201394925e-01
5.702495967689999645e+01, 5.605811216507092354e+00, 3.110419585485932892e+00, 6.410952807405838172e+00, 2.622161822989007760e+02, 1.904807782660870030e-01
5.822052201889999878e+01, 5.674406452268822676e+00, 3.119231061614977651e+00, 6.475261996279957799e+00, 2.622367321853354838e+02, 1.917040261277517532e-01
5.942240849419999904e+01, 5.743435756166203277e+00, 3.127234065392142437e+00, 6.539664933997827667e+00, 2.622575047460690030e+02, 1.928960687533677609e-01
6.063065255539999754e+01, 5.812904764588397555e+00, 3.134408727101685166e+00, 6.604165094767652455e+00, 2.622785059495977862e+02, 1.940576062403162605e-01
6.184528783209999858e+01, 5.882818429958679651e+00, 3.140734194169277682e+00, 6.668765288180150463e+00, 2.622997418318872747e+02, 1.951893042102605114e-01
6.306634813160000164e+01, 5.953181007527162727e+00, 3.146188618477384846e+00, 6.733467661789465097e+00, 2.623212185071175213e+02, 1.962917953280642336e-01
6.429386744020000322e+01, 6.023996038384725082e+00, 3.150749141527692476e+00, 6.798273700336004310e+00, 2.623429421783724820e+02, 1.973656807039422534e-01
6.552787992400000405e+01, 6.095266328658562216e+00, 3.154391877528337051e+00, 6.863184221669627050e+00, 2.623649191483260097e+02, 1.984115311700297424e-01
6.676841992980000384e+01, 6.166993924827812279e+00, 3.157091894471882210e+00, 6.928199369409215436e+00, 2.623871558299932758e+02, 1.994298884752967460e-01
6.801552198599999599e+01, 6.239180085075709314e+00, 3.158823193259022499e+00, 6.993318602352930569e+00, 2.624096587576082129e+02, 2.004212663434720154e-01
6.926922080369999435e+01, 6.311825246548317558e+00, 3.159558684912224802e+00, 7.058540680610358109e+00, 2.624324345976917243e+02, 2.013861514954400078e-01
7.052955127760000664e+01, 6.384928988355772717e+00, 3.159270165915552653e+00, 7.123863648396752346e+00, 2.624554901603637518e+02, 2.023250045537779984e-01
7.179654848699999548e+01, 6.458489990124542501e+00, 3.157928291710777380e+00, 7.189284813405782515e+00, 2.624788324109667315e+02, 2.032382608851890093e-01
7.307024769679999565e+01, 6.532505985868232834e+00, 3.155502548374320426e+00, 7.254800722641225441e+00, 2.625024684820584753e+02, 2.041263313939122581e-01
7.435068435830000055e+01, 6.606973712913102759e+00, 3.151961222495715198e+00, 7.320407134562129770e+00, 2.625264056858477488e+02, 2.049896032145915037e-01
7.563789411049999956e+01, 6.681888855570367269e+00, 3.147271369275627340e+00, 7.386098987358653112e+00, 2.625506515271219996e+02, 2.058284403966900156e-01
7.693191278070000294e+01, 6.757245983203974404e+00, 3.141398778860392316e+00, 7.451870363140187692e+00, 2.625752137167619935e+02, 2.066431844868900081e-01
7.823277638599999761e+01, 6.833038482296045046e+00, 3.134307940930617598e+00, 7.517714447779660247e+00, 2.626001001858949735e+02, 2.074341551087217350e-01
7.954052113379999867e+01, 6.909258482054680073e+00, 3.125962007564395240e+00, 7.583623486110735001e+00, 2.626253191007777446e+02, 2.082016504610582630e-01
8.085518342299999972e+01, 6.985896773072389543e+00, 3.116322754398014538e+00, 7.649588732146881398e+00, 2.626508788784942681e+02, 2.089459477940494858e-01
8.217679984529999615e+01, 7.062942718458956826e+00, 3.105350540115127345e+00, 7.715600393921490330e+00, 2.626767882035534853e+02, 2.096673038474582418e-01
8.350540718569999399e+01, 7.140384156801435012e+00, 3.093004264305649897e+00, 7.781647572491520393e+00, 2.627030560454894612e+02, 2.103659552450855008e-01
8.484104242380000471e+01, 7.218207296257429739e+00, 3.079241323743817205e+00, 7.847718194610934894e+00, 2.627296916775684963e+02, 2.110421188548732563e-01
8.618374273499999560e+01, 7.296396598969078440e+00, 3.064017567153999977e+00, 7.913798938482817569e+00, 2.627567046967250235e+02, 2.116959921386100119e-01
8.753354549120000172e+01, 7.374934654888992469e+00, 3.047287248554512384e+00, 7.979875151921209664e+00, 2.627841050448437272e+02, 2.123277534516875009e-01
8.889048826200000519e+01, 7.453802044020900297e+00, 3.029002979291445019e+00, 8.045930762182450735e+00, 2.628119030315369855e+02, 2.129375623312159960e-01
9.025460881559999393e+01, 7.532977185944367271e+00, 3.009115678906942648e+00, 8.111948176615980444e+00, 2.628401093585654849e+02, 2.135255597566204921e-01
9.162594512030000260e+01, 7.612436175338967104e+00, 2.987574525029162764e+00, 8.177908173157327099e+00, 2.628687351460710033e+02, 2.140918684017727447e-01
9.300453534499999364e+01, 7.692152602065365663e+00, 2.964326902520832530e+00, 8.243789779555111608e+00, 2.628977919608095135e+02, 2.146365928566679737e-01
9.439041786059999595e+01, 7.772097354195100394e+00, 2.939318352179379978e+00, 8.309570140085178025e+00, 2.629272918465837847e+02, 2.151598198453747446e-01
9.578363124089999303e+01, 7.852238402155307107e+00, 2.912492519360217358e+00, 8.375224368314572843e+00, 2.629572473571109867e+02, 2.156616184283804971e-01
9.718421426369999949e+01, 7.932540561917299726e+00, 2.883791102986432264e+00, 8.440725384276474230e+00, 2.629876715915710292e+02, 2.161420401936432478e-01
9.859220591209999895e+01, 8.012965234875249365e+00, 2.853153805524740072e+00, 8.506043734174486559e+00, 2.630185782331135442e+02, 2.166011194639039794e-01
1.000076453749999956e+02, 8.093470121768088887e+00, 2.820518284638439788e+00, 8.571147390479845640e+00, 2.630499815906435401e+02, 2.170388734363924987e-01
1.014305720499999950e+02, 8.174008907554071612e+00, 2.785820107431915105e+00, 8.636001529901713880e+00, 2.630818966442022884e+02, 2.174553024855975236e-01
1.028610255400000000e+02, 8.254530913834745576e+00, 2.748992708373497518e+00, 8.700568286426744180e+00, 2.631143390943507256e+02, 2.178503901679854637e-01
1.042990456609999939e+02, 8.334980714906125243e+00, 2.709967352251284822e+00, 8.764806476161892235e+00, 2.631473254159862449e+02, 2.182241036040794835e-01
1.057446724379999949e+02, 8.415297712746687253e+00, 2.668673103939292801e+00, 8.828671290041183894e+00, 2.631808729170095376e+02, 2.185763936117067763e-01
1.071979461070000070e+02, 8.495415665864015864e+00, 2.625036807042667508e+00, 8.892113950073431639e+00, 2.632149998023990065e+02, 2.189071948865904949e-01
1.086589071180000019e+02, 8.575262166031238920e+00, 2.578983074039592260e+00, 8.955081323996559206e+00, 2.632497252442717581e+02, 2.192164263283377379e-01
1.101275961340000009e+02, 8.654758055907555203e+00, 2.530434291248959688e+00, 9.017515492252352161e+00, 2.632850694585377482e+02, 2.195039912133042448e-01
1.116040540340000007e+02, 8.733816779609311354e+00, 2.479310642689602773e+00, 9.079353260294356076e+00, 2.633210537888392651e+02, 2.197697775275384846e-01
1.130883219130000015e+02, 8.812343656938033121e+00, 2.425530157968132539e+00, 9.140525607950555909e+00, 2.633577007985269915e+02, 2.200136582564907739e-01
1.145804410829999966e+02, 8.890235070528710537e+00, 2.369008790599007597e+00, 9.200957066146582264e+00, 2.633950343714822111e+02, 2.202354916756902592e-01
1.160804530749999941e+02, 8.967377553405070145e+00, 2.309660534811127430e+00, 9.260565009537673475e+00, 2.634330798226554862e+02, 2.204351217426942511e-01
1.175883996390000021e+02, 9.043646762310808995e+00, 2.247397591021597307e+00, 9.319258851471257543e+00, 2.634718640192099883e+02, 2.206123784309975133e-01
1.191043227459999940e+02, 9.118906319806193039e+00, 2.182130592787415058e+00, 9.376939125236944506e+00, 2.635114155132150131e+02, 2.207670780299799962e-01
1.206282645910000042e+02, 9.193006505044529320e+00, 2.113768911648272741e+00, 9.433496432380698238e+00, 2.635517646867474468e+02, 2.208990237918257438e-01
1.221602675879999964e+02, 9.265782769896006243e+00, 2.042221060621905337e+00, 9.488810235315753516e+00, 2.635929439102270067e+02, 2.210080059046875267e-01
1.237003743799999995e+02, 9.337054053022061595e+00, 1.967395222949067657e+00, 9.542747466984197402e+00, 2.636349877146660106e+02, 2.210938021851107660e-01
1.252486278330000005e+02, 9.406620859529045475e+00, 1.889199940560867264e+00, 9.595160924747967002e+00, 2.636779329780297303e+02, 2.211561782969887480e-01
1.268050710389999978e+02, 9.474263068662947873e+00, 1.807545006468840088e+00, 9.645887409437747806e+00, 2.637218191255177544e+02, 2.211948878309947519e-01
1.283697473199999877e+02, 9.539737425499552614e+00, 1.722342618691985017e+00, 9.694745562515802106e+00, 2.637666883425974902e+02, 2.212096725412407427e-01
1.299427002269999889e+02, 9.602774665244730556e+00, 1.633508871257982387e+00, 9.741533344787267623e+00, 2.638125857980812725e+02, 2.212002624400385142e-01
1.315239735389999964e+02, 9.663076211216790057e+00, 1.540965681135097576e+00, 9.786025089196575877e+00, 2.638595598724669458e+02, 2.211663752738732558e-01
1.331136112689999891e+02, 9.720310379251174027e+00, 1.444643281950469982e+00, 9.827968047144047148e+00, 2.639076623832800124e+02, 2.211077163357774988e-01
1.347116576619999933e+02, 9.774108013392543981e+00, 1.344483458749760052e+00, 9.867078332891431103e+00, 2.639569487938065322e+02, 2.210239777059512523e-01
1.363181571979999944e+02, 9.824057472098319366e+00, 1.240443756807275033e+00, 9.903036154687198334e+00, 2.640074783836309962e+02, 2.209148379941535123e-01
1.379331545889999973e+02, 9.869698883397735045e+00, 1.132502977878468986e+00, 9.935480205411106880e+00, 2.640593143471855342e+02, 2.207799613602667577e-01
1.395566947890000051e+02, 9.910517596516143612e+00, 1.020668388478415789e+00, 9.964001072659320002e+00, 2.641125237676092752e+02, 2.206189992951527457e-01
1.411888229840000122e+02, 9.945936786357957970e+00, 9.049852175632534523e-01, 9.988133524813960662e+00, 2.641671773843564779e+02, 2.204315941713297644e-01
1.428295846030000007e+02, 9.975309232484299571e+00, 7.855492313642690183e-01, 1.000734754757533196e+01, 2.642233490287674726e+02, 2.202173883990682368e-01
1.444790253140000118e+02, 9.997908424890610490e+00, 6.625234631935825735e-01, 1.002103806699297905e+01, 2.642811145331181706e+02, 2.199760556004594914e-01
1.461371910249999928e+02, 1.001291939775389395e+01, 5.361605682642600623e-01, 1.002851344307470072e+01, 2.643405498131587592e+02, 2.197073255830757355e-01
1.478041278910000074e+02, 1.001943014936055221e+01, 4.068327974243287626e-01, 1.002898313013898068e+01, 2.644017276609332612e+02, 2.194111913432977568e-01
1.494798823069999969e+02, 1.001642532998229562e+01, 2.750722342750089866e-01, 1.002154551884640199e+01, 2.644647125368062461e+02, 2.190877992091147530e-01
1.511645009140000013e+02, 1.000278534109324191e+01, 1.416247280926903052e-01, 1.000517816158752105e+01, 2.645295522702235189e+02, 2.187389365482564907e-01
1.528580306030000031e+02, 9.977296507615914578e+00, 7.521468105155554307e-03, 9.978734757720264525e+00, 2.645962650542562642e+02, 2.183659263859334954e-01
1.545605185089999907e+02, 9.938682376692757003e+00, -1.258274879498465226e-01, 9.940957332782518918e+00, 2.646648193235985218e+02, 2.179796465194225041e-01
1.562720120189999875e+02, 9.885672734812164464e+00, -2.565168516361304718e-01, 9.890518482323635396e+00, 2.647351034530737479e+02, 2.175832883562102138e-01
1.579925587689999986e+02, 9.817138510057326073e+00, -3.820105427795107422e-01, 9.826120836871140796e+00, 2.648068811724970146e+02, 2.172300449966367564e-01
1.597222066470000073e+02, 9.732328109438903141e+00, -4.990181154610024983e-01, 9.746691443373155295e+00, 2.648797309208709976e+02, 2.169187574560459963e-01
1.614610037969999894e+02, 9.631257723385470371e+00, -6.034402365912239219e-01, 9.651732950011865597e+00, 2.649529698262024908e+02, 2.168745319507179858e-01
1.632089986139999951e+02, 9.515241786799522927e+00, -6.905474066057545324e-01, 9.541843891056480231e+00, 2.650255858734665253e+02, 2.169946458318352256e-01
1.649662397520000070e+02, 9.387502367884955845e+00, -7.555739788129648415e-01, 9.419389912053082625e+00, 2.650962197584630076e+02, 2.180298226851999921e-01
1.667327761189999933e+02, 9.253326099147487938e+00, -7.949398078521292543e-01, 9.288843248506619688e+00, 2.651633125887202596e+02, 2.188357358225805072e-01
1.685086568860000114e+02, 9.119385373106352333e+00, -8.077311520173124926e-01, 9.156374912322183590e+00, 2.652254782596979794e+02, 2.216142767358287580e-01
1.702939314799999977e+02, 8.991493268787847271e+00, -7.963413867933142321e-01, 9.027794265679546015e+00, 2.652821038413979977e+02, 2.207244630670364971e-01
1.720886495919999959e+02, 8.872962819769325549e+00, -7.654628352322052631e-01, 8.906830979374007029e+00, 2.653336827812179877e+02, 2.263383882127767699e-01
1.738928611759999967e+02, 8.763672703115975793e+00, -7.196913628092289628e-01, 8.793901302551352828e+00, 2.653816951916705307e+02, 2.183056313200272269e-01
1.757066164469999876e+02, 8.662071938413744121e+00, -6.625856740009382628e-01, 8.687938486598795862e+00, 2.654279976028034866e+02, 2.336890781993530009e-01
1.775299658909999891e+02, 8.565607051156348462e+00, -5.958406427910287739e-01, 8.586726765227357561e+00, 2.654743864817917256e+02, 2.085176495350937464e-01
1.793629602560000080e+02, 8.472380834328079757e+00, -5.204901551354828015e-01, 8.488653934903178211e+00, 2.655224965351295054e+02, 2.483570425553537631e-01
1.812056505600000094e+02, 8.380936572561786591e+00, -4.370188188221017511e-01, 8.392526184177677706e+00, 2.655735107660277095e+02, 1.910471595952130119e-01
1.830580880930000092e+02, 8.288630907720349938e+00, -3.437269212470024926e-01, 8.295876661546939701e+00, 2.656299022179759959e+02, 2.735077707882097586e-01
1.849203244139999924e+02, 8.194832865647898146e+00, -2.405157768222160042e-01, 8.198421944154796748e+00, 2.656952966816270418e+02, 1.744021904769337272e-01
1.867924113560000023e+02, 8.083669889615947568e+00, -1.065996812170835473e-01, 8.084387202425046937e+00, 2.657903213679280157e+02, 3.043488029387712568e-01
1.886744010239999909e+02, 8.009892126595456574e+00, -1.329760802903113409e-02, 8.009903625435930152e+00, 2.658722002157160205e+02, 1.836211618486127506e+01
1.905663458010000113e+02, 8.000037003271620151e+00, -5.153543020044962529e-05, 8.000037003444898431e+00, 2.659039827993362906e+02, 2.037954044241045043e+07
1.924682983470000011e+02, 8.000000007144302927e+00, -1.070523503212161459e-08, 8.000000007144302927e+00, 2.659231481348262491e+02, 7.075541629468367500e+14
1.943803115990000094e+02, 8.000000000000694556e+00, -1.061040777726698434e-12, 8.000000000000694556e+00, 2.659423700515309861e+02, 8.359815887401037647e+22
1.963024387750000130e+02, 7.999999999999960032e+00, 1.329668808377847400e-13, 7.999999999999960032e+00, 2.659616900551724825e+02, 1.797146666411775001e+25
1.982347333740000010e+02, 7.999999999999960032e+00, 1.344588597339142560e-13, 7.999999999999960032e+00, 2.659811086696662414e+02, 1.278023137905729982e+25
2.001772491790000004e+02, 7.999999999999960032e+00, 1.408836614208502424e-13, 7.999999999999960032e+00, 2.660006263558797173e+02, 2.146709812357997489e+24
2.021300402560000009e+02, 7.999999999999952927e+00, 1.630879129233159857e-13, 7.999999999999952927e+00, 2.660202435701792751e+02, 6.099566872039237863e+24
2.040931609589999880e+02, 7.999999999999960032e+00, 1.712608941217859847e-13, 7.999999999999960032e+00, 2.660399607605589836e+02, 3.941898159164182218e+24
2.060666659279999919e+02, 7.999999999999960032e+00, 1.773155872281259912e-13, 7.999999999999960032e+00, 2.660597783619400047e+02, 5.159335741017319979e+23
2.080506100910000100e+02, 7.999999999999960032e+00, 1.793038801816514793e-13, 7.999999999999960032e+00, 2.660796967883642878e+02, 9.672926714500533033e+22
2.100450486690000105e+02, 7.999999999999960032e+00, 1.790694452946364997e-13, 7.999999999999960032e+00, 2.660997164200240377e+02, 4.385042822305900449e+22
2.120500371749999999e+02, 7.999999999999979572e+00, 7.949079993064587853e-14, 7.999999999999979572e+00, 2.661198375842107566e+02, 4.831669446528427326e+26
2.140656314130000055e+02, 8.000000000000000000e+00, -1.002334366958935709e-14, 8.000000000000000000e+00, 2.661400605197167692e+02, 4.167713341603301349e+26
2.160918874850000009e+02, 7.999999999999979572e+00, 8.275085247083315739e-14, 7.999999999999979572e+00, 2.661603853165879627e+02, 1.867916835767637389e+25
2.181288617870000053e+02, 7.999999999999958256e+00, 1.801569465795325052e-13, 7.999999999999958256e+00, 2.661808118076817209e+02, 6.417380366083129279e+24
2.201766110169999990e+02, 7.999999999999960032e+00, 1.805627638145345070e-13, 7.999999999999960032e+00, 2.662013393695552281e+02, 8.285837719486419750e+23
2.222351921700000048e+02, 7.999999999999955591e+00, 1.677352937485249786e-13, 7.999999999999955591e+00, 2.662219665772977351e+02, 3.972787529185751948e+23
2.243046625430000063e+02, 7.999999999999955591e+00, 1.658644904736034855e-13, 7.999999999999955591e+00, 2.662426907566834871e+02, 1.329119825402467698e+24
2.263850797359999945e+02, 7.999999999999955591e+00, 1.645434314114517669e-13, 7.999999999999955591e+00, 2.662635083359099895e+02, 6.557537120301074960e+24
2.284765016549999928e+02, 7.999999999999952927e+00, 1.686420389391862650e-13, 7.999999999999952927e+00, 2.662844197356142217e+02, 6.403399667854074669e+25
2.305789865110000108e+02, 7.999999999999958256e+00, 1.724928843827937479e-13, 7.999999999999958256e+00, 2.663054418403444856e+02, 3.291601106866985205e+24
2.326925928240000019e+02, 7.999999999999958256e+00, 1.704628283257032582e-13, 7.999999999999958256e+00, 2.663266007507757536e+02, 6.711845057881131706e+24
2.348173794219999877e+02, 7.999999999999960032e+00, 1.766972416111602348e-13, 7.999999999999960032e+00, 2.663478991691735018e+02, 1.051354844990124195e+28
2.369534054449999871e+02, 7.999999999999958256e+00, 1.752033901956352414e-13, 7.999999999999958256e+00, 2.663693172472532638e+02, 2.970544339721590147e+24
2.391007303469999954e+02, 7.999999999999958256e+00, 1.625589052258087507e-13, 7.999999999999958256e+00, 2.663908385224574999e+02, 3.540897478856722822e+24
2.412594138940000050e+02, 7.999999999999960032e+00, 1.345114635433102601e-13, 7.999999999999960032e+00, 2.664124575353722548e+02, 5.988578813641460065e+23
2.434295161699999994e+02, 7.999999999999969802e+00, 1.147957028847780149e-13, 7.999999999999969802e+00, 2.664342268907429911e+02, 4.828661143654167248e+23
2.456110975770000096e+02, 7.999999999999960032e+00, 1.357708591268035104e-13, 7.999999999999960032e+00, 2.664561137198944607e+02, 5.723352374373260254e+25
2.478042188340000109e+02, 7.999999999999955591e+00, 1.730039490501470013e-13, 7.999999999999955591e+00, 2.664780649842552975e+02, 1.527442843155405140e+28
2.500089409859999989e+02, 7.999999999999960032e+00, 1.640696227610912662e-13, 7.999999999999960032e+00, 2.665001182439380045e+02, 1.902829381371334823e+25
2.522253253949999987e+02, 7.999999999999960032e+00, 1.566192966876170008e-13, 7.999999999999960032e+00, 2.665222827684235085e+02, 2.153284749082132738e+24
2.544534337519999951e+02, 7.999999999999952927e+00, 1.696336734755930003e-13, 7.999999999999952927e+00, 2.665445638463625073e+02, 6.708489937527064485e+26
2.566933280729999751e+02, 7.999999999999952927e+00, 1.627086795157194825e-13, 7.999999999999952927e+00, 2.665669628921980348e+02, 3.118258545012439599e+23
2.589450707010000201e+02, 7.999999999999955591e+00, 1.689815519515790120e-13, 7.999999999999955591e+00, 2.665894804799597750e+02, 6.649086489428592029e+24
2.612087243099999796e+02, 7.999999999999955591e+00, 1.802198912336022514e-13, 7.999999999999955591e+00, 2.666121171775437801e+02, 1.700971824449270126e+24
2.634843519059999721e+02, 7.999999999999955591e+00, 1.721158154858467392e-13, 7.999999999999955591e+00, 2.666348736125700043e+02, 1.160353946648294896e+25
2.657720168270000158e+02, 7.999999999999960032e+00, 1.746830945506002536e-13, 7.999999999999960032e+00, 2.666577504209669769e+02, 3.059915399123432299e+24
