# z (m), P_K (m^2/s^3), eps(m^2/s^3), G_K (m^2/s^3), D_K (m^2/s^3), P_Theta (K^2/s), eps_Theta (K^2/s), D_Theta (K^2/s)
1.738928611759999967e+02, 2.727150528550390104e-04, 2.186933636576352566e-04, -6.366437881031847322e-05, 9.577058009362987288e-06, 2.909592125774232516e-05, 2.918760394917907600e-05, 6.973808568133340029e-08
1.757066164469999876e+02, 2.578117913566717496e-04, 2.066619913458997578e-04, -6.025430185530975289e-05, 9.080721055261268136e-06, 2.879355977161425113e-05, 2.888656520225772533e-05, 7.297663528637972689e-08
1.775299658909999891e+02, 2.429374689982624895e-04, 1.946581447327819985e-04, -5.683411123622296945e-05, 8.571497293413686059e-06, 2.846256189415512230e-05, 2.855645988187609946e-05, 7.675366053516690173e-08
1.793629602560000080e+02, 2.280911764198697428e-04, 1.826816362668002550e-04, -5.340395386118627528e-05, 8.049596528313282846e-06, 2.809571507420484691e-05, 2.818998914298689935e-05, 8.121332348795938323e-08
1.812056505600000094e+02, 2.132732481559765239e-04, 1.707333572125517541e-04, -4.996433266223310562e-05, 7.515287650621632983e-06, 2.768396528608884957e-05, 2.777796906115147167e-05, 8.650975784756102304e-08
1.830580880930000092e+02, 1.984859114639880059e-04, 1.588157996943762604e-04, -4.651628679474752333e-05, 6.968943307111484747e-06, 2.721595324299042501e-05, 2.730884881626687743e-05, 9.279701841551172724e-08
1.849203244139999924e+02, 1.837342271279250149e-04, 1.469338047385557384e-04, -4.306164933741605079e-05, 6.411111199036642627e-06, 2.667746301867642469e-05, 2.676813668153335204e-05, 1.002100264867256956e-07
1.867924113560000023e+02, 1.690274472190357634e-04, 1.350956300615452615e-04, -3.960341413676672298e-05, 5.842623425219552984e-06, 2.605080125727479983e-05, 2.613775411869085074e-05, 1.088302993608142527e-07
1.886744010239999909e+02, 1.543809692987690118e-04, 1.233144631988770056e-04, -3.614625465808574546e-05, 5.264793481355264614e-06, 2.531416987523680068e-05, 2.539538728971047423e-05, 1.186310170020719956e-07
1.905663458010000113e+02, 1.398190314049807320e-04, 1.116105786891599970e-04, -3.269725027592135464e-05, 4.679481977073217524e-06, 2.444117904287579975e-05, 2.451401031047447543e-05, 1.293664678542514895e-07
1.924682983470000011e+02, 1.253791494102364957e-04, 1.000140658501348829e-04, -2.926688525536765177e-05, 4.090561711908984913e-06, 2.340085135678247549e-05, 2.346187614350252364e-05, 1.405558522392464914e-07
1.943803115990000094e+02, 1.111138358739194965e-04, 8.857014210964332180e-05, -2.587038934969104918e-05, 3.499851099445232604e-06, 2.215845409218820185e-05, 2.220401463596710005e-05, 1.507842623572175170e-07
1.963024387750000130e+02, 9.711326950457844749e-05, 7.733812385759386955e-05, -2.252942708165092545e-05, 2.923584881993542915e-06, 2.067947023334772638e-05, 2.070428125148237339e-05, 1.594748435313677526e-07
1.982347333740000010e+02, 8.345321900393368316e-05, 6.642075464314932528e-05, -1.927417498592692789e-05, 2.348760408179950264e-06, 1.893262068918130040e-05, 1.893843175247004971e-05, 1.611089546751417542e-07
2.001772491790000004e+02, 7.038775650121119093e-05, 5.589859655937420510e-05, -1.614502019195102539e-05, 1.839881262255294837e-06, 1.691319473264989880e-05, 1.688774039686735041e-05, 1.601615754426172472e-07
2.021300402560000009e+02, 5.786190003904883119e-05, 4.602618110230694796e-05, -1.319457647099900107e-05, 1.320447906761624944e-06, 1.462825665203232539e-05, 1.461109719362652576e-05, 1.406316235974672564e-07
2.040931609589999880e+02, 4.664597335650532523e-05, 3.678891764136887118e-05, -1.048421178259860083e-05, 9.651911287909018652e-07, 1.219629805456787497e-05, 1.213416322062774946e-05, 1.270474257818652424e-07
2.060666659279999919e+02, 3.597573335666827301e-05, 2.879279544476007300e-05, -8.083771203597043289e-06, 5.585043593465170112e-07, 9.688374432503963284e-06, 9.734320211047481981e-06, 8.526589309298604574e-08
2.080506100910000100e+02, 2.788849977351024991e-05, 2.156572984224662347e-05, -6.047938219864851962e-06, 4.202366540572222588e-07, 7.452245791528517400e-06, 7.399272845926790522e-06, 7.344779883717241712e-08
2.100450486690000105e+02, 1.965105006710470345e-05, 1.629039713788552637e-05, -4.420360237310205201e-06, 1.465207317006504827e-07, 5.452659160064435054e-06, 5.657524560680030010e-06, 2.793210456155847361e-08
2.120500371749999999e+02, 1.561967545456332502e-05, 1.140454879308807544e-05, -3.179880115060815070e-06, 1.779266697600220099e-07, 4.189606762288192213e-06, 4.092590611761305095e-06, 3.295056775354457024e-08
2.140656314130000055e+02, 9.347210379954373738e-06, 8.719405016930870881e-06, -2.265224579083547351e-06, -2.411171569423172034e-09, 3.078547347540114959e-06, 3.383346135212745064e-06, -4.664025792499861959e-09
2.160918874850000009e+02, 7.625979828969926850e-06, 5.023320723132257141e-06, -1.468899019446377647e-06, 8.429220148436091410e-08, 2.460709680293875084e-06, 2.041805411022962554e-06, 1.685750637552509809e-08
2.181288617870000053e+02, 2.194034242541058331e-07, 3.236714052348592609e-07, -8.965237889598317558e-08, 7.586034781473257379e-09, 1.347681493669147582e-07, 1.519235867980339820e-07, 1.660009591185604975e-09
2.201766110169999990e+02, 6.413374301540731957e-12, 5.625649192285417539e-10, -8.000562056722520630e-11, 3.798380607870227467e-12, 2.422876811796254980e-11, 1.469889584700357483e-10, 9.858078625494823996e-13
2.222351921700000048e+02, 4.005558812795642111e-20, 2.368406155489592336e-11, -5.035702978898959984e-12, -1.282341547691014351e-15, 1.362856609396362578e-12, 4.113306085577602502e-12, 2.326657773645834165e-17
2.243046625430000063e+02, 5.266133009400463173e-30, 2.333701162252385086e-11, -4.969444644052402704e-12, 2.929144503356887618e-16, 1.343856102150389956e-12, 4.042370577166110364e-12, 2.887424671076115100e-17
2.263850797359999945e+02, 2.659320693952335131e-37, 2.451573886570069950e-11, -5.218469066305751714e-12, 5.803687530806762028e-16, 1.409958685458442348e-12, 4.244770388298844949e-12, 5.559001160473297999e-17
2.284765016549999928e+02, 3.684021711197607713e-36, 2.804484930502727620e-11, -5.965326511347077837e-12, 1.388041040425827491e-15, 1.610653884693097524e-12, 4.856817743934362735e-12, 1.336646983332915027e-16
2.305789865110000108e+02, 3.993561612875560169e-37, 3.583597694567037673e-11, -7.616422148467387404e-12, 4.016765466258158219e-15, 2.057862853375242541e-12, 6.216392607903197619e-12, 3.878107842137109700e-16
2.326925928240000019e+02, 6.740112151663247296e-37, 5.187958413832037144e-11, -1.101365095223208082e-11, 1.424562206290120180e-14, 2.980914618574655187e-12, 9.027522537496683340e-12, 1.381905284950175020e-15
2.348173794219999877e+02, 7.097451548989640887e-36, 8.549766241826302025e-11, -1.809274192361272543e-11, 6.253025829413192924e-14, 4.901133895957567507e-12, 1.494725970416507299e-11, 6.159255664307577156e-15
2.369534054449999871e+02, 7.300937312228256809e-36, 1.597526844079637617e-10, -3.352108424154502669e-11, 3.348673697849822377e-13, 9.078646580394846849e-12, 2.820378203331427503e-11, 3.444436145024017186e-14
2.391007303469999954e+02, 1.113987007006221676e-34, 3.293882231421999998e-10, -6.741421622422441128e-11, 2.008960687642659926e-12, 1.824468709248477759e-11, 5.976216178535197200e-11, 2.323681622205380074e-13
2.412594138940000050e+02, 5.366400580444620048e-34, 6.882843088245404645e-10, -1.299248870554297469e-10, 1.010076950104375098e-11, 3.513575887645675177e-11, 1.350350045506610012e-10, 1.501809743681952372e-12
2.434295161699999994e+02, 3.354572412883257546e-35, 1.205133953653042555e-09, -1.779679139645460355e-10, 7.318213195213339656e-12, 4.832338322339769771e-11, 2.799023753933984836e-10, 1.381721762824404748e-12
2.456110975770000096e+02, 8.140502200298485924e-34, 1.510643483251215055e-09, -1.840828740288804851e-10, -1.509469226676815207e-11, 4.979337193160032352e-11, 3.795783164559535146e-10, -2.280010881475057346e-12
2.478042188340000109e+02, 4.307048804888595282e-35, 1.542566834015025218e-09, -1.751904915290687495e-10, -3.920252564563977436e-12, 4.734725583124257532e-11, 3.966194364285942578e-10, -7.245827063055330567e-13
2.500089409859999989e+02, 1.668918315740155024e-34, 1.545724718243897471e-09, -1.733998242626797520e-10, -4.870666057865292724e-13, 4.684360981014834900e-11, 3.988144193551370087e-10, -9.537525521264487437e-14
2.522253253949999987e+02, 1.077532704902299937e-33, 1.546333493378870065e-09, -1.730223509610977547e-10, -1.203594025860687713e-13, 4.673851753924584793e-11, 3.992655442971277426e-10, -2.360971333781922657e-14
2.544534337519999951e+02, 1.125992845140164856e-33, 1.546380212538889953e-09, -1.729960066804562511e-10, -1.007047410806026970e-14, 4.673161807705132477e-11, 3.993021662343564784e-10, -1.947080504352622467e-15
2.566933280729999751e+02, 1.179697812825625103e-35, 1.546375070385527325e-09, -1.729940398618759800e-10, -8.957211505245149258e-17, 4.673132173563667291e-11, 3.993038468516332772e-10, -7.198406120496417411e-17
2.589450707010000201e+02, 1.218732818166419990e-32, 1.546373399968680000e-09, -1.729932343459699789e-10, 9.777117512302354309e-17, 4.673111181755259672e-11, 3.993039259697764860e-10, 1.646438871457172567e-18
2.612087243099999796e+02, 3.233442705200622347e-32, 1.546373388374482471e-09, -1.729931174208102470e-10, 5.070554272593984934e-18, 4.673106912314462643e-11, 3.993039112001965226e-10, 4.033324855382835072e-19
2.634843519059999721e+02, 3.326696553196010141e-33, 1.546373461325197535e-09, -1.729931327872242609e-10, -3.169753755288957732e-18, 4.673107088785767123e-11, 3.993039044662000645e-10, -1.711341423768977987e-21
2.657720168270000158e+02, 1.460397478081809848e-33, 1.546373486144604990e-09, -1.729931373945277578e-10, -1.130474144497099976e-18, 4.673107157716447844e-11, 3.993039048138142383e-10, -4.493854034053032293e-20
2.680717827459999967e+02, 2.306037968451467295e-33, 1.546373493201457538e-09, -1.729931379239862673e-10, -6.536246327979502800e-19, 4.673107158426652193e-11, 3.993039056614785311e-10, -5.651194434548672733e-20
2.703837136729999884e+02, 2.971835554502335424e-33, 1.546373489570302567e-09, -1.729931388919802653e-10, -1.893907366134339870e-19, 4.673107203700269833e-11, 3.993039053697092850e-10, -1.712666439999992421e-20
2.727078739579999933e+02, 2.623427948054550168e-32, 1.546373482783829925e-09, -1.729931389610322431e-10, 2.679026408491507740e-19, 4.673107225305712384e-11, 3.993039047086139767e-10, 2.333435131259484892e-20
2.750443282900000099e+02, 2.907284357934867179e-32, 1.546373480456562442e-09, -1.729931402730752407e-10, 1.889132334518900081e-19, 4.673107278944732282e-11, 3.993039045320787447e-10, 1.461451731657067408e-20
2.773931417000000010e+02, 3.202218253793527746e-34, 1.546373481296945064e-09, -1.729931370428609935e-10, -2.816031495032444739e-20, 4.673107162102619571e-11, 3.993039046114510155e-10, -2.118678820598654984e-21
2.797543795639999757e+02, 7.932886474484065633e-35, 1.546373481664114821e-09, -1.729931407263257554e-10, -1.515152935695375037e-19, 4.673107291663684978e-11, 3.993039046557052299e-10, -1.222730950259310081e-20
2.821281076029999895e+02, 9.776518914508487982e-35, 1.546373479422089954e-09, -1.729931357301412588e-10, -5.463402479056107958e-20, 4.673107121301930687e-11, 3.993039044643312567e-10, -6.638696528545912637e-21
2.845143918869999879e+02, 3.608696503119675110e-36, 1.546373476187242384e-09, -1.729931429497165180e-10, 4.253478527394632483e-19, 4.673107385314345528e-11, 3.993039040721720110e-10, 3.823540703055205071e-20
2.869132988320000095e+02, 1.075957571143748358e-34, 1.546373480466192479e-09, -1.729931359465090113e-10, 8.619335629558783292e-20, 4.673107125877550038e-11, 3.993039045539005447e-10, 4.363087056112660127e-21
2.893248952100000224e+02, 2.009062304731815181e-35, 1.546373486276202395e-09, -1.729931411023822761e-10, -1.507651877309057571e-19, 4.673107291255234824e-11, 3.993039050441252574e-10, -9.707665036416502516e-21
2.917492481429999884e+02, 2.497781165774392440e-33, 1.546373489436197357e-09, -1.729931363898182626e-10, -4.940900755224639886e-19, 4.673107116180392810e-11, 3.993039054206572518e-10, -4.193306812488887825e-20
2.941864251090000266e+02, 1.562920745459184843e-33, 1.546373483609717448e-09, -1.729931386560995032e-10, -1.965071043648355229e-19, 4.673107213223180173e-11, 3.993039048789944679e-10, -1.833715684279845049e-20
2.966364939439999944e+02, 1.568385053840714965e-34, 1.546373474109297477e-09, -1.729931407067505003e-10, 5.757946403911084157e-19, 4.673107311776107236e-11, 3.993039038749452696e-10, 5.019671921215730212e-20
2.990995228400000201e+02, 1.474971953121277518e-34, 1.546373475289219956e-09, -1.729931386604712561e-10, 4.401641428815704965e-19, 4.673107236441532506e-11, 3.993039040321132566e-10, 3.513614598230102527e-20
3.015755803519999745e+02, 4.762005470126185526e-34, 1.546373484730729985e-09, -1.729931399065912418e-10, -1.518377401753182573e-19, 4.673107253519262388e-11, 3.993039049163640064e-10, -1.019814902864800327e-20
3.040647353979999821e+02, 4.444314570974890115e-34, 1.546373491367549937e-09, -1.729931358156055080e-10, -7.461676155625019820e-19, 4.673107090957383126e-11, 3.993039056577809821e-10, -6.588460227653853009e-20
3.065670572590000234e+02, 1.409841878879112458e-34, 1.546373483678234886e-09, -1.729931396413885037e-10, 1.283527876919452480e-19, 4.673107246897045043e-11, 3.993039047969212456e-10, 1.184305304620515134e-20
3.090826155830000062e+02, 1.752596691865859771e-33, 1.546373478450524966e-09, -1.729931411710230158e-10, 4.843193405026852253e-19, 4.673107315283887469e-11, 3.993039042391819997e-10, 4.453362035828387327e-20
3.116114803869999719e+02, 7.112564668117032082e-34, 1.546373482739419839e-09, -1.729931362145662462e-10, -4.362677124569257388e-19, 4.673107129762386983e-11, 3.993039048441180000e-10, -4.068887445793362529e-20
3.141537220580000280e+02, 4.472952797574505465e-34, 1.546373478361045117e-09, -1.729931391735234911e-10, -8.180512041106479894e-20, 4.673107246279048067e-11, 3.993039043597600142e-10, -6.666254688047369844e-21
3.167094113539999967e+02, 2.034995739693707107e-35, 1.546373472319385131e-09, -1.729931399447997224e-10, 4.725154099262775056e-19, 4.673107290063850465e-11, 3.993039037201617858e-10, 4.130032954390014919e-20
3.192786194099999761e+02, 3.586855212704332776e-35, 1.546373475822262380e-09, -1.729931388361167519e-10, 1.249949118669819933e-19, 4.673107241622629972e-11, 3.993039041234195205e-10, 8.155278277144787815e-21
3.218614177360000213e+02, 3.294629084622474877e-35, 1.546373481872220022e-09, -1.729931386099907498e-10, -3.263590642194062955e-20, 4.673107215746264572e-11, 3.993039046457707391e-10, -8.082248665876844915e-22
3.244578782190000084e+02, 2.059460767208147863e-32, 1.546373487300262333e-09, -1.729931390917287444e-10, -3.092615649193039880e-19, 4.673107217995842994e-11, 3.993039052179672409e-10, -2.713760361948229970e-20
3.270680731269999910e+02, 2.035088906196840300e-32, 1.546373486276837463e-09, -1.729931366345014931e-10, -5.188975114642989947e-20, 4.673107133355065028e-11, 3.993039050775324457e-10, -5.902333343229742819e-21
3.296920751119999977e+02, 1.283496445113909941e-33, 1.546373484146487355e-09, -1.729931427839262329e-10, 3.242672302724554999e-19, 4.673107355670582796e-11, 3.993039047366060271e-10, 3.328345828106802497e-20
3.323299572089999856e+02, 2.120526015286199952e-33, 1.546373489008377477e-09, -1.729931353708092444e-10, -4.891982702378077801e-19, 4.673107082208964578e-11, 3.993039054579162583e-10, -4.682612277609939517e-20
3.349817928370000004e+02, 2.612918631982227537e-33, 1.546373483267069873e-09, -1.729931390969687268e-10, 5.948240117858582354e-20, 4.673107228956612312e-11, 3.993039047726097353e-10, 6.256475250118375116e-21
3.376476558080000245e+02, 2.606785512629997531e-33, 1.546373478810015178e-09, -1.729931420825387501e-10, 2.606804768830534629e-19, 4.673107346775027559e-11, 3.993039042926527640e-10, 2.631063823337137165e-20
3.403276203209999835e+02, 2.267290377436542685e-32, 1.546373480130827402e-09, -1.729931336100690253e-10, -3.712980055456677181e-19, 4.673107045715389634e-11, 3.993039046637207652e-10, -3.850221689159767570e-20
3.430217609690000131e+02, 1.732883084245597414e-32, 1.546373473092927423e-09, -1.729931438215702603e-10, 5.562318942806871030e-19, 4.673107424599585246e-11, 3.993039037419182386e-10, 5.075249488233945387e-20
3.457301527380000152e+02, 4.802030822570102380e-35, 1.546373478575225131e-09, -1.729931376261014939e-10, 1.291131413380317603e-19, 4.673107190171477591e-11, 3.993039043226059562e-10, 1.211980389748965041e-20
3.484528710129999922e+02, 2.312930124117600234e-34, 1.546373487035865217e-09, -1.729931369925970017e-10, -6.630922189482102144e-19, 4.673107145422092126e-11, 3.993039052819199862e-10, -5.952882002861877150e-20
3.511899915760000113e+02, 1.272258644555415882e-35, 1.546373480261789945e-09, -1.729931390404645103e-10, 1.782289953328015128e-19, 4.673107235375524818e-11, 3.993039044745849875e-10, 1.585485963704862611e-20
3.539415906109999810e+02, 6.453471059334712428e-34, 1.546373477606095156e-09, -1.729931414802460055e-10, 6.060440372708039808e-19, 4.673107328375998142e-11, 3.993039041360004724e-10, 5.451422227019385161e-20
3.567077447039999925e+02, 9.350216900535264978e-34, 1.546373489198822578e-09, -1.729931378664832560e-10, -4.351021430411442497e-19, 4.673107169854477412e-11, 3.993039054562272589e-10, -3.989076595049627481e-20
3.594885308460000033e+02, 1.778494386916407551e-33, 1.546373490484602668e-09, -1.729931353912804911e-10, -3.229831930664454634e-19, 4.673107077865850187e-11, 3.993039055246740248e-10, -2.880139374000547806e-20
3.622840264359999765e+02, 2.939359414040845438e-33, 1.546373484024652336e-09, -1.729931446088185220e-10, 4.916729775786775147e-19, 4.673107420484337788e-11, 3.993039047087745531e-10, 4.694701629133182809e-20
3.650943092819999833e+02, 3.943129089503927170e-33, 1.546373489526269881e-09, -1.729931344568237297e-10, -2.453331834503899883e-19, 4.673107047943535031e-11, 3.993039054724940242e-10, -2.467137001436495179e-20
3.679194576040000015e+02, 2.080079701349792164e-32, 1.546373488991759832e-09, -1.729931406698667495e-10, -1.871740257445815051e-19, 4.673107268798817939e-11, 3.993039053541477947e-10, -1.553284647390827354e-20
3.707595500360000074e+02, 1.934374340424880062e-32, 1.546373483820612728e-09, -1.729931384552432483e-10, -4.688560226686552337e-20, 4.673107204168734526e-11, 3.993039047849819792e-10, 2.503242377522117509e-21
3.736146656270000221e+02, 1.612698633906565762e-35, 1.546373477536147522e-09, -1.729931369152272577e-10, -3.720822667670382212e-19, 4.673107171853964884e-11, 3.993039045574295040e-10, -2.273959742132525056e-20
3.764848838440000236e+02, 1.296207891555856068e-35, 1.546373461920890206e-09, -1.729931386397567407e-10, 1.766570024845657533e-18, 4.673107288364272833e-11, 3.993039040042615167e-10, 8.725030648278113156e-20
3.793702845760000173e+02, 6.556010109969784517e-36, 1.546373490432084971e-09, -1.729931630461599987e-10, 1.140680722324977597e-17, 4.673108033661382161e-11, 3.993039034585162862e-10, 3.273518487036565325e-19
3.822709481329999903e+02, 2.989117180721615163e-33, 1.546373805105890078e-09, -1.729932583456607565e-10, 5.906244191384664745e-18, 4.673109955221712799e-11, 3.993038857193942164e-10, -3.561360823479614662e-19
3.851869552499999827e+02, 2.005131846576260127e-33, 1.546374269381849896e-09, -1.729929847833619916e-10, -3.095924547603609874e-16, 4.673097666124495472e-11, 3.993038210412852652e-10, -1.273635780767222612e-17
3.881183870899999988e+02, 4.150548944998404784e-35, 1.546366762746685016e-09, -1.729889241182292491e-10, -1.492734760356477399e-15, 4.672984991802229816e-11, 3.993039438727189877e-10, -5.535696442916915479e-17
3.910653252440000074e+02, 4.810610273767000079e-34, 1.546320120369929861e-09, -1.729803737313340145e-10, 2.019488485835072655e-15, 4.672883497382372348e-11, 3.993053602922565061e-10, 2.269511792127509885e-16
3.940278517369999918e+02, 1.229661607703742439e-33, 1.546326961820782600e-09, -1.730374902111839825e-10, 4.133998928587272785e-14, 4.675007765361172714e-11, 3.993162580377327956e-10, 3.110332467689169778e-15
3.970060490239999922e+02, 2.106589349359927838e-33, 1.547453605038027662e-09, -1.733651341790152619e-10, -1.774372985000704978e-15, 4.683263759581662986e-11, 3.994113550928297309e-10, -2.174740596844242761e-16
4.000000000000000000e+02, 2.407659240279145395e-32, 1.548534458473502537e-09, -1.737422101975507461e-10, 9.384499379639338227e-09, 4.693342114327144675e-11, 3.994969377910069698e-10, 2.263401303484247485e-07
