# z (m), P_K (m^2/s^3), eps(m^2/s^3), G_K (m^2/s^3), D_K (m^2/s^3), P_Theta (K^2/s), eps_Theta (K^2/s), D_Theta (K^2/s)
2.909691044250000047e+01, 3.020536313761622467e-03, 2.617118335755767682e-03, -3.761669071202974868e-04, -2.975232089574044976e-05, 6.558213246166427377e-05, 6.528905063420349967e-05, -2.763029086141974798e-07
3.014474254929999830e+01, 2.941804962175430162e-03, 2.541258279079795096e-03, -3.736265423712977797e-04, -2.931981936942859731e-05, 6.436032047786401414e-05, 6.402625148978765364e-05, -3.136914223344127585e-07
3.119811734479999998e+01, 2.867487292551149699e-03, 2.469895683978812553e-03, -3.710761306014322526e-04, -2.882596574594490036e-05, 6.321552020881167973e-05, 6.284439286510180227e-05, -3.475493907151385050e-07
3.225706414799999777e+01, 2.797167688988564695e-03, 2.402610534439417536e-03, -3.685156645373212532e-04, -2.827327588054107338e-05, 6.214044807279188053e-05, 6.173588603022019887e-05, -3.781251501145309719e-07
3.332161243310000032e+01, 2.730480501967772877e-03, 2.339032696194162653e-03, -3.659451385915524668e-04, -2.766468224041829829e-05, 6.112868989680419628e-05, 6.069404282675052668e-05, -4.056457659209262745e-07
3.439179183000000251e+01, 2.667102847391934588e-03, 2.278834747437077490e-03, -3.633645487990004651e-04, -2.700343600697675101e-05, 6.017457563654942364e-05, 5.971294561852497128e-05, -4.303198621258664824e-07
3.546763212540000154e+01, 2.606748604147505338e-03, 2.221726011288529829e-03, -3.607738928079882350e-04, -2.629302031009707661e-05, 5.927307506693290095e-05, 5.878733919306247690e-05, -4.523398783447255417e-07
3.654916326370000235e+01, 2.549163384688190280e-03, 2.167447561303467544e-03, -3.581731698114672298e-04, -2.553707490353057547e-05, 5.841971043535785168e-05, 5.791254040340285060e-05, -4.718839118461685106e-07
3.763641534770000163e+01, 2.494120300116052513e-03, 2.115768019759832301e-03, -3.555623805734454469e-04, -2.473933134785297566e-05, 5.761048299674257581e-05, 5.708436223895312528e-05, -4.891172346446873112e-07
3.872941863909999682e+01, 2.441416378894695205e-03, 2.066480005632375088e-03, -3.529415273778680005e-04, -2.390355744835182694e-05, 5.684181088888762599e-05, 5.629904970224367455e-05, -5.041935188720467501e-07
3.982820355999999862e+01, 2.390869524318879873e-03, 2.019397117965672419e-03, -3.503106140333209868e-04, -2.303351102026689876e-05, 5.611047639488904893e-05, 5.555322540107002297e-05, -5.172559045417746929e-07
4.093280069330000259e+01, 2.342315920062955272e-03, 1.974351362794115120e-03, -3.476696458611787692e-04, -2.213290231980627958e-05, 5.541358097116667544e-05, 5.484384317851710228e-05, -5.284379216415444630e-07
4.204324078369999995e+01, 2.295607809018330048e-03, 1.931190949316192659e-03, -3.450186296941615011e-04, -2.120536265992425148e-05, 5.474850675060117605e-05, 5.416814842623262228e-05, -5.378642529131404730e-07
4.315955473870000247e+01, 2.250611584815572289e-03, 1.889778394950010140e-03, -3.423575738840042848e-04, -2.025442063156909897e-05, 5.411288346331584985e-05, 5.352364398233867593e-05, -5.456514649423107427e-07
4.428177362880000345e+01, 2.207206146815817501e-03, 1.849988889900009911e-03, -3.396864882931059952e-04, -1.928348284512322681e-05, 5.350455990625060335e-05, 5.290806071621007034e-05, -5.519085867401802466e-07
4.540992868949999917e+01, 2.165281476557682442e-03, 1.811708880708297505e-03, -3.370053842925657358e-04, -1.829581968605195093e-05, 5.292157925150367309e-05, 5.231933206493789596e-05, -5.567376892031578106e-07
4.654405132099999776e+01, 2.124737403293854715e-03, 1.774834839341977739e-03, -3.343142748041144662e-04, -1.729455604163109849e-05, 5.236215762700107616e-05, 5.175557191487141988e-05, -5.602343951023735561e-07
4.768417308979999802e+01, 2.085482529141629866e-03, 1.739272190059277601e-03, -3.316131742656494618e-04, -1.628266364270690067e-05, 5.182466543591619871e-05, 5.121505532548774521e-05, -5.624883038316865512e-07
4.883032572949999661e+01, 2.047433291037850048e-03, 1.704934370982195014e-03, -3.289020986692367922e-04, -1.526295823531159847e-05, 5.130761106072182680e-05, 5.069620167873177676e-05, -5.635834502466307845e-07
4.998254114129999692e+01, 2.010513140828717842e-03, 1.671742011047297558e-03, -3.261810655641055089e-04, -1.423809821067790012e-05, 5.080962659040462405e-05, 5.019755990410699944e-05, -5.635986745180875418e-07
5.114085139529999680e+01, 1.974651824162745005e-03, 1.639622206122925020e-03, -3.234500940800220134e-04, -1.321058460516722394e-05, 5.032945526892877648e-05, 4.971779548707697886e-05, -5.626079695211247631e-07
5.230528873130000278e+01, 1.939784746007484906e-03, 1.608507880664917416e-03, -3.207092049048712503e-04, -1.218276317518442490e-05, 4.986594042681649619e-05, 4.925567901504215244e-05, -5.606808235236550210e-07
5.347588555950000000e+01, 1.905852412590335141e-03, 1.578337223346470194e-03, -3.179584203585637879e-04, -1.115682778830967616e-05, 4.941801575639719762e-05, 4.881007605235467597e-05, -5.578825175709675340e-07
5.465267446160000020e+01, 1.872799937152710113e-03, 1.549053186852727623e-03, -3.151977643501870097e-04, -1.013482475934354689e-05, 4.898469665819752382e-05, 4.837993816786252091e-05, -5.542744131645130353e-07
5.583568819159999919e+01, 1.840576602023964985e-03, 1.520603043504595037e-03, -3.124272624323897797e-04, -9.118657797554693658e-06, 4.856507259332184991e-05, 4.796429496492592132e-05, -5.499142130320597885e-07
5.702495967689999645e+01, 1.809135469645632623e-03, 1.492937989587097549e-03, -3.096469417932837774e-04, -8.110093415901177845e-06, 4.815830026495352138e-05, 4.756224698580267612e-05, -5.448562116349167759e-07
5.822052201889999878e+01, 1.778433036568764997e-03, 1.466012792274270105e-03, -3.068568312896214939e-04, -7.110766867168329954e-06, 4.776359755587915085e-05, 4.717295938057302636e-05, -5.391515198811390050e-07
5.942240849419999904e+01, 1.748428924623530089e-03, 1.439785473902175164e-03, -3.040569614471034946e-04, -6.122187928724755117e-06, 4.738023810403227631e-05, 4.679565624635660150e-05, -5.328482739521445403e-07
6.063065255539999754e+01, 1.719085605001302499e-03, 1.414217029073397500e-03, -3.012473644911765371e-04, -5.145747251205112533e-06, 4.700754645903849362e-05, 4.642961555578862485e-05, -5.259918362194722221e-07
6.184528783209999858e+01, 1.690368151331190019e-03, 1.389271170685027392e-03, -2.984280743504794911e-04, -4.182722448883219784e-06, 4.664489373252247377e-05, 4.607416460456197505e-05, -5.186249824809442365e-07
6.306634813160000164e+01, 1.662244017736237613e-03, 1.364914101493964983e-03, -2.955991266770497230e-04, -3.234284281227575034e-06, 4.629169369494592185e-05, 4.572867591726267802e-05, -5.107880661515515142e-07
6.429386744020000322e+01, 1.634682839860979956e-03, 1.341114308279420025e-03, -2.927605588651482601e-04, -2.301502497467440175e-06, 4.594739926619287405e-05, 4.539256355886582171e-05, -5.025191769691962257e-07
6.552787992400000405e+01, 1.607656255162209780e-03, 1.317842376047592429e-03, -2.899124100488712397e-04, -1.385351890402782458e-06, 4.561149934338687819e-05, 4.506527980610222769e-05, -4.938542961487917775e-07
6.676841992980000384e+01, 1.581137741144302434e-03, 1.295070820043189982e-03, -2.870547211430179340e-04, -4.867179232145792169e-07, 4.528351595257507740e-05, 4.474631213853447637e-05, -4.848274318687770037e-07
6.801552198599999599e+01, 1.555102469138174969e-03, 1.272773933609892567e-03, -2.841875348333722327e-04, 3.935977687520739701e-07, 4.496300165748070139e-05, 4.443518051431690429e-05, -4.754707453415922521e-07
6.926922080369999435e+01, 1.529527171710957445e-03, 1.250927650189675088e-03, -2.813108955971042923e-04, 1.254872158769349920e-06, 4.464953722142646862e-05, 4.413143490003514828e-05, -4.658146706817980081e-07
7.052955127760000664e+01, 1.504390022832655018e-03, 1.229509417956309910e-03, -2.784248497039989913e-04, 2.096455731905707548e-06, 4.434272948252204657e-05, 4.383465302768092191e-05, -4.558880289617959934e-07
7.179654848699999548e+01, 1.479670528609972405e-03, 1.208498085757055010e-03, -2.755294452476162803e-04, 2.917767720622097467e-06, 4.404220943190327331e-05, 4.354443835497729835e-05, -4.457181283410147588e-07
7.307024769679999565e+01, 1.455349428435014992e-03, 1.187873799194947514e-03, -2.726247321266027888e-04, 3.718291498008194951e-06, 4.374763045282658149e-05, 4.326041820820362505e-05, -4.353308674955809676e-07
7.435068435830000055e+01, 1.431408604444417594e-03, 1.167617905815797504e-03, -2.697107620752514732e-04, 4.497570237646630317e-06, 4.345866673073004978e-05, 4.298224208887237543e-05, -4.247508165232147236e-07
7.563789411049999956e+01, 1.407830999268272617e-03, 1.147712868487990026e-03, -2.667875886458969921e-04, 5.255202937409037353e-06, 4.317501179015972900e-05, 4.270958012806060105e-05, -4.140013087070000391e-07
7.693191278070000294e+01, 1.384600540790059805e-03, 1.128142186160955088e-03, -2.638552672309092358e-04, 5.990840332586452230e-06, 4.289637717189652942e-05, 4.244212167370470593e-05, -4.031045126489255054e-07
7.823277638599999761e+01, 1.361702073279347659e-03, 1.108890321282477581e-03, -2.609138550501002634e-04, 6.704181583937412965e-06, 4.262249121301452489e-05, 4.217957399803804879e-05, -3.920815069625490354e-07
7.954052113379999867e+01, 1.339121294384039689e-03, 1.089942633234559834e-03, -2.579634111548617268e-04, 7.394970432873907425e-06, 4.235309793714617151e-05, 4.192166111367692620e-05, -3.809523566181900591e-07
8.085518342299999972e+01, 1.316844697373882557e-03, 1.071285317208010021e-03, -2.550039964288112180e-04, 8.062992305921302559e-06, 4.208795603755332144e-05, 4.166812268780242383e-05, -3.697361581320432385e-07
8.217679984529999615e+01, 1.294859517912804858e-03, 1.052905348011557536e-03, -2.520356735715244658e-04, 8.708071252916698877e-06, 4.182683793946635135e-05, 4.141871304568905130e-05, -3.584511143356334715e-07
8.350540718569999399e+01, 1.273153685343179952e-03, 1.034790428356802561e-03, -2.490585070887299740e-04, 9.330066865045012406e-06, 4.156952894280107973e-05, 4.117320025505055231e-05, -3.471145883753370371e-07
8.484104242380000471e+01, 1.251715777696700040e-03, 1.016928941202490137e-03, -2.460725632932184506e-04, 9.928871910944589850e-06, 4.131582643906682575e-05, 4.093136528371190021e-05, -3.357431422541847703e-07
8.618374273499999560e+01, 1.230534980262674993e-03, 9.993099057962499462e-04, -2.430779102704179787e-04, 1.050440975864795119e-05, 4.106553918031787318e-05, 4.069300122429845212e-05, -3.243525979961982683e-07
8.753354549120000172e+01, 1.209601047316872461e-03, 9.819229370822794845e-04, -2.400746178669272508e-04, 1.105663192078595076e-05, 4.081848661495295072e-05, 4.045791257966492783e-05, -3.129580786844814821e-07
8.889048826200000519e+01, 1.188904266836187437e-03, 9.647582081739002318e-04, -2.370627576637200000e-04, 1.158551606366124962e-05, 4.057449827196202215e-05, 4.022591460364307361e-05, -3.015740503918644873e-07
9.025460881559999393e+01, 1.168435427726152460e-03, 9.478064156219834831e-04, -2.340424029473627660e-04, 1.209106382552910052e-05, 4.033341319354012141e-05, 3.999683269216169782e-05, -2.902143550027669634e-07
9.162594512030000260e+01, 1.148185789585077360e-03, 9.310587472401886866e-04, -2.310136286679287691e-04, 1.257329914347567627e-05, 4.009507940819812428e-05, 3.977050182041512411e-05, -2.788922544217615290e-07
9.300453534499999364e+01, 1.128147054624909981e-03, 9.145068522660791503e-04, -2.279765114122227513e-04, 1.303226615208827499e-05, 3.985935345069430299e-05, 3.954676602177640312e-05, -2.676204651771932603e-07
9.439041786059999595e+01, 1.108311341506372505e-03, 8.981428136574749407e-04, -2.249311293348040073e-04, 1.346802787761514906e-05, 3.962609990431882281e-05, 3.932547790460827567e-05, -2.564111821557865154e-07
9.578363124089999303e+01, 1.088671161203022542e-03, 8.819591223456147355e-04, -2.218775621308039989e-04, 1.388066446542664974e-05, 3.939519099387644703e-05, 3.910649820367381919e-05, -2.452761179986625184e-07
9.718421426369999949e+01, 1.069219394357649993e-03, 8.659486532788006948e-04, -2.188158909435832574e-04, 1.427027185852587507e-05, 3.916650618630920127e-05, 3.888969536260634898e-05, -2.342265188223259975e-07
9.859220591209999895e+01, 1.049949270222557546e-03, 8.501046431119209943e-04, -2.157461983188034950e-04, 1.463696051653475152e-05, 3.893993183792424746e-05, 3.867494514470932565e-05, -2.232732113230697626e-07
1.000076453749999956e+02, 1.030854347188392504e-03, 8.344206693954585481e-04, -2.126685681097979785e-04, 1.498085387123462396e-05, 3.871536085096532407e-05, 3.846213026847482535e-05, -2.124265772798820009e-07
1.014305720499999950e+02, 1.011928494109892371e-03, 8.188906311633565660e-04, -2.095830853986849793e-04, 1.530208815508082379e-05, 3.849269235963897779e-05, 3.825114006663644771e-05, -2.016966668045039943e-07
1.028610255400000000e+02, 9.931658736124118585e-04, 8.035087307725223343e-04, -2.064898363794182728e-04, 1.560080904714294961e-05, 3.827183142529407716e-05, 3.804187016310812399e-05, -1.910931278328435175e-07
1.042990456609999939e+02, 9.745609255036793029e-04, 7.882694569037675038e-04, -2.033889082606807341e-04, 1.587717432780012420e-05, 3.805268875903437885e-05, 3.783422216777442259e-05, -1.806252281259334946e-07
1.057446724379999949e+02, 9.561083519771488171e-04, 7.731675686588472844e-04, -2.002803891203464861e-04, 1.613134923675597470e-05, 3.783518044393060310e-05, 3.762810338675652577e-05, -1.703019852792454914e-07
1.071979461070000070e+02, 9.378031033613617529e-04, 7.581980806124920171e-04, -1.971643677820212259e-04, 1.636350775731710053e-05, 3.761922768160889778e-05, 3.742342654149562300e-05, -1.601320405296922458e-07
1.086589071180000019e+02, 9.196403645791889929e-04, 7.433562487690892340e-04, -1.940409336396562605e-04, 1.657383173337649963e-05, 3.740475653312540103e-05, 3.722010949821487021e-05, -1.501237527563302523e-07
1.101275961340000009e+02, 9.016155427186797093e-04, 7.286375573465706662e-04, -1.909101764809282599e-04, 1.676250909022007670e-05, 3.719169767094352211e-05, 3.701807500236464711e-05, -1.402852001758435099e-07
1.116040540340000007e+02, 8.837242548732452416e-04, 7.140377063091440327e-04, -1.877721862966589845e-04, 1.692973440579562404e-05, 3.697998613460194809e-05, 3.681725041499930043e-05, -1.306241668173384989e-07
1.130883219130000015e+02, 8.659623169298012648e-04, 6.995525995959942607e-04, -1.846270530492577283e-04, 1.707570739158122646e-05, 3.676956107662172739e-05, 3.661756744838177253e-05, -1.211481943144202542e-07
1.145804410829999966e+02, 8.483257327170133991e-04, 6.851783339707638500e-04, -1.814748664332557532e-04, 1.720063266466482601e-05, 3.656036550897197502e-05, 3.641896189525184761e-05, -1.118645482300222434e-07
1.160804530749999941e+02, 8.308106836920710250e-04, 6.709111884438241852e-04, -1.783157155940480096e-04, 1.730471944618517508e-05, 3.635234603282587424e-05, 3.622137334874914438e-05, -1.027802468334209989e-07
1.175883996390000021e+02, 8.134135191617936599e-04, 6.567476142114440267e-04, -1.751496888324367688e-04, 1.738818055553822305e-05, 3.614545255920149913e-05, 3.602474490699582706e-05, -9.390207783147991763e-08
1.191043227459999940e+02, 7.961307467852002297e-04, 6.426842250477172525e-04, -1.719768732553312543e-04, 1.745123235829299944e-05, 3.593963799932607472e-05, 3.582902285570635341e-05, -8.523652581082293229e-08
1.206282645910000042e+02, 7.789590232867306917e-04, 6.287177881408413183e-04, -1.687973544058527452e-04, 1.749409496139622822e-05, 3.573485793280492453e-05, 3.563415632547980094e-05, -7.678990311319980604e-08
1.221602675879999964e+02, 7.618951460479912556e-04, 6.148452152763120076e-04, -1.656112158549807238e-04, 1.751698955265202517e-05, 3.553107023917190314e-05, 3.544009690944790027e-05, -6.856823213520734647e-08
1.237003743799999995e+02, 7.449360440041655164e-04, 6.010635543456342711e-04, -1.624185387215167531e-04, 1.752014181944412262e-05, 3.532823467272079495e-05, 3.524679823711535115e-05, -6.057723846635608162e-08
1.252486278330000005e+02, 7.280787696238282675e-04, 5.873699811692638037e-04, -1.592194011800559942e-04, 1.750377791873094938e-05, 3.512631239407340062e-05, 3.505421549313717606e-05, -5.282247493788726984e-08
1.268050710389999978e+02, 7.113204906116150136e-04, 5.737617915262600062e-04, -1.560138778928345032e-04, 1.746812629918747411e-05, 3.492526542040126950e-05, 3.486230486104690158e-05, -4.530913680681934599e-08
1.283697473199999877e+02, 6.946584816483431868e-04, 5.602363933967700015e-04, -1.528020393796807280e-04, 1.741341735380062545e-05, 3.472505598820760419e-05, 3.467102288386086993e-05, -3.804211110919822670e-08
1.299427002269999889e+02, 6.780901164331752835e-04, 5.467912993924199574e-04, -1.495839513392517410e-04, 1.733988254033515185e-05, 3.452564581395924819e-05, 3.448032571948874970e-05, -3.102602129011815417e-08
1.315239735389999964e+02, 6.616128597093234864e-04, 5.334241192881529307e-04, -1.463596738913307445e-04, 1.724775400636344879e-05, 3.432699521918159780e-05, 3.429016826307344930e-05, -2.426509458887357334e-08
1.331136112689999891e+02, 6.452242590555332244e-04, 5.201325526445187706e-04, -1.431292607375509937e-04, 1.713726566464884776e-05, 3.412906209521487293e-05, 3.410050311361080609e-05, -1.776314994072922998e-08
1.347116576619999933e+02, 6.289219368582869710e-04, 5.069143814973934821e-04, -1.398927582557462452e-04, 1.700865146104905029e-05, 3.393180068004389752e-05, 3.391127934895047356e-05, -1.152357657319884045e-08
1.363181571979999944e+02, 6.127035819625584710e-04, 4.937674630751242438e-04, -1.366502044874264910e-04, 1.686214646686777730e-05, 3.373516008846927681e-05, 3.372244106615545484e-05, -5.549301835891325432e-09
1.379331545889999973e+02, 5.965669415465872042e-04, 4.806897224760572429e-04, -1.334016280548940133e-04, 1.669798512485982640e-05, 3.353908256547173108e-05, 3.353392563264954795e-05, 1.573784464676377429e-10
1.395566947890000051e+02, 5.805098120795685159e-04, 4.676791453315649579e-04, -1.301470469451812485e-04, 1.651640364088262573e-05, 3.334350137323047170e-05, 3.334566159332270159e-05, 5.594787653535299573e-09
1.411888229840000122e+02, 5.645300310513840566e-04, 4.547337704010639861e-04, -1.268864672328180189e-04, 1.631763627526809930e-05, 3.314833826543877335e-05, 3.315756614774816990e-05, 1.076196613841718905e-08
1.428295846030000007e+02, 5.486254674705417275e-04, 4.418516820554284612e-04, -1.236198816519647561e-04, 1.610191858770247547e-05, 3.295350041630718191e-05, 3.296954210214107214e-05, 1.565890543749053959e-08
1.444790253140000118e+02, 5.327940127364472677e-04, 4.290310026986907913e-04, -1.203472680914652516e-04, 1.586948479603034979e-05, 3.275887671849490136e-05, 3.278147418491677916e-05, 2.028650520931918491e-08
1.461371910249999928e+02, 5.170335710418732600e-04, 4.162698850434665013e-04, -1.170685879743322519e-04, 1.562056825216082405e-05, 3.256433328059987688e-05, 3.259322456259085109e-05, 2.464693091556779895e-08
1.478041278910000074e+02, 5.013420492097505309e-04, 4.035665043239374883e-04, -1.137837845232542400e-04, 1.535540197258929981e-05, 3.236970794043025109e-05, 3.240462738709487539e-05, 2.874370113776687459e-08
1.494798823069999969e+02, 4.857173467889249808e-04, 3.909190504539472154e-04, -1.104927809680552518e-04, 1.507421652781005059e-05, 3.217480357782745589e-05, 3.221548213172867428e-05, 3.258189624063747455e-08
1.511645009140000013e+02, 4.701573455453327628e-04, 3.783257201380842497e-04, -1.071954786704685028e-04, 1.477724111426052320e-05, 3.197937991741779716e-05, 3.202554541994682947e-05, 3.616860777229817312e-08
1.528580306030000031e+02, 4.546598988361317162e-04, 3.657847091306264727e-04, -1.038917552212779966e-04, 1.446470285036632453e-05, 3.178314346487042625e-05, 3.183452099594747488e-05, 3.951310570446757615e-08
1.545605185089999907e+02, 4.392228214951007488e-04, 3.532942047330047287e-04, -1.005814625907530750e-04, 1.413682525720950125e-05, 3.158573512085567116e-05, 3.164204735140620223e-05, 4.262731267420662309e-08
1.562720120189999875e+02, 4.238438794752017315e-04, 3.408523787670209981e-04, -9.726442536506289772e-05, 1.379382912569010025e-05, 3.138671486675915248e-05, 3.144768242316822574e-05, 4.552632218181024569e-08
1.579925587689999986e+02, 4.085207806781032160e-04, 3.284573813990661817e-04, -9.394043923974354743e-05, 1.343593067330399945e-05, 3.118554280078227482e-05, 3.125088460957675283e-05, 4.822887737753932518e-08
1.597222066470000073e+02, 3.932511668743317421e-04, 3.161073362557482221e-04, -9.060926990510321730e-05, 1.306334145224070046e-05, 3.098155555043037308e-05, 3.105098912602177323e-05, 5.075816217195220369e-08
1.614610037969999894e+02, 3.780326076637709610e-04, 3.038003376041497261e-04, -8.727065258803384643e-05, 1.267626768822212568e-05, 3.077393685827215159e-05, 3.084717847547517361e-05, 5.314248426402907254e-08
1.632089986139999951e+02, 3.628625981201127199e-04, 2.915344505408392598e-04, -8.392429260743095216e-05, 1.227490886481625004e-05, 3.056168077577002686e-05, 3.063844541866135297e-05, 5.541626838629315162e-08
1.649662397520000070e+02, 3.477385609449127495e-04, 2.793077156316760030e-04, -8.056986740637451789e-05, 1.185945801735832477e-05, 3.034354544905847588e-05, 3.042354639646892625e-05, 5.762111961790917694e-08
1.667327761189999933e+02, 3.326578565917007657e-04, 2.671181599962870520e-04, -7.720703079891906009e-05, 1.143010023980774901e-05, 3.011799493517602471e-05, 3.020094274206179975e-05, 5.980707389758035396e-08
1.685086568860000114e+02, 3.176178037059132551e-04, 2.549638176928332349e-04, -7.383542036661918610e-05, 1.098701348892802435e-05, 2.988312570533212478e-05, 2.996872626115055181e-05, 6.203397837041355394e-08
1.702939314799999977e+02, 3.026157159190997754e-04, 2.428427634034839859e-04, -7.045466945699920837e-05, 1.053036804262612582e-05, 2.963657361686734918e-05, 2.972452476054997404e-05, 6.437298370034009684e-08
1.720886495919999959e+02, 2.876489609688804737e-04, 2.307531650727165005e-04, -6.706442568937722847e-05, 1.006032882127230955e-05, 2.937539588864060118e-05, 2.946538186305082361e-05, 6.690820813786794577e-08
