# z (m), U (m/s), V (m/s), M (m/s), Theta (K), Ri (1)
4.315955473870000247e+01, 5.610892886366406707e+00, 3.284632331129957450e+00, 6.501648194861736840e+00, 2.593736936009332794e+02, 2.037976402022939892e-01
4.428177362880000345e+01, 5.725147582978220129e+00, 3.295575214953397225e+00, 6.605960946479820350e+00, 2.594386231660032536e+02, 2.045109909331994935e-01
4.540992868949999917e+01, 5.840497157352887214e+00, 3.304281424899945030e+00, 6.710467397471002293e+00, 2.595044884489642527e+02, 2.051732342796580011e-01
4.654405132099999776e+01, 5.956928323485604082e+00, 3.310667293049494919e+00, 6.815153501199807451e+00, 2.595713109658552185e+02, 2.057864675040859959e-01
4.768417308979999802e+01, 6.074423588436794752e+00, 3.314645478315680016e+00, 6.920002190336539627e+00, 2.596391124001274875e+02, 2.063526833975782571e-01
4.883032572949999661e+01, 6.192960975040240790e+00, 3.316124951354035399e+00, 7.024993257285579773e+00, 2.597079146214849743e+02, 2.068737816802142804e-01
4.998254114129999692e+01, 6.312513714077281790e+00, 3.315010983484927731e+00, 7.130103213613844915e+00, 2.597777397009949709e+02, 2.073515795627730030e-01
5.114085139529999680e+01, 6.433049904590919965e+00, 3.311205141967507259e+00, 7.235305128048625356e+00, 2.598486099225569887e+02, 2.077878215816287288e-01
5.230528873130000278e+01, 6.554532140748289493e+00, 3.304605294158762696e+00, 7.340568442338860855e+00, 2.599205477907447062e+02, 2.081841887421799764e-01
5.347588555950000000e+01, 6.676917103504237616e+00, 3.295105623342547752e+00, 7.445858764094162474e+00, 2.599935760349509906e+02, 2.085423069864650036e-01
5.465267446160000020e+01, 6.800155115157714647e+00, 3.282596659310939913e+00, 7.551137635524744596e+00, 2.600677176097348138e+02, 2.088637550374204954e-01
5.583568819159999919e+01, 6.924189654697539886e+00, 3.266965327135205044e+00, 7.656362276775345421e+00, 2.601429956911695172e+02, 2.091500716218072653e-01
5.702495967689999645e+01, 7.048956831675569745e+00, 3.248095017980197508e+00, 7.761485302336407877e+00, 2.602194336689347551e+02, 2.094027621028489994e-01
5.822052201889999878e+01, 7.174384816211354376e+00, 3.225865686297034962e+00, 7.866454408809723020e+00, 2.602970551338065093e+02, 2.096233044853587635e-01
5.942240849419999904e+01, 7.300393222609121935e+00, 3.200153978281492506e+00, 7.971212032086629762e+00, 2.603758838601480079e+02, 2.098131548334895291e-01
6.063065255539999754e+01, 7.426892443935322774e+00, 3.170833397124907638e+00, 8.075694971743020645e+00, 2.604559437828717705e+02, 2.099737520630665100e-01
6.184528783209999858e+01, 7.553782934813064287e+00, 3.137774511315182480e+00, 8.179833980202683819e+00, 2.605372589682664852e+02, 2.101065221278810013e-01
6.306634813160000164e+01, 7.680954439651311638e+00, 3.100845213072292772e+00, 8.283553313970916321e+00, 2.606198535779660119e+02, 2.102128815315482402e-01
6.429386744020000322e+01, 7.808285163487138192e+00, 3.059911034951682485e+00, 8.386770243939258407e+00, 2.607037518252004702e+02, 2.102942402224440288e-01
6.552787992400000405e+01, 7.935640882607570390e+00, 3.014835533738005502e+00, 8.489394521424923568e+00, 2.607889779223054347e+02, 2.103520038140107296e-01
6.676841992980000384e+01, 8.062873992204334428e+00, 2.965480751980200225e+00, 8.591327796279738749e+00, 2.608755560182907516e+02, 2.103875751374152669e-01
6.801552198599999599e+01, 8.189822488456124816e+00, 2.911707768918222694e+00, 8.692462983031008505e+00, 2.609635101250710250e+02, 2.104023551092837341e-01
6.926922080369999435e+01, 8.316308882616192832e+00, 2.853377354162229818e+00, 8.792683570575313468e+00, 2.610528640306905004e+02, 2.103977429472332350e-01
7.052955127760000664e+01, 8.442139044968572037e+00, 2.790350739328644636e+00, 8.891862870463757673e+00, 2.611436411975699912e+02, 2.103751357372882491e-01
7.179654848699999548e+01, 8.567100976929392431e+00, 2.722490524947420276e+00, 8.989863198289125279e+00, 2.612358646434262823e+02, 2.103359273724737522e-01
7.307024769679999565e+01, 8.690963510090638167e+00, 2.649661742401157927e+00, 9.086534982067702160e+00, 2.613295568020722612e+02, 2.102815069565299733e-01
7.435068435830000055e+01, 8.813474931703298765e+00, 2.571733093485675248e+00, 9.181715790822222445e+00, 2.614247393607247432e+02, 2.102132566625700139e-01
7.563789411049999956e+01, 8.934361536966989092e+00, 2.488578393500722630e+00, 9.275229275770239923e+00, 2.615214330697467631e+02, 2.101325492567144848e-01
7.693191278070000294e+01, 9.053326109614953765e+00, 2.400078247681225019e+00, 9.366884015617749526e+00, 2.616196575198484879e+02, 2.100407452679050047e-01
7.823277638599999761e+01, 9.170046333712630116e+00, 2.306121995409422532e+00, 9.456472256433967161e+00, 2.617194308806447225e+02, 2.099391900812794809e-01
7.954052113379999867e+01, 9.284173141385487327e+00, 2.206609962211585341e+00, 9.543768535412013421e+00, 2.618207695929952479e+02, 2.098292110593047433e-01
8.085518342299999972e+01, 9.395329003567056247e+00, 2.101456066214450136e+00, 9.628528176574244313e+00, 2.619236880057239887e+02, 2.097121148224787568e-01
8.217679984529999615e+01, 9.503106173833501202e+00, 1.990590833952640137e+00, 9.710485645063405613e+00, 2.620281979448492393e+02, 2.095891851106287673e-01
8.350540718569999399e+01, 9.607064899345157727e+00, 1.873964890512849868e+00, 9.789352745226466368e+00, 2.621343082003032805e+02, 2.094616812776647630e-01
8.484104242380000471e+01, 9.706731618232691261e+00, 1.751553001485577354e+00, 9.864816646369046538e+00, 2.622420239110144848e+02, 2.093308377265262477e-01
8.618374273499999560e+01, 9.801597169794094455e+00, 1.623358759996907708e+00, 9.936537718891823801e+00, 2.623513458236990346e+02, 2.091978647259602475e-01
8.753354549120000172e+01, 9.891115053585687988e+00, 1.489420032033862418e+00, 1.000414716300639739e+01, 2.624622693934277322e+02, 2.090639507413627474e-01
8.889048826200000519e+01, 9.974699787010747443e+00, 1.349815298712432554e+00, 1.006724441290760019e+01, 2.625747836842945162e+02, 2.089302667772482414e-01
9.025460881559999393e+01, 1.005172543004830032e+01, 1.204671066865275364e+00, 1.012539430209865010e+01, 2.626888700153117497e+02, 2.087979731250220183e-01
9.162594512030000260e+01, 1.012152437293212515e+01, 1.054170561894014035e+00, 1.017812398211099989e+01, 2.628045002786900000e+02, 2.086682289795032674e-01
9.300453534499999364e+01, 1.018338652228845120e+01, 8.985639716009183875e-01, 1.022491960006960099e+01, 2.629216348331432300e+02, 2.085422063844612484e-01
9.439041786059999595e+01, 1.023655907877422599e+01, 7.381805834464186811e-01, 1.026522276417335000e+01, 2.630402198404922274e+02, 2.084211070216882566e-01
9.578363124089999303e+01, 1.028024718691469985e+01, 5.734432476481372554e-01, 1.029842686942572527e+01, 2.631601838672972349e+02, 2.083061905370169886e-01
9.718421426369999949e+01, 1.031361586454482371e+01, 4.048857378708154986e-01, 1.032387342662060092e+01, 2.632814335028182313e+02, 2.081987978553232477e-01
9.859220591209999895e+01, 1.033579382417384984e+01, 2.331737033540823290e-01, 1.034084866683710047e+01, 2.634038476577414940e+02, 2.081004191161512362e-01
1.000076453749999956e+02, 1.034588009435072564e+01, 5.913023115308167071e-02, 1.034858089925259961e+01, 2.635272700453890025e+02, 2.080127008395032673e-01
1.014305720499999950e+02, 1.034295483890604928e+01, -1.162329706249556616e-01, 1.034623946506570036e+01, 2.636514992058357620e+02, 2.079376503383832397e-01
1.028610255400000000e+02, 1.032609656551230159e+01, -2.916767363399361823e-01, 1.033293678577545016e+01, 2.637762749884544746e+02, 2.078775076557307366e-01
1.042990456609999939e+02, 1.029440897976940050e+01, -4.656870814077142540e-01, 1.030773591715857407e+01, 2.639012603009617237e+02, 2.078354339747172375e-01
1.057446724379999949e+02, 1.024706345404872465e+01, -6.364146798912097003e-01, 1.026966851777652323e+01, 2.640260155369447261e+02, 2.078148572177597742e-01
1.071979461070000070e+02, 1.018336450415827521e+01, -8.016033968697474643e-01, 1.021776975516734964e+01, 2.641499636486822737e+02, 2.078216950686667397e-01
1.086589071180000019e+02, 1.010285687757236062e+01, -9.584970802036154591e-01, 1.015114749790910764e+01, 2.642723393606567583e+02, 2.078628045781607536e-01
1.101275961340000009e+02, 1.000548982726505720e+01, -1.103742496455999422e+00, 1.006910280174674810e+01, 2.643921198980024769e+02, 2.079518917929319977e-01
1.116040540340000007e+02, 9.891900583860572027e+00, -1.233272117218578767e+00, 9.971365125323428558e+00, 2.645079221913292145e+02, 2.081154897727737485e-01
1.130883219130000015e+02, 9.763846495610847498e+00, -1.342250814869907494e+00, 9.858487721078549981e+00, 2.646178677191817314e+02, 2.084043438210834986e-01
1.145804410829999966e+02, 9.624969529817651193e+00, -1.425146707633962562e+00, 9.732613829983094433e+00, 2.647193986351510375e+02, 2.090388956211402527e-01
1.160804530749999941e+02, 9.481921188500901820e+00, -1.476339419801689923e+00, 9.598730613721389915e+00, 2.648090803555242587e+02, 2.104597023867749994e-01
1.175883996390000021e+02, 9.345881009917700766e+00, -1.492145768371962555e+00, 9.466629869387377383e+00, 2.648825725608342054e+02, 2.152742885229922409e-01
1.191043227459999940e+02, 9.233599422977714966e+00, -1.476802920941609809e+00, 9.353121396482762862e+00, 2.649349650931819724e+02, 2.222579630972330023e-01
1.206282645910000042e+02, 9.154537611211399195e+00, -1.445295876279275138e+00, 9.269892039482957813e+00, 2.649664829438145262e+02, 2.273011608073222667e-01
1.221602675879999964e+02, 9.099743068113532729e+00, -1.410794424951737458e+00, 9.210260836716567923e+00, 2.649854066789152398e+02, 2.286607756649672585e-01
1.237003743799999995e+02, 9.055548938811366355e+00, -1.376377662444482564e+00, 9.161223159432154262e+00, 2.649998563809525081e+02, 2.327457663301155111e-01
1.252486278330000005e+02, 9.015348593216518935e+00, -1.341563716869059952e+00, 9.116172256859464085e+00, 2.650131421264997016e+02, 2.462892118848527545e-01
1.268050710389999978e+02, 8.977103069552709869e+00, -1.306235587223827377e+00, 9.073078902305622861e+00, 2.650261484037999935e+02, 2.631126550137969922e-01
1.283697473199999877e+02, 8.940092962687151257e+00, -1.270426252131604983e+00, 9.031242951660761520e+00, 2.650391010638695093e+02, 2.758881492622107245e-01
1.299427002269999889e+02, 8.903910928357058552e+00, -1.234082963335177530e+00, 8.990260651696004857e+00, 2.650521146090624711e+02, 2.837013082869747072e-01
1.315239735389999964e+02, 8.868244378362872382e+00, -1.197073931907469913e+00, 8.949811863552596947e+00, 2.650652997970099705e+02, 2.881995820543600262e-01
1.331136112689999891e+02, 8.832844179020005626e+00, -1.159242546129440221e+00, 8.909637848748289457e+00, 2.650787654248954937e+02, 2.907832732651602914e-01
1.347116576619999933e+02, 8.797509003346867473e+00, -1.120430357332018678e+00, 8.869529428645218871e+00, 2.650926151514875073e+02, 2.922119932680137255e-01
1.363181571979999944e+02, 8.762070393261097934e+00, -1.080480582608218221e+00, 8.829312915524505812e+00, 2.651069502196472172e+02, 2.929524025243449570e-01
1.379331545889999973e+02, 8.726380058498749648e+00, -1.039234273289892929e+00, 8.788837303619729369e+00, 2.651218740542269643e+02, 2.931192471156529589e-01
1.395566947890000051e+02, 8.690302818050755107e+00, -9.965280345397131700e-01, 8.747967353776019195e+00, 2.651374963924880035e+02, 2.930246483256324641e-01
1.411888229840000122e+02, 8.653708005249781010e+00, -9.521869891869240154e-01, 8.706574718711662442e+00, 2.651539379064549848e+02, 2.924030461852517027e-01
1.428295846030000007e+02, 8.616467472993029730e+00, -9.060240640556062042e-01, 8.664536545239089449e+00, 2.651713347007530501e+02, 2.919097232317372503e-01
1.444790253140000118e+02, 8.578444142012777718e+00, -8.578258395284261706e-01, 8.621723423005958509e+00, 2.651898453033562078e+02, 2.905307753599000176e-01
1.461371910249999928e+02, 8.539495082132869896e+00, -8.073559463275152837e-01, 8.578004015940987159e+00, 2.652096580754425190e+02, 2.901191351470607804e-01
1.478041278910000074e+02, 8.499449188511711384e+00, -7.543234552620865507e-01, 8.533221346423864873e+00, 2.652310044225402521e+02, 2.876093873255037847e-01
1.494798823069999969e+02, 8.458120737402367695e+00, -6.983982171415685780e-01, 8.487210074600032073e+00, 2.652541730928847983e+02, 2.882637774421009658e-01
1.511645009140000013e+02, 8.415262874013688332e+00, -6.391413830992574985e-01, 8.439747280087228631e+00, 2.652795337343137589e+02, 2.833348182170934981e-01
1.528580306030000031e+02, 8.370612058260977761e+00, -5.760617561516865326e-01, 8.390606031052850966e+00, 2.653075603151344808e+02, 2.873907657682659988e-01
1.545605185089999907e+02, 8.323804150164358262e+00, -5.084861242202575182e-01, 8.339468045446903233e+00, 2.653388494239385409e+02, 2.762594754218077320e-01
1.562720120189999875e+02, 8.274516506930432058e+00, -4.357579506343317588e-01, 8.286086777361802547e+00, 2.653741324272597240e+02, 2.895556774504472464e-01
1.579925587689999986e+02, 8.222361581470913450e+00, -3.570734916226430133e-01, 8.230178366295914927e+00, 2.654141680404704857e+02, 2.621222109396512678e-01
1.597222066470000073e+02, 8.167131743769463270e+00, -2.718227274933570081e-01, 8.171691069791112483e+00, 2.654599336022799889e+02, 3.017430248204384657e-01
1.614610037969999894e+02, 8.108355940875258128e+00, -1.789132367687595038e-01, 8.110344790413789084e+00, 2.655128928590975192e+02, 2.342855073161532464e-01
1.632089986139999951e+02, 8.042893091128387795e+00, -7.189616140207241712e-02, 8.043216733284726416e+00, 2.655842555524142767e+02, 4.134378392157352367e-01
1.649662397520000070e+02, 8.003970202393979605e+00, -6.838483528825295421e-03, 8.003973143078923158e+00, 2.656411066509307375e+02, 1.758808052761032670e+01
1.667327761189999933e+02, 8.000044117728998927e+00, -7.825883956424114878e-05, 8.000044118114292502e+00, 2.656640504286589817e+02, 9.637395833092610701e+04
1.685086568860000114e+02, 8.000000410029169728e+00, -7.462226494020047436e-07, 8.000000410029205256e+00, 2.656819859818267560e+02, 1.044436326550965071e+09
1.702939314799999977e+02, 8.000000002083988093e+00, -3.889821073790955641e-09, 8.000000002083988093e+00, 2.656999727889730138e+02, 3.449303746284092188e+13
1.720886495919999959e+02, 8.000000000007620571e+00, -1.414016004244602451e-11, 8.000000000007620571e+00, 2.657180528889047650e+02, 2.133511678297317376e+18
1.738928611759999967e+02, 7.999999999999979572e+00, 2.491057077808204890e-13, 7.999999999999979572e+00, 2.657362256499500290e+02, 3.394523829284920256e+22
1.757066164469999876e+02, 7.999999999999960032e+00, 2.018029107362495142e-13, 7.999999999999960032e+00, 2.657544915003425103e+02, 1.382039719952107319e+24
1.775299658909999891e+02, 7.999999999999960032e+00, 1.710728525774479886e-13, 7.999999999999960032e+00, 2.657728508902520161e+02, 1.534651236137152314e+23
1.793629602560000080e+02, 7.999999999999960032e+00, 1.297271793309140007e-13, 7.999999999999960032e+00, 2.657913042721477836e+02, 3.856437012931497429e+25
1.812056505600000094e+02, 7.999999999999969802e+00, 1.153825567883157489e-13, 7.999999999999969802e+00, 2.658098521010984996e+02, 4.500603157324834370e+23
1.830580880930000092e+02, 7.999999999999969802e+00, 1.191598472241845027e-13, 7.999999999999969802e+00, 2.658284948345212797e+02, 3.317204415417075137e+23
1.849203244139999924e+02, 7.999999999999960032e+00, 1.389065364277237437e-13, 7.999999999999960032e+00, 2.658472329313032674e+02, 1.252105796124762443e+25
1.867924113560000023e+02, 7.999999999999952927e+00, 1.643385694184859982e-13, 7.999999999999952927e+00, 2.658660668522092578e+02, 9.510223550056842202e+25
1.886744010239999909e+02, 7.999999999999960032e+00, 1.408834806774577471e-13, 7.999999999999960032e+00, 2.658849970601080486e+02, 7.281710228050058838e+24
1.905663458010000113e+02, 7.999999999999969802e+00, 1.067198662442922465e-13, 7.999999999999969802e+00, 2.659040240192667284e+02, 4.905763776016390260e+23
1.924682983470000011e+02, 7.999999999999964473e+00, 1.308789284615464959e-13, 7.999999999999964473e+00, 2.659231481946414988e+02, 7.218326219330622918e+24
1.943803115990000094e+02, 7.999999999999955591e+00, 1.650408877843389976e-13, 7.999999999999955591e+00, 2.659423700514922189e+02, 2.255262405821680096e+24
1.963024387750000130e+02, 7.999999999999979572e+00, 8.081470636842565604e-14, 7.999999999999979572e+00, 2.659616900551927756e+02, 2.646456705051992389e+25
1.982347333740000010e+02, 7.999999999999990230e+00, 4.655782306557964782e-14, 7.999999999999990230e+00, 2.659811086696842040e+02, 3.377680561679850017e+24
2.001772491790000004e+02, 7.999999999999960032e+00, 1.407957772492405021e-13, 7.999999999999960032e+00, 2.660006263558974524e+02, 2.438020848500449885e+26
2.021300402560000009e+02, 7.999999999999960032e+00, 1.485389766965652635e-13, 7.999999999999960032e+00, 2.660202435701967261e+02, 4.671450986884324980e+23
2.040931609589999880e+02, 7.999999999999960032e+00, 1.398628828356492380e-13, 7.999999999999960032e+00, 2.660399607605752408e+02, 3.243180622591547566e+23
2.060666659279999919e+02, 7.999999999999960032e+00, 1.707237003624299819e-13, 7.999999999999960032e+00, 2.660597783619542724e+02, 8.084028144555614688e+25
2.080506100910000100e+02, 7.999999999999960032e+00, 1.781570349869054947e-13, 7.999999999999960032e+00, 2.660796967883790103e+02, 4.805520857884012973e+24
2.100450486690000105e+02, 7.999999999999955591e+00, 1.683427845826600067e-13, 7.999999999999955591e+00, 2.660997164200369980e+02, 7.005321220466475339e+24
2.120500371749999999e+02, 7.999999999999952927e+00, 1.667317751889342590e-13, 7.999999999999952927e+00, 2.661198375842225232e+02, 7.915384248304306916e+25
2.140656314130000055e+02, 7.999999999999960032e+00, 1.807889968325702457e-13, 7.999999999999960032e+00, 2.661400605197280242e+02, 1.389277510810627403e+25
2.160918874850000009e+02, 7.999999999999960032e+00, 1.798257293157464947e-13, 7.999999999999960032e+00, 2.661603853165975124e+02, 2.339023536173079775e+24
2.181288617870000053e+02, 7.999999999999960032e+00, 1.812545408570972479e-13, 7.999999999999960032e+00, 2.661808118076892242e+02, 1.926166342809545169e+24
2.201766110169999990e+02, 7.999999999999960032e+00, 1.894200748301552507e-13, 7.999999999999960032e+00, 2.662013393695592640e+02, 1.242089482732164945e+25
2.222351921700000048e+02, 7.999999999999979572e+00, 9.028033613764297269e-14, 7.999999999999979572e+00, 2.662219665772992130e+02, 1.278833290180457480e+25
2.243046625430000063e+02, 7.999999999999979572e+00, 8.511227857072290078e-14, 7.999999999999979572e+00, 2.662426907566817817e+02, 7.729563791243444671e+24
2.263850797359999945e+02, 7.999999999999979572e+00, 8.474875936668652496e-14, 7.999999999999979572e+00, 2.662635083359007240e+02, 1.359480971060471976e+26
2.284765016549999928e+02, 7.999999999999979572e+00, 8.062083230375662481e-14, 7.999999999999979572e+00, 2.662844197355887559e+02, 9.002990709451616537e+24
2.305789865110000108e+02, 7.999999999999960032e+00, 1.463256266527650173e-13, 7.999999999999960032e+00, 2.663054418402907686e+02, 8.348612474231930715e+24
2.326925928240000019e+02, 7.999999999999969802e+00, 1.217695468600817553e-13, 7.999999999999969802e+00, 2.663266007506612141e+02, 3.887549480413387700e+24
2.348173794219999877e+02, 7.999999999999969802e+00, 1.222624871108157356e-13, 7.999999999999969802e+00, 2.663478991689115105e+02, 1.782717238373932554e+25
2.369534054449999871e+02, 7.999999999999960032e+00, 1.512315162166552405e-13, 7.999999999999960032e+00, 2.663693172466354895e+02, 6.650491476927077446e+24
2.391007303469999954e+02, 7.999999999999952927e+00, 1.840675075327964969e-13, 7.999999999999952927e+00, 2.663908385211394716e+02, 8.357796632330272212e+24
2.412594138940000050e+02, 7.999999999999960032e+00, 1.843659081558365114e-13, 7.999999999999960032e+00, 2.664124575336597331e+02, 6.076376558584232036e+24
2.434295161699999994e+02, 7.999999999999969802e+00, 1.452266960933582346e-13, 7.999999999999969802e+00, 2.664342268896984933e+02, 3.523054941234762634e+24
2.456110975770000096e+02, 7.999999999999962697e+00, 1.409729949319552578e-13, 7.999999999999962697e+00, 2.664561137197770222e+02, 6.068886994588802849e+23
2.478042188340000109e+02, 7.999999999999952927e+00, 1.706966287639502388e-13, 7.999999999999952927e+00, 2.664780649843732476e+02, 2.117365581845195051e+24
2.500089409859999989e+02, 7.999999999999962697e+00, 1.365386634116107440e-13, 7.999999999999962697e+00, 2.665001182439614809e+02, 6.342789273179851242e+23
2.522253253949999987e+02, 7.999999999999990230e+00, 5.017216000415822937e-14, 7.999999999999990230e+00, 2.665222827684279991e+02, 6.046730810328190162e+23
2.544534337519999951e+02, 7.999999999999979572e+00, 9.199967922806923002e-14, 7.999999999999979572e+00, 2.665445638463642695e+02, 1.947101484464696148e+26
2.566933280729999751e+02, 7.999999999999960032e+00, 1.438949589255614975e-13, 7.999999999999960032e+00, 2.665669628921995127e+02, 3.965135835694494657e+26
2.589450707010000201e+02, 7.999999999999990230e+00, 4.822982157007819717e-14, 7.999999999999990230e+00, 2.665894804799597182e+02, 2.103102570084484983e+25
2.612087243099999796e+02, 7.999999999999979572e+00, 8.965186982668124435e-14, 7.999999999999979572e+00, 2.666121171775437801e+02, 1.018282184014194928e+26
2.634843519059999721e+02, 7.999999999999960032e+00, 1.483672417561395239e-13, 7.999999999999960032e+00, 2.666348736125700043e+02, 6.529750156568565278e+22
2.657720168270000158e+02, 7.999999999999990230e+00, 5.406697770121800285e-14, 7.999999999999990230e+00, 2.666577504209680001e+02, 1.513733328569559920e+23
