# z (m), U (m/s), V (m/s), M (m/s), Theta (K), Ri (1)
2.657720168270000158e+02, 7.999999999999960032e+00, 1.742248699661887481e-13, 7.999999999999960032e+00, 2.666577504209669769e+02, 7.013369564252338751e+26
2.680717827459999967e+02, 7.999999999999955591e+00, 1.729088835207392487e-13, 7.999999999999955591e+00, 2.666807482400179765e+02, 4.359465864509710060e+25
2.703837136729999884e+02, 7.999999999999952927e+00, 1.701043145029164930e-13, 7.999999999999952927e+00, 2.667038677100119912e+02, 2.426701063969404903e+25
2.727078739579999933e+02, 7.999999999999979572e+00, 8.756416933655674682e-14, 7.999999999999979572e+00, 2.667271094745290156e+02, 8.980860623564307306e+23
2.750443282900000099e+02, 7.999999999999979572e+00, 8.598929114117797092e-14, 7.999999999999979572e+00, 2.667504741804650052e+02, 1.729485179967632545e+24
2.773931417000000010e+02, 7.999999999999958256e+00, 1.709496088528760094e-13, 7.999999999999958256e+00, 2.667739624780149938e+02, 7.984010066342797931e+24
2.797543795639999757e+02, 7.999999999999950262e+00, 1.616717162860359921e-13, 7.999999999999950262e+00, 2.667975750209699868e+02, 4.533420138549610419e+23
2.821281076029999895e+02, 7.999999999999950262e+00, 1.612728391684005012e-13, 7.999999999999950262e+00, 2.668213124665330156e+02, 6.317202669718388280e+23
2.845143918869999879e+02, 7.999999999999952927e+00, 1.614464632479034856e-13, 7.999999999999952927e+00, 2.668451754754970011e+02, 5.536170464143240944e+26
2.869132988320000095e+02, 7.999999999999960032e+00, 1.486806364116162508e-13, 7.999999999999960032e+00, 2.668691647119590016e+02, 5.626721065503587209e+23
2.893248952100000224e+02, 7.999999999999960032e+00, 1.570689691704122407e-13, 7.999999999999960032e+00, 2.668932808435120023e+02, 8.341542903297325536e+23
2.917492481429999884e+02, 7.999999999999960032e+00, 1.705442134987482483e-13, 7.999999999999960032e+00, 2.669175245414460278e+02, 3.667414050279482374e+24
2.941864251090000266e+02, 7.999999999999952927e+00, 1.722574735276927474e-13, 7.999999999999952927e+00, 2.669418964805739733e+02, 6.785102956918712145e+25
2.966364939439999944e+02, 7.999999999999955591e+00, 1.718290559574074981e-13, 7.999999999999955591e+00, 2.669663973394900154e+02, 4.641467188600477099e+23
2.990995228400000201e+02, 7.999999999999955591e+00, 1.658625628778160090e-13, 7.999999999999955591e+00, 2.669910277999870232e+02, 4.530659197424757260e+23
3.015755803519999745e+02, 7.999999999999950262e+00, 1.710616749135965197e-13, 7.999999999999950262e+00, 2.670157885474540080e+02, 2.722904409614402448e+25
3.040647353979999821e+02, 7.999999999999950262e+00, 1.839172320744004951e-13, 7.999999999999950262e+00, 2.670406802709849785e+02, 4.916881530397054919e+23
3.065670572590000234e+02, 7.999999999999958256e+00, 1.897860755382877818e-13, 7.999999999999958256e+00, 2.670657036635819850e+02, 6.056667801028082448e+23
3.090826155830000062e+02, 7.999999999999958256e+00, 1.768796898499360046e-13, 7.999999999999958256e+00, 2.670908594219479824e+02, 1.299226460778154859e+25
3.116114803869999719e+02, 7.999999999999955591e+00, 1.691001807769497612e-13, 7.999999999999955591e+00, 2.671161482459719991e+02, 4.595358340562547177e+23
3.141537220580000280e+02, 7.999999999999952927e+00, 1.718708524819092723e-13, 7.999999999999952927e+00, 2.671415708395530260e+02, 8.994004477740772795e+23
3.167094113539999967e+02, 7.999999999999955591e+00, 1.677039367764159926e-13, 7.999999999999955591e+00, 2.671671279104900236e+02, 3.554392751646847664e+27
3.192786194099999761e+02, 7.999999999999955591e+00, 1.660037905085772485e-13, 7.999999999999955591e+00, 2.671928201699769829e+02, 1.450372520986474954e+25
3.218614177360000213e+02, 7.999999999999955591e+00, 1.639823132347060166e-13, 7.999999999999955591e+00, 2.672186483330009992e+02, 1.668881465013845518e+26
3.244578782190000084e+02, 7.999999999999960032e+00, 1.735995822847122695e-13, 7.999999999999960032e+00, 2.672446131184630076e+02, 4.909714294520224884e+25
3.270680731269999910e+02, 7.999999999999960032e+00, 1.767750384882210183e-13, 7.999999999999960032e+00, 2.672707152490530120e+02, 6.175865015917217548e+23
3.296920751119999977e+02, 7.999999999999964473e+00, 1.412558282854077447e-13, 7.999999999999964473e+00, 2.672969554514800166e+02, 9.362947502584537610e+23
3.323299572089999856e+02, 7.999999999999960032e+00, 1.487168836094427429e-13, 7.999999999999960032e+00, 2.673233344559359921e+02, 5.857248224229921820e+25
3.349817928370000004e+02, 7.999999999999960032e+00, 1.464099644331532596e-13, 7.999999999999960032e+00, 2.673498529966059891e+02, 1.484463611764439997e+25
3.376476558080000245e+02, 7.999999999999960032e+00, 1.328853887110147727e-13, 7.999999999999960032e+00, 2.673765118119139856e+02, 8.005358759788634387e+23
3.403276203209999835e+02, 7.999999999999979572e+00, 7.508218787358790916e-14, 7.999999999999979572e+00, 2.674033116435239776e+02, 1.784757827728252511e+25
3.430217609690000131e+02, 7.999999999999979572e+00, 8.941838418404869583e-14, 7.999999999999979572e+00, 2.674302532375550072e+02, 7.016726798015922092e+23
3.457301527380000152e+02, 7.999999999999960032e+00, 1.473741447479577410e-13, 7.999999999999960032e+00, 2.674573373438989847e+02, 4.053101795820144829e+25
3.484528710129999922e+02, 7.999999999999962697e+00, 1.478755296777837492e-13, 7.999999999999962697e+00, 2.674845647160209978e+02, 5.300578421196837366e+23
3.511899915760000113e+02, 7.999999999999960032e+00, 1.840952574031279988e-13, 7.999999999999960032e+00, 2.675119361120479766e+02, 2.862854060576892644e+23
3.539415906109999810e+02, 7.999999999999960032e+00, 1.723353173446745134e-13, 7.999999999999960032e+00, 2.675394522939819808e+02, 8.534886552850391682e+22
3.567077447039999925e+02, 7.999999999999960032e+00, 1.378811293625617409e-13, 7.999999999999960032e+00, 2.675671140274080244e+02, 8.943959658459153794e+24
3.594885308460000033e+02, 7.999999999999969802e+00, 1.137217788982364971e-13, 7.999999999999969802e+00, 2.675949220820879759e+02, 2.581315945189162239e+24
3.622840264359999765e+02, 7.999999999999969802e+00, 1.116899686177612485e-13, 7.999999999999969802e+00, 2.676228772324760143e+02, 3.080715831583725354e+24
3.650943092819999833e+02, 7.999999999999990230e+00, 5.170783876639500420e-14, 7.999999999999990230e+00, 2.676509802564380038e+02, 1.826878120470852633e+25
3.679194576040000015e+02, 7.999999999999979572e+00, 8.244789032687473294e-14, 7.999999999999979572e+00, 2.676792319360590113e+02, 8.065918684485293965e+23
3.707595500360000074e+02, 7.999999999999960032e+00, 1.801065765979682665e-13, 7.999999999999960032e+00, 2.677076330579620276e+02, 1.224722001851614809e+24
3.736146656270000221e+02, 7.999999999999960032e+00, 1.871785032782755076e-13, 7.999999999999960032e+00, 2.677361844125160246e+02, 3.522944187113744610e+26
3.764848838440000236e+02, 7.999999999999950262e+00, 1.769839374101787526e-13, 7.999999999999950262e+00, 2.677648867946269888e+02, 1.771338523978777728e+25
3.793702845760000173e+02, 7.999999999999950262e+00, 1.693327833698769931e-13, 7.999999999999950262e+00, 2.677937410034210188e+02, 1.209363303440612585e+24
3.822709481329999903e+02, 7.999999999999950262e+00, 1.649170034001504981e-13, 7.999999999999950262e+00, 2.678227478397677714e+02, 7.049912145601905369e+23
3.851869552499999827e+02, 7.999999999999960032e+00, 1.375293522563779879e-13, 7.999999999999960032e+00, 2.678519080954217770e+02, 9.383837836845112720e+24
3.881183870899999988e+02, 7.999999999999960032e+00, 1.316616503073125011e-13, 7.999999999999960032e+00, 2.678812225745715523e+02, 7.151738340587412522e+24
3.910653252440000074e+02, 7.999999999999979572e+00, 7.039153116529662588e-14, 7.999999999999979572e+00, 2.679106925177067069e+02, 4.579197765575477350e+25
3.940278517369999918e+02, 7.999999999999979572e+00, 8.227348230673782537e-14, 7.999999999999979572e+00, 2.679403206036304823e+02, 1.919103847315777630e+25
3.970060490239999922e+02, 7.999999999999979572e+00, 8.147781914574607080e-14, 7.999999999999979572e+00, 2.679701053591760456e+02, 1.581523199864552675e+25
4.000000000000000000e+02, 8.000000000000000000e+00, 0.000000000000000000e+00, 8.000000000000000000e+00, 2.680000058282970485e+02, 3.151426104517120229e+22
