# z (m), P_K (m^2/s^3), eps(m^2/s^3), G_K (m^2/s^3), D_K (m^2/s^3), P_Theta (K^2/s), eps_Theta (K^2/s), D_Theta (K^2/s)
6.676841992980000384e+01, 1.516075844579692616e-03, 1.223348934046005008e-03, -3.019486814626325425e-04, 6.839924117000637463e-06, 8.904452180141705355e-05, 8.825536389888482213e-05, -7.098166242109382247e-07
6.801552198599999599e+01, 1.488425492845615048e-03, 1.200599085333800033e-03, -2.977808890025567760e-04, 7.574312388823246667e-06, 8.826653196129833300e-05, 8.751280322323102190e-05, -6.751297036517322089e-07
6.926922080369999435e+01, 1.461137434171659935e-03, 1.178182583132182356e-03, -2.936054718171637401e-04, 8.272338920922676507e-06, 8.749239966268563173e-05, 8.677389338275737045e-05, -6.407322097833902931e-07
7.052955127760000664e+01, 1.434195202102079951e-03, 1.156083006180705060e-03, -2.894227072530804906e-04, 8.934363439920864998e-06, 8.672148167257344822e-05, 8.603794863606862729e-05, -6.066657239803657951e-07
7.179654848699999548e+01, 1.407583407633620012e-03, 1.134285044561300030e-03, -2.852328811287497255e-04, 9.560787151328158020e-06, 8.595317007443497204e-05, 8.530432164473318167e-05, -5.729687945813169589e-07
7.307024769679999565e+01, 1.381287663274434864e-03, 1.112774418213872355e-03, -2.810362879441247316e-04, 1.015204754919531305e-05, 8.518688954543570497e-05, 8.457240050452727754e-05, -5.396771757235552324e-07
7.435068435830000055e+01, 1.355294513826657381e-03, 1.091537802740132459e-03, -2.768332310841100556e-04, 1.070861374307074910e-05, 8.442209485795396963e-05, 8.384160602728468303e-05, -5.068240193654927600e-07
7.563789411049999956e+01, 1.329591373143880137e-03, 1.070562761763880003e-03, -2.726240230232645123e-04, 1.123098245900782375e-05, 8.365826858453421556e-05, 8.311138924750015582e-05, -4.744400765312482811e-07
7.693191278070000294e+01, 1.304166466500550044e-03, 1.049837685192659851e-03, -2.684089855417119697e-04, 1.171967410770652541e-05, 8.289491899153087341e-05, 8.238122912948095552e-05, -4.425538620674184584e-07
7.823277638599999761e+01, 1.279008777715684919e-03, 1.029351732803344879e-03, -2.641884499432035167e-04, 1.217522980091147565e-05, 8.213157809481099782e-05, 8.165063045429377076e-05, -4.111918134951044991e-07
7.954052113379999867e+01, 1.254108000844837527e-03, 1.009094782638851606e-03, -2.599627572859244820e-04, 1.259820804979917538e-05, 8.136779986742775342e-05, 8.091912186745993277e-05, -3.803784588731535245e-07
8.085518342299999972e+01, 1.229454495861305192e-03, 9.890573837488183129e-04, -2.557322586132562410e-04, 1.298918239974999799e-05, 8.060315857452601514e-05, 8.018625406916103551e-05, -3.501365122691460264e-07
8.217679984529999615e+01, 1.205039247919747428e-03, 9.692307128760162087e-04, -2.514973151815104967e-04, 1.334873909850757511e-05, 7.983724721878865480e-05, 7.945159813315015519e-05, -3.204870268369397471e-07
8.350540718569999399e+01, 1.180853830010810020e-03, 9.496065347194934843e-04, -2.472582987168882307e-04, 1.367747481935789868e-05, 7.906967610398224630e-05, 7.871474393885445414e-05, -2.914495105235407962e-07
8.484104242380000471e+01, 1.156890368632462491e-03, 9.301771654413997512e-04, -2.430155916626907276e-04, 1.397599506999257640e-05, 7.830007147915558105e-05, 7.797529870332072942e-05, -2.630420015442589664e-07
8.618374273499999560e+01, 1.133141512106517618e-03, 9.109354391342520518e-04, -2.387695874329955070e-04, 1.424491251542665087e-05, 7.752807426231008076e-05, 7.723288560239965016e-05, -2.352811891303250170e-07
8.753354549120000172e+01, 1.109600401511167496e-03, 8.918746769829087161e-04, -2.345206906854920058e-04, 1.448484545197859878e-05, 7.675333884111314219e-05, 7.648714246878129410e-05, -2.081824975698939914e-07
8.889048826200000519e+01, 1.086260643845510243e-03, 8.729886588835460278e-04, -2.302693175912067381e-04, 1.469641671702682468e-05, 7.597553192576492675e-05, 7.573772055644802830e-05, -1.817601643251759951e-07
9.025460881559999393e+01, 1.063116287278577680e-03, 8.542715973077455623e-04, -2.260158961235317538e-04, 1.488025247950492370e-05, 7.519433145938418965e-05, 7.498428336150529303e-05, -1.560273047575234973e-07
9.162594512030000260e+01, 1.040161798314227608e-03, 8.357181132265058049e-04, -2.217608663398662645e-04, 1.503698146280597480e-05, 7.440942555825317227e-05, 7.422650549054521829e-05, -1.309959901535855036e-07
9.300453534499999364e+01, 1.017392040796699995e-03, 8.173232139205712605e-04, -2.175046806958124974e-04, 1.516723388468750013e-05, 7.362051149968228039e-05, 7.346407156649117725e-05, -1.066773158047300580e-07
9.439041786059999595e+01, 9.948022563976265803e-04, 7.990822725199634140e-04, -2.132478043490672369e-04, 1.527164101136200180e-05, 7.282729471876862176e-05, 7.269667516247223195e-05, -8.308143916265997758e-08
9.578363124089999303e+01, 9.723880467282384945e-04, 7.809910091388784330e-04, -2.089907154934802353e-04, 1.535083438985855066e-05, 7.202948783321272029e-05, 7.192401775551646951e-05, -6.021765057389932965e-08
9.718421426369999949e+01, 9.501453567673553546e-04, 7.630454734762958866e-04, -2.047339056885904966e-04, 1.540544542479867451e-05, 7.122680966133084499e-05, 7.114580768969362104e-05, -3.809439912717762454e-08
9.859220591209999895e+01, 9.280704595521789948e-04, 7.452420287770616979e-04, -2.004778802202889757e-04, 1.543610499031825061e-05, 7.041898424928620171e-05, 7.036175914062072596e-05, -1.671937052132703528e-08
1.000076453749999956e+02, 9.061599421499337212e-04, 7.275773370381430306e-04, -1.962231584630165070e-04, 1.544344291312952356e-05, 6.960573987507787954e-05, 6.957159106854307010e-05, 3.900558154527019958e-09
1.014305720499999950e+02, 8.844106925028074554e-04, 7.100483454068207828e-04, -1.919702742675917582e-04, 1.542808829374577389e-05, 6.878680803542580320e-05, 6.877502615676930084e-05, 2.375913759721675434e-08
1.028610255400000000e+02, 8.628198877916875165e-04, 6.926522736320054902e-04, -1.877197763778480069e-04, 1.539066786124037447e-05, 6.796192240413863404e-05, 6.797178971126074378e-05, 4.285084727206787458e-08
1.042990456609999939e+02, 8.413849830577837564e-04, 6.753866025334827848e-04, -1.834722288429987578e-04, 1.533180819455647457e-05, 6.713081772854274584e-05, 6.716160852129624882e-05, 6.117090508237450845e-08
1.057446724379999949e+02, 8.201037013774419970e-04, 6.582490634615129196e-04, -1.792282114834737445e-04, 1.525213314337479990e-05, 6.629322868527163051e-05, 6.634420966941267808e-05, 7.871501262642879228e-08
1.071979461070000070e+02, 7.989740246462301906e-04, 6.412376286066747560e-04, -1.749883203777234815e-04, 1.515226523863750079e-05, 6.544888865603412252e-05, 6.551931925877571431e-05, 9.547960074467246678e-08
1.086589071180000019e+02, 7.779941850789564520e-04, 6.243505021790699992e-04, -1.707531683731067674e-04, 1.503282555764472479e-05, 6.459752841101983338e-05, 6.468666106162050699e-05, 1.114616774614425744e-07
1.101275961340000009e+02, 7.571626577290577675e-04, 6.075861123986908523e-04, -1.665233856464422616e-04, 1.489443312108707439e-05, 6.373887469116542334e-05, 6.384595505978727357e-05, 1.266588240917627515e-07
1.116040540340000007e+02, 7.364781536225902805e-04, 5.909431042587555156e-04, -1.622996203069685230e-04, 1.473770571203994937e-05, 6.287264866241583112e-05, 6.299691585780107476e-05, 1.410692398764584988e-07
1.130883219130000015e+02, 7.159396136906504525e-04, 5.744203330582260377e-04, -1.580825390489474960e-04, 1.456325940331297548e-05, 6.199856421707697471e-05, 6.213925094890015142e-05, 1.546916580880682621e-07
1.145804410829999966e+02, 6.955462035150027133e-04, 5.580168586619777210e-04, -1.538728278685844966e-04, 1.437170891881530005e-05, 6.111632609945145370e-05, 6.127265879980395421e-05, 1.675254138518682635e-07
1.160804530749999941e+02, 6.752973087027317215e-04, 5.417319405023472744e-04, -1.496711928522160054e-04, 1.416366787761905049e-05, 6.022562782505157020e-05, 6.039682672978792261e-05, 1.795704089818587651e-07
1.175883996390000021e+02, 6.551925311465365545e-04, 5.255650333179460315e-04, -1.454783610469370225e-04, 1.393974866283302497e-05, 5.932614935320944754e-05, 5.951142854397517448e-05, 1.908270909792592647e-07
1.191043227459999940e+02, 6.352316860490770213e-04, 5.095157836228312188e-04, -1.412950814319897811e-04, 1.370056293585804996e-05, 5.841755447684557519e-05, 5.861612187538097857e-05, 2.012965787119852537e-07
1.206282645910000042e+02, 6.154147995704882697e-04, 4.935840270009840590e-04, -1.371221260033025110e-04, 1.344672196218955177e-05, 5.749948787648487752e-05, 5.771054520325924941e-05, 2.109804677449625131e-07
1.221602675879999964e+02, 5.957421079438317323e-04, 4.777697861663064921e-04, -1.329602910171160052e-04, 1.317883593021805130e-05, 5.657157179483907479e-05, 5.679431446059862498e-05, 2.198810057172032579e-07
1.237003743799999995e+02, 5.762140567031142323e-04, 4.620732699056014688e-04, -1.288103983624015053e-04, 1.289751599714942601e-05, 5.563340223102554666e-05, 5.586701918838030118e-05, 2.280011289444252380e-07
1.252486278330000005e+02, 5.568313017892222291e-04, 4.464948730152649764e-04, -1.246732971772895079e-04, 1.260337270607874886e-05, 5.468454463361917608e-05, 5.492821815704722300e-05, 2.353442489675325087e-07
1.268050710389999978e+02, 5.375947114182412284e-04, 4.310351772129055055e-04, -1.205498656767510003e-04, 1.229701753665810081e-05, 5.372452894088102681e-05, 5.397743432945342648e-05, 2.419145447107617503e-07
1.283697473199999877e+02, 5.185053693183767128e-04, 4.156949532570371978e-04, -1.164410132694777394e-04, 1.197906317137124917e-05, 5.275284389240185315e-05, 5.301414909172327871e-05, 2.477168753514112493e-07
1.299427002269999889e+02, 4.995645796303095458e-04, 4.004751644371495152e-04, -1.123476830357845080e-04, 1.165012358530930082e-05, 5.176893048191214512e-05, 5.203779560676402669e-05, 2.527566988497315225e-07
1.315239735389999964e+02, 4.807738737797375155e-04, 3.853769715589009759e-04, -1.082708546282140009e-04, 1.131081468266962432e-05, 5.077217438595575005e-05, 5.104775111020419943e-05, 2.570402439502324890e-07
1.331136112689999891e+02, 4.621350191010478031e-04, 3.704017397558592370e-04, -1.042115476721154990e-04, 1.096175536079717455e-05, 4.976189718179114678e-05, 5.004332798761079368e-05, 2.605744994824092697e-07
1.347116576619999933e+02, 4.436500304602410149e-04, 3.555510474702507236e-04, -1.001708258191754785e-04, 1.060356764930510578e-05, 4.873734615905940190e-05, 4.902376340150055105e-05, 2.633671961519180075e-07
1.363181571979999944e+02, 4.253211846521157439e-04, 3.408266980223932695e-04, -9.614980156536432601e-05, 1.023687796630205798e-05, 4.769768243547175396e-05, 4.798820719577610226e-05, 2.654268020326560399e-07
1.379331545889999973e+02, 4.071510390077738096e-04, 3.262307342569412171e-04, -9.214964205203794788e-05, 9.862317789630261597e-06, 4.664196709732147141e-05, 4.693570774170304947e-05, 2.667626744053237410e-07
1.395566947890000051e+02, 3.891424539570327535e-04, 3.117654570901850185e-04, -8.817157603157384661e-05, 9.480525543589733267e-06, 4.556914495828945518e-05, 4.586519538823960007e-05, 2.673849518936882261e-07
1.411888229840000122e+02, 3.712986223124812722e-04, 2.974334487863647294e-04, -8.421690238528741911e-05, 9.092147006519315261e-06, 4.447802556643622602e-05, 4.477546302797542194e-05, 2.673045544305419440e-07
1.428295846030000007e+02, 3.536231049123852695e-04, 2.832376021201972200e-04, -8.028700048096175910e-05, 8.697838279064957706e-06, 4.336726087100386910e-05, 4.366514325456949852e-05, 2.665333301518519916e-07
1.444790253140000118e+02, 3.361198759755972465e-04, 2.691811570916525218e-04, -7.638334295891233106e-05, 8.298266995984309509e-06, 4.223531904239936983e-05, 4.253268154196982484e-05, 2.650837906382297693e-07
1.461371910249999928e+02, 3.187933800474687510e-04, 2.552677470143729878e-04, -7.250751155981950441e-05, 7.894115504461756476e-06, 4.108045372492222344e-05, 4.137630467083034465e-05, 2.629692889156352471e-07
1.478041278910000074e+02, 3.016486035526290540e-04, 2.415014568240594873e-04, -6.866121684818608057e-05, 7.486084197785832647e-06, 3.990066800131755108e-05, 4.019398371328322130e-05, 2.602037752317904564e-07
1.494798823069999969e+02, 2.846911662894384930e-04, 2.278868970419115157e-04, -6.484632301841414975e-05, 7.074895207585776534e-06, 3.869367232862519734e-05, 3.898339071001780180e-05, 2.568015975041617322e-07
1.511645009140000013e+02, 2.679274378630882875e-04, 2.144292980093102387e-04, -6.106487922780932953e-05, 6.661298199829662840e-06, 3.745683566048402301e-05, 3.774184823829772692e-05, 2.527774173765532264e-07
1.528580306030000031e+02, 2.513646872641392763e-04, 2.011346309497924966e-04, -5.731915950417502292e-05, 6.246076728979749960e-06, 3.618712926301262449e-05, 3.646627137256082228e-05, 2.481456168007745067e-07
1.545605185089999907e+02, 2.350112769740875219e-04, 1.880097642400707723e-04, -5.361171394453989977e-05, 5.830056775847037072e-06, 3.488106312994844656e-05, 3.515310182646717364e-05, 2.429197831991492657e-07
1.562720120189999875e+02, 2.188769153912869777e-04, 1.750626666381912351e-04, -4.994543479280855180e-05, 5.414118175557110445e-06, 3.353461583220015025e-05, 3.379823520605990074e-05, 2.371118630521379933e-07
1.579925587689999986e+02, 2.029729887669030105e-04, 1.623026735799555035e-04, -4.632364237211402140e-05, 4.999208928422575968e-06, 3.214316055548447590e-05, 3.239694423286747877e-05, 2.307308022076110043e-07
1.597222066470000073e+02, 1.873130003167230073e-04, 1.497408385194242645e-04, -4.275019750983852408e-05, 4.586364713480857261e-06, 3.070139333944382342e-05, 3.094380431210979883e-05, 2.237808110450435047e-07
1.614610037969999894e+02, 1.719131554335567511e-04, 1.373904001141647388e-04, -3.922964950288152479e-05, 4.176734380423380054e-06, 2.920327561251257397e-05, 2.943263446928110107e-05, 2.162586383116854812e-07
1.632089986139999951e+02, 1.567931472305459934e-04, 1.252674075890602458e-04, -3.576743182446905062e-05, 3.771612737851215130e-06, 2.764201359095940305e-05, 2.785647796473055080e-05, 2.081497547594949794e-07
1.649662397520000070e+02, 1.419772204778342313e-04, 1.133915610742827502e-04, -3.237012172244402411e-05, 3.372492536989375067e-06, 2.601011539917182303e-05, 2.620766646933387503e-05, 1.994237519824894995e-07
1.667327761189999933e+02, 1.274955841994559937e-04, 1.017873568081423919e-04, -2.904578476756679815e-05, 2.981087716354629873e-06, 2.429959530682847610e-05, 2.447804754174970004e-05, 1.900231928589627597e-07
1.685086568860000114e+02, 1.133864831605012471e-04, 9.048557708983183889e-05, -2.580443001690872431e-05, 2.599556985094709918e-06, 2.250245562363597328e-05, 2.265949359185322285e-05, 1.798702965748932227e-07
1.702939314799999977e+02, 9.969824059322042898e-05, 7.952554858355947380e-05, -2.265860483262432506e-05, 2.230086070001130065e-06, 2.061159499145827307e-05, 2.074497430311415301e-05, 1.687956478917835125e-07
1.720886495919999959e+02, 8.649480356612068298e-05, 6.895710172092272498e-05, -1.962415023097847569e-05, 1.876528967567569985e-06, 1.862264745656672560e-05, 1.873024429134795233e-05, 1.567125362697672546e-07
