# z (m), P_K (m^2/s^3), eps(m^2/s^3), G_K (m^2/s^3), D_K (m^2/s^3), P_Theta (K^2/s), eps_Theta (K^2/s), D_Theta (K^2/s)
1.738928611759999967e+02, 7.385321873855402945e-05, 5.884641593432847511e-05, -1.672112335972362492e-05, 1.540553652690315044e-06, 1.653647469870274882e-05, 1.661759694558844668e-05, 1.431151871125547552e-07
1.757066164469999876e+02, 6.188784647946957932e-05, 4.927314962543412726e-05, -1.397478368974687472e-05, 1.230776547385199967e-06, 1.436499380428752414e-05, 1.441903606961060128e-05, 1.282931253746687449e-07
1.775299658909999891e+02, 5.070663401727815042e-05, 4.035127156199837305e-05, -1.141649047280435100e-05, 9.443288879590365097e-07, 1.213458937766227615e-05, 1.216767552061569948e-05, 1.109209192179720061e-07
1.793629602560000080e+02, 4.052081017740487160e-05, 3.219237361329104749e-05, -9.083728232752948635e-06, 7.001764037991278758e-07, 9.901221573163378651e-06, 9.915006833122110442e-06, 9.297462520854413056e-08
1.812056505600000094e+02, 3.141807976847462499e-05, 2.497763835427979737e-05, -7.018695934487867364e-06, 4.826258023556412285e-07, 7.741246639291864666e-06, 7.757311829900627966e-06, 7.193720127331043242e-08
1.830580880930000092e+02, 2.375126087089184741e-05, 1.879778305885482565e-05, -5.262686397846705275e-06, 3.251048299830675108e-07, 5.777574791037489779e-06, 5.790350412148754845e-06, 5.360893631445625012e-08
1.849203244139999924e+02, 1.738059980312895092e-05, 1.385588686408665017e-05, -3.846817581764989645e-06, 1.885654188548147736e-07, 4.108034208403975309e-06, 4.152761546186971856e-06, 3.390761268870197237e-08
1.867924113560000023e+02, 1.277392961121432533e-05, 1.003410832889295222e-05, -2.776129076961880028e-06, 1.192449659707261070e-07, 2.847195416025340181e-06, 2.882544253123035187e-06, 2.207895429188107574e-08
1.886744010239999909e+02, 9.148032120021599300e-06, 7.420806295719305278e-06, -2.020306247037154949e-06, 5.061810290982505783e-08, 1.959447957173857364e-06, 2.030114324804917331e-06, 1.015021098119440545e-08
1.905663458010000113e+02, 7.183500758222087294e-06, 5.517063862674634285e-06, -1.513713464454867425e-06, 4.016990318248174792e-08, 1.439917684793882432e-06, 1.463433184692094877e-06, 7.055078476112504914e-09
1.924682983470000011e+02, 5.181276691860572020e-06, 4.413790758231521768e-06, -1.177985367480604116e-06, 6.276027942160587709e-09, 1.103426464117221061e-06, 1.169781558274583965e-06, 1.344327267733794873e-09
1.943803115990000094e+02, 4.681352326630610783e-06, 3.404242814018887603e-06, -9.432002754952825779e-07, 1.638843128602752424e-08, 9.577132970420814568e-07, 9.377556774448111889e-07, 2.257665577184127349e-09
1.963024387750000130e+02, 2.905047643750437584e-06, 2.709565088017152263e-06, -7.205429624288014463e-07, -3.368970377753763994e-09, 7.666433081508931726e-07, 8.090708675019388071e-07, -8.705510341290610333e-10
1.982347333740000010e+02, 2.512840680853572543e-06, 1.695597605486115183e-06, -4.685993133450710550e-07, 1.184163001333209570e-08, 5.632963249779195233e-07, 5.476419687757170522e-07, 1.660277477866049715e-09
2.001772491790000004e+02, 2.048311396092960156e-07, 2.280735479308417281e-07, -7.087975884267385667e-08, 2.367399155361042803e-09, 1.225548455817032595e-07, 9.716073818714575710e-08, 3.982740631668657341e-10
2.021300402560000009e+02, 7.259469452187524417e-12, 3.089633311371852443e-10, -6.996097748415492442e-11, 1.072172061522894763e-12, 2.421362136809134911e-11, 6.271900831669377499e-11, 2.526986384430022508e-13
2.040931609589999880e+02, 5.527416952056529488e-19, 4.864892899359112438e-11, -1.026047228109958531e-11, -9.921874316449337509e-15, 2.784500355399417308e-12, 8.554518310689758063e-12, -8.157843315728050618e-16
2.060666659279999919e+02, 3.249890506744314621e-27, 4.441942696626482708e-11, -9.465448037717162678e-12, 1.916160752489602737e-16, 2.567349186407802408e-12, 7.710641210167791569e-12, 4.434426925106330036e-17
2.080506100910000100e+02, 2.726954500602695432e-35, 4.062560097301490612e-11, -8.656976994278582765e-12, 2.403632163114862226e-16, 2.347586237425115058e-12, 7.050680245325076632e-12, 2.305315426902042514e-17
2.100450486690000105e+02, 7.348105777067409403e-36, 3.710623185028577410e-11, -7.906808445822490141e-12, 2.159702520188177650e-16, 2.143703332857490163e-12, 6.438741703855462843e-12, 2.067154954776197740e-17
2.120500371749999999e+02, 1.001861144989367236e-36, 3.388070778857253061e-11, -7.219235741621637233e-12, 1.935435228616819937e-16, 1.956852670900262680e-12, 5.877993462592065503e-12, 1.851530340679105143e-17
2.140656314130000055e+02, 5.679567850595094423e-34, 3.097333512277887403e-11, -6.599431287844362618e-12, 1.740787003125964855e-16, 1.788420900612399896e-12, 5.372612870684445373e-12, 1.664265023671690130e-17
2.160918874850000009e+02, 4.243250368690998134e-34, 2.841715438113852675e-11, -6.054425717812029121e-12, 1.591133191781595121e-16, 1.640293183707017518e-12, 4.928279801124484960e-12, 1.519899980997125087e-17
2.181288617870000053e+02, 8.325240658441207647e-38, 2.626100598545289874e-11, -5.594608487160669413e-12, 1.515862423509279934e-16, 1.515254691426640010e-12, 4.553391570418437578e-12, 1.446239869853752603e-17
2.201766110169999990e+02, 2.246619859664247390e-36, 2.458337370089132569e-11, -5.236671375055984665e-12, 1.578724017511679934e-16, 1.417779453171924961e-12, 4.261443649880007670e-12, 1.503748519250380069e-17
2.222351921700000048e+02, 7.369474235286322574e-38, 2.352092787274010057e-11, -5.009663013398459917e-12, 1.932639917965079996e-16, 1.355652175020372380e-12, 4.075950514627947276e-12, 1.838418368760134990e-17
2.243046625430000063e+02, 7.096358485294049373e-37, 2.332913600166952574e-11, -4.967791167515832640e-12, 2.973314670563012629e-16, 1.343408938497520063e-12, 4.040982998127907034e-12, 2.832103868520522831e-17
2.263850797359999945e+02, 1.049435154510241741e-36, 2.450750719205252304e-11, -5.216727606423887419e-12, 5.800711716265339232e-16, 1.409488168238290077e-12, 4.243334509930953151e-12, 5.555985570375690067e-17
2.284765016549999928e+02, 2.054989230295912233e-36, 2.803550117690687357e-11, -5.963350779127747653e-12, 1.387332186968977497e-15, 1.610120434357352495e-12, 4.855186340310733408e-12, 1.335960406414529904e-16
2.305789865110000108e+02, 5.980746890289132028e-36, 3.582416082583961979e-11, -7.613927831595043177e-12, 4.014747748008467415e-15, 2.057188926757995311e-12, 6.214326116704251703e-12, 3.876146563912867149e-16
2.326925928240000019e+02, 1.006630212967291372e-37, 5.186276350905360635e-11, -1.101010711727748278e-11, 1.423864426897534915e-14, 2.979955477316004711e-12, 9.024568940166236949e-12, 1.381222385964877421e-15
2.348173794219999877e+02, 6.566766306142837372e-36, 8.547069543445700720e-11, -1.808708908350737458e-11, 6.250090172917854857e-14, 4.899602677540529926e-12, 1.494249231139397329e-11, 6.156323146853992774e-15
2.369534054449999871e+02, 1.720469446299792353e-36, 1.597046552780152299e-10, -3.351115096218841866e-11, 3.347218426406074814e-13, 9.075956627020620183e-12, 2.819516171923592254e-11, 3.442897151201882951e-14
2.391007303469999954e+02, 1.952866984302547287e-35, 3.292975331879694857e-10, -6.739619784866430557e-11, 2.008206364799687617e-12, 1.823981169407130027e-11, 5.974518775627535696e-11, 2.322752989260829913e-13
2.412594138940000050e+02, 3.229427073935662739e-35, 6.881231993050930993e-10, -1.298969074791752501e-10, 1.009787837726096578e-11, 3.512819151866264748e-11, 1.350011662609252451e-10, 1.501312887301200026e-12
2.434295161699999994e+02, 2.278861334539927552e-34, 1.204918938126292443e-09, -1.779457553400094909e-10, 7.317458261837368158e-12, 4.831736237975510690e-11, 2.798446418916812328e-10, 1.381451618730102692e-12
2.456110975770000096e+02, 4.050711824425695105e-35, 1.510421987574767464e-09, -1.840731119748954858e-10, -1.509099245815647491e-11, 4.979072950557862353e-11, 3.795097523607469865e-10, -2.279345446288825278e-12
2.478042188340000109e+02, 2.733171808707134960e-34, 1.542351617881477472e-09, -1.751850081671765156e-10, -3.919522246289282242e-12, 4.734577453406872952e-11, 3.965502598636564512e-10, -7.244059190297546711e-13
2.500089409859999989e+02, 8.717696969490324292e-35, 1.545510582335367515e-09, -1.733949906476077731e-10, -4.869884615527407212e-13, 4.684230415162282861e-11, 3.987452190113442189e-10, -9.535397636078871185e-14
2.522253253949999987e+02, 3.004074604550872458e-32, 1.546119591711105056e-09, -1.730176554360117453e-10, -1.203390352028087408e-13, 4.673724916304182887e-11, 3.991963388272114972e-10, -2.360424249199030227e-14
2.544534337519999951e+02, 1.162030030371792510e-32, 1.546166330465402455e-09, -1.729913208129747432e-10, -1.006900168139611007e-14, 4.673035228351552754e-11, 3.992329607773877810e-10, -1.946672230369527425e-15
2.566933280729999751e+02, 1.919748388750719994e-33, 1.546161189849742529e-09, -1.729893543765489941e-10, -8.960393292065557725e-17, 4.673005603325307080e-11, 3.992346412798539787e-10, -7.197077610718262220e-17
2.589450707010000201e+02, 2.288612211616222460e-32, 1.546159519576664985e-09, -1.729885489409997638e-10, 9.774821190491184270e-17, 4.672984613252445231e-11, 3.992347203587294762e-10, 1.646252455846857457e-18
2.612087243099999796e+02, 2.462370082607544937e-32, 1.546159507982587605e-09, -1.729884321369644767e-10, 5.069684523940749739e-18, 4.672980347958065507e-11, 3.992347055925564630e-10, 4.032806388095640202e-19
2.634843519059999721e+02, 1.597461730639487646e-33, 1.546159580931732266e-09, -1.729884474679157326e-10, -3.169043230843094858e-18, 4.672980523196972332e-11, 3.992346988634467811e-10, -1.800027833363054155e-21
2.657720168270000158e+02, 3.678184473949989851e-33, 1.546159605750007311e-09, -1.729884520308369831e-10, -1.130638089744729983e-18, 4.672980590535780154e-11, 3.992346992096862325e-10, -4.491789307261452370e-20
2.680717827459999967e+02, 3.738445882123370039e-33, 1.546159612801420112e-09, -1.729884526180369903e-10, -6.532095841185429901e-19, 4.672980593308667282e-11, 3.992347000572932431e-10, -5.648065262717890262e-20
2.703837136729999884e+02, 2.652322942917074952e-33, 1.546159609170357371e-09, -1.729884535574540178e-10, -1.882615283784472581e-19, 4.672980637573665473e-11, 3.992346997657969665e-10, -1.720526376950112563e-20
2.727078739579999933e+02, 1.218805108239797567e-34, 1.546159602397297464e-09, -1.729884536433320124e-10, 2.665679762105565135e-19, 4.672980659644550276e-11, 3.992346990976412064e-10, 2.339923305204537357e-20
2.750443282900000099e+02, 1.541528506292037406e-34, 1.546159600066572365e-09, -1.729884548576215194e-10, 1.871263177625002330e-19, 4.672980709842994488e-11, 3.992346989212075108e-10, 1.476144704618112554e-20
2.773931417000000010e+02, 1.827220814471787511e-35, 1.546159600882660072e-09, -1.729884517896907510e-10, -2.663718233166085309e-20, 4.672980598991315372e-11, 3.992346990137672636e-10, -2.198062758441344858e-21
2.797543795639999757e+02, 2.870796324148812748e-35, 1.546159601245764857e-09, -1.729884553643735075e-10, -1.498983718199710085e-19, 4.672980724778470047e-11, 3.992346990627434903e-10, -1.234906151376612528e-20
2.821281076029999895e+02, 4.629147861357624818e-34, 1.546159599019382389e-09, -1.729884504751737596e-10, -5.510917908691064740e-20, 4.672980558061057692e-11, 3.992346988646692507e-10, -6.626272528491055076e-21
2.845143918869999879e+02, 3.550011819275270322e-34, 1.546159595792895134e-09, -1.729884575309457508e-10, 4.244297147369340111e-19, 4.672980816188709969e-11, 3.992346984676787532e-10, 3.827390385516977721e-20
2.869132988320000095e+02, 4.576615223383464925e-34, 1.546159600068564836e-09, -1.729884506840780165e-10, 8.704933563692977948e-20, 4.672980562297662886e-11, 3.992346989495860097e-10, 4.318524566354384915e-21
2.893248952100000224e+02, 2.055095004913902718e-32, 1.546159605887794921e-09, -1.729884557099839914e-10, -1.513860050850602448e-19, 4.672980722979925425e-11, 3.992346994351017382e-10, -9.658150733395015643e-21
2.917492481429999884e+02, 2.338154328386217681e-32, 1.546159609048440048e-09, -1.729884510700054902e-10, -4.949209928851493990e-19, 4.672980550460270173e-11, 3.992346998114997294e-10, -4.188095606720097466e-20
2.941864251090000266e+02, 2.157081891291549958e-33, 1.546159603209327436e-09, -1.729884533265910108e-10, -1.954266847465447409e-19, 4.672980647278184609e-11, 3.992346992748492464e-10, -1.838764460472864919e-20
2.966364939439999944e+02, 2.987827114359787261e-33, 1.546159593711592493e-09, -1.729884553690639834e-10, 5.750326230821982339e-19, 4.672980745525024472e-11, 3.992346982696002743e-10, 5.027149910354804286e-20
2.990995228400000201e+02, 1.133210071858082987e-34, 1.546159594886727458e-09, -1.729884532998687602e-10, 4.402222121396380296e-19, 4.672980669464679534e-11, 3.992346984327922558e-10, 3.508066739047780237e-20
3.015755803519999745e+02, 9.210296709757843101e-35, 1.546159604323127372e-09, -1.729884546673290072e-10, -1.501814462716004947e-19, 4.672980690891282406e-11, 3.992346993196300130e-10, -1.035797235216272065e-20
3.040647353979999821e+02, 1.285851263720229844e-35, 1.546159610975454892e-09, -1.729884504024339780e-10, -7.470536541586482738e-19, 4.672980521946542787e-11, 3.992347000485344860e-10, -6.575925122137502372e-20
3.065670572590000234e+02, 7.240310959991108044e-35, 1.546159603289675005e-09, -1.729884543226502648e-10, 1.273952198545379792e-19, 4.672980681202042847e-11, 3.992346991853302095e-10, 1.192811569087857547e-20
3.090826155830000062e+02, 1.143233884440161345e-35, 1.546159598053172361e-09, -1.729884558366277471e-10, 4.848233812672202111e-19, 4.672980749144139985e-11, 3.992346986337279717e-10, 4.447626279073820693e-20
3.116114803869999719e+02, 6.808863962186321209e-35, 1.546159602341202624e-09, -1.729884508839037594e-10, -4.360143657946299901e-19, 4.672980563766892689e-11, 3.992346992398840117e-10, -4.068691274918110069e-20
3.141537220580000280e+02, 1.642199051598700188e-35, 1.546159597965025100e-09, -1.729884538405472508e-10, -8.176136589778012170e-20, 4.672980680199094755e-11, 3.992346987557957901e-10, -6.674584510731533060e-21
3.167094113539999967e+02, 1.734464465233530275e-35, 1.546159591925652475e-09, -1.729884546126647506e-10, 4.721439079852372326e-19, 4.672980724006012602e-11, 3.992346981157187793e-10, 4.128137347939930102e-20
3.192786194099999761e+02, 3.147163475754387778e-35, 1.546159595424657486e-09, -1.729884535037282493e-10, 1.257520018339762470e-19, 4.672980675558432512e-11, 3.992346985186490022e-10, 8.120372115183784579e-21
3.218614177360000213e+02, 5.089284305333592638e-35, 1.546159601483364837e-09, -1.729884532890475058e-10, -3.301579494162140521e-20, 4.672980649991788090e-11, 3.992346990359315164e-10, -7.524452622395605429e-22
3.244578782190000084e+02, 7.059229670805304451e-37, 1.546159606916067484e-09, -1.729884536905742359e-10, -3.107938323726445287e-19, 4.672980649381052209e-11, 3.992346996081815265e-10, -2.704894947042330252e-20
3.270680731269999910e+02, 1.060212883549461533e-34, 1.546159605871675032e-09, -1.729884513709662380e-10, -5.065364676065352704e-20, 4.672980569822032487e-11, 3.992346994787267267e-10, -5.992711392670149643e-21
3.296920751119999977e+02, 3.828538021781179676e-35, 1.546159603738897563e-09, -1.729884574397865182e-10, 3.249852547239017390e-19, 4.672980789308947344e-11, 3.992346991383264984e-10, 3.322036063280492346e-20
3.323299572089999856e+02, 2.381380198702644863e-32, 1.546159608610442330e-09, -1.729884500388647568e-10, -4.900041757128931916e-19, 4.672980516158557124e-11, 3.992346998536187322e-10, -4.677705813713172102e-20
3.349817928370000004e+02, 1.681940782164327392e-32, 1.546159602863792588e-09, -1.729884537618244978e-10, 5.954331222895513354e-20, 4.672980662818512726e-11, 3.992346991681072752e-10, 6.265192680800142806e-21
3.376476558080000245e+02, 3.540840268665042896e-34, 1.546159598403005033e-09, -1.729884567440412602e-10, 2.613678184516127428e-19, 4.672980780545350032e-11, 3.992346986883622171e-10, 2.632928142167477679e-20
3.403276203209999835e+02, 8.053883094748057546e-35, 1.546159599735589898e-09, -1.729884482820592550e-10, -3.714943207693902858e-19, 4.672980479790747237e-11, 3.992346990588600324e-10, -3.849526957789249682e-20
3.430217609690000131e+02, 8.346370452085302154e-36, 1.546159592704565031e-09, -1.729884584891474814e-10, 5.554536933194962595e-19, 4.672980858513490117e-11, 3.992346981373792274e-10, 5.071019362086687627e-20
3.457301527380000152e+02, 1.682052026166965055e-34, 1.546159598178350017e-09, -1.729884522933419750e-10, 1.293528557835999973e-19, 4.672980624097781771e-11, 3.992346987184539622e-10, 1.211696544265602643e-20
3.484528710129999922e+02, 1.494580626547337497e-33, 1.546159606635877629e-09, -1.729884516595927407e-10, -6.633355752397399439e-19, 4.672980579342529786e-11, 3.992346996772457827e-10, -5.945648378084942014e-20
3.511899915760000113e+02, 3.860985738996530150e-33, 1.546159599854317613e-09, -1.729884536958405071e-10, 1.785492013770615008e-19, 4.672980668981134951e-11, 3.992346988751462686e-10, 1.580216229613914804e-20
3.539415906109999810e+02, 2.572008407547135140e-34, 1.546159597195242343e-09, -1.729884562156497362e-10, 6.071447369067100478e-19, 4.672980764835905485e-11, 3.992346985366192425e-10, 5.442143711054769817e-20
3.567077447039999925e+02, 9.912495287264839980e-34, 1.546159608805727472e-09, -1.729884524626942548e-10, -4.359275679596582289e-19, 4.672980601173197462e-11, 3.992346998462407464e-10, -3.978164237561944928e-20
3.594885308460000033e+02, 9.462604383144715284e-34, 1.546159610096262403e-09, -1.729884500708402247e-10, -3.236419022426562343e-19, 4.672980512126334688e-11, 3.992346999154162584e-10, -2.876747539231434856e-20
3.622840264359999765e+02, 1.184053357537597502e-33, 1.546159603627134916e-09, -1.729884592740464984e-10, 4.921479282066290692e-19, 4.672980854355134917e-11, 3.992346991050802484e-10, 4.688434507329442558e-20
3.650943092819999833e+02, 2.331817603322449957e-33, 1.546159609128422623e-09, -1.729884491286194685e-10, -2.451815440223567503e-19, 4.672980482020409993e-11, 3.992346998679640086e-10, -2.466095165887910117e-20
3.679194576040000015e+02, 2.071852657710102523e-32, 1.546159608596542594e-09, -1.729884553363622510e-10, -1.878723334417032402e-19, 4.672980702679244614e-11, 3.992346997488492766e-10, -1.549538907128895007e-20
3.707595500360000074e+02, 2.070528401430612499e-32, 1.546159603413697502e-09, -1.729884531060402577e-10, -4.639946101742312955e-20, 4.672980637595097852e-11, 3.992346991844994617e-10, 2.477695031762357549e-21
3.736146656270000221e+02, 6.383731047568362058e-36, 1.546159597126869869e-09, -1.729884516493104721e-10, -3.707999885282294700e-19, 4.672980608253977242e-11, 3.992346989578197138e-10, -2.279534867976827782e-20
3.764848838440000236e+02, 1.472620222543950131e-33, 1.546159581533859988e-09, -1.729884532380457465e-10, 1.765072876166714784e-18, 4.672980719770737359e-11, 3.992346983956677695e-10, 8.730666184942259759e-20
3.793702845760000173e+02, 8.208946889737734874e-34, 1.546159610043012651e-09, -1.729884777214195046e-10, 1.140395474108292479e-17, 4.672981467845925019e-11, 3.992346978522897749e-10, 3.273039943723244706e-19
3.822709481329999903e+02, 2.253956436804694877e-34, 1.546159924686727409e-09, -1.729885730142487406e-10, 5.905322236827307864e-18, 4.672983389346457608e-11, 3.992346801248355012e-10, -3.561491031869840597e-19
3.851869552499999827e+02, 1.468093055310180033e-34, 1.546160388924995088e-09, -1.729882994785024992e-10, -3.095273561475155352e-16, 4.672971100641963017e-11, 3.992346154563632041e-10, -1.273398087657169990e-17
3.881183870899999988e+02, 8.042484390194688554e-36, 1.546152882752427450e-09, -1.729842394572740031e-10, -1.492406684615469882e-15, 4.672858444193494232e-11, 3.992347381422930135e-10, -5.534543881074047523e-17
3.910653252440000074e+02, 1.060773140991719308e-34, 1.546106243705329860e-09, -1.729756893363177231e-10, 2.019099074751785095e-15, 4.672756953536440012e-11, 3.992361536774504833e-10, 2.269034953473147597e-16
3.940278517369999918e+02, 4.109480173281650362e-37, 1.546113086097115021e-09, -1.730327941484472477e-10, 4.133090575526011988e-14, 4.674880891971149506e-11, 3.992470502119932927e-10, 3.109590561739517583e-15
3.970060490239999922e+02, 2.679404311346717496e-33, 1.547239647198732607e-09, -1.733604040301347683e-10, -1.774031063204847576e-15, 4.683135980190527925e-11, 3.993421474198097410e-10, -2.174276652754795133e-16
4.000000000000000000e+02, 2.602948972502697093e-32, 1.548320420423055005e-09, -1.737374344181997358e-10, 7.683445867625047395e-09, 4.693213104944438067e-11, 3.994277307201720361e-10, 2.273608472124850120e-07
