# z (m), beta1, beta2, beta3, beta4, beta_theta1, beta_theta2, beta_theta3, beta_theta4, beta_g1, beta_g2, lambda_theta1, lambda_theta2, lambda_theta3, lambda_theta4, lambda_g1, lambda_g2, lambda_g3, lambda_g4
9.260420855570000498e+00, -1.437683169463192523e-01, 0.000000000000000000e+00, 8.419448458003173097e-03, -3.552706993586982054e-02, 3.175805121029120354e-02, -4.219164683890899823e-04, 1.387729035241535083e-02, -6.490787925431618088e-03, 9.842001543796295715e-02, 2.150332900993687582e-02, -1.704303562486200185e-01, 3.978081476822240004e-02, -5.031463174774514213e-03, 1.738297715939787769e-02, -2.640859007386505142e-01, 0.000000000000000000e+00, -7.796202170201750603e-03, 0.000000000000000000e+00
1.020332442800000017e+01, -1.407658261221112761e-01, 0.000000000000000000e+00, 8.878323417575917018e-03, -3.475213600738262520e-02, 3.104714183675392342e-02, -2.422865931549052698e-04, 1.337591961229734998e-02, -6.185086001097815644e-03, 9.518778387127252438e-02, 2.050477368498600239e-02, -1.688640214798237393e-01, 3.899254373798457379e-02, -5.411447886466308130e-03, 1.679898940543467570e-02, -2.588601347798997754e-01, 0.000000000000000000e+00, -8.295287427288576196e-03, 0.000000000000000000e+00
1.115121565159999939e+01, -1.378733132592037669e-01, 0.000000000000000000e+00, 9.286977734049114974e-03, -3.400777628969607613e-02, 3.036825864314535162e-02, -8.048665363489431249e-05, 1.289988700598895116e-02, -5.899866658825189854e-03, 9.212636719661670970e-02, 1.956689973977497610e-02, -1.673133345162117480e-01, 3.824283262821059903e-02, -5.769701473481925018e-03, 1.624484352930632286e-02, -2.537831852781102238e-01, 0.000000000000000000e+00, -8.751348936388262875e-03, 0.000000000000000000e+00
1.210412090930000062e+01, -1.350870260566522374e-01, 0.000000000000000000e+00, 9.649968530407919062e-03, -3.329236900734144911e-02, 2.971984509395295126e-02, 6.505160412792389962e-05, 1.244778151672052552e-02, -5.633484459371957374e-03, 8.922675982381052251e-02, 1.868585287504550066e-02, -1.657803253419502520e-01, 3.752926913938119807e-02, -6.107088299278797157e-03, 1.571863672035847537e-02, -2.488568422224897714e-01, 0.000000000000000000e+00, -9.167262946398743034e-03, 0.000000000000000000e+00
1.306206672379999922e+01, -1.324048010411719989e-01, 0.000000000000000000e+00, 9.971764226460363631e-03, -3.260510765960251967e-02, 2.910077849797862437e-02, 1.957461868787822574e-04, 1.201852873703187531e-02, -5.384627734242855221e-03, 8.648122198953948903e-02, 1.785834641465427336e-02, -1.642669416537060056e-01, 3.685009312456079961e-02, -6.424614459839710079e-03, 1.521894431394942362e-02, -2.440816861178810027e-01, 0.000000000000000000e+00, -9.545981087183387503e-03, 0.000000000000000000e+00
1.402507975800000040e+01, -1.298248191793784923e-01, 0.000000000000000000e+00, 1.025660963445942583e-02, -3.194545842341495190e-02, 2.851006160276359919e-02, 3.129152336283427273e-04, 1.161116586277792517e-02, -5.152141193134812669e-03, 8.388237394345376963e-02, 1.708132113776569816e-02, -1.627748628188864788e-01, 3.620380003622550302e-02, -6.723359709695527972e-03, 1.474453054949069995e-02, -2.394569889377997363e-01, 0.000000000000000000e+00, -9.890417898762654883e-03, 0.000000000000000000e+00
1.499318681579999968e+01, -1.273450328383239905e-01, 0.000000000000000000e+00, 1.050844452210850100e-02, -3.131289554339489883e-02, 2.794668319217120250e-02, 4.177937215275307728e-04, 1.122474214259227415e-02, -4.934945625982072211e-03, 8.142283785568273091e-02, 1.635180712645789916e-02, -1.613054323168762461e-01, 3.558895209726607722e-02, -7.004426474003675081e-03, 1.429421455595810027e-02, -2.349808134970207407e-01, 0.000000000000000000e+00, -1.020337376788490145e-02, 0.000000000000000000e+00
1.596641484290000079e+01, -1.249629546358999865e-01, 0.000000000000000000e+00, 1.073086301489920014e-02, -3.070678861045274960e-02, 2.740956799755609949e-02, 5.115363401667137426e-04, 1.085828414626997460e-02, -4.732006589506135286e-03, 7.909515506464952217e-02, 1.566688521819867633e-02, -1.598596536047665051e-01, 3.500410050143297480e-02, -7.268903647829889729e-03, 1.386681754955107655e-02, -2.306502054441917637e-01, 0.000000000000000000e+00, -1.048748685453745021e-02, 0.000000000000000000e+00
1.694479092759999972e+01, -1.226756348741910030e-01, 0.000000000000000000e+00, 1.092710243751722488e-02, -3.012637101462467548e-02, 2.689757193978837765e-02, 5.952160372991494204e-04, 1.051079293081017343e-02, -4.542326615018207545e-03, 7.689183071462112051e-02, 1.502369364251569979e-02, -1.584382178466509916e-01, 3.444776526341906953e-02, -7.517842488963149758e-03, 1.346115095819705107e-02, -2.264614149544185162e-01, 0.000000000000000000e+00, -1.074520736930359953e-02, 0.000000000000000000e+00
1.792834230149999897e+01, -1.204797288306259928e-01, 0.000000000000000000e+00, 1.110005193135049986e-02, -2.957074907973680084e-02, 2.640949812631122884e-02, 6.698224982358717610e-04, 1.018125512813664903e-02, -4.364947450778504899e-03, 7.480542582666292739e-02, 1.441945120142392421e-02, -1.570415452964054881e-01, 3.391844276047077666e-02, -7.752241870747242532e-03, 1.307602332979850013e-02, -2.224101124022909715e-01, 0.000000000000000000e+00, -1.097878804897949902e-02, 0.000000000000000000e+00
1.891709634000000051e+01, -1.183715985812727467e-01, 0.000000000000000000e+00, 1.125227324178475034e-02, -2.903892892115550114e-02, 2.594412015875087463e-02, 7.362621542654734482e-04, 9.868658409649712360e-03, -4.198955435016457627e-03, 7.282865561468082616e-02, 1.385148268351832704e-02, -1.556698300985062677e-01, 3.341462440548889634e-02, -7.973040426359554247e-03, 1.271025411602677395e-02, -2.184915799769532596e-01, 0.000000000000000000e+00, -1.119028565388072508e-02, 0.000000000000000000e+00
1.991108056359999878e+01, -1.163474195862830018e-01, 0.000000000000000000e+00, 1.138602805621862640e-02, -2.852984842128067702e-02, 2.550020575112822707e-02, 7.953600306380692857e-04, 9.572006564358671865e-03, -4.043486712272520260e-03, 7.095447479515347433e-02, 1.331724009658497541e-02, -1.543230830766492423e-01, 3.293481765338034800e-02, -8.181113529802474735e-03, 1.236268824689540011e-02, -2.147008720792702441e-01, 0.000000000000000000e+00, -1.138156943310284983e-02, 0.000000000000000000e+00
2.091032263820000026e+01, -1.144032773122312663e-01, 0.000000000000000000e+00, 1.150330797589274937e-02, -2.804240783004939910e-02, 2.507653736801404923e-02, 8.478631831740252338e-04, 9.290332102581139867e-03, -3.897730954098707450e-03, 6.917614278051667509e-02, 1.281431752843684851e-02, -1.530011699492385135e-01, 3.247756502874417361e-02, -8.377273499460106271e-03, 1.203220869226562587e-02, -2.110329437243125272e-01, 0.000000000000000000e+00, -1.155433356066789923e-02, 0.000000000000000000e+00
2.191485037620000043e+01, -1.125352479281320067e-01, 0.000000000000000000e+00, 1.160586458418389963e-02, -2.757549609352137610e-02, 2.467192869495562352e-02, 8.944452845926092500e-04, 9.022705756421696768e-03, -3.760933258496542472e-03, 6.748726808170422975e-02, 1.234045959035775034e-02, -1.517038440761457330e-01, 3.204145943448304806e-02, -8.562271830862461935e-03, 1.171774602045604942e-02, -2.074827495710902525e-01, 0.000000000000000000e+00, -1.171011146132635086e-02, 0.000000000000000000e+00
2.292469173710000163e+01, -1.107394618054570040e-01, 0.000000000000000000e+00, 1.169523806621144968e-02, -2.712801197082507706e-02, 2.428523683931507748e-02, 9.357119161497035043e-04, 8.768242966510450542e-03, -3.632394368238492377e-03, 6.588183419270865482e-02, 1.189356432444764987e-02, -1.504307737447304893e-01, 3.162515535154072216e-02, -8.736802601656865064e-03, 1.141828487751847532e-02, -2.040453176584082484e-01, 0.000000000000000000e+00, -1.185029063929905063e-02, 0.000000000000000000e+00
2.393987482800000066e+01, -1.090121510005479938e-01, 0.000000000000000000e+00, 1.177278355064494998e-02, -2.669888005349589991e-02, 2.391537069629835061e-02, 9.722061878029537255e-04, 8.526107769594455654e-03, -3.511469535787359927e-03, 6.435421036997442112e-02, 1.147168176780850174e-02, -1.491815644567322519e-01, 3.122737623264177503e-02, -8.901506464586803058e-03, 1.113286774449982405e-02, -2.007158022994842694e-01, 0.000000000000000000e+00, -1.197612715010600015e-02, 0.000000000000000000e+00
2.496042790510000131e+01, -1.073496829507449984e-01, 0.000000000000000000e+00, 1.183969481859207563e-02, -2.628706228707732712e-02, 2.356129611976892635e-02, 1.004414399321090431e-03, 8.295514601041852065e-03, -3.397566399090537828e-03, 6.289915084527956946e-02, 1.107300935251085035e-02, -1.479557768615852309e-01, 3.084691868202637730e-02, -9.056974845711572575e-03, 1.086059648396257502e-02, -1.974895203543102495e-01, 0.000000000000000000e+00, -1.208875922386117539e-02, 0.000000000000000000e+00
2.598637937370000017e+01, -1.057485827438249953e-01, 0.000000000000000000e+00, 1.189702528508527514e-02, -2.589156570596997525e-02, 2.322203853212697483e-02, 1.032771542954745219e-03, 8.075728495886209599e-03, -3.290142187632740314e-03, 6.151178555213557275e-02, 1.069588513946267451e-02, -1.467529410145282653e-01, 3.048265403967557671e-02, -9.203754092056070854e-03, 1.060063217541202391e-02, -1.943619745255815157e-01, 0.000000000000000000e+00, -1.218921976987197460e-02, 0.000000000000000000e+00
2.701775778969999919e+01, -1.042055464850292490e-01, 0.000000000000000000e+00, 1.194570639518085023e-02, -2.551144719593322410e-02, 2.289668361133959801e-02, 1.057666512880027368e-03, 7.866064139694367921e-03, -3.188700541386112197e-03, 6.018760511609972524e-02, 1.033877973346690113e-02, -1.455725676036284943e-01, 3.013352802951902581e-02, -9.342349438554095609e-03, 1.035219372410227379e-02, -1.913288668442535145e-01, 0.000000000000000000e+00, -1.227844769399182370e-02, 0.000000000000000000e+00
2.805459185979999859e+01, -1.027174479430942589e-01, 0.000000000000000000e+00, 1.198656365575032426e-02, -2.514581599915025056e-02, 2.258437658940055243e-02, 1.079446942782882543e-03, 7.665884134533550512e-03, -3.092788157257857305e-03, 5.892244226699629162e-02, 1.000028752140106475e-02, -1.444141567150044880e-01, 2.979855902941732498e-02, -9.473228723787637667e-03, 1.011455563914008711e-02, -1.883861049131215215e-01, 0.000000000000000000e+00, -1.235729804766924969e-02, 0.000000000000000000e+00
2.909691044250000047e+01, -1.012813398142482502e-01, 0.000000000000000000e+00, 1.202033046230414903e-02, -2.479383440631310193e-02, 2.228432049743522825e-02, 1.098423646960742638e-03, 7.474596720083819847e-03, -3.001991386583200208e-03, 5.771245097814897695e-02, 9.679117628600041046e-03, -1.432772046099142493e-01, 2.947683529164460067e-02, -9.596825785687598115e-03, 9.887045233252792636e-03, -1.855298026694302549e-01, 0.000000000000000000e+00, -1.242655101167290145e-02, 0.000000000000000000e+00
3.014474254929999830e+01, -9.989445137135585795e-02, 0.000000000000000000e+00, 1.204766004791387596e-02, -2.445471722866477196e-02, 2.199577376138767484e-02, 1.114874646095234895e-03, 7.291653198795567184e-03, -2.915932915858767717e-03, 5.655408476496684433e-02, 9.374084975171396300e-03, -1.421612089190832373e-01, 2.916751155465572426e-02, -9.713543560307789579e-03, 9.669039523122417712e-03, -1.827562773955455078e-01, 0.000000000000000000e+00, -1.248691985663115053e-02, 0.000000000000000000e+00
3.119811734479999998e+01, -9.855418350787642501e-02, 0.000000000000000000e+00, 1.206913577170029908e-02, -2.412773038737559689e-02, 2.171804737916540121e-02, 1.129048790669832675e-03, 7.116545212176459724e-03, -2.834268592726432636e-03, 5.544407491179437208e-02, 9.084101633553477717e-03, -1.410656725888579932e-01, 2.886980528161137843e-02, -9.823756881334383406e-03, 9.459961988713414330e-03, -1.800620441275027628e-01, 0.000000000000000000e+00, -1.253905796516587533e-02, 0.000000000000000000e+00
3.225706414799999777e+01, -9.725810201795628829e-02, 0.000000000000000000e+00, 1.208527997301482582e-02, -2.381218890675347588e-02, 2.145050186545852805e-02, 1.141169003919307407e-03, 6.948801979624627187e-03, -2.756684438905079946e-03, 5.437940918944382529e-02, 8.808168621312459715e-03, -1.399901068336889820e-01, 2.858299271958249926e-02, -9.927815000133229789e-03, 9.259279313095045150e-03, -1.774438083099182661e-01, 0.000000000000000000e+00, -1.258356501931557486e-02, 0.000000000000000000e+00
3.332161243310000032e+01, -9.600392977751542878e-02, 0.000000000000000000e+00, 1.209656159037102510e-02, -2.350745453282104824e-02, 2.119254410482332429e-02, 1.151435171289804955e-03, 6.787987579760789390e-03, -2.682893873284127300e-03, 5.335731145664447672e-02, 8.545368211035443695e-03, -1.389340333154637508e-01, 2.830640492462254895e-02, -1.002604384723719197e-02, 9.066498189728411025e-03, -1.748984573926185004e-01, 0.000000000000000000e+00, -1.262099245114922663e-02, 0.000000000000000000e+00
3.439179183000000251e+01, -9.478953830135382341e-02, 0.000000000000000000e+00, 1.210340272182032495e-02, -2.321293313821334858e-02, 2.094362420978337219e-02, 1.160026707129755124e-03, 6.633698325866814807e-03, -2.612635153081192124e-03, 5.237522236994764796e-02, 8.294856792577839921e-03, -1.378969857142584854e-01, 2.803942385112652425e-02, -1.011874805959557533e-02, 8.881162252724320375e-03, -1.724230518363679965e-01, 0.000000000000000000e+00, -1.265184824679170018e-02, 0.000000000000000000e+00
3.546763212540000154e+01, -9.361293904374284880e-02, 0.000000000000000000e+00, 1.210618428210672413e-02, -2.292807203689280204e-02, 2.070323245479015195e-02, 1.167104829483964993e-03, 6.485560270004007456e-03, -2.545669032723302770e-03, 5.143078133779264982e-02, 8.055858297954483077e-03, -1.368785108265224981e-01, 2.778147857702869747e-02, -1.020621279818250023e-02, 8.702849167105765338e-03, -1.700148158890727457e-01, 0.000000000000000000e+00, -1.267660118697252515e-02, 0.000000000000000000e+00
3.654916326370000235e+01, -9.247227469277484457e-02, 0.000000000000000000e+00, 1.210525088712114880e-02, -2.265235729197585118e-02, 2.047089633029082478e-02, 1.172814573213892472e-03, 6.343226854433932013e-03, -2.481776632596992792e-03, 5.052180976701636794e-02, 7.827658176985032024e-03, -1.358781692969640020e-01, 2.753204170717304944e-02, -1.028870537773102396e-02, 8.531167898075434422e-03, -1.676711283817819975e-01, 0.000000000000000000e+00, -1.269568459537150085e-02, 0.000000000000000000e+00
3.763641534770000163e+01, -9.136581063717667817e-02, 0.000000000000000000e+00, 1.210091507891880060e-02, -2.238531107646882234e-02, 2.024617774540267423e-02, 1.177286569966685004e-03, 6.206376719496080330e-03, -2.420757506366165088e-03, 4.964629560088781868e-02, 7.609597900139085727e-03, -1.348955360673250170e-01, 2.729062598096345174e-02, -1.036647672958404889e-02, 8.365756168008798080e-03, -1.653895137155139972e-01, 0.000000000000000000e+00, -1.270949965830497561e-02, 0.000000000000000000e+00
3.872941863909999682e+01, -9.029192673092498178e-02, 0.000000000000000000e+00, 1.209346098841504978e-02, -2.212648912861255035e-02, 2.002867039614359898e-02, 1.180638621267259989e-03, 6.074711670475591713e-03, -2.362427893663099961e-03, 4.880237911619007135e-02, 7.401069958339041507e-03, -1.339302006082914998e-01, 2.705678109846029744e-02, -1.043976271694347507e-02, 8.206278102698489479e-03, -1.631676331576662475e-01, 0.000000000000000000e+00, -1.271841837165797566e-02, 0.000000000000000000e+00
3.982820355999999862e+01, -8.924910943238797967e-02, 0.000000000000000000e+00, 1.208314751690152400e-02, -2.187547832676317583e-02, 1.981799730594425296e-02, 1.182977088669309946e-03, 5.947954800576167947e-03, -2.306619143569207508e-03, 4.798833992102850138e-02, 7.201513324749662590e-03, -1.329817669868282315e-01, 2.683009076803297491e-02, -1.050878531905144984e-02, 8.052422062295581939e-03, -1.610032765236765195e-01, 0.000000000000000000e+00, -1.272278616259474998e-02, 0.000000000000000000e+00
4.093280069330000259e+01, -8.823594436327052148e-02, 0.000000000000000000e+00, 1.207021110640485104e-02, -2.163189439907032760e-02, 1.961380853920475023e-02, 1.184398122593617467e-03, 5.825848764114021847e-03, -2.253176294285537309e-03, 4.720258508125436958e-02, 7.010409342097967574e-03, -1.320498538082575113e-01, 2.661016997283942309e-02, -1.057375369970140096e-02, 7.903898649238464552e-03, -1.588943542815142440e-01, 0.000000000000000000e+00, -1.272292422761052422e-02, 0.000000000000000000e+00
4.204324078369999995e+01, -8.725110931727862729e-02, 0.000000000000000000e+00, 1.205486815764224978e-02, -2.139537977667824858e-02, 1.941577908548267756e-02, 1.184988748940267542e-03, 5.708154192701154518e-03, -2.201956795042752692e-03, 4.644363830368437862e-02, 6.827278000598457908e-03, -1.311340940684707634e-01, 2.639666245024319818e-02, -1.063486517304677512e-02, 7.760438884093169912e-03, -1.568388901145630066e-01, 0.000000000000000000e+00, -1.271913162311387631e-02, 0.000000000000000000e+00
4.315955473870000247e+01, -8.629336771503165471e-02, 0.000000000000000000e+00, 1.203731714560265023e-02, -2.116560159023007578e-02, 1.922360690622829799e-02, 1.184827830781417460e-03, 5.594648244672887662e-03, -2.152829356258672503e-03, 4.571013008786579956e-02, 6.651674569953382882e-03, -1.302341349362489964e-01, 2.618923837234080065e-02, -1.069230607874455119e-02, 7.621792537380169506e-03, -1.548350139274730086e-01, 0.000000000000000000e+00, -1.271168713867730157e-02, 0.000000000000000000e+00
4.428177362880000345e+01, -8.536156251142838769e-02, 0.000000000000000000e+00, 1.201774047510319882e-02, -2.094224981012039744e-02, 1.903701113775817591e-02, 1.183986919979407477e-03, 5.485123279343084857e-03, -2.105672915782294888e-03, 4.500078877672447630e-02, 6.483186554330193016e-03, -1.293496374908810198e-01, 2.598759221817142570e-02, -1.074625257629159905e-02, 7.487726607238744635e-03, -1.528809553124894915e-01, 0.000000000000000000e+00, -1.270085098039409888e-02, 0.000000000000000000e+00
4.540992868949999917e+01, -8.445461053478514613e-02, 0.000000000000000000e+00, 1.199630611278212564e-02, -2.072503552464529872e-02, 1.885573044003832632e-02, 1.182531012212227443e-03, 5.379385646001474952e-03, -2.060375709227002354e-03, 4.431443242303084729e-02, 6.321430938227159436e-03, -1.284802764256367524e-01, 2.579144082393115128e-02, -1.079687136807564937e-02, 7.358023930856269663e-03, -1.509750374446207632e-01, 0.000000000000000000e+00, -1.268686628692755093e-02, 0.000000000000000000e+00
4.654405132099999776e+01, -8.357149724609030939e-02, 0.000000000000000000e+00, 1.197316902586522541e-02, -2.051368935104570107e-02, 1.867952148261527515e-02, 1.180519216933497524e-03, 5.277254578952257115e-03, -2.016834433968754930e-03, 4.364996140492512916e-02, 6.166051695956527301e-03, -1.276257397330324839e-01, 2.560052159963940172e-02, -1.084432035860635052e-02, 7.232481919312240722e-03, -1.491156714032715047e-01, 0.000000000000000000e+00, -1.266996049851112568e-02, 0.000000000000000000e+00
4.768417308979999802e+01, -8.271127188612410752e-02, 0.000000000000000000e+00, 1.194847245257884931e-02, -2.030795996918769927e-02, 1.850815755588490139e-02, 1.178005352634912354e-03, 5.178561188784032605e-03, -1.974953496560055005e-03, 4.300635171476945018e-02, 6.016717537190684716e-03, -1.267857283776784860e-01, 2.541459089718869913e-02, -1.088874925642887431e-02, 7.110911404106252942e-03, -1.473013508844780162e-01, 0.000000000000000000e+00, -1.265034659472562620e-02, 0.000000000000000000e+00
4.883032572949999661e+01, -8.187304300925218881e-02, 0.000000000000000000e+00, 1.192234903134972539e-02, -2.010761277800245106e-02, 1.834142730267070143e-02, 1.175038476277287568e-03, 5.083147543528294954e-03, -1.934644336074537460e-03, 4.238264887287725158e-02, 5.873119867833782697e-03, -1.259599559659762558e-01, 2.523342252385499945e-02, -1.093030012715152585e-02, 6.993135588244015280e-03, -1.455306472961890030e-01, 0.000000000000000000e+00, -1.262822421977800001e-02, 0.000000000000000000e+00
4.998254114129999692e+01, -8.105597434534565771e-02, 0.000000000000000000e+00, 1.189492179797392579e-02, -1.991242865299274953e-02, 1.817913355322162486e-02, 1.171663354773439880e-03, 4.990865828623100402e-03, -1.895824813335612348e-03, 4.177796238734457490e-02, 5.734970940553810008e-03, -1.251481484189995164e-01, 2.505680637900444679e-02, -1.096910789780087409e-02, 6.878989088136054295e-03, -1.438022052037735143e-01, 0.000000000000000000e+00, -1.260378070139192563e-02, 0.000000000000000000e+00
5.114085139529999680e+01, -8.025928100845454438e-02, 0.000000000000000000e+00, 1.186630508031162601e-02, -1.972220281466520106e-02, 1.802109226443167692e-02, 1.167920885448909965e-03, 4.901577582487334252e-03, -1.858418661687762444e-03, 4.119146073184987850e-02, 5.602002180721482073e-03, -1.243500436492792488e-01, 2.488454721675747300e-02, -1.100530082422117653e-02, 6.768317063494522397e-03, -1.421147381069207682e-01, 0.000000000000000000e+00, -1.257719198348159970e-02, 0.000000000000000000e+00
5.230528873130000278e+01, -7.948222599009321931e-02, 0.000000000000000000e+00, 1.183660529209535142e-02, -1.953674378392545111e-02, 1.786713154621069957e-02, 1.163848471434369937e-03, 4.815152997346922557e-03, -1.822354990486484919e-03, 4.062236677086267234e-02, 5.473962665816541409e-03, -1.235653912482092415e-01, 2.471646351186959981e-02, -1.103900091904820059e-02, 6.660974422212577462e-03, -1.404670245230902614e-01, 0.000000000000000000e+00, -1.254862347424072662e-02, 0.000000000000000000e+00
5.347588555950000000e+01, -7.872411694059333609e-02, 0.000000000000000000e+00, 1.180592164522017463e-02, -1.935587242739529937e-02, 1.771709077297925136e-02, 1.159480357253505050e-03, 4.731470281621564383e-03, -1.787567837251212476e-03, 4.006995360409267015e-02, 5.350617745826079935e-03, -1.227939521858849858e-01, 2.455238642737097438e-02, -1.107032434771952623e-02, 6.556825096451679609e-03, -1.388579043634372567e-01, 0.000000000000000000e+00, -1.251823082342192611e-02, 0.000000000000000000e+00
5.465267446160000020e+01, -7.798430320607023514e-02, 0.000000000000000000e+00, 1.177434678893720006e-02, -1.917942108218007383e-02, 1.757081977096652467e-02, 1.154847929305699962e-03, 4.650415077316918250e-03, -1.753995762847134800e-03, 3.953354078291267809e-02, 5.231747789136399589e-03, -1.220354985227292410e-01, 2.439215887240464911e-02, -1.109938179488510063e-02, 6.455741382117379489e-03, -1.372862755691132419e-01, 0.000000000000000000e+00, -1.248616063458549835e-02, 0.000000000000000000e+00
5.583568819159999919e+01, -7.726217310348443279e-02, 0.000000000000000000e+00, 1.174196738395722611e-02, -1.900723275348507532e-02, 1.742817807494119811e-02, 1.149979985187237538e-03, 4.571879927518002554e-03, -1.721581485244327598e-03, 3.901249086577795316e-02, 5.117147041885907778e-03, -1.212898131374429977e-01, 2.423563464231047807e-02, -1.112627880339447407e-02, 6.357603335971317472e-03, -1.357510910002197591e-01, 0.000000000000000000e+00, -1.245255111889544998e-02, 0.000000000000000000e+00
