# z (m), P_K (m^2/s^3), eps(m^2/s^3), G_K (m^2/s^3), D_K (m^2/s^3), P_Theta (K^2/s), eps_Theta (K^2/s), D_Theta (K^2/s)
1.738928611759999967e+02, 7.688032049301269623e-34, 1.368820478904122331e-10, -2.917022409931294696e-11, 5.187234374156079052e-16, 7.936174181173478008e-12, 2.383203409739419823e-11, 5.013624812959427392e-17
1.757066164469999876e+02, 5.812329531552289631e-35, 1.306230003523525070e-10, -2.783647970665004864e-11, 5.280917131779157596e-16, 7.572044919505531672e-12, 2.273840672128412452e-11, 5.100911332983389851e-17
1.775299658909999891e+02, 1.336971386808307517e-34, 1.243945094883577481e-10, -2.650923316735072639e-11, 5.333183868455405328e-16, 7.209793864297995329e-12, 2.165044480121294963e-11, 5.147690429506797536e-17
1.793629602560000080e+02, 2.046629965350687606e-36, 1.182110260921849971e-10, -2.519156395566577240e-11, 5.345111049092980356e-16, 6.850259252741540199e-12, 2.057066562796262363e-11, 5.155760594303959650e-17
1.812056505600000094e+02, 6.153842344005952171e-35, 1.120870697615973832e-10, -2.388656635553867333e-11, 5.318263008427497503e-16, 6.494282744890037283e-12, 1.950159650417182526e-11, 5.126629638150505459e-17
1.830580880930000092e+02, 1.273406638660207531e-35, 1.060371938527057953e-10, -2.259734175368202660e-11, 5.254518376622737697e-16, 6.142707068488724734e-12, 1.844576810390680128e-11, 5.062172995329178003e-17
1.849203244139999924e+02, 1.001726258870108734e-35, 1.000759490077579453e-10, -2.132699019801395217e-11, 5.156071497519089951e-16, 5.796373635742682605e-12, 1.740570852782219940e-11, 4.964563938785848142e-17
1.867924113560000023e+02, 1.548698077976702488e-35, 9.421784613822422878e-11, -2.007860489115017809e-11, 5.025436425070549923e-16, 5.456122011452192315e-12, 1.638393739170880105e-11, 4.836210427482474933e-17
1.886744010239999909e+02, 1.855392248179990165e-36, 8.847732250627515036e-11, -1.885526216169132575e-11, 4.865397102550770560e-16, 5.122786076424527781e-12, 1.538295937781584817e-11, 4.679797761390482590e-17
1.905663458010000113e+02, 1.354363332777804842e-34, 8.286871063328912700e-11, -1.766001672060417748e-11, 4.678979001128222495e-16, 4.797193257160575343e-12, 1.440525851311930090e-11, 4.498272906016039996e-17
1.924682983470000011e+02, 5.946511079419093220e-37, 7.740621102392954447e-11, -1.649589442385932645e-11, 4.469433180258372410e-16, 4.480162190763612649e-12, 1.345329373653279934e-11, 4.294787537366622917e-17
1.943803115990000094e+02, 1.670573405825049940e-34, 7.210387258886942667e-11, -1.536588958183102615e-11, 4.240212375142299753e-16, 4.172502578237957830e-12, 1.252949577680197405e-11, 4.072655738105597349e-17
1.963024387750000130e+02, 3.365169714310660061e-36, 6.697558586022859940e-11, -1.427296249798412251e-11, 3.994934060336510384e-16, 3.875014089586702037e-12, 1.163626570277632590e-11, 3.835351560036262168e-17
1.982347333740000010e+02, 9.684601067043288725e-37, 6.203509544608082864e-11, -1.322004200338754919e-11, 3.737347687005404821e-16, 3.588486942646315530e-12, 1.077597687748967360e-11, 3.586491510960572210e-17
2.001772491790000004e+02, 9.910384471097005250e-34, 5.729604032498084526e-11, -1.221003456442662404e-11, 3.471325294536725266e-16, 3.313704657211174954e-12, 9.950982286281603934e-12, 3.329783425683302607e-17
2.021300402560000009e+02, 3.566007887276973049e-34, 5.277203902962882437e-11, -1.124584236824641425e-11, 3.200846807030179609e-16, 3.051448870780654734e-12, 9.163629120670734685e-12, 3.069036032070153015e-17
2.040931609589999880e+02, 1.424105245737932480e-38, 4.847684449079860547e-11, -1.033039518069620736e-11, 2.930010567757410198e-16, 2.802507531531980468e-12, 8.416285442034135667e-12, 2.808172573787740031e-17
2.060666659279999919e+02, 9.751966671700043498e-35, 4.442460755418662510e-11, -9.466708121370986882e-12, 2.663097745591027544e-16, 2.567691082589702160e-12, 7.711385855603552851e-12, 2.551274757643932340e-17
2.080506100910000100e+02, 2.155461424026259945e-36, 4.063031783547587859e-11, -8.657973466489952630e-12, 2.404709731437987654e-16, 2.347856459880390118e-12, 7.051507451535400145e-12, 2.302732541573007538e-17
2.100450486690000105e+02, 2.253405089391532167e-37, 3.711053731624854623e-11, -7.907717961034147692e-12, 2.160087153633907661e-16, 2.143949921916269793e-12, 6.439496647909579954e-12, 2.067525157381195022e-17
2.120500371749999999e+02, 1.476423227837079931e-36, 3.388463601897337554e-11, -7.220065530185738434e-12, 1.935779652612862413e-16, 1.957077594257504792e-12, 5.878682143169865656e-12, 1.851861965014492370e-17
2.140656314130000055e+02, 1.711236986778288333e-37, 3.097692301279622574e-11, -6.600189139222076821e-12, 1.741096505499822584e-16, 1.788626275327057534e-12, 5.373241777442590484e-12, 1.664562841503930090e-17
2.160918874850000009e+02, 6.941017768601787279e-36, 2.842044253499395078e-11, -6.055120204735290197e-12, 1.591415685447230067e-16, 1.640481337305302422e-12, 4.928856068510952896e-12, 1.520171575547902512e-17
2.181288617870000053e+02, 4.743577849405362169e-36, 2.626404047568342436e-11, -5.595249334410115325e-12, 1.516130914994329844e-16, 1.515428259884132536e-12, 4.553923282857114311e-12, 1.446497691674522718e-17
2.201766110169999990e+02, 1.478558161009829916e-36, 2.458620936414352522e-11, -5.237270152691535494e-12, 1.579002543983820005e-16, 1.417941566429697405e-12, 4.261940415183695559e-12, 1.504015554720372370e-17
2.222351921700000048e+02, 7.628961127454694425e-38, 2.352363476388547656e-11, -5.010234497587822104e-12, 1.932978878821960000e-16, 1.355806822837927432e-12, 4.076424588613492475e-12, 1.838742930314362369e-17
2.243046625430000063e+02, 3.708456248104134697e-34, 2.333181251051347321e-11, -4.968356087682104750e-12, 2.973832296360572195e-16, 1.343561706313992354e-12, 4.041451580435350502e-12, 2.832600202181637734e-17
2.263850797359999945e+02, 3.477468375177909956e-34, 2.451030673996670199e-11, -5.217318217217637221e-12, 5.801713226045539254e-16, 1.409647742957122610e-12, 4.243824476137192138e-12, 5.556951408730274577e-17
2.284765016549999928e+02, 7.201574521898775626e-37, 2.803868375878037234e-11, -5.964021608827729235e-12, 1.387569359959990060e-15, 1.610301559725267476e-12, 4.855743542514842735e-12, 1.336190432104627397e-16
2.305789865110000108e+02, 1.819194760522049982e-36, 3.582818975796155290e-11, -7.614776160074185214e-12, 4.015424847530865359e-15, 2.057418133649987669e-12, 6.215032859751339874e-12, 3.876805315836015100e-16
2.326925928240000019e+02, 5.741352469821422938e-36, 5.186851183546534101e-11, -1.101131546259472246e-11, 1.424099578872559841e-14, 2.980282519888047385e-12, 9.025581022082210241e-12, 1.381452547477397488e-15
2.348173794219999877e+02, 7.441245215466904677e-37, 8.547994330261603751e-11, -1.808902430546867325e-11, 6.251085816079305154e-14, 4.900126889468098415e-12, 1.494413051032600128e-11, 6.157316317116859632e-15
2.369534054449999871e+02, 4.053064254697222349e-37, 1.597212148782460212e-10, -3.351457383013759498e-11, 3.347716656963329667e-13, 9.076883552055797491e-12, 2.819813579729265082e-11, 3.443421879499207972e-14
2.391007303469999954e+02, 5.499603817882136623e-34, 3.293290504567039899e-10, -6.740247162997687008e-11, 2.008467892342927427e-12, 1.824150915140224906e-11, 5.975107504004622455e-11, 2.323072412332247524e-13
2.412594138940000050e+02, 1.214780481858782272e-33, 6.881797714839740179e-10, -1.299068093682192236e-10, 1.009889635110879565e-11, 3.513086909300649813e-11, 1.350129769840897371e-10, 1.501485739234759970e-12
2.434295161699999994e+02, 4.606713940675322633e-33, 1.204995335583827465e-09, -1.779538988928377681e-10, 7.317745081905420055e-12, 4.831957525106304953e-11, 2.798649452366335305e-10, 1.381548729542210076e-12
2.456110975770000096e+02, 1.286207110405429964e-34, 1.510501316835109981e-09, -1.840770634970847704e-10, -1.509230380672812392e-11, 4.979179949524747101e-11, 3.795339886811607278e-10, -2.279578270736039927e-12
2.478042188340000109e+02, 5.448650820633122933e-33, 1.542428807680624947e-09, -1.751874558021642434e-10, -3.919784763410549763e-12, 4.734643588067970157e-11, 3.965747395659750010e-10, -7.244685002286137425e-13
2.500089409859999989e+02, 5.560294304094005212e-36, 1.545587394324822626e-09, -1.733972078358487290e-10, -4.870167438955209993e-13, 4.684290307931454784e-11, 3.987697097893900034e-10, -9.536154268586082331e-14
2.522253253949999987e+02, 5.569995610991699969e-35, 1.546196321939927383e-09, -1.730198238181284862e-10, -1.203463546388147393e-13, 4.673783490357329643e-11, 3.992208320329947428e-10, -2.360617991895894948e-14
2.544534337519999951e+02, 2.494813205511377255e-34, 1.546243053731315137e-09, -1.729934856753535278e-10, -1.006953580483830944e-14, 4.673093707791819821e-11, 3.992574540146905371e-10, -1.946817986750997393e-15
2.566933280729999751e+02, 2.803867009146660110e-33, 1.546237912560359974e-09, -1.729915191334412350e-10, -8.959360638709397612e-17, 4.673064080681082881e-11, 3.992591345564675111e-10, -7.197560706043370234e-17
2.589450707010000201e+02, 3.229568254240662503e-33, 1.546236242233654863e-09, -1.729907136665085138e-10, 9.775638895839437814e-17, 4.673043089885142392e-11, 3.992592136469055460e-10, 1.646288135832775149e-18
2.612087243099999796e+02, 9.487824692692742556e-35, 1.546236230638057538e-09, -1.729905967433719881e-10, 5.069998532325872788e-18, 4.673038820356422527e-11, 3.992591988757280384e-10, 4.033809986289617586e-19
2.634843519059999721e+02, 1.235887211451798503e-35, 1.546236303589622530e-09, -1.729906121395117196e-10, -3.169463885948535099e-18, 4.673038997905662252e-11, 3.992591921454657320e-10, -1.737438330228140490e-21
2.657720168270000158e+02, 6.415495118415524998e-35, 1.546236328408977459e-09, -1.729906167325657380e-10, -1.130554659874859977e-18, 4.673039066347839830e-11, 3.992591924948917416e-10, -4.496687564482565502e-20
2.680717827459999967e+02, 1.170442555322289398e-34, 1.546236335461674872e-09, -1.729906172846364961e-10, -6.533124579656192584e-19, 4.673039067876930367e-11, 3.992591933428792553e-10, -5.649685156574717224e-20
2.703837136729999884e+02, 4.283750965982199789e-33, 1.546236331830402440e-09, -1.729906182407057551e-10, -1.892676226093320272e-19, 4.673039112730139277e-11, 3.992591930512577643e-10, -1.712863279800842310e-20
2.727078739579999933e+02, 1.142068644693627499e-32, 1.546236325045212550e-09, -1.729906183089444850e-10, 2.676846956185715314e-19, 4.673039134301817349e-11, 3.992591923898155054e-10, 2.332607279467412903e-20
2.750443282900000099e+02, 2.659056127419950175e-32, 1.546236322716012359e-09, -1.729906196192142400e-10, 1.888307212833337366e-19, 4.673039187886980035e-11, 3.992591922131029983e-10, 1.461447690788802345e-20
2.773931417000000010e+02, 8.680956893229279167e-35, 1.546236323553585048e-09, -1.729906163905405134e-10, -2.843476634772222395e-20, 4.673039071109474653e-11, 3.992591922925785115e-10, -2.063041923922017718e-21
2.797543795639999757e+02, 1.614595031946817522e-34, 1.546236323915960053e-09, -1.729906200602092468e-10, -1.501705278101842695e-19, 4.673039200252424817e-11, 3.992591923408537543e-10, -1.234875511793799836e-20
2.821281076029999895e+02, 1.468549731013804825e-35, 1.546236321684722448e-09, -1.729906151606375329e-10, -5.432909517786755825e-20, 4.673039033187436985e-11, 3.992591921428342637e-10, -6.653912766170002501e-21
2.845143918869999879e+02, 1.352064829265437338e-34, 1.546236318464857394e-09, -1.729906221483592362e-10, 4.228496599061200228e-19, 4.673039288834085092e-11, 3.992591917422699841e-10, 3.847911968046069944e-20
2.869132988320000095e+02, 4.991749793595590702e-34, 1.546236322730319895e-09, -1.729906153800325079e-10, 8.678857076042417932e-20, 4.673039037918000191e-11, 3.992591922369649876e-10, 4.248981788090974379e-21
2.893248952100000224e+02, 5.452743989088727353e-35, 1.546236328531454990e-09, -1.729906204416189960e-10, -1.494979410650755103e-19, 4.673039200046904686e-11, 3.992591927317389868e-10, -9.833164922363031311e-21
2.917492481429999884e+02, 1.006444792704946060e-35, 1.546236331697419922e-09, -1.729906157380237659e-10, -4.954912832802534789e-19, 4.673039025182052811e-11, 3.992591931016882779e-10, -4.179063955732494761e-20
2.941864251090000266e+02, 1.718978040018504885e-34, 1.546236325859082585e-09, -1.729906179892482255e-10, -1.956463766821857747e-19, 4.673039121812112590e-11, 3.992591925658522059e-10, -1.839094114781827355e-20
2.966364939439999944e+02, 1.717700904292202485e-33, 1.546236316358372481e-09, -1.729906201317640145e-10, 5.768128843905507748e-19, 4.673039223627255166e-11, 3.992591915618412130e-10, 5.013866517741012659e-20
2.990995228400000201e+02, 8.783262786071565627e-35, 1.546236317553852573e-09, -1.729906179175767478e-10, 4.389747916898302568e-19, 4.673039142204217538e-11, 3.992591917127607294e-10, 3.518564723527144415e-20
3.015755803519999745e+02, 1.699674993443657419e-33, 1.546236326993695006e-09, -1.729906193461307454e-10, -1.512658038034754915e-19, 4.673039165755180488e-11, 3.992591925973949808e-10, -1.027441217225344009e-20
3.040647353979999821e+02, 2.409625911287517346e-34, 1.546236333634857449e-09, -1.729906150841834777e-10, -7.463481562526247195e-19, 4.673038997039112366e-11, 3.992591933326137371e-10, -6.580634084770541605e-20
3.065670572590000234e+02, 3.188547735472287569e-33, 1.546236325948922672e-09, -1.729906190030615155e-10, 1.275065723345942526e-19, 4.673039156259137363e-11, 3.992591924708317459e-10, 1.191656590651504919e-20
3.090826155830000062e+02, 1.340606357098194919e-33, 1.546236320713487712e-09, -1.729906205174760077e-10, 4.847627827324019829e-19, 4.673039224213370145e-11, 3.992591919195344792e-10, 4.446370855159745066e-20
3.116114803869999719e+02, 6.390781179602629729e-35, 1.546236325000209995e-09, -1.729906155640355006e-10, -4.358857335774664729e-19, 4.673039038813482657e-11, 3.992591925252082729e-10, -4.067806964146614852e-20
3.141537220580000280e+02, 1.311840097599697548e-35, 1.546236320626147572e-09, -1.729906185220307344e-10, -8.192339603059329344e-20, 4.673039155285351911e-11, 3.992591920409792756e-10, -6.677375152907852541e-21
3.167094113539999967e+02, 2.318206209745960011e-35, 1.546236314585862567e-09, -1.729906192945267727e-10, 4.720655209737600324e-19, 4.673039199105294621e-11, 3.992591914010722503e-10, 4.127539688968420035e-20
3.192786194099999761e+02, 1.004219982159359824e-33, 1.546236318081557615e-09, -1.729906181832507461e-10, 1.251974634133810127e-19, 4.673039150591730075e-11, 3.992591918038820151e-10, 8.175250653300087919e-21
3.218614177360000213e+02, 5.117940763356894527e-34, 1.546236324129457437e-09, -1.729906179556302354e-10, -3.233719887989625084e-20, 4.673039124675287775e-11, 3.992591923265954870e-10, -7.959202378491287883e-22
3.244578782190000084e+02, 2.742360430820140474e-35, 1.546236329561692520e-09, -1.729906184391032672e-10, -3.093692199165967436e-19, 4.673039126971880428e-11, 3.992591928990867754e-10, -2.714609664427335045e-20
3.270680731269999910e+02, 1.526036426970527638e-33, 1.546236328539172379e-09, -1.729906159829092421e-10, -5.203800928589911960e-20, 4.673039042359286703e-11, 3.992591927585317287e-10, -5.898841769356780259e-21
3.296920751119999977e+02, 7.617546664643476947e-35, 1.546236326406929889e-09, -1.729906221294487501e-10, 3.245096515024740083e-19, 4.673039264596042660e-11, 3.992591924181777708e-10, 3.328033102120869785e-20
3.323299572089999856e+02, 2.153732014079685079e-33, 1.546236331272452574e-09, -1.729906147241692461e-10, -4.891910352791490218e-19, 4.673038991387389844e-11, 3.992591931392738140e-10, -4.683533658541369564e-20
3.349817928370000004e+02, 6.851567487231640250e-34, 1.546236325533052449e-09, -1.729906184430624897e-10, 5.904605507536454658e-20, 4.673039137857937242e-11, 3.992591924527640017e-10, 6.256369143348825235e-21
3.376476558080000245e+02, 5.845971841767364615e-34, 1.546236321069110028e-09, -1.729906214288724988e-10, 2.611231292013187001e-19, 4.673039255722257783e-11, 3.992591919729954724e-10, 2.633394150644372436e-20
3.403276203209999835e+02, 1.347140634009465008e-33, 1.546236322393982674e-09, -1.729906129586522658e-10, -3.712458185025790044e-19, 4.673038954724445792e-11, 3.992591923446819979e-10, -3.850332761066542463e-20
3.430217609690000131e+02, 5.319855835473600075e-35, 1.546236315360267609e-09, -1.729906231703584865e-10, 5.556286066933493250e-19, 4.673039333612670032e-11, 3.992591914230515249e-10, 5.071675179445067322e-20
3.457301527380000152e+02, 7.650273008420456758e-34, 1.546236320834222580e-09, -1.729906169718870028e-10, 1.294547475748599907e-19, 4.673039099104420208e-11, 3.992591920036440134e-10, 1.212851592457604938e-20
3.484528710129999922e+02, 4.360923240337869545e-33, 1.546236329294624852e-09, -1.729906163393427380e-10, -6.630125297550860065e-19, 4.673039054381379800e-11, 3.992591929624799847e-10, -5.950645672196813277e-20
3.511899915760000113e+02, 2.604091816124824955e-34, 1.546236322520857291e-09, -1.729906183863109979e-10, 1.773705004866479951e-19, 4.673039144310015167e-11, 3.992591921556102234e-10, 1.588524813998589955e-20
3.539415906109999810e+02, 3.925767742053110337e-34, 1.546236319849137532e-09, -1.729906208100772683e-10, 6.065862435469217191e-19, 4.673039236877467842e-11, 3.992591918229000347e-10, 5.450410961897627143e-20
3.567077447039999925e+02, 2.558882278478175089e-34, 1.546236331438897650e-09, -1.729906172733127554e-10, -4.336698820875487519e-19, 4.673039081126407628e-11, 3.992591931467427379e-10, -3.994231155626437258e-20
3.594885308460000033e+02, 9.092300481701440433e-34, 1.546236332748667426e-09, -1.729906147314492369e-10, -3.233778238805435429e-19, 4.673038986609727751e-11, 3.992591932093570016e-10, -2.883814604366224880e-20
3.622840264359999765e+02, 7.170366172673730815e-36, 1.546236326300807579e-09, -1.729906239706304743e-10, 4.909411509367945519e-19, 4.673039329868560420e-11, 3.992591923858020250e-10, 4.694445703253632612e-20
3.650943092819999833e+02, 1.604683829189100256e-35, 1.546236331799617260e-09, -1.729906137501364936e-10, -2.456033614811989986e-19, 4.673038954847180008e-11, 3.992591931445882426e-10, -2.459371890964695162e-20
3.679194576040000015e+02, 2.119041530784259651e-32, 1.546236331260432399e-09, -1.729906200242139913e-10, -1.879417920750314864e-19, 4.673039177916115204e-11, 3.992591930285970480e-10, -1.547817228830114798e-20
3.707595500360000074e+02, 1.994528712312172271e-32, 1.546236326070012608e-09, -1.729906177857704802e-10, -4.598058809279582361e-20, 4.673039112633665461e-11, 3.992591924691319932e-10, 2.447256673629177432e-21
3.736146656270000221e+02, 3.443398579734052531e-35, 1.546236319783287337e-09, -1.729906163332117529e-10, -3.706110652982572521e-19, 4.673039083442447427e-11, 3.992591922431967595e-10, -2.279854151755005046e-20
3.764848838440000236e+02, 1.477835615369870011e-34, 1.546236304195112534e-09, -1.729906179234072337e-10, 1.765099551876650037e-18, 4.673039194990057503e-11, 3.992591916808772595e-10, 8.730033194824577536e-20
3.793702845760000173e+02, 7.068662589469329429e-35, 1.546236332706807537e-09, -1.729906423989012435e-10, 1.140464351945690112e-17, 4.673039942761582636e-11, 3.992591911363954957e-10, 3.273271929018225009e-19
3.822709481329999903e+02, 2.509244699254659888e-33, 1.546236647355992440e-09, -1.729907376956544950e-10, 5.905696533524445556e-18, 4.673041864371492413e-11, 3.992591734063707583e-10, -3.561470957277559983e-19
3.851869552499999827e+02, 8.819953830629631063e-34, 1.546237111603712519e-09, -1.729904641424597317e-10, -3.095506992687560095e-16, 4.673029575257262953e-11, 3.992591087356974887e-10, -1.273482320051375012e-17
3.881183870899999988e+02, 7.530002004903618644e-35, 1.546229605252854992e-09, -1.729864039227350045e-10, -1.492522530786162391e-15, 4.672916913571897553e-11, 3.992592314748380174e-10, -5.534955704973059683e-17
3.910653252440000074e+02, 2.125126753474039790e-35, 1.546182964992024949e-09, -1.729778536782927566e-10, 2.019239476005287406e-15, 4.672815420952595145e-11, 3.992606473152404878e-10, 2.269205246112859801e-16
3.940278517369999918e+02, 2.573536133031052377e-35, 1.546189807088514696e-09, -1.730349625342757290e-10, 4.133413004470917163e-14, 4.674939474943464921e-11, 3.992715442797410262e-10, 3.109852630934930489e-15
3.970060490239999922e+02, 7.398628743229605151e-35, 1.547316398258574995e-09, -1.733625846321750079e-10, -1.774154301910237589e-15, 4.683194886672260025e-11, 3.993666415992461926e-10, -2.174442300692587500e-16
4.000000000000000000e+02, 5.235130512047421837e-32, 1.548397200815447558e-09, -1.737396312169687633e-10, 3.934107683954610486e-09, 4.693272447808102456e-11, 3.994522248425150342e-10, 2.326519083530837466e-07
