# z (m), P_K (m^2/s^3), eps(m^2/s^3), G_K (m^2/s^3), D_K (m^2/s^3), P_Theta (K^2/s), eps_Theta (K^2/s), D_Theta (K^2/s)
3.014474254929999830e+01, 2.377817845703390082e-03, 1.900004893467847292e-03, -4.813638335089312601e-04, 4.318262580877267800e-07, 6.808915698644162724e-04, 6.765390578522425093e-04, -4.306790188781956658e-06
3.119811734479999998e+01, 2.317086272662665335e-03, 1.850717050670149921e-03, -4.715776123128007113e-04, 2.085682778225432516e-06, 6.715539702503096463e-04, 6.676266468280426733e-04, -3.878143117025525127e-06
3.225706414799999777e+01, 2.257764437457619820e-03, 1.802680714384242381e-03, -4.617955444250637664e-04, 3.584231544922229988e-06, 6.622420249048147078e-04, 6.587232818478752812e-04, -3.467818332027537541e-06
3.332161243310000032e+01, 2.199732515030262611e-03, 1.755781467888859913e-03, -4.520196849764187490e-04, 4.935387304811022088e-06, 6.529353841464666935e-04, 6.498079953927807543e-04, -3.076246451044910029e-06
3.439179183000000251e+01, 2.142885780492679790e-03, 1.709919929188302538e-03, -4.422521650061387102e-04, 6.147014056487207349e-06, 6.436163031488945085e-04, 6.408626631084367222e-04, -2.703648596731570004e-06
3.546763212540000154e+01, 2.087132546329722137e-03, 1.665009591889362456e-03, -4.324951937622459656e-04, 7.226843456389230356e-06, 6.342692738949427724e-04, 6.318715875953471572e-04, -2.350078563369635026e-06
3.654916326370000235e+01, 2.032392436825979955e-03, 1.620975030982975060e-03, -4.227510610326117631e-04, 8.182417838525014224e-06, 6.248807211912312670e-04, 6.228211554524724740e-04, -2.015457238690290039e-06
3.763641534770000163e+01, 1.978594937616372316e-03, 1.577750404494282412e-03, -4.130221394893505483e-04, 9.021052010659112860e-06, 6.154387508193398049e-04, 6.136995538605492144e-04, -1.699600622989904885e-06
3.872941863909999682e+01, 1.925678170839905052e-03, 1.535278196382967343e-03, -4.033108870470155250e-04, 9.749809396817738324e-06, 6.059329404413012210e-04, 6.044965358453373338e-04, -1.402242193244684898e-06
3.982820355999999862e+01, 1.873587856243739882e-03, 1.493508157317530042e-03, -3.936198492174664758e-04, 1.037548868451824107e-05, 5.963541657466865610e-04, 5.952032256614467635e-04, -1.123051320703607517e-06
4.093280069330000259e+01, 1.822276426732032367e-03, 1.452396408561692619e-03, -3.839516614642180317e-04, 1.090461779577732555e-05, 5.866944558665190303e-04, 5.858119573977062450e-04, -8.616483166188374758e-07
4.204324078369999995e+01, 1.771702272523067480e-03, 1.411904680930510178e-03, -3.743090515464227532e-04, 1.134345419664669968e-05, 5.769468732155598120e-04, 5.763161412182375189e-04, -6.176160978535692598e-07
4.315955473870000247e+01, 1.721829092876810000e-03, 1.371999666215612456e-03, -3.646948418308992488e-04, 1.169798867424130005e-05, 5.671054138169762766e-04, 5.667101528189237482e-04, -3.905101612327507002e-07
4.428177362880000345e+01, 1.672625338699777493e-03, 1.332652462538817502e-03, -3.551119515883869953e-04, 1.197395231823280031e-05, 5.571649250032370592e-04, 5.569892423615676940e-04, -1.798658517731936636e-07
4.540992868949999917e+01, 1.624063731256325050e-03, 1.293838098613489833e-03, -3.455633992212087287e-04, 1.217682547917712457e-05, 5.471210377745674589e-04, 5.471494599909580052e-04, 1.479546119020582511e-08
4.654405132099999776e+01, 1.576120846185609945e-03, 1.255535124472902586e-03, -3.360523044542569854e-04, 1.231184728536670249e-05, 5.369701118120562538e-04, 5.371875954434178306e-04, 1.939615428276324579e-07
4.768417308979999802e+01, 1.528776752424699939e-03, 1.217725258350787609e-03, -3.265818904345690107e-04, 1.238402681216457490e-05, 5.267091912644852490e-04, 5.271011296790458021e-04, 3.581261502303394943e-07
4.883032572949999661e+01, 1.482014698379672483e-03, 1.180393081296702510e-03, -3.171554857372172213e-04, 1.239815357215474940e-05, 5.163359699124787103e-04, 5.168881969629557805e-04, 5.077859869439785353e-07
4.998254114129999692e+01, 1.435820838494127408e-03, 1.143525772329082469e-03, -3.077765262576749724e-04, 1.235880843513854954e-05, 5.058487644850420423e-04, 5.065475558864768104e-04, 6.434390103680929955e-07
5.114085139529999680e+01, 1.390183994343259987e-03, 1.107112878199987497e-03, -2.984485569444617807e-04, 1.227037429277572611e-05, 4.952464950540404805e-04, 4.960785681958402617e-04, 7.655832426808697643e-07
5.230528873130000278e+01, 1.345095445561422538e-03, 1.071146112784639951e-03, -2.891752333597185070e-04, 1.213704599931882458e-05, 4.845286717014599901e-04, 4.854811844561318017e-04, 8.747158420330040481e-07
5.347588555950000000e+01, 1.300548746386480077e-03, 1.035619181806687536e-03, -2.799603230240155184e-04, 1.196283997403902408e-05, 4.736953866836414841e-04, 4.747559356462890067e-04, 9.713328614729590625e-07
5.465267446160000020e+01, 1.256539564282317580e-03, 1.000527629314048542e-03, -2.708077065028267525e-04, 1.175160311034799916e-05, 4.627473114511910157e-04, 4.639039299846252720e-04, 1.055929213768388383e-06
5.583568819159999919e+01, 1.213065537581132537e-03, 9.658687028228194089e-04, -2.617213781963972376e-04, 1.150702092886035149e-05, 4.516856979840430230e-04, 4.529268543457370391e-04, 1.128998896277744992e-06
5.702495967689999645e+01, 1.170126149458185043e-03, 9.316412344932056486e-04, -2.527054467857475458e-04, 1.123262500943899962e-05, 4.405123839481985383e-04, 4.418269797169425365e-04, 1.191035354403952379e-06
5.822052201889999878e+01, 1.127722616041635078e-03, 8.978455360432207504e-04, -2.437641352858352340e-04, 1.093179958797990063e-05, 4.292298012327913160e-04, 4.306071701807189693e-04, 1.242532012578597449e-06
5.942240849419999904e+01, 1.085857786500234916e-03, 8.644833054228136509e-04, -2.349017806519174915e-04, 1.060778745055004996e-05, 4.178409874670127241e-04, 4.192708949810222512e-04, 1.283982898272177432e-06
6.063065255539999754e+01, 1.044536053430719907e-03, 8.315575435378504913e-04, -2.261228328892852515e-04, 1.026369489221550401e-05, 4.063496001654995143e-04, 4.078222432821375040e-04, 1.315883196004249989e-06
6.184528783209999858e+01, 1.003763271899676566e-03, 7.990724794986760714e-04, -2.174318536111154935e-04, 9.902495913662891745e-06, 3.947599331564882849e-04, 3.962659412274439951e-04, 1.338729790038870186e-06
6.306634813160000164e+01, 9.635466858482648117e-04, 7.670335030336742580e-04, -2.088335139919050116e-04, 9.527035596692538758e-06, 3.830769349822980081e-04, 3.846073709252064831e-04, 1.353021779061565024e-06
6.429386744020000322e+01, 9.238948604152608232e-04, 7.354471028747655310e-04, -2.003325920505152544e-04, 9.140032732372236561e-06, 3.713062289334649710e-04, 3.728525910352405116e-04, 1.359260852412642401e-06
6.552787992400000405e+01, 8.848176191514885245e-04, 7.043208100369737282e-04, -1.919339692191995069e-04, 8.744081584779516759e-06, 3.594541344595332880e-04, 3.610083586314927857e-04, 1.357951421559792454e-06
6.676841992980000384e+01, 8.463259849989758152e-04, 6.736631449605857622e-04, -1.836426261296205103e-04, 8.341653017210831834e-06, 3.475276896025365140e-04, 3.490821519643635268e-04, 1.349600652690670027e-06
6.801552198599999599e+01, 8.084321240126256768e-04, 6.434835675844991811e-04, -1.754636375620677530e-04, 7.935094931622935967e-06, 3.355346741631304482e-04, 3.370821937861045092e-04, 1.334718263818044914e-06
6.926922080369999435e+01, 7.711492908198900329e-04, 6.137924294734075151e-04, -1.674021664937352287e-04, 7.526632106786874406e-06, 3.234836332516010109e-04, 3.250174748887005023e-04, 1.313816058812619946e-06
7.052955127760000664e+01, 7.344917749011487668e-04, 5.846009271540577451e-04, -1.594634571881924838e-04, 7.118365499366605811e-06, 3.113839008744889768e-04, 3.128977774725597710e-04, 1.287407196558169941e-06
7.179654848699999548e+01, 6.984748467472127456e-04, 5.559210558396097566e-04, -1.516528272677247595e-04, 6.712271157515257308e-06, 2.992456231738652790e-04, 3.007336979345932794e-04, 1.256005239370972449e-06
7.307024769679999565e+01, 6.631147029555817859e-04, 5.277655627883534898e-04, -1.439756587141624968e-04, 6.310198749733864865e-06, 2.870797809093280132e-04, 2.885366686835557281e-04, 1.220122873921432340e-06
7.435068435830000055e+01, 6.284284095024020344e-04, 5.001478995339409808e-04, -1.364373877568185109e-04, 5.913869928007265431e-06, 2.748982107628784866e-04, 2.763189785171882903e-04, 1.180270458892970019e-06
7.563789411049999956e+01, 5.944338421898687393e-04, 4.730821723495965032e-04, -1.290434936111415081e-04, 5.524876521836097848e-06, 2.627136250041352825e-04, 2.640937911781802831e-04, 1.136954249855547568e-06
7.693191278070000294e+01, 5.611496237973695976e-04, 4.465830903190275017e-04, -1.217994860709510033e-04, 5.144678762481812554e-06, 2.505396291198980305e-04, 2.518751616372052853e-04, 1.090674468104952590e-06
7.823277638599999761e+01, 5.285950570885062077e-04, 4.206659105515992607e-04, -1.147108919646437516e-04, 4.774603619764809438e-06, 2.383907369633849838e-04, 2.396780497680442640e-04, 1.041923147731903524e-06
7.954052113379999867e+01, 4.967900534764715069e-04, 3.953463802100747201e-04, -1.077832405515842615e-04, 4.415843306244674257e-06, 2.262823831391892249e-04, 2.275183311300942772e-04, 9.911817819128537740e-07
8.085518342299999972e+01, 4.657550571052652749e-04, 3.706406751348345283e-04, -1.010220479584722725e-04, 4.069454236435032913e-06, 2.142309323525792429e-04, 2.154128046232235217e-04, 9.389189690229005002e-07
8.217679984529999615e+01, 4.355109643827200124e-04, 3.465653352384540347e-04, -9.443280083796514943e-05, 3.736356338239409771e-06, 2.022536857161710225e-04, 2.033791971469662381e-04, 8.855878350772979626e-07
8.350540718569999399e+01, 4.060790396447585041e-04, 3.231371969788507446e-04, -8.802093949716944719e-05, 3.417332985828727285e-06, 1.903688841801790010e-04, 1.914361654247857553e-04, 8.316234996459292386e-07
8.484104242380000471e+01, 3.774808278047107630e-04, 3.003733236209502337e-04, -8.179184082529223515e-05, 3.113031661992300011e-06, 1.785957095753335020e-04, 1.796032955610482595e-04, 7.774406043860905075e-07
8.618374273499999560e+01, 3.497380654278049836e-04, 2.782909345200209857e-04, -7.575080146169865477e-05, 2.823965345429107265e-06, 1.669542842079542368e-04, 1.679011014271729796e-04, 7.234308368124724961e-07
8.753354549120000172e+01, 3.228725925499264788e-04, 2.569073350507930032e-04, -6.990302176508200358e-05, 2.550514839251535450e-06, 1.554656704630289843e-04, 1.563510233455599901e-04, 6.699606569761825447e-07
8.889048826200000519e+01, 2.969062680223052433e-04, 2.362398495472312412e-04, -6.425359128677679359e-05, 2.292932000056994869e-06, 1.441518725497060137e-04, 1.449754293626295029e-04, 6.173692013493119294e-07
9.025460881559999393e+01, 2.718608925893215358e-04, 2.163057602803969848e-04, -5.880747662999847105e-05, 2.051344063284397260e-06, 1.330358434603724988e-04, 1.337976222255999898e-04, 5.659664698335415994e-07
9.162594512030000260e+01, 2.477581440366877371e-04, 1.971222566934129864e-04, -5.356951278149752241e-05, 1.825758674989055139e-06, 1.221415011632812661e-04, 1.228418564537237488e-04, 5.160317115470710077e-07
9.300453534499999364e+01, 2.246195329536887345e-04, 1.787063993132354922e-04, -4.854439925129864911e-05, 1.616070700950430143e-06, 1.114937597980914929e-04, 1.121333707207114992e-04, 4.678123656730129475e-07
9.439041786059999595e+01, 2.024663808083177635e-04, 1.610751065356357534e-04, -4.373670263764257716e-05, 1.422067855181222569e-06, 1.011185819200546946e-04, 1.016984437962631540e-04, 4.215227892990107674e-07
9.578363124089999303e+01, 1.813198480847047207e-04, 1.442451664107499926e-04, -3.915086755572460279e-05, 1.243442608346218583e-06, 9.104306342815689408e-05, 9.156447998465654624e-05, 3.773448319569782646e-07
9.718421426369999949e+01, 1.612009748331974968e-04, 1.282332980871849848e-04, -3.479123831406987996e-05, 1.079791930960971554e-06, 8.129555432592249842e-05, 8.176014373073212625e-05, 3.354252278768647367e-07
9.859220591209999895e+01, 1.421308759389820157e-04, 1.130562346347345032e-04, -3.066209403679742463e-05, 9.306470203562252399e-07, 7.190584814191903866e-05, 7.231553437534533934e-05, 2.958815841750147435e-07
1.000076453749999956e+02, 1.241307947767624886e-04, 9.873093711951292837e-05, -2.676770083539155127e-05, 7.954412603772245339e-07, 6.290540609867369939e-05, 6.326247075525929652e-05, 2.587912180552149819e-07
1.014305720499999950e+02, 1.072227610542136520e-04, 8.527473495862074749e-05, -2.311238453997300276e-05, 6.736040997271287000e-07, 5.432774482064699542e-05, 5.463477715791924841e-05, 2.242161461804480355e-07
1.028610255400000000e+02, 9.142928657620613328e-05, 7.270589266263841749e-05, -1.970062958064640308e-05, 5.644166851962608291e-07, 4.620875567978640096e-05, 4.646885832594902866e-05, 1.921600625449007499e-07
1.042990456609999939e+02, 7.677543381388261248e-05, 6.104363591705744751e-05, -1.653720796803222445e-05, 4.672973788808840104e-07, 3.858747663260332823e-05, 3.880401519152022516e-05, 1.626502803758964936e-07
1.057446724379999949e+02, 6.328675468037132674e-05, 5.030958200341734528e-05, -1.362734472883125060e-05, 3.813558541271280154e-07, 3.150630348550837058e-05, 3.168357354984527351e-05, 1.356069255056179980e-07
1.071979461070000070e+02, 5.099536698006342558e-05, 4.052705979319094710e-05, -1.097692573381200809e-05, 3.061277503585647627e-07, 2.501245935971482749e-05, 2.515480438885487515e-05, 1.110594422915892167e-07
1.086589071180000019e+02, 3.993233945857220323e-05, 3.172442333714347397e-05, -8.592731853827404806e-06, 2.405124177236744641e-07, 1.915728923704902476e-05, 1.927084223656304790e-05, 8.883523583994479674e-08
1.101275961340000009e+02, 3.014320811703557389e-05, 2.393239049760254993e-05, -6.482735600192860257e-06, 1.842953124590877451e-07, 1.399849504824647275e-05, 1.408887620824845001e-05, 6.901259553481837363e-08
1.116040540340000007e+02, 2.166704535246919739e-05, 1.719001079549584805e-05, -4.656249448410982296e-06, 1.361929504597766683e-07, 9.595946375792185958e-06, 9.671487842490694031e-06, 5.135831115950661949e-08
1.130883219130000015e+02, 1.456823036755249954e-05, 1.153841169738355167e-05, -3.124200600847197844e-06, 9.625907085683154784e-08, 6.011927766009692721e-06, 6.079161905594552275e-06, 3.604437391969214631e-08
1.145804410829999966e+02, 8.889123011808405580e-06, 7.023960919802737581e-06, -1.898076893173585022e-06, 6.331829374326303587e-08, 3.295030980088872331e-06, 3.360791608592040160e-06, 2.297137024698545020e-08
1.160804530749999941e+02, 4.694243625808447261e-06, 3.687515830909577320e-06, -9.893696852548731072e-07, 3.736451375767250426e-08, 1.463837939595232444e-06, 1.528905856257150256e-06, 1.250347628371996801e-08
1.175883996390000021e+02, 1.965955097500822588e-06, 1.526758913234787443e-06, -4.004878120132070028e-07, 1.816839821578744891e-08, 4.563883089903247987e-07, 5.097702608746004632e-07, 5.112829501757132894e-09
1.191043227459999940e+02, 6.234598952057347095e-07, 4.837861657625788173e-07, -1.198451140711391626e-07, 4.910281779090900169e-09, 8.519932937784233600e-08, 1.118362109064027476e-07, 1.124220031853600084e-09
1.206282645910000042e+02, 2.277001602484982434e-07, 1.769432680975712515e-07, -4.365436636187970507e-08, 8.595714966524284154e-10, 1.709507709819497442e-08, 2.384119591288592822e-08, 1.631552192918696401e-10
1.221602675879999964e+02, 1.342323785663746966e-07, 1.071927335737215772e-07, -2.855062432908145320e-08, 1.356648246254080930e-10, 7.701301841524512270e-09, 9.477319834207869401e-09, 2.998864125160577775e-11
1.237003743799999995e+02, 9.986171605125712670e-08, 8.176463047081017355e-08, -2.315399271970947339e-08, 2.737423396091481745e-11, 5.468776916780034588e-09, 6.041898355447065690e-09, 7.194656538248137186e-12
1.252486278330000005e+02, 7.909399460644410256e-08, 6.568778047674254999e-08, -1.909413614598017520e-08, 2.369173552604970878e-11, 4.339085343645514908e-09, 4.628091107462602039e-09, 2.131161805616011712e-12
1.268050710389999978e+02, 6.417259419159446986e-08, 5.365691764596719643e-08, -1.577091443652818856e-08, 2.020582038222883380e-11, 3.534053488203827187e-09, 3.753694515135608034e-09, 9.785481975558320207e-13
1.283697473199999877e+02, 5.331631504304054680e-08, 4.475444815264052729e-08, -1.323501470628691886e-08, 1.300316262253349888e-11, 2.951747482139407332e-09, 3.143814840871027570e-09, 5.487526579645042611e-13
1.299427002269999889e+02, 4.525235713430104935e-08, 3.809674426642117527e-08, -1.131541893882422855e-08, 7.808137424478045819e-12, 2.533006478016492606e-09, 2.704516385145732690e-09, 3.175556964784424773e-13
1.315239735389999964e+02, 3.899340240608787698e-08, 3.290570155546032209e-08, -9.805508843651666763e-09, 5.010416046579679366e-12, 2.221589059081012604e-09, 2.375674595660387318e-09, 1.905371423595294145e-13
1.331136112689999891e+02, 3.389372590872179496e-08, 2.865611569779335092e-08, -8.559341332940802301e-09, 3.605475505645447832e-12, 1.977480367813987331e-09, 2.116728640104322499e-09, 1.236638529451937631e-13
1.347116576619999933e+02, 2.956181873102994730e-08, 2.502838925741819876e-08, -7.488225726452145532e-09, 2.857373498945240082e-12, 1.775842249774297188e-09, 1.902030021868860307e-09, 8.848680629863353605e-14
1.363181571979999944e+02, 2.575426253613795213e-08, 2.182660997852005072e-08, -6.537711323866680429e-09, 2.400849677070765912e-12, 1.601043795309772248e-09, 1.715285085082332288e-09, 6.923095358252126958e-14
1.379331545889999973e+02, 2.231810811546675026e-08, 1.892578899426912308e-08, -5.673249855540874277e-09, 2.080532965323734416e-12, 1.442769603570544604e-09, 1.545584320037819901e-09, 5.838325592457190368e-14
1.395566947890000051e+02, 1.915584874382307199e-08, 1.625092065305128044e-08, -4.873663644911776953e-09, 1.807006315418804619e-12, 1.294000117557359841e-09, 1.385745601617735260e-09, 5.141931841393962637e-14
1.411888229840000122e+02, 1.621910391547075193e-08, 1.376003688266098640e-08, -4.127875428280055066e-09, 1.546995155800637366e-12, 1.150387782401178584e-09, 1.231061432093376424e-09, 4.611443383218317284e-14
1.428295846030000007e+02, 1.348205665077018811e-08, 1.143980976157270173e-08, -3.431946510042787455e-09, 1.277805544096571145e-12, 1.009315309478614390e-09, 1.079156626036223198e-09, 4.074086570507179865e-14
1.444790253140000118e+02, 1.095611631348800838e-08, 9.292864560468304734e-09, -2.787972364534899843e-09, 1.008940593709023540e-12, 8.702590324626501414e-10, 9.291806952037883361e-10, 3.485770809953857486e-14
1.461371910249999928e+02, 8.646190204705671234e-09, 7.335780257102602616e-09, -2.200251245441729947e-09, 7.495856888372755670e-13, 7.333908393143487563e-10, 7.819024859035015327e-10, 2.832692389961472594e-14
1.478041278910000074e+02, 6.594177217130852178e-09, 5.589878714789914218e-09, -1.676602529803157981e-09, 5.194089646350467762e-13, 6.009661116734637047e-10, 6.391804026780192388e-10, 2.158866896928101087e-14
1.494798823069999969e+02, 4.804920354548170807e-09, 4.077377991459674938e-09, -1.222502916772627503e-09, 3.299930880727791104e-13, 4.748422744126099351e-10, 5.037259912401130005e-10, 1.521882466384632544e-14
1.511645009140000013e+02, 3.326874074138297590e-09, 2.818278814831177510e-09, -8.453028483832997349e-10, 1.887864872240531366e-13, 3.590772962362392210e-10, 3.792170791277588055e-10, 9.719023147761552879e-15
1.528580306030000031e+02, 2.144486687114627599e-09, 1.821988732329513652e-09, -5.464761205376272206e-10, 9.421494792957628137e-14, 2.563870198874257768e-10, 2.692971869549662726e-10, 5.475617467529215150e-15
1.545605185089999907e+02, 1.284753952203102868e-09, 1.087400774520421389e-09, -3.265435344137609918e-10, 3.963270458070931182e-14, 1.709756961764390309e-10, 1.781208133491159448e-10, 2.619936500921738577e-15
1.562720120189999875e+02, 6.939786461533242574e-10, 5.911730905961025895e-10, -1.776710584829481555e-10, 1.335820611245345572e-14, 1.048230397712205737e-10, 1.081026429319775269e-10, 1.012117198329798327e-15
1.579925587689999986e+02, 3.435076030905402728e-10, 2.896223339148068017e-10, -8.706532891646242367e-11, 3.562027355841270953e-15, 5.806750984416604533e-11, 5.947007780979865443e-11, 3.103715985960798865e-16
1.597222066470000073e+02, 1.428911240541981272e-10, 1.219883064159471003e-10, -3.678475904609037639e-11, 7.574919907078172261e-16, 2.804105829616437430e-11, 2.831185527385259970e-11, 7.661395839279143510e-17
1.614610037969999894e+02, 4.689229748348441879e-11, 3.885547185246290169e-11, -1.165406153316257244e-11, 1.163276845441224663e-16, 1.028904019501084324e-11, 1.064100477705428601e-11, 1.367352900005871639e-17
1.632089986139999951e+02, 7.602564850531698452e-12, 7.380293583840775820e-12, -2.520052494579362439e-12, 1.684963074041887517e-16, 3.330519942259595421e-12, 2.559969999579582673e-12, 1.980901000362719904e-17
1.649662397520000070e+02, 6.229979478745827805e-12, 7.715475157172584494e-11, -1.951984048519732752e-11, 1.080050786007833780e-13, 8.366673544930958004e-12, 1.649555130956785140e-11, 1.035801522460999773e-14
1.667327761189999933e+02, 3.379946147796967409e-15, 1.559801860752882779e-10, -3.030025994542186989e-11, -1.008195094208579996e-13, 8.286423414783844961e-12, 3.014879240806497360e-11, -1.264243835073520090e-14
1.685086568860000114e+02, 2.837537367931907663e-19, 1.555983696349102531e-10, -3.312158130893432232e-11, -1.768654751279614891e-14, 9.014535873095672023e-12, 2.713772196120380064e-11, 1.221663047893370873e-15
1.702939314799999977e+02, 7.270362941854371976e-24, 1.494343117429009977e-10, -3.184527796073040160e-11, 2.440207308091297355e-16, 8.666799122308826530e-12, 2.602588109261099915e-11, 5.739631880637631735e-17
1.720886495919999959e+02, 9.555068571303400733e-29, 1.431573094972067542e-10, -3.050741890124742658e-11, 5.048536478700870367e-16, 8.301351727050615221e-12, 2.492881833672355351e-11, 4.850909394219945279e-17
