# z (m), beta1, beta2, beta3, beta4, beta_theta1, beta_theta2, beta_theta3, beta_theta4, beta_g1, beta_g2, lambda_theta1, lambda_theta2, lambda_theta3, lambda_theta4, lambda_g1, lambda_g2, lambda_g3, lambda_g4
5.702495967689999645e+01, -8.598439165547369645e-02, 0.000000000000000000e+00, 1.209611395602987541e-02, -2.113272336624652525e-02, 1.916950982377194773e-02, 1.185628913960512509e-03, 5.555833082491315467e-03, -2.141095693761569871e-03, 4.543380454649732780e-02, 6.584109904682807282e-03, -1.297390563771367300e-01, 2.614707693688702456e-02, -1.075798000704695015e-02, 7.578058814073760155e-03, -1.537467304082645037e-01, 0.000000000000000000e+00, -1.274836622854342433e-02, 0.000000000000000000e+00
5.822052201889999878e+01, -8.517518344021195176e-02, 0.000000000000000000e+00, 1.207868590250812425e-02, -2.093903636784382599e-02, 1.900764492549000123e-02, 1.184706991590632735e-03, 5.460928339883564311e-03, -2.100284921663337669e-03, 4.481853633486814620e-02, 6.438366763410547505e-03, -1.289663272355374979e-01, 2.597223894429187552e-02, -1.080442748199222230e-02, 7.461809844365867826e-03, -1.520452240003440092e-01, 0.000000000000000000e+00, -1.273758193010049965e-02, 0.000000000000000000e+00
5.942240849419999904e+01, -8.438047560724454277e-02, 0.000000000000000000e+00, 1.205968732261245013e-02, -2.074891844243462527e-02, 1.884893079141989822e-02, 1.183317071062467462e-03, 5.368392808594097537e-03, -2.060660638470500176e-03, 4.421743067868325050e-02, 6.296961351576191995e-03, -1.282011933527155145e-01, 2.580059342095367830e-02, -1.084853635345087511e-02, 7.348248943116749560e-03, -1.503716553616999962e-01, 0.000000000000000000e+00, -1.272430249538495164e-02, 0.000000000000000000e+00
6.063065255539999754e+01, -8.359979874796097388e-02, 0.000000000000000000e+00, 1.203920170356575017e-02, -2.056224414942047635e-02, 1.869325101565972452e-02, 1.181491270870194989e-03, 5.278140482750707206e-03, -2.022171960272670099e-03, 4.362995885352694697e-02, 6.159719568721515326e-03, -1.274435338068897472e-01, 2.563201258741625022e-02, -1.089038071612597608e-02, 7.237280382975129489e-03, -1.487253291567522395e-01, 0.000000000000000000e+00, -1.270864559433787511e-02, 0.000000000000000000e+00
6.184528783209999858e+01, -8.283270600230782654e-02, 0.000000000000000000e+00, 1.201730775926507580e-02, -2.037889449408897269e-02, 1.854049527333347450e-02, 1.179259547301909948e-03, 5.190089658224822031e-03, -1.984770927878042913e-03, 4.305562021775090342e-02, 6.026476534461637502e-03, -1.266932313328780202e-01, 2.546637569960390202e-02, -1.093003184265859892e-02, 7.128813305547287461e-03, -1.471055776396565096e-01, 0.000000000000000000e+00, -1.269072350057297467e-02, 0.000000000000000000e+00
6.306634813160000164e+01, -8.207877188620972542e-02, 0.000000000000000000e+00, 1.199407978308425146e-02, -2.019875656855159990e-02, 1.839055897256185179e-02, 1.176649858938824894e-03, 5.104162680546017739e-03, -1.948412309706457589e-03, 4.249394048774607358e-02, 5.897076007957519420e-03, -1.259501723066402401e-01, 2.530356863444304868e-02, -1.096755832787362460e-02, 7.022761431470187464e-03, -1.455117594501097456e-01, 0.000000000000000000e+00, -1.267064340774982575e-02, 0.000000000000000000e+00
6.429386744020000322e+01, -8.133759119219280409e-02, 0.000000000000000000e+00, 1.196958797331857532e-02, -2.002172321727467563e-02, 1.824334293000549889e-02, 1.173688317600419910e-03, 5.020285710043147741e-03, -1.913053420032442484e-03, 4.194447013572832200e-02, 5.771369849508782915e-03, -1.252142467257690017e-01, 2.514348350488142605e-02, -1.100302622559875057e-02, 6.919042790930564346e-03, -1.439432584705782336e-01, 0.000000000000000000e+00, -1.264850772571749979e-02, 0.000000000000000000e+00
6.552787992400000405e+01, -8.060877795748760954e-02, 0.000000000000000000e+00, 1.194389873075490070e-02, -1.984769272321174755e-02, 1.809875306756624988e-02, 1.170399326793925172e-03, 4.938388502727660001e-03, -1.878653951004134910e-03, 4.140678290198000072e-02, 5.649217521093135436e-03, -1.244853481924517447e-01, 2.498601830063017573e-02, -1.103649917665942490e-02, 6.817579472642852634e-03, -1.423994827590812640e-01, 0.000000000000000000e+00, -1.262441435670937431e-02, 0.000000000000000000e+00
6.676841992980000384e+01, -7.989196448631927239e-02, 0.000000000000000000e+00, 1.191707493006947602e-02, -1.967656851078665101e-02, 1.795670012721197611e-02, 1.166805708921562438e-03, 4.858404205057405278e-03, -1.845175816872070100e-03, 4.088047440599309329e-02, 5.530485621490636647e-03, -1.237633738964769858e-01, 2.483107655079907355e-02, -1.106803852842897645e-02, 6.718297388969715622e-03, -1.408798635389562348e-01, 0.000000000000000000e+00, -1.259845695196235016e-02, 0.000000000000000000e+00
6.801552198599999599e+01, -7.918680043554145176e-02, 0.000000000000000000e+00, 1.188917617021435086e-02, -1.950825886905890177e-02, 1.781709940528784786e-02, 1.162928822207640002e-03, 4.780269162715827976e-03, -1.812583010121577394e-03, 4.036516085699157208e-02, 5.415047454855014854e-03, -1.230482246002924940e-01, 2.467856701037874842e-02, -1.109770344789872375e-02, 6.621126057531840151e-03, -1.393838542509077683e-01, 0.000000000000000000e+00, -1.257072515246962507e-02, 0.000000000000000000e+00
6.926922080369999435e+01, -7.849295195630250077e-02, 0.000000000000000000e+00, 1.186025900345050003e-02, -1.934267669149624877e-02, 1.767987050399815255e-02, 1.158788668190909943e-03, 4.703922742036530449e-03, -1.780841468224042675e-03, 3.986047785528003262e-02, 5.302782629861750238e-03, -1.223398046295777336e-01, 2.452840336727162701e-02, -1.112555102739747406e-02, 6.525998397524462868e-03, -1.379109296715269883e-01, 0.000000000000000000e+00, -1.254130481395714959e-02, 0.000000000000000000e+00
7.052955127760000664e+01, -7.781010089110126926e-02, 0.000000000000000000e+00, 1.183037714789597454e-02, -1.917973923384089924e-02, 1.754493709997819936e-02, 1.154403990770902413e-03, 4.629307163527550048e-03, -1.749918950453009962e-03, 3.936607927753774799e-02, 5.193576687102454889e-03, -1.216380218655237488e-01, 2.438050397027945182e-02, -1.115163638526284889e-02, 6.432850540259232690e-03, -1.364605850813034871e-01, 0.000000000000000000e+00, -1.251027821860925017e-02, 0.000000000000000000e+00
7.179654848699999548e+01, -7.713794402225332414e-02, 0.000000000000000000e+00, 1.179958168277027604e-02, -1.901936788716609983e-02, 1.741222672824752418e-02, 1.149792367427427634e-03, 4.556367346493962397e-03, -1.719784923755820127e-03, 3.888163624110477223e-02, 5.087320752734162538e-03, -1.209427877440157478e-01, 2.423479157544792401e-02, -1.117601276036389937e-02, 6.341621652602387471e-03, -1.350323354937030262e-01, 0.000000000000000000e+00, -1.247772427368720044e-02, 0.000000000000000000e+00
7.307024769679999565e+01, -7.647619237077953047e-02, 0.000000000000000000e+00, 1.176792122918977543e-02, -1.886148796643117437e-02, 1.728167058113272425e-02, 1.144970293362817474e-03, 4.485050764188955146e-03, -1.690410457111555034e-03, 3.840683614205322310e-02, 4.983911216489327056e-03, -1.202540172608282526e-01, 2.409119311047440079e-02, -1.119873160168169922e-02, 6.252253772714317162e-03, -1.336257149382805154e-01, 0.000000000000000000e+00, -1.244371869875164974e-02, 0.000000000000000000e+00
7.435068435830000055e+01, -7.582457054287147780e-02, 0.000000000000000000e+00, 1.173544211818282508e-02, -1.870602851383169896e-02, 1.715320332130787495e-02, 1.139953259214170067e-03, 4.415307308792669645e-03, -1.661768123725805091e-03, 3.794138176148065256e-02, 4.883249432172350087e-03, -1.195716289827047502e-01, 2.394963945618827292e-02, -1.121984265353202434e-02, 6.164691657277227357e-03, -1.322402757929917461e-01, 0.000000000000000000e+00, -1.240833420246420168e-02, 0.000000000000000000e+00
7.563789411049999956e+01, -7.518281612091962107e-02, 0.000000000000000000e+00, 1.170218854594430070e-02, -1.855292211515269934e-02, 1.702676290776360124e-02, 1.134755822847480135e-03, 4.347089165472137889e-03, -1.633831910346747506e-03, 3.748499043575292955e-02, 4.785241439025705520e-03, -1.188955450674017422e-01, 2.381006524339344954e-02, -1.123939403603192375e-02, 6.078882639265322831e-03, -1.308755881707662494e-01, 0.000000000000000000e+00, -1.237164064943969966e-02, 0.000000000000000000e+00
7.693191278070000294e+01, -7.455067910244092544e-02, 0.000000000000000000e+00, 1.166820271967767414e-02, -1.840210473094505000e-02, 1.690229043525712585e-02, 1.129391675797002548e-03, 4.280350695402407139e-03, -1.606577133485034966e-03, 3.703739328904582379e-02, 4.689797702934289658e-03, -1.182256912918722563e-01, 2.367240866611949879e-02, -1.125743232238464973e-02, 5.994776496263226964e-03, -1.295312393563462505e-01, 0.000000000000000000e+00, -1.233370521925320103e-02, 0.000000000000000000e+00
7.823277638599999761e+01, -7.392792137658348028e-02, 0.000000000000000000e+00, 1.163352499323045026e-02, -1.825351553902392759e-02, 1.677972998492502366e-02, 1.123873704850767655e-03, 4.215048326549930210e-03, -1.579980361629082508e-03, 3.659833451904714874e-02, 4.596832875146712391e-03, -1.175619970885752458e-01, 2.353661130818714836e-02, -1.127400261239904986e-02, 5.912325327790720307e-03, -1.282068332853507631e-01, 0.000000000000000000e+00, -1.229459255685717498e-02, 0.000000000000000000e+00
7.954052113379999867e+01, -7.331431624315837281e-02, 0.000000000000000000e+00, 1.159819399362460070e-02, -1.810709678900592617e-02, 1.665902848645347406e-02, 1.118214049120179899e-03, 4.151140452175754517e-03, -1.554019343219710048e-03, 3.616757073742435380e-02, 4.506265568116152830e-03, -1.169043955943609991e-01, 2.340261798351140135e-02, -1.128914860243337634e-02, 5.831483441632127722e-03, -1.269019900788549982e-01, 0.000000000000000000e+00, -1.225436491596380156e-02, 0.000000000000000000e+00
8.085518342299999972e+01, -7.270964797209092390e-02, 0.000000000000000000e+00, 1.156224674055417526e-02, -1.796279366907264918e-02, 1.654013559143484996e-02, 1.112424153069275015e-03, 4.088587336626105760e-03, -1.528672940039082617e-03, 3.574487036048512589e-02, 4.418018147092215263e-03, -1.162528237100435013e-01, 2.327037658993994992e-02, -1.130291265282812666e-02, 5.752207248733482228e-03, -1.256163456233332643e-01, 0.000000000000000000e+00, -1.221308229638052613e-02, 0.000000000000000000e+00
8.217679984529999615e+01, -7.211371139792305263e-02, 0.000000000000000000e+00, 1.152571875913209996e-02, -1.782055418336899941e-02, 1.642300355671515166e-02, 1.106514815894209898e-03, 4.027351027689092533e-03, -1.503921065458074802e-03, 3.533001304431952067e-02, 4.332016535914084976e-03, -1.156072221703062508e-01, 2.313983797513437593e-02, -1.131533585289840049e-02, 5.674455165781635071e-03, -1.243495511895967437e-01, 0.000000000000000000e+00, -1.217080257526065128e-02, 0.000000000000000000e+00
8.350540718569999399e+01, -7.152631155647382055e-02, 0.000000000000000000e+00, 1.148864418634320053e-02, -1.768032904088125135e-02, 1.630758713841662724e-02, 1.100496237453337661e-03, 3.967395275685920569e-03, -1.479744627438739704e-03, 3.492278916851179749e-02, 4.248190037153599420e-03, -1.149675356309105001e-01, 2.301095581514867733e-02, -1.132645808329870059e-02, 5.598187525704813143e-03, -1.231012731118190096e-01, 0.000000000000000000e+00, -1.212758163386550014e-02, 0.000000000000000000e+00
8.484104242380000471e+01, -7.094726335064763245e-02, 0.000000000000000000e+00, 1.145105587135567503e-02, -1.754207155286837544e-02, 1.619384349440007587e-02, 1.094378061200702509e-03, 3.908685458128899684e-03, -1.456125475558607421e-03, 3.452299935701120398e-02, 4.166471164201945160e-03, -1.143337127683605042e-01, 2.288368650305017474e-02, -1.133631807604937487e-02, 5.523366494647579880e-03, -1.218711925022805120e-01, 0.000000000000000000e+00, -1.208347347875459929e-02, 0.000000000000000000e+00
8.618374273499999560e+01, -7.037639125760944414e-02, 0.000000000000000000e+00, 1.141298547278260002e-02, -1.740573754258267075e-02, 1.608173209725627384e-02, 1.088169414347802321e-03, 3.851188510607062455e-03, -1.433046352349937307e-03, 3.413045404239985203e-02, 4.086795485929200361e-03, -1.137057063956662395e-01, 2.275798905047059922e-02, -1.134495347361762566e-02, 5.449955996406230345e-03, -1.206590050156040039e-01, 0.000000000000000000e+00, -1.203853036025209940e-02, 0.000000000000000000e+00
8.753354549120000172e+01, -6.981352907078378078e-02, 0.000000000000000000e+00, 1.137446355040130051e-02, -1.727128526372179868e-02, 1.597121465598039941e-02, 1.081878945444559974e-03, 3.794872863092794632e-03, -1.410490848283934987e-03, 3.374497306934359786e-02, 4.009101482722980669e-03, -1.130834735995170093e-01, 2.263382499927395208e-02, -1.135240088550060027e-02, 5.377921643205947622e-03, -1.194644206708079942e-01, 0.000000000000000000e+00, -1.199280288720874950e-02, 0.000000000000000000e+00
8.889048826200000519e+01, -6.925851967289532729e-02, 0.000000000000000000e+00, 1.133551965435737607e-02, -1.713867532855985198e-02, 1.586225504621139801e-02, 1.075514859798147680e-03, 3.739708381323082493e-03, -1.388443360240067433e-03, 3.336638533110942301e-02, 3.933330412569717612e-03, -1.124669758926704899e-01, 2.251115834377992453e-02, -1.135869594421119906e-02, 5.307230672540109995e-03, -1.182871637069534965e-01, 0.000000000000000000e+00, -1.194634013870532474e-02, 0.000000000000000000e+00
9.025460881559999393e+01, -6.871121484991321582e-02, 0.000000000000000000e+00, 1.129618241113024973e-02, -1.700787064643365099e-02, 1.575481924996987443e-02, 1.069084952754300027e-03, 3.685666313630077840e-03, -1.366889053459010043e-03, 3.299452844652969730e-02, 3.859426187973977532e-03, -1.118561793928257442e-01, 2.238995546427720307e-02, -1.136387335977920125e-02, 5.237851890523313042e-03, -1.171269725063727452e-01, 0.000000000000000000e+00, -1.189918977430352506e-02, 0.000000000000000000e+00
9.162594512030000260e+01, -6.817147513620241961e-02, 0.000000000000000000e+00, 1.125647960703360026e-02, -1.687883637095734940e-02, 1.564887530349067662e-02, 1.062596641206389921e-03, 3.632719242433667291e-03, -1.345813826516619859e-03, 3.262924846846867316e-02, 3.787335261931275027e-03, -1.112510550235607520e-01, 2.227018507031904709e-02, -1.136796697345525062e-02, 5.169755620818825004e-03, -1.159835995624052402e-01, 0.000000000000000000e+00, -1.185139814208627587e-02, 0.000000000000000000e+00
9.300453534499999364e+01, -6.763916969996019990e-02, 0.000000000000000000e+00, 1.121643827118627527e-02, -1.675153985846070115e-02, 1.554439325465544960e-02, 1.056056993494042555e-03, 3.580841040865395241e-03, -1.325204279505190008e-03, 3.227039962857269906e-02, 3.717006523422639996e-03, -1.106515787420552510e-01, 2.215181815582952657e-02, -1.137100981148542536e-02, 5.102913659838064983e-03, -1.148568115048367588e-01, 0.000000000000000000e+00, -1.180301038653739851e-02, 0.000000000000000000e+00
9.439041786059999595e+01, -6.711417626479829202e-02, 0.000000000000000000e+00, 1.117608475590365150e-02, -1.662595063503227721e-02, 1.544134512879502541e-02, 1.049472757820792525e-03, 3.530006834008307323e-03, -1.305047684962387308e-03, 3.191784411591047643e-02, 3.648391201698372808e-03, -1.100577317996764976e-01, 2.203482796404542671e-02, -1.137303413771335002e-02, 5.037299237484185385e-03, -1.137463891924249959e-01, 0.000000000000000000e+00, -1.175407055559295026e-02, 0.000000000000000000e+00
9.578363124089999303e+01, -6.659638106995963147e-02, 0.000000000000000000e+00, 1.113544481823239979e-02, -1.650204037484987243e-02, 1.533970490393017465e-02, 1.042850389521440173e-03, 3.480192964902669925e-03, -1.285331961682667544e-03, 3.157145188783757467e-02, 3.581442778853184856e-03, -1.094695010318839923e-01, 2.191918996428850186e-02, -1.137407150725712468e-02, 4.972886983819332571e-03, -1.126521278571732398e-01, 0.000000000000000000e+00, -1.170462170832847412e-02, 0.000000000000000000e+00
9.718421426369999949e+01, -6.608567887320340728e-02, 0.000000000000000000e+00, 1.109454369963900136e-02, -1.637978288794612533e-02, 1.523944849518267530e-02, 1.036196077156117511e-03, 3.431376965313025131e-03, -1.266045651149789834e-03, 3.123110051775197446e-02, 3.516116911100930498e-03, -1.088868791917555062e-01, 2.180488183944197939e-02, -1.137415281920427408e-02, 4.909652901531857440e-03, -1.115738373357687413e-01, 0.000000000000000000e+00, -1.165470602356227445e-02, 0.000000000000000000e+00
9.859220591209999895e+01, -6.558197299708670713e-02, 0.000000000000000000e+00, 1.105340620908834906e-02, -1.625915412091649692e-02, 1.514055374960485145e-02, 1.029515767856889995e-03, 3.383537531378652281e-03, -1.247177896788350098e-03, 3.089667507555244816e-02, 3.452371357909135140e-03, -1.083098653191532645e-01, 2.169188348671659966e-02, -1.137330837162344940e-02, 4.847574344617700155e-03, -1.105113423578029941e-01, 0.000000000000000000e+00, -1.160436491080657495e-02, 0.000000000000000000e+00
1.000076453749999956e+02, -6.508517541954200736e-02, 0.000000000000000000e+00, 1.101205680473160003e-02, -1.614013216692639779e-02, 1.504300045037654937e-02, 1.022815191864799925e-03, 3.336654503914797572e-03, -1.228718425583267583e-03, 3.056806804441759839e-02, 3.390165919236612282e-03, -1.077384651631347473e-01, 2.158017702927312459e-02, -1.137156791582702442e-02, 4.786630002784672717e-03, -1.094644829313005108e-01, 0.000000000000000000e+00, -1.155363912301479896e-02, 0.000000000000000000e+00
1.014305720499999950e+02, -6.459520692601562752e-02, 0.000000000000000000e+00, 1.097051968359219996e-02, -1.602269729428072720e-02, 1.494677033486012385e-02, 1.016099886684999854e-03, 3.290708854639189974e-03, -1.210657532987002372e-03, 3.024517927911449938e-02, 3.329462381546254707e-03, -1.071726916506662575e-01, 2.146974684594397248e-02, -1.136896071537000022e-02, 4.726799893644348036e-03, -1.084331148060292405e-01, 0.000000000000000000e+00, -1.150256887575247348e-02, 0.000000000000000000e+00
1.028610255400000000e+02, -6.411199728836894374e-02, 0.000000000000000000e+00, 1.092881886204722514e-02, -1.590683197511212621e-02, 1.485184711791217617e-02, 1.009375220669394939e-03, 3.245682675604869959e-03, -1.192986068935170119e-03, 2.992791599178585074e-02, 3.270224470040855157e-03, -1.066125654290017433e-01, 2.136057960510867604e-02, -1.136551559990595095e-02, 4.668065358488854809e-03, -1.074171100563475062e-01, 0.000000000000000000e+00, -1.145119396450062534e-02, 0.000000000000000000e+00
1.042990456609999939e+02, -6.363548554502956867e-02, 0.000000000000000000e+00, 1.088697827873767558e-02, -1.579252094887944810e-02, 1.475821653777734978e-02, 1.002646416819597333e-03, 3.201559177251427600e-03, -1.175695428827827453e-03, 2.961619279679387345e-02, 3.212417812045080014e-03, -1.060581154562232481e-01, 2.125266432982870352e-02, -1.136126103189730001e-02, 4.610409069972712728e-03, -1.064163577463524968e-01, 0.000000000000000000e+00, -1.139955389747185008e-02, 0.000000000000000000e+00
1.057446724379999949e+02, -6.316562031046789316e-02, 0.000000000000000000e+00, 1.084502188594899975e-02, -1.567975128406602636e-02, 1.466586640720619894e-02, 9.959185763093920691e-04, 3.158322689627682516e-03, -1.158777545247527407e-03, 2.930993178512167341e-02, 3.156009906462364789e-03, -1.055093796874795042e-01, 2.114599246635975177e-02, -1.135622516678080028e-02, 4.553815043285476885e-03, -1.054307647476060011e-01, 0.000000000000000000e+00, -1.134768802691279999e-02, 0.000000000000000000e+00
1.071979461070000070e+02, -6.270236017385019678e-02, 0.000000000000000000e+00, 1.080297375456597611e-02, -1.556851246569829900e-02, 1.457478668384867490e-02, 9.891967024645835927e-04, 3.115958671212777469e-03, -1.142224883479112411e-03, 2.900906265363505099e-02, 3.100970103268407482e-03, -1.049664058417067447e-01, 2.104055797784342569e-02, -1.135043592087627527e-02, 4.498268657593238254e-03, -1.044602566838000041e-01, 0.000000000000000000e+00, -1.129563569266157572e-02, 0.000000000000000000e+00
1.086589071180000019e+02, -6.224567418174092176e-02, 0.000000000000000000e+00, 1.076085818798942426e-02, -1.545879650411727431e-02, 1.448496955826047636e-02, 9.824857252701078153e-04, 3.074453724763595054e-03, -1.126030440215332372e-03, 2.871352288781519810e-02, 3.047269592493112318e-03, -1.044292522654180072e-01, 2.093635746014237478e-02, -1.134392104443185043e-02, 4.443756686849343121e-03, -1.035047790281600072e-01, 0.000000000000000000e+00, -1.124343637655702416e-02, 0.000000000000000000e+00
1.101275961340000009e+02, -6.179554240505769763e-02, 0.000000000000000000e+00, 1.071869984029850086e-02, -1.535059806133729984e-02, 1.439640955883532414e-02, 9.757905265302397983e-04, 3.033795620150562568e-03, -1.110187745035687550e-03, 2.842325800066342750e-02, 2.994881402907622215e-03, -1.038979889188622469e-01, 2.083339027773415189e-02, -1.133670819693562495e-02, 4.390267339753162884e-03, -1.025642983946932485e-01, 0.000000000000000000e+00, -1.119112986693674913e-02, 0.000000000000000000e+00
1.116040540340000007e+02, -6.135195661463364869e-02, 0.000000000000000000e+00, 1.067652384923614868e-02, -1.524391460622942507e-02, 1.430910367970790117e-02, 9.691159662134612301e-04, 2.993973325974002599e-03, -1.094690865790022734e-03, 2.813822183685467382e-02, 2.943780411686715108e-03, -1.033726984856887521e-01, 2.073165872897712522e-02, -1.132882503090457474e-02, 4.337790311643040589e-03, -1.016388040151334909e-01, 0.000000000000000000e+00, -1.113875643880502669e-02, 0.000000000000000000e+00
1.130883219130000015e+02, -6.091492107293557806e-02, 0.000000000000000000e+00, 1.063435597923617464e-02, -1.513874659591370013e-02, 1.422305153193655081e-02, 9.624669100697895311e-04, 2.954977050315945111e-03, -1.079534417621292632e-03, 2.785837695016914889e-02, 2.893943365984572458e-03, -1.028534776390202521e-01, 2.063116823977062531e-02, -1.132029928113187367e-02, 4.286316848612179743e-03, -1.007283094624179948e-01, 0.000000000000000000e+00, -1.108635705013485094e-02, 0.000000000000000000e+00
1.145804410829999966e+02, -6.048445345788085181e-02, 0.000000000000000000e+00, 1.059222277967235108e-02, -1.503509768933102529e-02, 1.413825552190417500e-02, 9.558482590280637826e-04, 2.916798291871672624e-03, -1.064713576201042509e-03, 2.758369506076102651e-02, 2.845348917301247695e-03, -1.023404384788272614e-01, 2.053192759117632507e-02, -1.131115886247984967e-02, 4.235839825706382532e-03, -9.983285463238063262e-02, 0.000000000000000000e+00, -1.103397355750157516e-02, 0.000000000000000000e+00
1.160804530749999941e+02, -6.006058594454950772e-02, 0.000000000000000000e+00, 1.055015176161185064e-02, -1.493297499907385133e-02, 1.405472106171652517e-02, 9.492649807296604705e-04, 2.879429903167417346e-03, -1.050224095842440097e-03, 2.731415760743824764e-02, 2.797977670691992498e-03, -1.018337101692970148e-01, 2.043394918702372623e-02, -1.130143197788745051e-02, 4.186353841580199922e-03, -9.895250803423587260e-02, 0.000000000000000000e+00, -1.098164895561527452e-02, 0.000000000000000000e+00
1.175883996390000021e+02, -5.964336645899630251e-02, 0.000000000000000000e+00, 1.050817159353322622e-02, -1.483238938369952492e-02, 1.397245681447564954e-02, 9.427221436645960660e-04, 2.842866166959827356e-03, -1.036062332706729925e-03, 2.704975640341082677e-02, 2.751812249931327552e-03, -1.013334408088550076e-01, 2.033724936464875038e-02, -1.129114723683349863e-02, 4.137855331089072136e-03, -9.808736943363588479e-02, 0.000000000000000000e+00, -1.092942764282014978e-02, 0.000000000000000000e+00
1.191043227459999940e+02, -5.923286013097962821e-02, 0.000000000000000000e+00, 1.046631231902054975e-02, -1.473335578654980105e-02, 1.389147497967472417e-02, 9.362249544364072270e-04, 2.807102887744292261e-03, -1.022225273769947554e-03, 2.679049441120062713e-02, 2.706837380804302286e-03, -1.008397995710539896e-01, 2.024184875517134885e-02, -1.128033378582727481e-02, 4.090342698478747346e-03, -9.723757290673912257e-02, 0.000000000000000000e+00, -1.087735571704547509e-02, 0.000000000000000000e+00
1.206282645910000042e+02, -5.882915100700367161e-02, 0.000000000000000000e+00, 1.042460561257582338e-02, -1.463589364194357520e-02, 1.381179163157979922e-02, 9.297787989820870081e-04, 2.772137502582067148e-03, -1.008710573770347542e-03, 2.653638666753242725e-02, 2.663039996911027545e-03, -1.003529791465515020e-01, 2.014777271158199948e-02, -1.126902145990555000e-02, 4.043816477325669866e-03, -9.640329035786560086e-02, 0.000000000000000000e+00, -1.082548131409267513e-02, 0.000000000000000000e+00
1.221602675879999964e+02, -5.843234398621407338e-02, 0.000000000000000000e+00, 1.038308504639527501e-02, -1.454002732288619919e-02, 1.373342710128972431e-02, 9.233892879702317990e-04, 2.737969209144587319e-03, -9.955165975109106502e-04, 2.628746134889175037e-02, 2.620409366508642639e-03, -9.987319857563223269e-02, 2.005505178692795071e-02, -1.125724093953724830e-02, 3.998279513461981682e-03, -9.558473562035935123e-02, 0.000000000000000000e+00, -1.077385497761890014e-02, 0.000000000000000000e+00
1.237003743799999995e+02, -5.804256713800095419e-02, 0.000000000000000000e+00, 1.034178642333805076e-02, -1.444578669456272543e-02, 1.365640643732352576e-02, 9.170623081159472081e-04, 2.704599121710644840e-03, -9.826424742687149463e-04, 2.604376104979142306e-02, 2.578937250877667495e-03, -9.940070647248662461e-02, 1.996372231537950001e-02, -1.124502394408495067e-02, 3.953737187083729288e-03, -9.478216916125539737e-02, 0.000000000000000000e+00, -1.072253009381107444e-02, 0.000000000000000000e+00
1.252486278330000005e+02, -5.765997434395195298e-02, 0.000000000000000000e+00, 1.030074813254720084e-02, -1.435320773269345082e-02, 1.358075992972632498e-02, 9.108040795010047133e-04, 2.672030451762467430e-03, -9.700881602303742428e-04, 2.580534426153417715e-02, 2.538618092256597625e-03, -9.893578477698782014e-02, 1.987382706776120306e-02, -1.123240343660984915e-02, 3.910197668007219657e-03, -9.399590358355443265e-02, 0.000000000000000000e+00, -1.067156337439385122e-02, 0.000000000000000000e+00
1.268050710389999978e+02, -5.728474839211984693e-02, 0.000000000000000000e+00, 1.026001156492862589e-02, -1.426233325319622471e-02, 1.350652372564037362e-02, 9.046212207736053276e-04, 2.640268722339227363e-03, -9.578545139332379343e-04, 2.557228711341362482e-02, 2.499449240523602712e-03, -9.847875308680660578e-02, 1.978541602172769961e-02, -1.121941386077207441e-02, 3.867672217512469791e-03, -9.322631000858916384e-02, 0.000000000000000000e+00, -1.062101541256424940e-02, 0.000000000000000000e+00
1.283697473199999877e+02, -5.691710459793807020e-02, 0.000000000000000000e+00, 1.021962159662604883e-02, -1.417321376997960139e-02, 1.343374055083677507e-02, 8.985208235660809830e-04, 2.609322021567422184e-03, -9.459433866346780287e-04, 2.534468542037602440e-02, 2.461431224937194774e-03, -9.802997367178509225e-02, 1.969854726428925396e-02, -1.120609141386470081e-02, 3.826175544209107268e-03, -9.247382549866629831e-02, 0.000000000000000000e+00, -1.057095132373772617e-02, 0.000000000000000000e+00
1.299427002269999889e+02, -5.655729502424702154e-02, 0.000000000000000000e+00, 1.017962714028155038e-02, -1.408590849147620117e-02, 1.336246055070089943e-02, 8.925105376979341424e-04, 2.579201301124992279e-03, -9.343577290783255159e-04, 2.512265708542462533e-02, 2.424568078109382453e-03, -9.758985731677811970e-02, 1.961328804080112592e-02, -1.119247435485179812e-02, 3.785726221467310311e-03, -9.173896174439177820e-02, 0.000000000000000000e+00, -1.052144148084990100e-02, 0.000000000000000000e+00
1.315239735389999964e+02, -5.620561340942695217e-02, 0.000000000000000000e+00, 1.014008177810460029e-02, -1.400048648255410033e-02, 1.329274227302310041e-02, 8.865986693721733015e-04, 2.549920728170240042e-03, -9.231017178056772667e-04, 2.490634492023787588e-02, 2.388867721789377646e-03, -9.715887014202929939e-02, 1.952971597790302549e-02, -1.117860335437832406e-02, 3.746347178133522388e-03, -9.102231523752477016e-02, 0.000000000000000000e+00, -1.047256236120909859e-02, 0.000000000000000000e+00
1.331136112689999891e+02, -5.586240097983240227e-02, 0.000000000000000000e+00, 1.010104451071627482e-02, -1.391702804306757524e-02, 1.322465382873582590e-02, 8.807942951617342029e-04, 2.521498103598395109e-03, -9.121809067203469823e-04, 2.469591998010962561e-02, 2.354342428698977512e-03, -9.673754155830509294e-02, 1.944792052833925131e-02, -1.116452190458165107e-02, 3.708066280673555024e-03, -9.032457918337838398e-02, 0.000000000000000000e+00, -1.042439753501617564e-02, 0.000000000000000000e+00
