# z (m), beta1, beta2, beta3, beta4, beta_theta1, beta_theta2, beta_theta3, beta_theta4, beta_g1, beta_g2, lambda_theta1, lambda_theta2, lambda_theta3, lambda_theta4, lambda_g1, lambda_g2, lambda_g3, lambda_g4
9.260420855570000498e+00, -1.511254786517395032e-01, 0.000000000000000000e+00, 6.942172323587457970e-03, -3.734188291119847763e-02, 3.352246238727880218e-02, -9.291062436101447160e-04, 1.513913281164890046e-02, -7.270123210126247862e-03, 1.067614371752025060e-01, 2.410738999403509719e-02, -1.743167940610592659e-01, 4.173399237891004671e-02, -3.949184921843580318e-03, 1.884754878048517518e-02, -2.775792859686462277e-01, 0.000000000000000000e+00, -6.288519324627124887e-03, 0.000000000000000000e+00
1.020332442800000017e+01, -1.487150966020535092e-01, 0.000000000000000000e+00, 7.405566682387104867e-03, -3.672217449941114764e-02, 3.293889653331189687e-02, -7.580572516527452152e-04, 1.472151427380720065e-02, -7.004773231480972140e-03, 1.040318699988515005e-01, 2.324773752927575265e-02, -1.731331126828620226e-01, 4.107970267563277461e-02, -4.280033348823494323e-03, 1.835990989352579913e-02, -2.734051487307132544e-01, 0.000000000000000000e+00, -6.758747871477989444e-03, 0.000000000000000000e+00
1.115121565159999939e+01, -1.463688263168832493e-01, 0.000000000000000000e+00, 7.834712831980313388e-03, -3.612200207526570367e-02, 3.237486150387917233e-02, -5.990769881004854745e-04, 1.431966545193529873e-02, -6.753203554483222515e-03, 1.014075831652439946e-01, 2.242675326738979846e-02, -1.719520546219962254e-01, 4.045028560017702168e-02, -4.598601171492105143e-03, 1.789148187477617585e-02, -2.693016013153894939e-01, 0.000000000000000000e+00, -7.201937107667080382e-03, 0.000000000000000000e+00
1.210412090930000062e+01, -1.440798135117987711e-01, 0.000000000000000000e+00, 8.231175317231375146e-03, -3.553825491759562277e-02, 3.182837055614032296e-02, -4.512375195777512693e-04, 1.393198888900905145e-02, -6.513873535978764728e-03, 9.888072268825451316e-02, 2.164121052893327318e-02, -1.707738509724704978e-01, 3.984292708797162325e-02, -4.904906433244919650e-03, 1.744012787679357496e-02, -2.652696147239029800e-01, 0.000000000000000000e+00, -7.618831742336891998e-03, 0.000000000000000000e+00
1.306206672379999922e+01, -1.418446215199670180e-01, 0.000000000000000000e+00, 8.596676132327974243e-03, -3.496929277215849591e-02, 3.129831045358477670e-02, -3.138118533800417567e-04, 1.355754759042235129e-02, -6.285781560931689819e-03, 9.644624165022941398e-02, 2.088896648019464980e-02, -1.695992301645510292e-01, 3.925593033948862609e-02, -5.199077473055585021e-03, 1.700455116073079989e-02, -2.613106147208320018e-01, 0.000000000000000000e+00, -8.010332246078218782e-03, 0.000000000000000000e+00
1.402507975800000040e+01, -1.396617125789925140e-01, 0.000000000000000000e+00, 8.933030046302267366e-03, -3.441432003226917169e-02, 3.078405206896724783e-02, -1.861803856616912585e-04, 1.319576984944204924e-02, -6.068229991563797721e-03, 9.410060945325740556e-02, 2.016847180475472498e-02, -1.684291550753777567e-01, 3.868823656927892346e-02, -5.481331812059157642e-03, 1.658393064403909656e-02, -2.574260736617385303e-01, 0.000000000000000000e+00, -8.377453052869087563e-03, 0.000000000000000000e+00
1.499318681579999968e+01, -1.375305467189302522e-01, 0.000000000000000000e+00, 9.242091632545534202e-03, -3.387301159186402455e-02, 3.028522163317897559e-02, -6.778115120039777681e-05, 1.284627726862075034e-02, -5.860689877842490195e-03, 9.184106413652620704e-02, 1.947848918275592658e-02, -1.672646661858562256e-01, 3.813914204994602736e-02, -5.751957065454432923e-03, 1.617770736991037614e-02, -2.536172693668947709e-01, 0.000000000000000000e+00, -8.721285698556218574e-03, 0.000000000000000000e+00
1.596641484290000079e+01, -1.354510383058252498e-01, 0.000000000000000000e+00, 9.525712036365419771e-03, -3.334528422102290418e-02, 2.980156451848682206e-02, 4.191589248374284152e-05, 1.250878344121657444e-02, -5.662722202050204934e-03, 8.966517829067008338e-02, 1.881793126272069891e-02, -1.661067877119122294e-01, 3.760812800038017267e-02, -6.011293641300349648e-03, 1.578545748364940104e-02, -2.498851508769524832e-01, 0.000000000000000000e+00, -9.042966608943832363e-03, 0.000000000000000000e+00
1.694479092759999972e+01, -1.334232302221772526e-01, 0.000000000000000000e+00, 9.785704606992342777e-03, -3.283115655641299924e-02, 2.933286486655582379e-02, 1.434211390380392415e-04, 1.218303498752012354e-02, -5.473932503031879969e-03, 8.757061381411401779e-02, 1.818576973564755075e-02, -1.649564729888620129e-01, 3.709475851016302145e-02, -6.259719361807334487e-03, 1.540681709549652362e-02, -2.462302753116547560e-01, 0.000000000000000000e+00, -9.343649709503253770e-03, 0.000000000000000000e+00
1.792834230149999897e+01, -1.314471051042445104e-01, 0.000000000000000000e+00, 1.002381871405249279e-02, -3.233066509204264583e-02, 2.887889998447607312e-02, 2.372301356540759752e-04, 1.186877869391177523e-02, -5.293945698771985141e-03, 8.555499305226793583e-02, 1.758098758902055039e-02, -1.638145750758774888e-01, 3.659862086446524776e-02, -6.497636177427356871e-03, 1.504143920632239860e-02, -2.426527922825187367e-01, 0.000000000000000000e+00, -9.624483961378953525e-03, 0.000000000000000000e+00
1.891709634000000051e+01, -1.295224843508142598e-01, 0.000000000000000000e+00, 1.024172094585809947e-02, -3.184381628424420158e-02, 2.843941668040240317e-02, 3.238243959490580003e-04, 1.156574489421524979e-02, -5.122393210665617154e-03, 8.361584182150791356e-02, 1.700255757795247555e-02, -1.626818337320914964e-01, 3.611929273145222941e-02, -6.725459046722175212e-03, 1.468897069705722529e-02, -2.391524592618437528e-01, 0.000000000000000000e+00, -9.886595692441886574e-03, 0.000000000000000000e+00
1.991108056359999878e+01, -1.276489833551787412e-01, 0.000000000000000000e+00, 1.044098273206549993e-02, -3.137056205785922203e-02, 2.801412139482464814e-02, 4.036702790088227350e-04, 1.127364087535687523e-02, -4.958907493303625624e-03, 8.175057598218450627e-02, 1.644943626833102190e-02, -1.615588729330394990e-01, 3.565632638115905084e-02, -6.943606933396414584e-03, 1.434904182417024929e-02, -2.357286759178555124e-01, 0.000000000000000000e+00, -1.013107536353162474e-02, 0.000000000000000000e+00
2.091032263820000026e+01, -1.258260020207039864e-01, 0.000000000000000000e+00, 1.062307332657590024e-02, -3.091079026914397496e-02, 2.760267878636049610e-02, 4.772171391930467863e-04, 1.099215027672360151e-02, -4.803120863636849668e-03, 7.995651308326293116e-02, 1.592056684058270125e-02, -1.604462049608174901e-01, 3.520924349771269862e-02, -7.152495763903091858e-03, 1.402126331836864997e-02, -2.323805287149680043e-01, 0.000000000000000000e+00, -1.035896823911894998e-02, 0.000000000000000000e+00
2.191485037620000043e+01, -1.240527365743892552e-01, 0.000000000000000000e+00, 1.078935709380337421e-02, -3.046432446458965243e-02, 2.720471525615970193e-02, 5.448954225713462888e-04, 1.072093586826572409e-02, -4.654666664838521921e-03, 7.823089711609405861e-02, 1.541488633294550020e-02, -1.593442383590689959e-01, 3.477753634430187646e-02, -7.352533126840646999e-03, 1.370522789636037519e-02, -2.291068396835889698e-01, 0.000000000000000000e+00, -1.057126835961810091e-02, 0.000000000000000000e+00
2.292469173710000163e+01, -1.223282031237887396e-01, 0.000000000000000000e+00, 1.094109408019115076e-02, -3.003092905258999967e-02, 2.681982505546999865e-02, 6.071150668442152525e-04, 1.045964399613490137e-02, -4.513181517454339584e-03, 7.657092858416710002e-02, 1.493133458947102504e-02, -1.582532878921754926e-01, 3.436067242760662555e-02, -7.544114452190079853e-03, 1.340051408471185090e-02, -2.259062151310529953e-01, 0.000000000000000000e+00, -1.076891518104840066e-02, 0.000000000000000000e+00
2.393987482800000066e+01, -1.206512667476197509e-01, 0.000000000000000000e+00, 1.107944299402825045e-02, -2.961031733256362652e-02, 2.644757747658504909e-02, 6.642643546869329493e-04, 1.020790962978155095e-02, -4.378307909374894516e-03, 7.497379516804926480e-02, 1.446886329701014932e-02, -1.571735852730229976e-01, 3.395810083184765127e-02, -7.727620414068644972e-03, 1.310669103385495027e-02, -2.227770916729427397e-01, 0.000000000000000000e+00, -1.095279230280227570e-02, 0.000000000000000000e+00
2.496042790510000131e+01, -1.190206720562849985e-01, 0.000000000000000000e+00, 1.120546584390335124e-02, -2.920216068855410047e-02, 2.608752417377867283e-02, 7.167092558410703869e-04, 9.965361357224911815e-03, -4.249696686917290266e-03, 7.343670019148376693e-02, 1.402644419552789845e-02, -1.561052898555564949e-01, 3.356925904352432016e-02, -7.903415311787547609e-03, 1.282332349858947632e-02, -2.197177780306247552e-01, 0.000000000000000000e+00, -1.112372776293612392e-02, 0.000000000000000000e+00
2.598637937370000017e+01, -1.174350726919724947e-01, 0.000000000000000000e+00, 1.132013362310580092e-02, -2.880609786677395048e-02, 2.573920604240084731e-02, 7.647932270700654898e-04, 9.731625955715063336e-03, -4.127009214115850110e-03, 7.195688741651108666e-02, 1.360307600944239866e-02, -1.550484987970640050e-01, 3.319357954304654607e-02, -8.071846207698097145e-03, 1.254997650130780171e-02, -2.167264918439612553e-01, 0.000000000000000000e+00, -1.128249545624564892e-02, 0.000000000000000000e+00
2.701775778969999919e+01, -1.158930583767262545e-01, 0.000000000000000000e+00, 1.142433257921832493e-02, -2.842174371788057374e-02, 2.540215936223867710e-02, 8.088374056339279984e-04, 9.506332361510006976e-03, -4.009919105514750393e-03, 7.053166161533143408e-02, 1.319778995704305041e-02, -1.540032564134100057e-01, 3.283049577495945198e-02, -8.233242640544985100e-03, 1.228621943498814893e-02, -2.138013913111999897e-01, 0.000000000000000000e+00, -1.142981732455007442e-02, 0.000000000000000000e+00
2.805459185979999859e+01, -1.143931787678665046e-01, 0.000000000000000000e+00, 1.151887070638932600e-02, -2.804869704587169971e-02, 2.507592106558767520e-02, 8.491411210807765699e-04, 9.289114971188814490e-03, -3.898113510025535619e-03, 6.915840485522102565e-02, 1.280965385642817561e-02, -1.529695625963577443e-01, 3.247944729319967444e-02, -8.387916756235687388e-03, 1.203162949642072599e-02, -2.109406018130772498e-01, 0.000000000000000000e+00, -1.156636603116124873e-02, 0.000000000000000000e+00
2.909691044250000047e+01, -1.129339638950742492e-01, 0.000000000000000000e+00, 1.160448420977694926e-02, -2.768654741974384964e-02, 2.476003311037802343e-02, 8.859826499462709589e-04, 9.079616285710490411e-03, -3.791293973613467459e-03, 6.783458878035139583e-02, 1.243777495316872490e-02, -1.519473802574262400e-01, 3.213988402587794613e-02, -8.536163734872559763e-03, 1.178579443942895030e-02, -2.081422378896584935e-01, 0.000000000000000000e+00, -1.169276790763905047e-02, 0.000000000000000000e+00
3.014474254929999830e+01, -1.115139412494032395e-01, 0.000000000000000000e+00, 1.168184376970505048e-02, -2.733488092689575003e-02, 2.445404600407875134e-02, 9.196201445864191255e-04, 8.877488949218206860e-03, -3.689176931560955285e-03, 6.655778333945869263e-02, 1.208130164090942538e-02, -1.509366418253094977e-01, 3.181126968567694890e-02, -8.678262418977730069e-03, 1.154831469046697402e-02, -2.054044210543232440e-01, 0.000000000000000000e+00, -1.180960601585779972e-02, 0.000000000000000000e+00
3.119811734479999998e+01, -1.101316497272312456e-01, 0.000000000000000000e+00, 1.175156048336592485e-02, -2.699328490402927438e-02, 2.415752155015740005e-02, 9.502926773881890943e-04, 8.682397249328847183e-03, -3.591493886328752435e-03, 6.532566244662380006e-02, 1.173942425232485029e-02, -1.499372548596284993e-01, 3.149308438532544968e-02, -8.814476064998270563e-03, 1.131880488934987501e-02, -2.027252939676259802e-01, 0.000000000000000000e+00, -1.191742320591195059e-02, 0.000000000000000000e+00
3.225706414799999777e+01, -1.087856507736634920e-01, 0.000000000000000000e+00, 1.181419142654907550e-02, -2.666135174767005067e-02, 2.387003491834552293e-02, 9.782213517764083884e-04, 8.494018159941050736e-03, -3.497991333086045498e-03, 6.413600710230545066e-02, 1.141137510245512562e-02, -1.489491068578809863e-01, 3.118482655859212624e-02, -8.945053167923554954e-03, 1.109689493900587604e-02, -2.001030314792900111e-01, 0.000000000000000000e+00, -1.201672509813314985e-02, 0.000000000000000000e+00
3.332161243310000032e+01, -1.074745370793402516e-01, 0.000000000000000000e+00, 1.187024479759014872e-02, -2.633868190918162849e-02, 2.359117613633527483e-02, 1.003610441022711455e-03, 8.312042002368007221e-03, -3.408430487629347545e-03, 6.298670645677471869e-02, 1.109642794615160050e-02, -1.479720693486432370e-01, 3.088601428420087447e-02, -9.070228315946986947e-03, 1.088223064357204950e-02, -1.975358490485815133e-01, 0.000000000000000000e+00, -1.210798293512447589e-02, 0.000000000000000000e+00
3.439179183000000251e+01, -1.061969392535642570e-01, 0.000000000000000000e+00, 1.192018466150009982e-02, -2.602488622470282634e-02, 2.332055111650474868e-02, 1.026648526322932516e-03, 8.136172806122979675e-03, -3.322586872909459761e-03, 6.187575728923537521e-02, 1.079389700366980079e-02, -1.470060013538534993e-01, 3.059618613659064942e-02, -9.190223061019991979e-03, 1.067447402492895103e-02, -1.950220089550967484e-01, 0.000000000000000000e+00, -1.219163629089944911e-02, 0.000000000000000000e+00
3.546763212540000154e+01, -1.049515299609765084e-01, 0.000000000000000000e+00, 1.196443506764177482e-02, -2.571958732124690269e-02, 2.305778210046269955e-02, 1.047509617030912329e-03, 7.966128322953708318e-03, -3.240249730582820103e-03, 6.080126169665597824e-02, 1.050313552209940042e-02, -1.460507522812659886e-01, 3.031490138006569940e-02, -9.305246670904449707e-03, 1.047330324008367494e-02, -1.925598245470744874e-01, 0.000000000000000000e+00, -1.226809546110659878e-02, 0.000000000000000000e+00
3.654916326370000235e+01, -1.037370285566514977e-01, 0.000000000000000000e+00, 1.200338428187177654e-02, -2.542242134996177197e-02, 2.280250824498120110e-02, 1.066354213576374945e-03, 7.801640092121029865e-03, -3.161221529167497230e-03, 5.976142519646365087e-02, 1.022353445818790021e-02, -1.451061644042244969e-01, 3.004174045097664919e-02, -9.415497097702535401e-03, 1.027841261460112586e-02, -1.901476634916874908e-01, 0.000000000000000000e+00, -1.233774402444509991e-02, 0.000000000000000000e+00
3.763641534770000163e+01, -1.025522019848452426e-01, 0.000000000000000000e+00, 1.203738797623405028e-02, -2.513303825290764959e-02, 2.255438535462509983e-02, 1.083330345052660026e-03, 7.642453040469515332e-03, -3.085317207951685133e-03, 5.875455238787402612e-02, 9.954520562277569679e-03, -1.441720748652422501e-01, 2.977630438212399908e-02, -9.521161587874480206e-03, 1.008951209650831016e-02, -1.877839492310622582e-01, 0.000000000000000000e+00, -1.240094076530050098e-02, 0.000000000000000000e+00
3.872941863909999682e+01, -1.013958665042282437e-01, 0.000000000000000000e+00, 1.206677254587772488e-02, -2.485110245845602653e-02, 2.231308584031857153e-02, 1.098574534860639884e-03, 7.488325197657115170e-03, -3.012363553493664636e-03, 5.777904338214039787e-02, 9.695554696942358316e-03, -1.432483173846814950e-01, 2.951821459488485067e-02, -9.622417478496779822e-03, 9.906326891925604575e-03, -1.854671618983730064e-01, 0.000000000000000000e+00, -1.245802174793382566e-02, 0.000000000000000000e+00
3.982820355999999862e+01, -1.002668879502047750e-01, 0.000000000000000000e+00, 1.209183791876197386e-02, -2.457629301968594984e-02, 2.207829836114452715e-02, 1.112212711867464942e-03, 7.339027244298624436e-03, -2.942198509189369957e-03, 5.683338945737427539e-02, 9.446129996848842345e-03, -1.423347236620182699e-01, 2.926711232012114625e-02, -9.719432856779428725e-03, 9.728596900426244795e-03, -1.831958383581742678e-01, 0.000000000000000000e+00, -1.250930209589627695e-02, 0.000000000000000000e+00
4.093280069330000259e+01, -9.916418149646061275e-02, 0.000000000000000000e+00, 1.211286010327995016e-02, -2.430830359268955007e-02, 2.184972737850662122e-02, 1.124361059859892587e-03, 7.194342019446344980e-03, -2.874670500730862333e-03, 5.591616862072657651e-02, 9.205770049643105871e-03, -1.414311245335937439e-01, 2.902265794401427332e-02, -9.812367187911234107e-03, 9.556076112486888013e-03, -1.809685716903987329e-01, 0.000000000000000000e+00, -1.255507763549252448e-02, 0.000000000000000000e+00
4.204324078369999995e+01, -9.808671094183360473e-02, 0.000000000000000000e+00, 1.213009347086317635e-02, -2.404684225333909853e-02, 2.162709262771309732e-02, 1.135126806427049894e-03, 7.054063993189289665e-03, -2.809637777101895231e-03, 5.502604110678872146e-02, 8.974027106164791240e-03, -1.405373509236579888e-01, 2.878453027651320037e-02, -9.901371897149274098e-03, 9.388531972076683343e-03, -1.787840102352990235e-01, 0.000000000000000000e+00, -1.259562639363697584e-02, 0.000000000000000000e+00
4.315955473870000247e+01, -9.703348765198242798e-02, 0.000000000000000000e+00, 1.214377280349275036e-02, -2.379163119700789669e-02, 2.141012853614859823e-02, 1.144608952723324795e-03, 6.917998721792079954e-03, -2.746967774970042464e-03, 5.416174490341982284e-02, 8.750480342873529632e-03, -1.396532346233007593e-01, 2.855242577409107876e-02, -9.986590909659795456e-03, 9.225744723914847470e-03, -1.766408563188032466e-01, 0.000000000000000000e+00, -1.263120996435614964e-02, 0.000000000000000000e+00
4.428177362880000345e+01, -9.600356921985446490e-02, 0.000000000000000000e+00, 1.215411512336802419e-02, -2.354240634123497267e-02, 2.119858360198452474e-02, 1.152898946691447313e-03, 6.785962294297342122e-03, -2.686536508889894419e-03, 5.332209134574847353e-02, 8.534734186187633437e-03, -1.387786089239642640e-01, 2.832605772948827705e-02, -1.006816114692332502e-02, 9.067506754374132089e-03, -1.745378647370297576e-01, 0.000000000000000000e+00, -1.266207475028247390e-02, 0.000000000000000000e+00
4.540992868949999917e+01, -9.499605795734894498e-02, 0.000000000000000000e+00, 1.216132133762124964e-02, -2.329891687232325120e-02, 2.099221975824052538e-02, 1.160081302500970109e-03, 6.657780784084637790e-03, -2.628227993069854988e-03, 5.250596084628399857e-02, 8.326416713892042382e-03, -1.379133091293142654e-01, 2.810515545706120111e-02, -1.014621298751464985e-02, 8.913621941853015762e-03, -1.724738410789462550e-01, 0.000000000000000000e+00, -1.268845309718102596e-02, 0.000000000000000000e+00
4.654405132099999776e+01, -9.401009923528783063e-02, 0.000000000000000000e+00, 1.216557770566117393e-02, -2.306092473788112426e-02, 2.079081172468947442e-02, 1.166234169544430078e-03, 6.533289707411625222e-03, -2.571933692927570129e-03, 5.171229876433945660e-02, 8.125178132792943569e-03, -1.370571729666480165e-01, 2.788946347281785060e-02, -1.022087068844709963e-02, 8.763905017445410353e-03, -1.704476399389094898e-01, 0.000000000000000000e+00, -1.271056432305335028e-02, 0.000000000000000000e+00
4.768417308979999802e+01, -9.304487976671632632e-02, 0.000000000000000000e+00, 1.216705716078555002e-02, -2.282820412108722483e-02, 2.059414636814795030e-02, 1.171429854164614997e-03, 6.412333499242607419e-03, -2.517552010594785190e-03, 5.094011146557357594e-02, 7.930689342535303388e-03, -1.362100409145370061e-01, 2.767874069384099883e-02, -1.029225277642257554e-02, 8.618180948455355511e-03, -1.684581630733257562e-01, 0.000000000000000000e+00, -1.272861566039589984e-02, 0.000000000000000000e+00
4.883032572949999661e+01, -9.209962583578501505e-02, 0.000000000000000000e+00, 1.216592049250810048e-02, -2.260054089461272647e-02, 2.040202207022187575e-02, 1.175735297629757446e-03, 6.294765005925045086e-03, -2.464987801517902477e-03, 5.018846256113072141e-02, 7.742640580847094667e-03, -1.353717564610547597e-01, 2.747275965312832857e-02, -1.036047240653742429e-02, 8.476284343092660781e-03, -1.665043575293140288e-01, 0.000000000000000000e+00, -1.274280311342874950e-02, 0.000000000000000000e+00
4.998254114129999692e+01, -9.117360152282633079e-02, 0.000000000000000000e+00, 1.216231741068360059e-02, -2.237773207315034776e-02, 2.021424811284822792e-02, 1.179212513631589963e-03, 6.180444999464736883e-03, -2.414151923093887583e-03, 4.945646934592852484e-02, 7.560740152380907193e-03, -1.345421663038720017e-01, 2.727130574192792450e-02, -1.042563769414845201e-02, 8.338058882038017899e-03, -1.645852137743059884e-01, 0.000000000000000000e+00, -1.275331224245425041e-02, 0.000000000000000000e+00
5.114085139529999680e+01, -9.026610693586634149e-02, 0.000000000000000000e+00, 1.215638750003794968e-02, -2.215958526634012604e-02, 2.003064408243570085e-02, 1.181918988466997607e-03, 6.069241713432917303e-03, -2.364960813282399911e-03, 4.874329943047817082e-02, 7.384713237338657622e-03, -1.337211205038552619e-01, 2.707417647884582251e-02, -1.048785201984260042e-02, 8.203356776322719840e-03, -1.626997638504767418e-01, 0.000000000000000000e+00, -1.276031887967207443e-02, 0.000000000000000000e+00
5.230528873130000278e+01, -8.937647648569030379e-02, 0.000000000000000000e+00, 1.214826108299667598e-02, -2.194591814637235350e-02, 1.985103929988642560e-02, 1.183908046950435085e-03, 5.961030403394947629e-03, -2.317336099335375130e-03, 4.804816757641484914e-02, 7.214300779699327551e-03, -1.329084725995789973e-01, 2.688118081453117619e-02, -1.054721431288612420e-02, 8.072038255125851131e-03, -1.608470795705737588e-01, 0.000000000000000000e+00, -1.276398978706724981e-02, 0.000000000000000000e+00
5.347588555950000000e+01, -8.850407718986082195e-02, 0.000000000000000000e+00, 1.213805999379429998e-02, -2.173655792356447500e-02, 1.967527227204732623e-02, 1.185229187019382503e-03, 5.855692929220914639e-03, -2.271204233270319919e-03, 4.737033271376960009e-02, 7.049258447739312726e-03, -1.321040796893992453e-01, 2.669213846484065275e-02, -1.060381931144864856e-02, 7.943971079658147458e-03, -1.590262707577482226e-01, 0.000000000000000000e+00, -1.276448325703707573e-02, 0.000000000000000000e+00
5.465267446160000020e+01, -8.764830704175197162e-02, 0.000000000000000000e+00, 1.212589827889105042e-02, -2.153134084271797477e-02, 1.950319017126204979e-02, 1.185928385525312351e-03, 5.753117361782152279e-03, -2.226496154255932364e-03, 4.670909515185045491e-02, 6.889355666992700439e-03, -1.313078024898400309e-01, 2.650687928068344926e-02, -1.065775780421332475e-02, 7.819030086366899127e-03, -1.572364835547722384e-01, 0.000000000000000000e+00, -1.276194966548712534e-02, 0.000000000000000000e+00
5.583568819159999919e+01, -8.680859343397083483e-02, 0.000000000000000000e+00, 1.211188282969492477e-02, -2.133011169721722375e-02, 1.933464834007187286e-02, 1.186048377928714892e-03, 5.653197611943288139e-03, -2.183146975350857763e-03, 4.606379396356302669e-02, 6.734374719069772044e-03, -1.305195053708040065e-01, 2.632524265029969820e-02, -1.070911685426137461e-02, 7.697096756680009942e-03, -1.554768987873569874e-01, 0.000000000000000000e+00, -1.275653197993937421e-02, 0.000000000000000000e+00
