# z (m), beta1, beta2, beta3, beta4, beta_theta1, beta_theta2, beta_theta3, beta_theta4, beta_g1, beta_g2, lambda_theta1, lambda_theta2, lambda_theta3, lambda_theta4, lambda_g1, lambda_g2, lambda_g3, lambda_g4
9.260420855570000498e+00, -1.582010438250179840e-01, 0.000000000000000000e+00, 5.145372607462035154e-03, -3.904185921031437523e-02, 3.525396183938699773e-02, -1.503109676894339927e-03, 1.639360790176662419e-02, -8.071642771158548876e-03, 1.152697537405275030e-01, 2.680107453289954852e-02, -1.779173257695357557e-01, 4.367224961891207763e-02, -2.789455384266362799e-03, 2.030823308184417572e-02, -2.908676705531675344e-01, 0.000000000000000000e+00, -4.560293249162057291e-03, 0.000000000000000000e+00
1.020332442800000017e+01, -1.564402931626412696e-01, 0.000000000000000000e+00, 5.548041721132917353e-03, -3.858423160359632231e-02, 3.481824698976454524e-02, -1.359237097090217712e-03, 1.607748802317312750e-02, -7.861728396862520396e-03, 1.131838089821112503e-01, 2.613159253270222471e-02, -1.771161955167217528e-01, 4.317535884070737573e-02, -3.042798739216467756e-03, 1.993642116039577583e-02, -2.878759638353707295e-01, 0.000000000000000000e+00, -4.945567500490627780e-03, 0.000000000000000000e+00
1.115121565159999939e+01, -1.547269528504660041e-01, 0.000000000000000000e+00, 5.933495884516190762e-03, -3.814416542675102412e-02, 3.439649174121146846e-02, -1.222710285338950067e-03, 1.577259023014835129e-02, -7.661852151634805652e-03, 1.111647204149349977e-01, 2.548743837587499894e-02, -1.763158195665182615e-01, 4.269686839455560240e-02, -3.291262399964032474e-03, 1.957874417583522347e-02, -2.849139965279747777e-01, 0.000000000000000000e+00, -5.318393092997912575e-03, 0.000000000000000000e+00
1.210412090930000062e+01, -1.530503310559269969e-01, 0.000000000000000000e+00, 6.301987331018392598e-03, -3.771713469835524801e-02, 3.398588078837727622e-02, -1.092700880039637569e-03, 1.547673287123844943e-02, -7.470178515257247520e-03, 1.092026536097812500e-01, 2.486476448422260052e-02, -1.755147511839062480e-01, 4.223316705112837438e-02, -3.534736644186959979e-03, 1.923243747817662483e-02, -2.819797369316492941e-01, 0.000000000000000000e+00, -5.678797944762809836e-03, 0.000000000000000000e+00
1.306206672379999922e+01, -1.514035967760650192e-01, 0.000000000000000000e+00, 6.653835459359812646e-03, -3.730019905737292502e-02, 3.358459966448829742e-02, -9.686462805977918370e-04, 1.518850066753667585e-02, -7.285492850419860583e-03, 1.072911146089530060e-01, 2.426101449094254792e-02, -1.747121964830954943e-01, 4.178188011789032291e-02, -3.773139266272649769e-03, 1.889568375571877568e-02, -2.790720611002257545e-01, 0.000000000000000000e+00, -6.026854589545939736e-03, 0.000000000000000000e+00
1.402507975800000040e+01, -1.497823506089600021e-01, 0.000000000000000000e+00, 6.989409941673133814e-03, -3.689142091671460122e-02, 3.319146205689194745e-02, -8.501455905217759684e-04, 1.490695895303012670e-02, -7.106968386831069746e-03, 1.054257105158989960e-01, 2.367444228421125216e-02, -1.739077743726230030e-01, 4.134141169393582005e-02, -4.006411145466002612e-03, 1.856726172913884809e-02, -2.761904391296829964e-01, 0.000000000000000000e+00, -6.362672621499100220e-03, 0.000000000000000000e+00
1.499318681579999968e+01, -1.481837767095902370e-01, 0.000000000000000000e+00, 7.309120211785194964e-03, -3.648952035989705411e-02, 3.280568899688050127e-02, -7.368987903206770029e-04, 1.463148455944534958e-02, -6.934028994234531576e-03, 1.036034127338990030e-01, 2.310382687545450148e-02, -1.731013721548297357e-01, 4.091067363712892757e-02, -4.234513803265637678e-03, 1.824633830133460047e-02, -2.733347384066719954e-01, 0.000000000000000000e+00, -6.686394266842772723e-03, 0.000000000000000000e+00
1.596641484290000079e+01, -1.466061155350059930e-01, 0.000000000000000000e+00, 7.613408098605243222e-03, -3.609366087096965020e-02, 3.242677187545005280e-02, -6.286697037030841879e-04, 1.436166098238507438e-02, -6.766264580196896736e-03, 1.018220976333985006e-01, 2.254829524056245135e-02, -1.722930542877940119e-01, 4.048891753568957530e-02, -4.457427857068544524e-03, 1.793233973063634856e-02, -2.705050913266119905e-01, 0.000000000000000000e+00, -6.998191264520289313e-03, 0.000000000000000000e+00
1.694479092759999972e+01, -1.450483220237302473e-01, 0.000000000000000000e+00, 7.902741933611059574e-03, -3.570331046217024851e-02, 3.205438392260324953e-02, -5.252627159541957500e-04, 1.409721069189812624e-02, -6.603376817094342051e-03, 1.000802480844721759e-01, 2.200720770849154753e-02, -1.714830021518299885e-01, 4.007562617948125239e-02, -4.675151797520107032e-03, 1.762486843413517412e-02, -2.677018013418677178e-01, 0.000000000000000000e+00, -7.298262147376170100e-03, 0.000000000000000000e+00
1.792834230149999897e+01, -1.435098357526864987e-01, 0.000000000000000000e+00, 8.177611303103720503e-03, -3.531814818572422826e-02, 3.168832095610187721e-02, -4.265078001517290146e-04, 1.383794988464212561e-02, -6.445143143706044860e-03, 9.837675274016090265e-02, 2.148008130661617499e-02, -1.706714727683334987e-01, 3.967044091630817643e-02, -4.887700802704182668e-03, 1.732364732953810271e-02, -2.649252736614784998e-01, 0.000000000000000000e+00, -7.586829504824789405e-03, 0.000000000000000000e+00
1.891709634000000051e+01, -1.419904216403184982e-01, 0.000000000000000000e+00, 8.438522081100290062e-03, -3.493799914640464965e-02, 3.132846056614699976e-02, -3.322507638655879960e-04, 1.358375738467795107e-02, -6.291392248914105291e-03, 9.671076745318869794e-02, 2.096653717795167807e-02, -1.698587696528507385e-01, 3.927311156716360024e-02, -5.095105465709378126e-03, 1.702848151433312626e-02, -2.621759630596335322e-01, 0.000000000000000000e+00, -7.864137079383388962e-03, 0.000000000000000000e+00
1.991108056359999878e+01, -1.404900569660617604e-01, 0.000000000000000000e+00, 8.685991624394664989e-03, -3.456278816884622573e-02, 3.097473339140990184e-02, -2.423468896621200157e-04, 1.333455283289174988e-02, -6.141987056895097802e-03, 9.508161789618872761e-02, 2.046626390251504723e-02, -1.690452218004995233e-01, 3.888346110057792210e-02, -5.297410400932467574e-03, 1.673923130808432566e-02, -2.594543343593239682e-01, 0.000000000000000000e+00, -8.130446689522662432e-03, 0.000000000000000000e+00
2.091032263820000026e+01, -1.390088499714422499e-01, 0.000000000000000000e+00, 8.920544134433754796e-03, -3.419250615397646798e-02, 3.062710262124899649e-02, -1.566568409011137412e-04, 1.309028119919477574e-02, -5.996812784189632303e-03, 9.348873053812398193e-02, 1.997899170550170023e-02, -1.682311683513657563e-01, 3.850136032036565598e-02, -5.494672742227634313e-03, 1.645579301671962549e-02, -2.567608327576742511e-01, 0.000000000000000000e+00, -8.386035039890708809e-03, 0.000000000000000000e+00
2.191485037620000043e+01, -1.375469808095097501e-01, 0.000000000000000000e+00, 9.142706253611871531e-03, -3.382718540186619577e-02, 3.028554929590117697e-02, -7.504411024164512624e-05, 1.285090174701737642e-02, -5.855768535486602887e-03, 9.193158381014492064e-02, 1.950447435796712550e-02, -1.674169473786047413e-01, 3.812670959218047301e-02, -5.686960572444820297e-03, 1.617808512722505171e-02, -2.540958620570447635e-01, 0.000000000000000000e+00, -8.631190512641339491e-03, 0.000000000000000000e+00
2.292469173710000163e+01, -1.361046587387340079e-01, 0.000000000000000000e+00, 9.353002968761316843e-03, -3.346688145079933230e-02, 2.995006179699000182e-02, 2.626472347559215311e-06, 1.261638020825080024e-02, -5.718761421935320173e-03, 9.040967396291997582e-02, 1.904247662504770025e-02, -1.666028877529095176e-01, 3.775942564546559688e-02, -5.874351328278199641e-03, 1.590603841518787448e-02, -2.514597693137780032e-01, 0.000000000000000000e+00, -8.866210029835839765e-03, 0.000000000000000000e+00
2.393987482800000066e+01, -1.346820914532254887e-01, 0.000000000000000000e+00, 9.551953896597202912e-03, -3.311165979137552229e-02, 2.962062844417762131e-02, 7.648950211931752538e-05, 1.238668332640304945e-02, -5.585702514171664995e-03, 8.892249183988099048e-02, 1.859276578943199962e-02, -1.657893033601537669e-01, 3.739943213266479910e-02, -6.056930227264967562e-03, 1.563958893956752388e-02, -2.488528347423310250e-01, 0.000000000000000000e+00, -9.091396072583485949e-03, 0.000000000000000000e+00
2.496042790510000131e+01, -1.332794635930895089e-01, 0.000000000000000000e+00, 9.740070002029761753e-03, -3.276158627999577883e-02, 2.929723241899682626e-02, 1.466792668333477447e-04, 1.216177516236962436e-02, -5.456504138974052794e-03, 8.746950780176010465e-02, 1.815510618082142452e-02, -1.649764891373452502e-01, 3.704665300294417152e-02, -6.234788755954885284e-03, 1.537867318955772437e-02, -2.462752658724864929e-01, 0.000000000000000000e+00, -9.307053921623410428e-03, 0.000000000000000000e+00
2.598637937370000017e+01, -1.318969222735852376e-01, 0.000000000000000000e+00, 9.917850778761092695e-03, -3.241672039402340028e-02, 2.897984844750189914e-02, 2.133296859783759942e-04, 1.194161472034592497e-02, -5.331078163754955287e-03, 8.605016275316525187e-02, 1.772925592458770086e-02, -1.641647185254587471e-01, 3.670100800585067435e-02, -6.408023249912874787e-03, 1.512322484809112445e-02, -2.437271951129310055e-01, 0.000000000000000000e+00, -9.513489164648902124e-03, 0.000000000000000000e+00
2.701775778969999919e+01, -1.305345680021527399e-01, 0.000000000000000000e+00, 1.008578190540637513e-02, -3.207711068460453174e-02, 2.866844081514332426e-02, 2.765740429298012325e-04, 1.172615456207649898e-02, -5.209335005379564683e-03, 8.466386371365290653e-02, 1.731496531761185162e-02, -1.633542420232494963e-01, 3.636240981386705540e-02, -6.576733590098950144e-03, 1.487317277167207394e-02, -2.412086799863960018e-01, 0.000000000000000000e+00, -9.711005500993612899e-03, 0.000000000000000000e+00
2.805459185979999859e+01, -1.291924496860024918e-01, 0.000000000000000000e+00, 1.024433336286805114e-02, -3.174279191311450005e-02, 2.836296237726254957e-02, 3.365445981896597345e-04, 1.151534015000337495e-02, -5.091183160565755129e-03, 8.330998269964309810e-02, 1.691197637032047438e-02, -1.625452865892162424e-01, 3.603076236125857257e-02, -6.741022027611495715e-03, 1.462843987358595013e-02, -2.387197053945119829e-01, 0.000000000000000000e+00, -9.899902851249586799e-03, 0.000000000000000000e+00
2.909691044250000047e+01, -1.278705627292522351e-01, 0.000000000000000000e+00, 1.039395799087865051e-02, -3.141378347625554956e-02, 2.806335430795587477e-02, 3.933721465754347465e-04, 1.130910972196952358e-02, -4.976529106245325407e-03, 8.198785797247250262e-02, 1.652002316619442454e-02, -1.617380556886122422e-01, 3.570596009284660033e-02, -6.900992144638984707e-03, 1.438894267281359829e-02, -2.362601873714464951e-01, 0.000000000000000000e+00, -1.008047577088699680e-02, 0.000000000000000000e+00
3.014474254929999830e+01, -1.265688494375319939e-01, 0.000000000000000000e+00, 1.053509045133372603e-02, -3.109008880893147225e-02, 2.776954638794730187e-02, 4.471855619448219556e-04, 1.110739454544232632e-02, -4.865277455286360145e-03, 8.069679692581117891e-02, 1.613883277349534989e-02, -1.609327298237799853e-01, 3.538788788556412879e-02, -7.056747953159217719e-03, 1.415459132540247342e-02, -2.338299778853419886e-01, 0.000000000000000000e+00, -1.025301215657197472e-02, 0.000000000000000000e+00
3.119811734479999998e+01, -1.252872010609260012e-01, 0.000000000000000000e+00, 1.066814655243217454e-02, -3.077169549796040376e-02, 2.748145766343727467e-02, 4.981113602266637940e-04, 1.091011942601174955e-02, -4.757331275655920025e-03, 7.943608001070626146e-02, 1.576812649546182471e-02, -1.601294674080734892e-01, 3.507642144209517643e-02, -7.208393125534154691e-03, 1.392528998660782363e-02, -2.314288702977495282e-01, 0.000000000000000000e+00, -1.041779222202202440e-02, 0.000000000000000000e+00
3.225706414799999777e+01, -1.240254609794230051e-01, 0.000000000000000000e+00, 1.079352289030812567e-02, -3.045857591091465089e-02, 2.719899735393144918e-02, 5.462733008299564376e-04, 1.071720338040104900e-02, -4.652592508249055354e-03, 7.820496526326835285e-02, 1.540762130775607391e-02, -1.593284058812147463e-01, 3.477142801135980205e-02, -7.356030350422338229e-03, 1.370093739509217583e-02, -2.290566051797587321e-01, 0.000000000000000000e+00, -1.057508771945844979e-02, 0.000000000000000000e+00
3.332161243310000032e+01, -1.227834286353282484e-01, 0.000000000000000000e+00, 1.091159676328560049e-02, -3.015068817900050033e-02, 2.692206591192434703e-02, 5.917920372938559933e-04, 1.052856040282092523e-02, -4.550962433966687648e-03, 7.700269310400799372e-02, 1.505703136834845093e-02, -1.585296629777115107e-01, 3.447276731945505407e-02, -7.499760804452604637e-03, 1.348142759231064913e-02, -2.267128762518120233e-01, 0.000000000000000000e+00, -1.072516137986995015e-02, 0.000000000000000000e+00
3.439179183000000251e+01, -1.215608638812165077e-01, 0.000000000000000000e+00, 1.102272631008187516e-02, -2.984797740020802420e-02, 2.665055615529484875e-02, 6.347848236149385105e-04, 1.034410026909617433e-02, -4.452342152365907843e-03, 7.582849114521447720e-02, 1.471606951290795051e-02, -1.577333380800217399e-01, 3.418029261538962915e-02, -7.639683726755396725e-03, 1.326665070864402676e-02, -2.243973362544712247e-01, 0.000000000000000000e+00, -1.086826654092119815e-02, 0.000000000000000000e+00
3.546763212540000154e+01, -1.203574915313114918e-01, 0.000000000000000000e+00, 1.112725083476737500e-02, -2.955037697547420114e-02, 2.638435442275670340e-02, 6.753652771692175184e-04, 1.016372934348367535e-02, -4.356633049351962134e-03, 7.468157885013930464e-02, 1.438444868423705003e-02, -1.569395136076784936e-01, 3.389385177168450364e-02, -7.775896086576657325e-03, 1.305649377282632612e-02, -2.221096026279114899e-01, 0.000000000000000000e+00, -1.100464693797600056e-02, 0.000000000000000000e+00
3.654916326370000235e+01, -1.191730059195467428e-01, 0.000000000000000000e+00, 1.122549127862884980e-02, -2.925780999738652327e-02, 2.612334170739940079e-02, 7.136431974287397225e-04, 9.987351358126391604e-03, -4.263737235295129817e-03, 7.356117190777317072e-02, 1.406188325376957551e-02, -1.561482563989382566e-01, 3.361328838463739643e-02, -7.908492331801053252e-03, 1.285084150681637533e-02, -2.198492628892259881e-01, 0.000000000000000000e+00, -1.113453663087385012e-02, 0.000000000000000000e+00
3.763641534770000163e+01, -1.180070753363892389e-01, 0.000000000000000000e+00, 1.131775080206387507e-02, -2.897019063530482594e-02, 2.586739473969275338e-02, 7.497244367711085452e-04, 9.814868146635086915e-03, -4.173557942931702819e-03, 7.246648624907117697e-02, 1.374809021326132280e-02, -1.553596190601292393e-01, 3.333844283812302522e-02, -8.037564205416106514e-03, 1.264957708210137297e-02, -2.176158796577655208e-01, 0.000000000000000000e+00, -1.125816004027962308e-02, 0.000000000000000000e+00
3.872941863909999682e+01, -1.168593462548922490e-01, 0.000000000000000000e+00, 1.140431545109900011e-02, -2.868742548024887443e-02, 2.561638700157409937e-02, 7.837108191571700092e-04, 9.646180320491951413e-03, -4.085999879705480217e-03, 7.139674166075293815e-02, 1.344279022553460101e-02, -1.545736412576319829e-01, 3.306915330785230311e-02, -8.163200621804150500e-03, 1.245258282246882592e-02, -2.154089952762455185e-01, 0.000000000000000000e+00, -1.137573207490890151e-02, 0.000000000000000000e+00
3.982820355999999862e+01, -1.157294472899745019e-01, 0.000000000000000000e+00, 1.148545488059752456e-02, -2.840941482181097433e-02, 2.537018966039000095e-02, 8.157001010887766045e-04, 9.481187882133437772e-03, -4.000969532300288969e-03, 7.035116498335827750e-02, 1.314570853248152489e-02, -1.537903509432407556e-01, 3.280525669060774946e-02, -8.285487591655446224e-03, 1.225974084421310034e-02, -2.132281360260799841e-01, 0.000000000000000000e+00, -1.148745832870199865e-02, 0.000000000000000000e+00
4.093280069330000259e+01, -1.146169928408424937e-01, 0.000000000000000000e+00, 1.156142311317362621e-02, -2.813605383564097770e-02, 2.512867241366565155e-02, 8.457859699751529804e-04, 9.319790770387689077e-03, -3.918375422449750511e-03, 6.932899288211967492e-02, 1.285657572016192518e-02, -1.530097654992677580e-01, 3.254658944605764992e-02, -8.404508187447784495e-03, 1.207093362713212471e-02, -2.110728159163202666e-01, 0.000000000000000000e+00, -1.159353533156842753e-02, 0.000000000000000000e+00
4.204324078369999995e+01, -1.135215864179079936e-01, 0.000000000000000000e+00, 1.163245931758297505e-02, -2.786723367734902229e-02, 2.489170424702522380e-02, 8.740580739357198909e-04, 9.161889340991703073e-03, -3.838128317507382477e-03, 6.832947422035207108e-02, 1.257512835229027473e-02, -1.522318928040514996e-01, 3.229298835232895237e-02, -8.520342542129815191e-03, 1.188604451834432592e-02, -2.089425400750297701e-01, 0.000000000000000000e+00, -1.169415084052112530e-02, 0.000000000000000000e+00
4.315955473870000247e+01, -1.124428236306964923e-01, 0.000000000000000000e+00, 1.169878858957590188e-02, -2.760284247101610008e-02, 2.465915410200680141e-02, 9.006020783826642045e-04, 9.007384781836443033e-03, -3.760141397027052558e-03, 6.735187204278519912e-02, 1.230110947754232617e-02, -1.514567322131684934e-01, 3.204429116955002932e-02, -8.633067873324592675e-03, 1.170495816709597563e-02, -2.068368077475429834e-01, 0.000000000000000000e+00, -1.178948415741344971e-02, 0.000000000000000000e+00
4.428177362880000345e+01, -1.113802948558289957e-01, 0.000000000000000000e+00, 1.176062272812857662e-02, -2.734276619799799746e-02, 2.443089146046967253e-02, 9.254997445140272349e-04, 8.856179468391749479e-03, -3.684330380388232181e-03, 6.639546520621492087e-02, 1.203426902433904835e-02, -1.506842754565869968e-01, 3.180033721835970328e-02, -8.742758529463070388e-03, 1.152756089622724960e-02, -2.047551149229009937e-01, 0.000000000000000000e+00, -1.187970646623417656e-02, 0.000000000000000000e+00
4.540992868949999917e+01, -1.103335875925192527e-01, 0.000000000000000000e+00, 1.181816099391112644e-02, -2.708688948421397388e-02, 2.420678684863717539e-02, 9.488290252183862903e-04, 8.708177262745718517e-03, -3.610613618648557659e-03, 6.545954968651246375e-02, 1.177436409393462467e-02, -1.499145074580010006e-01, 3.156096787499990119e-02, -8.849486050617083599e-03, 1.135374101317179925e-02, -2.026969566278122303e-01, 0.000000000000000000e+00, -1.196498117909720188e-02, 0.000000000000000000e+00
4.654405132099999776e+01, -1.093022885249884946e-01, 0.000000000000000000e+00, 1.187159084662399965e-02, -2.683509629292767443e-02, 2.398671226732194961e-02, 9.706641747602692870e-04, 8.563283761526228888e-03, -3.538912155131664853e-03, 6.454343959422249866e-02, 1.152115916367867435e-02, -1.491474070764935156e-01, 3.132602698994319673e-02, -8.953319241823276195e-03, 1.118338906608240015e-02, -2.006618289031127378e-01, 0.000000000000000000e+00, -1.204546428651232480e-02, 0.000000000000000000e+00
4.768417308979999802e+01, -1.082859853105232473e-01, 0.000000000000000000e+00, 1.192108865564377521e-02, -2.658727052783682598e-02, 2.377054155400377261e-02, 9.910758688412655421e-04, 8.421406497397428137e-03, -3.469149758537490129e-03, 6.364646792994904656e-02, 1.127442621146174974e-02, -1.483829477749949999e-01, 3.109536123552112535e-02, -9.054324255151787598e-03, 1.101639804986712448e-02, -1.986492304919774965e-01, 0.000000000000000000e+00, -1.212130470635009935e-02, 0.000000000000000000e+00
4.883032572949999661e+01, -1.072842681251285069e-01, 0.000000000000000000e+00, 1.196682038077775088e-02, -2.634329655575765039e-02, 2.355815068510317550e-02, 1.010131331811351015e-03, 8.282455100211649074e-03, -3.401252933046065331e-03, 6.276798711916152518e-02, 1.103394477415167545e-02, -1.476210982240269975e-01, 3.086882039137654743e-02, -9.152564677527475281e-03, 1.085266356874677561e-02, -1.966586642822855113e-01, 0.000000000000000000e+00, -1.219264462777584941e-02, 0.000000000000000000e+00
4.998254114129999692e+01, -1.062967309148797335e-01, 0.000000000000000000e+00, 1.200894220737265018e-02, -2.610305963096114928e-02, 2.334941800913927293e-02, 1.027894470471279889e-03, 8.146341414810548409e-03, -3.335150903555657645e-03, 6.190736930145224887e-02, 1.079950193735419901e-02, -1.468618228397420011e-01, 3.064625755427674916e-02, -9.248101616654992585e-03, 1.069208395040094871e-02, -1.946896384808427527e-01, 0.000000000000000000e+00, -1.225961983748867501e-02, 0.000000000000000000e+00
5.114085139529999680e+01, -1.053229725344452528e-01, 0.000000000000000000e+00, 1.204760116805772552e-02, -2.586644628316159961e-02, 2.314422445035850193e-02, 1.044426008098137387e-03, 8.012979596434481599e-03, -3.270775591092425078e-03, 6.106400651581782302e-02, 1.057089229187137443e-02, -1.461050822656932424e-01, 3.042752932202607424e-02, -9.340993797094415338e-03, 1.053456033793214938e-02, -1.927416676289937514e-01, 0.000000000000000000e+00, -1.232236004931302510e-02, 0.000000000000000000e+00
5.230528873130000278e+01, -1.043625977145989925e-01, 0.000000000000000000e+00, 1.208293573166050079e-02, -2.563334464815412300e-02, 2.294245367179980136e-02, 1.059783619330047439e-03, 7.882286179960847072e-03, -3.208061575300420049e-03, 6.023731075104952343e-02, 1.034791785238462457e-02, -1.453508338066730188e-01, 3.021249593558050089e-02, -9.431297656900483606e-03, 1.037999675377157364e-02, -1.908142734538220142e-01, 0.000000000000000000e+00, -1.238098922264179932e-02, 0.000000000000000000e+00
5.347588555950000000e+01, -1.034152177455295030e-01, 0.000000000000000000e+00, 1.211507633579840017e-02, -2.540364470282959961e-02, 2.274399217506737486e-02, 1.074022067730694965e-03, 7.754180112585420427e-03, -3.146946036877812727e-03, 5.942671378536450166e-02, 1.013038792260337675e-02, -1.445990318056452617e-01, 3.000102134916254881e-02, -9.519067434376500894e-03, 1.022830012138387437e-02, -1.889069854825972672e-01, 0.000000000000000000e+00, -1.243562585153839932e-02, 0.000000000000000000e+00
5.465267446160000020e+01, -1.024804510968364973e-01, 0.000000000000000000e+00, 1.214414590094402453e-02, -2.517723847905752391e-02, 2.254872938420775241e-02, 1.087193339641867552e-03, 7.628582774839604876e-03, -3.087368697137600308e-03, 5.863166698438099234e-02, 9.918118948071860674e-03, -1.438496279850630111e-01, 2.979297328795402558e-02, -9.604355258861664926e-03, 1.007938027618191998e-02, -1.870193415747614940e-01, 0.000000000000000000e+00, -1.248638325058522465e-02, 0.000000000000000000e+00
5.583568819159999919e+01, -1.015579238918490057e-01, 0.000000000000000000e+00, 1.217026031108000075e-02, -2.495402022951575399e-02, 2.235655769729254921e-02, 1.099346776011822686e-03, 7.505417982333588076e-03, -3.029271749404972586e-03, 5.785164099984622249e-02, 9.710934344461838452e-03, -1.431025717436337497e-01, 2.958822327176145045e-02, -9.687211238981210948e-03, 9.933149955352004595e-03, -1.851508883096632530e-01, 0.000000000000000000e+00, -1.253336982533939832e-02, 0.000000000000000000e+00
