# z (m), U (m/s), V (m/s), M (m/s), Theta (K), Ri (1)
2.680717827459999967e+02, 7.999999999999960032e+00, 1.422896966489510057e-13, 7.999999999999960032e+00, 2.666807482400179765e+02, 7.088829029262604378e+24
2.703837136729999884e+02, 7.999999999999955591e+00, 1.549079844619722465e-13, 7.999999999999955591e+00, 2.667038677100119912e+02, 2.103623816771695105e+26
2.727078739579999933e+02, 7.999999999999955591e+00, 1.728242989639234894e-13, 7.999999999999955591e+00, 2.667271094745290156e+02, 7.762137447447749898e+24
2.750443282900000099e+02, 7.999999999999960032e+00, 1.491034667269689842e-13, 7.999999999999960032e+00, 2.667504741804650052e+02, 9.031206037813525299e+24
2.773931417000000010e+02, 7.999999999999960032e+00, 1.376699812838997612e-13, 7.999999999999960032e+00, 2.667739624780149938e+02, 1.946615444186600824e+27
2.797543795639999757e+02, 7.999999999999952927e+00, 1.577189611600522414e-13, 7.999999999999952927e+00, 2.667975750209699868e+02, 5.953521412848295189e+22
2.821281076029999895e+02, 7.999999999999958256e+00, 1.669491945138197586e-13, 7.999999999999958256e+00, 2.668213124665319924e+02, 6.186755565413717351e+22
2.845143918869999879e+02, 7.999999999999958256e+00, 1.616430815853445107e-13, 7.999999999999958256e+00, 2.668451754754950116e+02, 6.228524582810811032e+23
2.869132988320000095e+02, 7.999999999999950262e+00, 1.585794275099272372e-13, 7.999999999999950262e+00, 2.668691647119550225e+02, 8.463681775172654308e+23
2.893248952100000224e+02, 7.999999999999950262e+00, 1.687442808291754919e-13, 7.999999999999950262e+00, 2.668932808435100128e+02, 8.278581453339179960e+24
2.917492481429999884e+02, 7.999999999999960032e+00, 1.785841812397927435e-13, 7.999999999999960032e+00, 2.669175245414460278e+02, 6.676361865519249949e+24
2.941864251090000266e+02, 7.999999999999960032e+00, 1.853188942433022441e-13, 7.999999999999960032e+00, 2.669418964805739733e+02, 1.363822770430565109e+25
2.966364939439999944e+02, 7.999999999999955591e+00, 1.764979166278270070e-13, 7.999999999999955591e+00, 2.669663973394900154e+02, 6.381535019657135653e+22
2.990995228400000201e+02, 7.999999999999955591e+00, 1.641225648946870165e-13, 7.999999999999955591e+00, 2.669910277999870232e+02, 6.156724885267430559e+22
3.015755803519999745e+02, 7.999999999999952927e+00, 1.625176826464292531e-13, 7.999999999999952927e+00, 2.670157885474520185e+02, 2.219080203659557607e+25
3.040647353979999821e+02, 7.999999999999958256e+00, 1.732101837106802454e-13, 7.999999999999958256e+00, 2.670406802709829890e+02, 9.719919835158820243e+24
3.065670572590000234e+02, 7.999999999999958256e+00, 1.749416370362675195e-13, 7.999999999999958256e+00, 2.670657036635830082e+02, 4.914959086874665031e+23
3.090826155830000062e+02, 7.999999999999958256e+00, 1.716580052468922306e-13, 7.999999999999958256e+00, 2.670908594219479824e+02, 3.493942558318672887e+23
3.116114803869999719e+02, 7.999999999999962697e+00, 1.760178749758772660e-13, 7.999999999999962697e+00, 2.671161482459719991e+02, 7.280163855666894376e+24
3.141537220580000280e+02, 7.999999999999958256e+00, 1.720622680106892258e-13, 7.999999999999958256e+00, 2.671415708395530260e+02, 1.860882254985070030e+25
3.167094113539999967e+02, 7.999999999999950262e+00, 1.694436568170657558e-13, 7.999999999999950262e+00, 2.671671279104900236e+02, 5.476579362051811560e+24
3.192786194099999761e+02, 7.999999999999950262e+00, 1.700308167798937534e-13, 7.999999999999950262e+00, 2.671928201699760166e+02, 7.453944465124522285e+24
3.218614177360000213e+02, 7.999999999999950262e+00, 1.676096862460639908e-13, 7.999999999999950262e+00, 2.672186483330009992e+02, 6.414048883294360815e+24
3.244578782190000084e+02, 7.999999999999979572e+00, 8.106842971123374912e-14, 7.999999999999979572e+00, 2.672446131184630076e+02, 3.264385103837582489e+24
3.270680731269999910e+02, 7.999999999999979572e+00, 6.235875958989519164e-14, 7.999999999999979572e+00, 2.672707152490530120e+02, 1.366576852294600139e+24
3.296920751119999977e+02, 7.999999999999960032e+00, 1.590739773190132371e-13, 7.999999999999960032e+00, 2.672969554514800166e+02, 4.144809506022399923e+25
3.323299572089999856e+02, 7.999999999999960032e+00, 1.846402031789332462e-13, 7.999999999999960032e+00, 2.673233344559359921e+02, 6.043470950544467174e+25
3.349817928370000004e+02, 7.999999999999960032e+00, 1.582675718739065029e-13, 7.999999999999960032e+00, 2.673498529966059891e+02, 2.028667762535780735e+27
3.376476558080000245e+02, 7.999999999999960032e+00, 1.577557162085159959e-13, 7.999999999999960032e+00, 2.673765118119119961e+02, 7.034561098135301655e+26
3.403276203209999835e+02, 7.999999999999958256e+00, 1.777284045255427455e-13, 7.999999999999958256e+00, 2.674033116435219881e+02, 6.107942601407347562e+25
3.430217609690000131e+02, 7.999999999999958256e+00, 1.775148833897852645e-13, 7.999999999999958256e+00, 2.674302532375550072e+02, 4.162085826447100115e+26
3.457301527380000152e+02, 7.999999999999960032e+00, 1.486912234332942430e-13, 7.999999999999960032e+00, 2.674573373438989847e+02, 4.056873569838048269e+25
3.484528710129999922e+02, 7.999999999999960032e+00, 1.570522853498320017e-13, 7.999999999999960032e+00, 2.674845647160209978e+02, 7.051771722682695607e+23
3.511899915760000113e+02, 7.999999999999958256e+00, 1.957706892155389922e-13, 7.999999999999958256e+00, 2.675119361120479766e+02, 1.927104911880492365e+23
3.539415906109999810e+02, 7.999999999999960032e+00, 1.849431395212092496e-13, 7.999999999999960032e+00, 2.675394522939840272e+02, 8.100657046106391813e+22
3.567077447039999925e+02, 7.999999999999960032e+00, 1.807518322327259684e-13, 7.999999999999960032e+00, 2.675671140274100139e+02, 1.445090233146533146e+26
3.594885308460000033e+02, 7.999999999999958256e+00, 1.757623051502687715e-13, 7.999999999999958256e+00, 2.675949220820882601e+02, 1.647633792081079954e+25
3.622840264359999765e+02, 7.999999999999969802e+00, 1.301464457415467532e-13, 7.999999999999969802e+00, 2.676228772324780039e+02, 9.319067992860127822e+24
3.650943092819999833e+02, 7.999999999999990230e+00, 4.400752627943170193e-14, 7.999999999999990230e+00, 2.676509802564399934e+02, 5.126177684121537269e+23
3.679194576040000015e+02, 7.999999999999979572e+00, 8.024972212593090079e-14, 7.999999999999979572e+00, 2.676792319360590113e+02, 6.555667034235005598e+23
3.707595500360000074e+02, 7.999999999999960032e+00, 1.762617973704169930e-13, 7.999999999999960032e+00, 2.677076330579620276e+02, 2.437108906963870316e+25
3.736146656270000221e+02, 7.999999999999960032e+00, 1.858265394881527324e-13, 7.999999999999960032e+00, 2.677361844125160246e+02, 1.052170860231908693e+24
3.764848838440000236e+02, 7.999999999999960032e+00, 1.557722565773184749e-13, 7.999999999999960032e+00, 2.677648867946280120e+02, 7.857411715134938468e+23
3.793702845760000173e+02, 7.999999999999960032e+00, 1.561140264619209971e-13, 7.999999999999960032e+00, 2.677937410034219852e+02, 2.540374505261087412e+25
3.822709481329999903e+02, 7.999999999999958256e+00, 1.780282462942045008e-13, 7.999999999999958256e+00, 2.678227478397677714e+02, 2.951501133351010199e+25
3.851869552499999827e+02, 7.999999999999955591e+00, 1.704624523358569881e-13, 7.999999999999955591e+00, 2.678519080954212654e+02, 6.569925299734594567e+25
3.881183870899999988e+02, 7.999999999999955591e+00, 1.699463045875704935e-13, 7.999999999999955591e+00, 2.678812225745717797e+02, 2.395799936514065052e+26
3.910653252440000074e+02, 7.999999999999979572e+00, 8.100863712385309267e-14, 7.999999999999979572e+00, 2.679106925177085259e+02, 1.794311119294257390e+25
3.940278517369999918e+02, 7.999999999999979572e+00, 8.537794864873105087e-14, 7.999999999999979572e+00, 2.679403206036379856e+02, 1.873589126811524752e+24
3.970060490239999922e+02, 7.999999999999979572e+00, 8.410938768117512885e-14, 7.999999999999979572e+00, 2.679701053591879827e+02, 2.930232351163532456e+24
4.000000000000000000e+02, 8.000000000000000000e+00, -5.916456789157579782e-31, 8.000000000000000000e+00, 2.680000058283089857e+02, 2.826329542696264899e+22
