# z (m), U (m/s), V (m/s), M (m/s), Theta (K), Ri (1)
1.402507975800000040e+01, 3.169163704162214934e+00, 2.167128834907880108e+00, 3.839282333753882615e+00, 2.624143791373925296e+02, 8.092613826731540061e-02
1.499318681579999968e+01, 3.235307076477582644e+00, 2.204178620929940102e+00, 3.914800299629802804e+00, 2.624277254519299731e+02, 8.478121996965165552e-02
1.596641484290000079e+01, 3.299558585552582635e+00, 2.239568528644817480e+00, 3.987831938780850294e+00, 2.624407175908929730e+02, 8.849442344006810957e-02
1.694479092759999972e+01, 3.362183601236550246e+00, 2.273481013488795277e+00, 4.058700232757821880e+00, 2.624534081694732208e+02, 9.207430809294317453e-02
1.792834230149999897e+01, 3.423403817059592402e+00, 2.306067190602942851e+00, 4.127674458073801844e+00, 2.624658412426587688e+02, 9.552908140716803720e-02
1.891709634000000051e+01, 3.483406300844825054e+00, 2.337453337758869765e+00, 4.194981330819279819e+00, 2.624780540937275077e+02, 9.886652770981096960e-02
1.991108056359999878e+01, 3.542350338442547653e+00, 2.367745804754144867e+00, 4.260813429594497492e+00, 2.624900785823527372e+02, 1.020939645087392544e-01
2.091032263820000026e+01, 3.600372684905529752e+00, 2.397034773817725117e+00, 4.325335654990629664e+00, 2.625019421761710419e+02, 1.052182212319069943e-01
2.191485037620000043e+01, 3.657591646344017455e+00, 2.425397177217507583e+00, 4.388690247957835133e+00, 2.625136687508227169e+02, 1.082456355369852408e-01
2.292469173710000163e+01, 3.714110289835895085e+00, 2.452898987131062469e+00, 4.451000734016167470e+00, 2.625252792179917378e+02, 1.111820627678037493e-01
2.393987482800000066e+01, 3.770018994101104859e+00, 2.479597031526792339e+00, 4.512375055737222418e+00, 2.625367920238645070e+02, 1.140328947041710089e-01
2.496042790510000131e+01, 3.825397495519584634e+00, 2.505540447709874829e+00, 4.572908084160502540e+00, 2.625482235487097569e+02, 1.168030845214030056e-01
2.598637937370000017e+01, 3.880316543471657553e+00, 2.530771855788362501e+00, 4.632683649686847538e+00, 2.625595884301567366e+02, 1.194971753923222552e-01
2.701775778969999919e+01, 3.934839250173242320e+00, 2.555328313453037570e+00, 4.691776197428264794e+00, 2.625708998269527683e+02, 1.221193308587909948e-01
2.805459185979999859e+01, 3.989022199381297540e+00, 2.579242098417835027e+00, 4.750252146327464509e+00, 2.625821696358607937e+02, 1.246733655257164924e-01
2.909691044250000047e+01, 4.042916363183429951e+00, 2.602541353895412524e+00, 4.808171012648324805e+00, 2.625934086713257329e+02, 1.271627750949425040e-01
3.014474254929999830e+01, 4.096567864831031969e+00, 2.625250624354695361e+00, 4.865586344558192167e+00, 2.626046268153355072e+02, 1.295907650922532572e-01
3.119811734479999998e+01, 4.150018617166944424e+00, 2.647391302738054897e+00, 4.922546504155037361e+00, 2.626158331432109776e+02, 1.319602778256462328e-01
3.225706414799999777e+01, 4.203306859875185708e+00, 2.668982005747435160e+00, 4.979095325493487323e+00, 2.626270360298607329e+02, 1.342740174045417567e-01
3.332161243310000032e+01, 4.256467613891389945e+00, 2.690038890299194740e+00, 5.035272671146847401e+00, 2.626382432400384914e+02, 1.365344727070357533e-01
3.439179183000000251e+01, 4.309533067567512532e+00, 2.710575921559545076e+00, 5.091114905233210308e+00, 2.626494620054400002e+02, 1.387439383040494911e-01
3.546763212540000154e+01, 4.362532906483346906e+00, 2.730605100968982679e+00, 5.146655297475262181e+00, 2.626606990909277783e+02, 1.409045333521510290e-01
3.654916326370000235e+01, 4.415494596075149936e+00, 2.750136660861535187e+00, 5.201924369595470665e+00, 2.626719608516789890e+02, 1.430182186372157549e-01
3.763641534770000163e+01, 4.468443624874257836e+00, 2.769179231167902433e+00, 5.256950193584224884e+00, 2.626832532827569935e+02, 1.450868120465340083e-01
3.872941863909999682e+01, 4.521403714794114848e+00, 2.787739982704667607e+00, 5.311758649704769297e+00, 2.626945820623295162e+02, 1.471120022432077512e-01
3.982820355999999862e+01, 4.574397003342607348e+00, 2.805824750577707416e+00, 5.366373650256660355e+00, 2.627059525895135721e+02, 1.490953609554139803e-01
4.093280069330000259e+01, 4.627444202104855187e+00, 2.823438140730777590e+00, 5.420817334403477794e+00, 2.627173700176717830e+02, 1.510383539465707525e-01
4.204324078369999995e+01, 4.680564734977875396e+00, 2.840583622098905359e+00, 5.475110238334520929e+00, 2.627288392838422624e+02, 1.529423508277227561e-01
4.315955473870000247e+01, 4.733776859058577813e+00, 2.857263606411660106e+00, 5.529271444317902962e+00, 2.627403651348707854e+02, 1.548086338106874904e-01
4.428177362880000345e+01, 4.787097770617075199e+00, 2.873479517354362578e+00, 5.583318711625654629e+00, 2.627519521507175000e+02, 1.566384055016732391e-01
4.540992868949999917e+01, 4.840543698190637123e+00, 2.889231850515247668e+00, 5.637268591826342323e+00, 2.627636047653469973e+02, 1.584327958738590003e-01
4.654405132099999776e+01, 4.894129984491669916e+00, 2.904520225312444914e+00, 5.691136530526632598e+00, 2.627753272855350133e+02, 1.601928684864235009e-01
4.768417308979999802e+01, 4.947871158590907648e+00, 2.919343429916522403e+00, 5.744936957352225093e+00, 2.627871239078767758e+02, 1.619196260386117636e-01
4.883032572949999661e+01, 5.001780999585330179e+00, 2.933699460018539984e+00, 5.798683365657534949e+00, 2.627989987342527343e+02, 1.636140153447797618e-01
4.998254114129999692e+01, 5.055872592780917607e+00, 2.947585552165447265e+00, 5.852388383233702029e+00, 2.628109557859539791e+02, 1.652769317702117435e-01
5.114085139529999680e+01, 5.110158379287325303e+00, 2.960998212281459985e+00, 5.906063835117847383e+00, 2.628229990166554444e+02, 1.669092232297092471e-01
5.230528873130000278e+01, 5.164650199760879801e+00, 2.973933239894105185e+00, 5.959720799417501880e+00, 2.628351323243889510e+02, 1.685116937512864954e-01
5.347588555950000000e+01, 5.219359332937510310e+00, 2.986385748511117377e+00, 6.013369656946141006e+00, 2.628473595626577435e+02, 1.700851066841325143e-01
5.465267446160000020e+01, 5.274296529513354592e+00, 2.998350182530712615e+00, 6.067020135361789634e+00, 2.628596845508085380e+02, 1.716301875897980056e-01
5.583568819159999919e+01, 5.329472041837185259e+00, 3.009820331008960181e+00, 6.120681348390794696e+00, 2.628721110837705055e+02, 1.731476268220354942e-01
5.702495967689999645e+01, 5.384895649811955565e+00, 3.020789338560677439e+00, 6.174361830638106952e+00, 2.628846429412517409e+02, 1.746380818832764803e-01
5.822052201889999878e+01, 5.440576683352355225e+00, 3.031249713631582132e+00, 6.228069568423189040e+00, 2.628972838964764946e+02, 1.761021795062154838e-01
5.942240849419999904e+01, 5.496524041694074825e+00, 3.041193334343800014e+00, 6.281812027019560318e+00, 2.629100377245378013e+02, 1.775405175787284906e-01
6.063065255539999754e+01, 5.552746209800877075e+00, 3.050611452085139952e+00, 6.335596174618332022e+00, 2.629229082104347412e+02, 1.789536668421462529e-01
6.184528783209999858e+01, 5.609251272077500516e+00, 3.059494692986379771e+00, 6.389428503291082251e+00, 2.629358991568492456e+02, 1.803421724552785044e-01
6.306634813160000164e+01, 5.666046923570663196e+00, 3.067833057408807740e+00, 6.443315047195660838e+00, 2.629490143917290084e+02, 1.817065553771667619e-01
6.429386744020000322e+01, 5.723140478810667453e+00, 3.075615917543487399e+00, 6.497261398233742824e+00, 2.629622577757155000e+02, 1.830473136596582617e-01
6.552787992400000405e+01, 5.780538878403030267e+00, 3.082832013202924770e+00, 6.551272719322869698e+00, 2.629756332094780191e+02, 1.843649235715967560e-01
6.676841992980000384e+01, 5.838248693468212736e+00, 3.089469445871929842e+00, 6.605353755430625640e+00, 2.629891446409917535e+02, 1.856598406437847404e-01
6.801552198599999599e+01, 5.896276128011726847e+00, 3.095515671070277808e+00, 6.659508842499938019e+00, 2.630027960728017433e+02, 1.869325006046430038e-01
6.926922080369999435e+01, 5.954627019277150879e+00, 3.100957489064775086e+00, 6.713741914363287933e+00, 2.630165915693250440e+02, 1.881833202080917256e-01
7.052955127760000664e+01, 6.013306836113599729e+00, 3.105781033956100501e+00, 6.768056507721462722e+00, 2.630305352642230332e+02, 1.894126980168037433e-01
7.179654848699999548e+01, 6.072320675375819654e+00, 3.109971761154930014e+00, 6.822455765248060189e+00, 2.630446313678875185e+02, 1.906210150518760083e-01
7.307024769679999565e+01, 6.131673256355772317e+00, 3.113514433250957225e+00, 6.876942436861452457e+00, 2.630588841750815163e+02, 1.918086354280587602e-01
7.435068435830000055e+01, 6.191368913230502535e+00, 3.116393104268434744e+00, 6.931518879191624904e+00, 2.630732980727737527e+02, 1.929759068692539770e-01
7.563789411049999956e+01, 6.251411585492705036e+00, 3.118591102291899730e+00, 6.986187053251719625e+00, 2.630878775482137826e+02, 1.941231612014627517e-01
7.693191278070000294e+01, 6.311804806311006821e+00, 3.120091010436222501e+00, 7.040948520305727598e+00, 2.631026271972822883e+02, 1.952507147556172828e-01
7.823277638599999761e+01, 6.372551688752578158e+00, 3.120874646126000407e+00, 7.095804435910714858e+00, 2.631175517331685114e+02, 1.963588687427265111e-01
7.954052113379999867e+01, 6.433654909777269282e+00, 3.120923038640225133e+00, 7.150755542090839967e+00, 2.631326559954177355e+02, 1.974479095395219874e-01
8.085518342299999972e+01, 6.495116691907854900e+00, 3.120216404869044613e+00, 7.205802157596806978e+00, 2.631479449593974778e+02, 1.985181089517857322e-01
8.217679984529999615e+01, 6.556938782447202740e+00, 3.118734123219869758e+00, 7.260944166174690295e+00, 2.631634237462370152e+02, 1.995697244098152412e-01
8.350540718569999399e+01, 6.619122430086550324e+00, 3.116454705601209518e+00, 7.316181002745363315e+00, 2.631790976332944751e+02, 2.006029991165557691e-01
8.484104242380000471e+01, 6.681668358753130477e+00, 3.113355767402564922e+00, 7.371511637401024331e+00, 2.631949720652090150e+02, 2.016181621419067538e-01
8.618374273499999560e+01, 6.744576738496274260e+00, 3.109413995378689677e+00, 7.426934557082767618e+00, 2.632110526656088041e+02, 2.026154284736900180e-01
8.753354549120000172e+01, 6.807847153181228350e+00, 3.104605113337170152e+00, 7.482447744779038956e+00, 2.632273452495382458e+02, 2.035949990113079811e-01
8.889048826200000519e+01, 6.871478564749747164e+00, 3.098903845516507438e+00, 7.538048656078172094e+00, 2.632438558366852703e+02, 2.045570605054932434e-01
9.025460881559999393e+01, 6.935469273765360043e+00, 3.092283877530720204e+00, 7.593734192874125100e+00, 2.632605906654885075e+02, 2.055017854435730318e-01
9.162594512030000260e+01, 6.999816875913647429e+00, 3.084717814745227216e+00, 7.649500673985949462e+00, 2.632775562082202327e+02, 2.064293318836907254e-01
9.300453534499999364e+01, 7.064518214088025161e+00, 3.076177137937345041e+00, 7.705343802419855948e+00, 2.632947591871414943e+02, 2.073398432231792488e-01
9.439041786059999595e+01, 7.129569325658045464e+00, 3.066632156080050020e+00, 7.761258628977150131e+00, 2.633122065918410044e+02, 2.082334479017547424e-01
9.578363124089999303e+01, 7.194965384452975066e+00, 3.056051956075132026e+00, 7.817239511859102485e+00, 2.633299056978817134e+02, 2.091102590500060199e-01
9.718421426369999949e+01, 7.260700636934640073e+00, 3.044404349247599839e+00, 7.873280071873149488e+00, 2.633478640868920024e+02, 2.099703740383237482e-01
9.859220591209999895e+01, 7.326768331960709979e+00, 3.031655814399429882e+00, 7.929373142786459994e+00, 2.633660896682475254e+02, 2.108138739816374785e-01
1.000076453749999956e+02, 7.393160643479967931e+00, 3.017771437202060092e+00, 7.985510716326059466e+00, 2.633845907025187785e+02, 2.116408231120202599e-01
1.014305720499999950e+02, 7.459868585354155535e+00, 3.002714845703152502e+00, 8.041683881204487960e+00, 2.634033758268619749e+02, 2.124512681495007438e-01
1.028610255400000000e+02, 7.526881917487275864e+00, 2.986448141690607461e+00, 8.097882755542656241e+00, 2.634224540825657641e+02, 2.132452373806049961e-01
1.042990456609999939e+02, 7.594189042307824877e+00, 2.968931827640250098e+00, 8.154096411951192280e+00, 2.634418349450107826e+02, 2.140227398807764969e-01
1.057446724379999949e+02, 7.661776890357092640e+00, 2.950124728998440027e+00, 8.210312794290329563e+00, 2.634615283562577588e+02, 2.147837643928037499e-01
1.071979461070000070e+02, 7.729630793807148237e+00, 2.929983911486029768e+00, 8.266518625193091552e+00, 2.634815447605927261e+02, 2.155282781291312233e-01
1.086589071180000019e+02, 7.797734346470087452e+00, 2.908464593109434837e+00, 8.322699303219060596e+00, 2.635018951433702341e+02, 2.162562254751380086e-01
1.101275961340000009e+02, 7.866069248546892823e+00, 2.885520050586677598e+00, 8.378838788249387548e+00, 2.635225910735044863e+02, 2.169675263979822244e-01
1.116040540340000007e+02, 7.934615134243802714e+00, 2.861101519857570441e+00, 8.434919473635995146e+00, 2.635436447500475197e+02, 2.176620747456189942e-01
1.130883219130000015e+02, 8.003349380023301762e+00, 2.835158090369509942e+00, 8.490922043319962143e+00, 2.635650690533307738e+02, 2.183397362588152535e-01
1.145804410829999966e+02, 8.072246890958023613e+00, 2.807636592828675060e+00, 8.546825311886474097e+00, 2.635868776012124499e+02, 2.190003463140235140e-01
1.160804530749999941e+02, 8.141279862255178301e+00, 2.778481480128550007e+00, 8.602606045189611805e+00, 2.636090848110602565e+02, 2.196437074020740066e-01
1.175883996390000021e+02, 8.210417512519832428e+00, 2.747634701219242359e+00, 8.658238758763333820e+00, 2.636317059681650221e+02, 2.202695861985359826e-01
1.191043227459999940e+02, 8.279625784846652792e+00, 2.715035567712112297e+00, 8.713695490829941548e+00, 2.636547573014040040e+02, 2.208777102485304789e-01
1.206282645910000042e+02, 8.348867011036301022e+00, 2.680620613167540078e+00, 8.768945546051995166e+00, 2.636782560670465045e+02, 2.214677643201472534e-01
1.221602675879999964e+02, 8.418099533609964880e+00, 2.644323445083192503e+00, 8.823955205637250998e+00, 2.637022206417702250e+02, 2.220393858830150002e-01
1.237003743799999995e+02, 8.487277279368280247e+00, 2.606074589779070028e+00, 8.878687398612180814e+00, 2.637266706261102627e+02, 2.225921604284592514e-01
1.252486278330000005e+02, 8.556349276916360935e+00, 2.565801330755115295e+00, 8.933101327953375304e+00, 2.637516269596704888e+02, 2.231256157115260041e-01
1.268050710389999978e+02, 8.625259109562158244e+00, 2.523427541306447530e+00, 8.987152044366332859e+00, 2.637771120497299648e+02, 2.236392152622659890e-01
1.283697473199999877e+02, 8.693944293276629764e+00, 2.478873512730047413e+00, 9.040789959009174481e+00, 2.638031499150700370e+02, 2.241323510276707620e-01
1.299427002269999889e+02, 8.762335567311209772e+00, 2.432055780253577382e+00, 9.093960284636779079e+00, 2.638297663470640373e+02, 2.246043348255647443e-01
1.315239735389999964e+02, 8.830356083053329641e+00, 2.382886949565639512e+00, 9.146602392826206795e+00, 2.638569890904835233e+02, 2.250543883292627501e-01
1.331136112689999891e+02, 8.897920473787820583e+00, 2.331275528126624863e+00, 9.198649072351125611e+00, 2.638848480468092248e+02, 2.254816317652959812e-01
1.347116576619999933e+02, 8.964933784483102741e+00, 2.277125767244720045e+00, 9.250025670590765969e+00, 2.639133755031829764e+02, 2.258850705654662505e-01
1.363181571979999944e+02, 9.031290236676600358e+00, 2.220337523158840476e+00, 9.300649096162713292e+00, 2.639426063906490185e+02, 2.262635800888192494e-01
1.379331545889999973e+02, 9.096871798571594780e+00, 2.160806148423087603e+00, 9.350426656383262980e+00, 2.639725785758841994e+02, 2.266158874075277496e-01
1.395566947890000051e+02, 9.161546524051416895e+00, 2.098422429348500096e+00, 9.399254697224749933e+00, 2.640033331911155301e+02, 2.269405507870362326e-01
1.411888229840000122e+02, 9.225166616761610427e+00, 2.033072591143432195e+00, 9.447017006302996123e+00, 2.640349150074997624e+02, 2.272359348103525079e-01
1.428295846030000007e+02, 9.287566166294254799e+00, 1.964638400323322598e+00, 9.493582930658188701e+00, 2.640673728579337762e+02, 2.275001819906272427e-01
1.444790253140000118e+02, 9.348558491876834964e+00, 1.892997405382277343e+00, 9.538805149813855522e+00, 2.641007601156462670e+02, 2.277311791372745031e-01
1.461371910249999928e+02, 9.407933015337441418e+00, 1.818023372002474769e+00, 9.582517030994337048e+00, 2.641351352353802895e+02, 2.279265176955855010e-01
1.478041278910000074e+02, 9.465451568259837245e+00, 1.739586990714187653e+00, 9.624529476232847713e+00, 2.641705623639197142e+02, 2.280834477914102654e-01
1.494798823069999969e+02, 9.520844018077458060e+00, 1.657556965200512655e+00, 9.664627149964928776e+00, 2.642071120260207522e+02, 2.281988236876032472e-01
1.511645009140000013e+02, 9.573803074493296705e+00, 1.571801631488174866e+00, 9.702563950117236047e+00, 2.642448618900912720e+02, 2.282690401237594813e-01
1.528580306030000031e+02, 9.623978110280196674e+00, 1.482191318621737475e+00, 9.738057554393259707e+00, 2.642838976140370164e+02, 2.282899587494204852e-01
1.545605185089999907e+02, 9.670967801366092687e+00, 1.388601746505510048e+00, 9.770782837094714068e+00, 2.643243137645105207e+02, 2.282568223814325226e-01
1.562720120189999875e+02, 9.714311362720046361e+00, 1.290918877879382309e+00, 9.800363911136990680e+00, 2.643662147902185211e+02, 2.281641582705962457e-01
1.579925587689999986e+02, 9.753478135210077227e+00, 1.189045815688710039e+00, 9.826364508215352345e+00, 2.644097160079172681e+02, 2.280056706086090179e-01
1.597222066470000073e+02, 9.787855278588732943e+00, 1.082912586301362889e+00, 9.848276376530309406e+00, 2.644549445229062599e+02, 2.277741263174572484e-01
1.614610037969999894e+02, 9.816733373170032806e+00, 9.724900062606099960e-01, 9.865505368580574697e+00, 2.645020399444007353e+02, 2.274612450007594822e-01
1.632089986139999951e+02, 9.839289878672630607e+00, 8.578093382417739665e-01, 9.877354950206054696e+00, 2.645511546550782782e+02, 2.270576093534765194e-01
1.649662397520000070e+02, 9.854570737981468653e+00, 7.389901520258561618e-01, 9.883007062791861586e+00, 2.646024532297202541e+02, 2.265526475643502291e-01
1.667327761189999933e+02, 9.861471118741738096e+00, 6.162797872728041915e-01, 9.881500760592565769e+00, 2.646561103315040100e+02, 2.259347084311852383e-01
1.685086568860000114e+02, 9.858717668979700477e+00, 4.901089806377509905e-01, 9.871710096069101326e+00, 2.647123060069372400e+02, 2.251915792483847600e-01
1.702939314799999977e+02, 9.844857293244682950e+00, 3.611699990318785192e-01, 9.852324900573126598e+00, 2.647712166137007443e+02, 2.243109565239175263e-01
1.720886495919999959e+02, 9.818261875052096244e+00, 2.305230101393905273e-01, 9.821841836695757166e+00, 2.648329989238309849e+02, 2.232835116092690142e-01
1.738928611759999967e+02, 9.777167938304032191e+00, 9.974186464463631607e-02, 9.778582184255574461e+00, 2.648977629240557690e+02, 2.221038649510657659e-01
1.757066164469999876e+02, 9.719775576479175783e+00, -2.891551965280072037e-02, 9.720757535992420983e+00, 2.649655306407397575e+02, 2.207813700980067462e-01
1.775299658909999891e+02, 9.644475473532482468e+00, -1.522880711026823042e-01, 9.646651007234915198e+00, 2.650361695871707752e+02, 2.193489484139435064e-01
1.793629602560000080e+02, 9.550189690821664357e+00, -2.662080718139855917e-01, 9.554904287527632434e+00, 2.651093179770725214e+02, 2.178585132147834724e-01
1.812056505600000094e+02, 9.437079838195026937e+00, -3.654295042653595282e-01, 9.445179190041839590e+00, 2.651842703996157979e+02, 2.165032198484894976e-01
1.830580880930000092e+02, 9.306975220815569827e+00, -4.442515115357937860e-01, 9.318597152388939264e+00, 2.652599714471344896e+02, 2.151975824763225076e-01
1.849203244139999924e+02, 9.164568935463819344e+00, -4.973832417619220014e-01, 9.179039728476524829e+00, 2.653349800489634731e+02, 2.147759316961614928e-01
1.867924113560000023e+02, 9.015569471747832964e+00, -5.217451941115059943e-01, 9.031543219734871286e+00, 2.654080013304179602e+02, 2.132014244764452449e-01
1.886744010239999909e+02, 8.867857641810481084e+00, -5.178630374584827223e-01, 8.883713856972855538e+00, 2.654780522904405302e+02, 2.154586081823047228e-01
1.905663458010000113e+02, 8.723841698021653102e+00, -4.880517455611009803e-01, 8.738062016667274889e+00, 2.655458244896419728e+02, 2.090969916270760121e-01
1.924682983470000011e+02, 8.588029206578603691e+00, -4.382051826931272487e-01, 8.599614586818018935e+00, 2.656126550118494833e+02, 2.221527106661810302e-01
1.943803115990000094e+02, 8.454295646448787949e+00, -3.679734822889827450e-01, 8.462565394594188106e+00, 2.656819114500542014e+02, 1.971278287429942544e-01
1.963024387750000130e+02, 8.326582049605583791e+00, -2.845766827339167859e-01, 8.331592547961440332e+00, 2.657558688632424264e+02, 2.456137322005402523e-01
1.982347333740000010e+02, 8.197092384126761999e+00, -1.824473922182650032e-01, 8.199190547980101940e+00, 2.658366348422699730e+02, 1.716614150686845142e-01
2.001772491790000004e+02, 8.065552466590498071e+00, -6.405789552479647375e-02, 8.065818030853719733e+00, 2.659421219037690207e+02, 1.160425200138459623e+00
2.021300402560000009e+02, 8.002792185148265958e+00, -2.936460735129420123e-03, 8.002792765779609852e+00, 2.660174110768659830e+02, 4.524906447391432266e+03
2.040931609589999880e+02, 8.000001545367044997e+00, -1.714818772396117914e-06, 8.000001545367243949e+00, 2.660399573044329600e+02, 1.431134291013491516e+11
2.060666659279999919e+02, 8.000000000118415500e+00, -1.402914833808419132e-10, 8.000000000118415500e+00, 2.660597783624605199e+02, 4.601564842636369101e+19
2.080506100910000100e+02, 7.999999999999960032e+00, 1.359263812742804960e-13, 7.999999999999960032e+00, 2.660796967883767934e+02, 2.568670409748654980e+24
2.100450486690000105e+02, 7.999999999999960032e+00, 1.720893812179887293e-13, 7.999999999999960032e+00, 2.660997164200325074e+02, 1.619072150791852572e+25
2.120500371749999999e+02, 7.999999999999968026e+00, 1.457425417158514964e-13, 7.999999999999968026e+00, 2.661198375842189989e+02, 3.527944729123924832e+23
2.140656314130000055e+02, 7.999999999999964473e+00, 1.460774760000167563e-13, 7.999999999999964473e+00, 2.661400605197247273e+02, 9.947722027073785729e+23
2.160918874850000009e+02, 7.999999999999955591e+00, 1.746831664356979924e-13, 7.999999999999955591e+00, 2.661603853165939881e+02, 8.068144247937172362e+24
2.181288617870000053e+02, 7.999999999999979572e+00, 7.772412496277469318e-14, 7.999999999999979572e+00, 2.661808118076857568e+02, 5.115895989480462148e+24
2.201766110169999990e+02, 7.999999999999979572e+00, 8.378195701367343817e-14, 7.999999999999979572e+00, 2.662013393695577292e+02, 1.062573381512056034e+24
2.222351921700000048e+02, 7.999999999999950262e+00, 1.739747551411092408e-13, 7.999999999999950262e+00, 2.662219665772987582e+02, 1.839782891566830159e+24
2.243046625430000063e+02, 7.999999999999979572e+00, 8.067368198775305896e-14, 7.999999999999979572e+00, 2.662426907566824639e+02, 4.824916424042550080e+23
2.263850797359999945e+02, 7.999999999999979572e+00, 8.341679992987365578e-14, 7.999999999999979572e+00, 2.662635083359052715e+02, 7.764617991584555100e+23
2.284765016549999928e+02, 7.999999999999960032e+00, 1.795186912390127536e-13, 7.999999999999960032e+00, 2.662844197355997835e+02, 2.100699848171577365e+24
2.305789865110000108e+02, 7.999999999999960032e+00, 1.817699071794749838e-13, 7.999999999999960032e+00, 2.663054418403135060e+02, 1.635070443119597647e+24
2.326925928240000019e+02, 7.999999999999950262e+00, 1.696756684741484820e-13, 7.999999999999950262e+00, 2.663266007507135100e+02, 6.353864979173597927e+24
2.348173794219999877e+02, 7.999999999999955591e+00, 1.695144598752817537e-13, 7.999999999999955591e+00, 2.663478991690415114e+02, 5.054650802489223073e+22
2.369534054449999871e+02, 7.999999999999960032e+00, 1.848000995075809942e-13, 7.999999999999960032e+00, 2.663693172469767205e+02, 4.408134093840197249e+22
2.391007303469999954e+02, 7.999999999999958256e+00, 1.783735911363939922e-13, 7.999999999999958256e+00, 2.663908385219464776e+02, 4.006893666601275289e+24
2.412594138940000050e+02, 7.999999999999958256e+00, 1.644298761209384950e-13, 7.999999999999958256e+00, 2.664124575348282065e+02, 5.953755391289094958e+23
2.434295161699999994e+02, 7.999999999999950262e+00, 1.567767800549404775e-13, 7.999999999999950262e+00, 2.664342268905112405e+02, 3.184835698938502458e+23
2.456110975770000096e+02, 7.999999999999960032e+00, 1.651442978910192696e-13, 7.999999999999960032e+00, 2.664561137199314658e+02, 1.223664800723420030e+25
2.478042188340000109e+02, 7.999999999999960032e+00, 1.811168329970167407e-13, 7.999999999999960032e+00, 2.664780649843127094e+02, 1.903333844098234980e+25
2.500089409859999989e+02, 7.999999999999955591e+00, 1.718256733211625170e-13, 7.999999999999955591e+00, 2.665001182439482363e+02, 8.116917577075619793e+24
2.522253253949999987e+02, 7.999999999999960032e+00, 1.723029066115517342e-13, 7.999999999999960032e+00, 2.665222827684249864e+02, 1.353573101982789946e+25
2.544534337519999951e+02, 7.999999999999958256e+00, 1.767823599951520110e-13, 7.999999999999958256e+00, 2.665445638463625073e+02, 4.173662733731402881e+24
2.566933280729999751e+02, 7.999999999999958256e+00, 1.537311489541414897e-13, 7.999999999999958256e+00, 2.665669628921980348e+02, 5.028406514196789804e+24
2.589450707010000201e+02, 7.999999999999960032e+00, 1.486731963075467683e-13, 7.999999999999960032e+00, 2.665894804799594908e+02, 4.002443257533244919e+27
2.612087243099999796e+02, 7.999999999999952927e+00, 1.666941778002115090e-13, 7.999999999999952927e+00, 2.666121171775437801e+02, 2.243242891035506539e+26
2.634843519059999721e+02, 7.999999999999950262e+00, 1.751877190427584791e-13, 7.999999999999950262e+00, 2.666348736125700043e+02, 4.964973633470875579e+24
2.657720168270000158e+02, 7.999999999999960032e+00, 1.588080228671182517e-13, 7.999999999999960032e+00, 2.666577504209680001e+02, 8.170648394866207178e+24
