# z (m), P_K (m^2/s^3), eps(m^2/s^3), G_K (m^2/s^3), D_K (m^2/s^3), P_Theta (K^2/s), eps_Theta (K^2/s), D_Theta (K^2/s)
1.685086568860000114e+02, 7.815644940048471610e-06, 6.234835086476189653e-06, -1.719292458902535160e-06, 5.297497381602897801e-08, 1.531838710235162515e-06, 1.576795140014860171e-06, 1.040970352415950553e-08
1.702939314799999977e+02, 5.803921285457862445e-06, 4.630182379381262950e-06, -1.271764786721831734e-06, 2.828298006232405175e-08, 1.021963452404736803e-06, 1.061050554208024820e-06, 5.519873981500065398e-09
1.720886495919999959e+02, 4.529107327513950344e-06, 3.644101530035269835e-06, -9.965844106191538773e-07, 1.361574204185009776e-08, 7.312767902012037531e-07, 7.641738074511318510e-07, 2.730545011755117353e-09
1.738928611759999967e+02, 3.800729845980465241e-06, 3.038102708218502581e-06, -8.310506013809445216e-07, 7.325109963131444799e-09, 5.765135475635601576e-07, 6.001548396623727384e-07, 1.435022265096281271e-09
1.757066164469999876e+02, 3.276109019845850132e-06, 2.660907079386447520e-06, -7.259744880315329286e-07, 2.950603648192577327e-09, 4.933782677969780133e-07, 5.133767524057667713e-07, 6.466283925761823974e-10
1.775299658909999891e+02, 2.998762144448860006e-06, 2.389281631326127701e-06, -6.530824546412535225e-07, 1.394441469581591706e-09, 4.523248126233944928e-07, 4.666621616303660239e-07, 2.748846661596830074e-10
1.793629602560000080e+02, 2.609810194197970139e-06, 2.130371601226397264e-06, -5.824828972786077039e-07, 7.923110236259062223e-10, 4.225674436769660363e-07, 4.338277126883319803e-07, 1.075959150261567396e-10
1.812056505600000094e+02, 2.347878630563697658e-06, 1.871745203145287516e-06, -5.066854568572944605e-07, -4.307164243691310968e-10, 3.914866582275140228e-07, 4.086425985168274621e-07, -1.077199742899220502e-10
1.830580880930000092e+02, 1.793308297721062391e-06, 1.439550046901117488e-06, -3.963550104607614531e-07, 3.297544020607435004e-09, 3.465107584464517376e-07, 3.517883862154927758e-07, 3.552676977318677571e-10
1.849203244139999924e+02, 1.362511263517880780e-06, 1.120053743188622908e-06, -2.801198411619999764e-07, 1.124238418534063725e-09, 2.862151398593672560e-07, 3.515570250318430000e-07, -1.994301251882304972e-10
1.867924113560000023e+02, 7.081490476064168097e-07, 5.481422827467921596e-07, -1.790436103682887474e-07, 2.877930558714712516e-09, 3.081820941763982872e-07, 2.062454889994864915e-07, 4.212070513707199868e-10
1.886744010239999909e+02, 4.637441154007167619e-10, 2.584637804624132359e-09, -6.964545361454480180e-10, 1.571324818933455380e-11, 4.357081022692125382e-10, 7.093905929801029382e-10, 3.279330705413670041e-12
1.905663458010000113e+02, 8.923420814818358078e-16, 9.346549010474325303e-11, -1.859734230104972422e-11, -1.034843101029659102e-14, 5.073268538052545556e-12, 1.760268599643707673e-11, -9.471741943403791632e-17
1.924682983470000011e+02, 2.934416465969365009e-23, 7.739191757794785510e-11, -1.648970423055882408e-11, -2.988497421049809799e-15, 4.478508664560939180e-12, 1.345401772167957541e-11, 2.237905437255787246e-16
1.943803115990000094e+02, 3.445019401191536145e-31, 7.208949011179686829e-11, -1.536284969361987470e-11, 4.209997738994447473e-16, 4.171677092322791932e-12, 1.252697150492112601e-11, 4.177819493219870193e-17
1.963024387750000130e+02, 1.235847409265300467e-36, 6.696223146317480404e-11, -1.427014370299327597e-11, 3.993636364202919766e-16, 3.874248806136762986e-12, 1.163391859778610094e-11, 3.834248726881724883e-17
1.982347333740000010e+02, 3.538255078500604971e-36, 6.202273083628740117e-11, -1.321743213754785064e-11, 3.736157517496812316e-16, 3.587778513186604979e-12, 1.077380412654297291e-11, 3.585341164079352816e-17
2.001772491790000004e+02, 6.685012749021855606e-36, 5.728462499639459999e-11, -1.220762508462482374e-11, 3.470220253418912284e-16, 3.313050743582634997e-12, 9.948976706009047901e-12, 3.328715896516029664e-17
2.021300402560000009e+02, 2.727737644285967165e-36, 5.276152979785533225e-11, -1.124362416724514187e-11, 3.199828272113105424e-16, 3.050846984107889776e-12, 9.161783063187166072e-12, 3.068052473448830065e-17
2.040931609589999880e+02, 2.076581089275055030e-35, 4.846719547581579953e-11, -1.032835857674988263e-11, 2.929078594200367610e-16, 2.801955026313392635e-12, 8.414590789314237349e-12, 2.807272989678142791e-17
2.060666659279999919e+02, 5.536664110393894493e-37, 4.441577011140440164e-11, -9.464842853680962931e-12, 2.662251045305614802e-16, 2.567185159196732301e-12, 7.709834008651484817e-12, 2.550457838899992856e-17
2.080506100910000100e+02, 1.752377451327926089e-37, 4.062224040289277845e-11, -8.656268656308097384e-12, 2.403945566715469698e-16, 2.347394152037819751e-12, 7.050089304239122018e-12, 2.301995577012755222e-17
2.100450486690000105e+02, 1.402108569287629967e-35, 3.710316512306957747e-11, -7.906162054989273434e-12, 2.159401139530057549e-16, 2.143528083030747151e-12, 6.438202536227389920e-12, 2.066863875146329720e-17
2.120500371749999999e+02, 1.823367335312987492e-36, 3.387791055855719727e-11, -7.218646184023744762e-12, 1.935165367645197534e-16, 1.956692864666342658e-12, 5.877501753910530019e-12, 1.851270134199532700e-17
2.140656314130000055e+02, 2.018295926687799094e-37, 3.097078111165355237e-11, -6.598893030708437319e-12, 1.740544636152832385e-16, 1.788275035026154913e-12, 5.372163985953861991e-12, 1.664031468591957536e-17
2.160918874850000009e+02, 6.601278764220804889e-37, 2.841481470044492548e-11, -6.053932676471437748e-12, 1.590912162651445177e-16, 1.640159606847914991e-12, 4.927868650314937014e-12, 1.519687152749532512e-17
2.181288617870000053e+02, 2.652342777459580176e-35, 2.625884790354392501e-11, -5.594153769947919795e-12, 1.515652638683174808e-16, 1.515131535225964887e-12, 4.553012392954750429e-12, 1.446038098701132406e-17
2.201766110169999990e+02, 2.782129329893927728e-35, 2.458135833102757346e-11, -5.236246795741126723e-12, 1.578506885027277434e-16, 1.417664502261759800e-12, 4.261089611704860671e-12, 1.503539998399374967e-17
2.222351921700000048e+02, 8.139822830925797606e-37, 2.351900564946262288e-11, -5.009258146902702719e-12, 1.932376574793059973e-16, 1.355542615313164918e-12, 4.075612917930254831e-12, 1.838165750836344760e-17
2.243046625430000063e+02, 2.795537704661482481e-36, 2.332723750486882390e-11, -4.967391426429384977e-12, 2.972914238936555004e-16, 1.343300839091097479e-12, 4.040649668449835386e-12, 2.831719123528485123e-17
2.263850797359999945e+02, 4.614750386263768092e-34, 2.450552452772574930e-11, -5.216310374392782615e-12, 5.799940598961689860e-16, 1.409375438250144965e-12, 4.242986481960717446e-12, 5.555240198961351154e-17
2.284765016549999928e+02, 4.453167045559817275e-34, 2.803325225565957703e-11, -5.962877989657567930e-12, 1.387150567635337337e-15, 1.609992780828495012e-12, 4.854791379628445236e-12, 1.335783784282405127e-16
2.305789865110000108e+02, 3.813431446480414783e-35, 3.582132306643677511e-11, -7.613332002331354613e-12, 4.014232952837969718e-15, 2.057027943153980013e-12, 6.213826666598034994e-12, 3.875644041695362728e-16
2.326925928240000019e+02, 4.002077202544207644e-35, 5.185873438902730258e-11, -1.100926288001732654e-11, 1.423687494719790023e-14, 2.979726985479362699e-12, 9.023856881748759111e-12, 1.381048409993247665e-15
2.348173794219999877e+02, 3.427755367696962158e-36, 8.546426233305512249e-11, -1.808574831452509807e-11, 6.249353015119577194e-14, 4.899239499042659759e-12, 1.494134740641017603e-11, 6.155582490910195674e-15
2.369534054449999871e+02, 7.572609967583352902e-35, 1.596932733777782607e-10, -3.350881232547177184e-11, 3.346858739611485462e-13, 9.075323327845252555e-12, 2.819310389850597300e-11, 3.442513618382320473e-14
2.391007303469999954e+02, 5.220744026708822336e-34, 3.292762689047679989e-10, -6.739200970458337501e-11, 2.008024503342759976e-12, 1.823867846567882512e-11, 5.974117271677222463e-11, 2.322526212448880435e-13
2.412594138940000050e+02, 9.097686298227385465e-34, 6.880860133621598262e-10, -1.298905480500642372e-10, 1.009720617041932233e-11, 3.512647138801897815e-11, 1.349932672951920123e-10, 1.501194971499227489e-12
2.434295161699999994e+02, 1.633677515745482342e-34, 1.204870282117525089e-09, -1.779409866742997690e-10, 7.317313088157455726e-12, 4.831606663181708078e-11, 2.798313926301667477e-10, 1.381392420950789969e-12
2.456110975770000096e+02, 3.654709294711525055e-35, 1.510372559921234886e-09, -1.840713242394350078e-10, -1.509014514834097407e-11, 4.979024566089539819e-11, 3.794941917972582800e-10, -2.279189810588499905e-12
2.478042188340000109e+02, 5.912452090290617888e-34, 1.542303714211650186e-09, -1.751841993888790191e-10, -3.919359254111602556e-12, 4.734555612308295344e-11, 3.965345972614732495e-10, -7.243654110620067357e-13
2.500089409859999989e+02, 3.666568579832439922e-34, 1.545462932600215145e-09, -1.733943286711839900e-10, -4.869712584610515683e-13, 4.684212535048314193e-11, 3.987295556104587856e-10, -9.534914445581300228e-14
2.522253253949999987e+02, 3.006344438696634720e-35, 1.546071997117079972e-09, -1.730170247546062430e-10, -1.203345152415579984e-13, 4.673707880235909843e-11, 3.991806752490607416e-10, -2.360299355998757616e-14
2.544534337519999951e+02, 1.279173910904877673e-33, 1.546118740402330107e-09, -1.729906922803860007e-10, -1.006867980317215582e-14, 4.673018249772652815e-11, 3.992172972744865246e-10, -1.946580174791692342e-15
2.566933280729999751e+02, 1.253215701299029929e-33, 1.546113600132012504e-09, -1.729887259391822594e-10, -8.961230052026589151e-17, 4.672988627177542014e-11, 3.992189777510637786e-10, -7.196779203237056914e-17
2.589450707010000201e+02, 1.558035062965079765e-33, 1.546111929891452670e-09, -1.729879205119309948e-10, 9.774255484636591962e-17, 4.672967637158777778e-11, 3.992190568219792654e-10, 1.646168089705432405e-18
2.612087243099999796e+02, 2.612646857188600283e-33, 1.546111918291634863e-09, -1.729878037461505105e-10, 5.069544636444267699e-18, 4.672963373206132182e-11, 3.992190420564438017e-10, 4.032763968865822773e-19
2.634843519059999721e+02, 6.425018112953989678e-35, 1.546111991235757504e-09, -1.729878190453094931e-10, -3.168515529195462721e-18, 4.672963547339482392e-11, 3.992190353285682732e-10, -1.782194271295671461e-21
2.657720168270000158e+02, 9.485760181203456736e-35, 1.546112016055944991e-09, -1.729878236636669923e-10, -1.130375096390497280e-18, 4.672963616648403080e-11, 3.992190356757939823e-10, -4.495662176204392233e-20
2.680717827459999967e+02, 1.170991351324872341e-34, 1.546112023110939897e-09, -1.729878241830702425e-10, -6.535682695329215386e-19, 4.672963616983355006e-11, 3.992190365215612399e-10, -5.646968855036510807e-20
2.703837136729999884e+02, 1.060944867380533592e-34, 1.546112019478107404e-09, -1.729878251546772621e-10, -1.892518514379889884e-19, 4.672963662391339736e-11, 3.992190362296310037e-10, -1.711004207734517387e-20
2.727078739579999933e+02, 2.208338497988783419e-35, 1.546112012692074823e-09, -1.729878252196257261e-10, 2.677482138413077532e-19, 4.672963683856756764e-11, 3.992190355688265010e-10, 2.332370637847177500e-20
2.750443282900000099e+02, 1.007119653418096834e-34, 1.546112010363370113e-09, -1.729878265342132605e-10, 1.889065082594127663e-19, 4.672963737600887408e-11, 3.992190353925452652e-10, 1.460655568567729917e-20
2.773931417000000010e+02, 3.158097891584640039e-34, 1.546112011202574829e-09, -1.729878233042552584e-10, -2.854229126388524983e-20, 4.672963620766490094e-11, 3.992190354718597884e-10, -2.064754329287119817e-21
2.797543795639999757e+02, 1.693355318552182508e-35, 1.546112011564932464e-09, -1.729878269734065128e-10, -1.509164941704097409e-19, 4.672963749894970414e-11, 3.992190355201809915e-10, -1.227083010401002476e-20
2.821281076029999895e+02, 7.512420568011662779e-35, 1.546112009324897586e-09, -1.729878220637232655e-10, -5.343944851898909985e-20, 4.672963582579725550e-11, 3.992190353286357401e-10, -6.737228602392656747e-21
2.845143918869999879e+02, 3.655293509817127491e-35, 1.546112006106402343e-09, -1.729878291396335116e-10, 4.239397319429984946e-19, 4.672963841340165179e-11, 3.992190349272212740e-10, 3.833008439622587722e-20
2.869132988320000095e+02, 3.197723515175324531e-35, 1.546112010385149985e-09, -1.729878222022047513e-10, 8.551373770668692388e-20, 4.672963584226974961e-11, 3.992190354094447202e-10, 4.417798224441588029e-21
2.893248952100000224e+02, 2.176047900908892396e-34, 1.546112016186747474e-09, -1.729878273781900080e-10, -1.501189325440562324e-19, 4.672963750422722631e-11, 3.992190359053707235e-10, -9.775584255846185929e-21
2.917492481429999884e+02, 1.724435624352979921e-33, 1.546112019345240070e-09, -1.729878226509494840e-10, -4.949032354674154835e-19, 4.672963574815462585e-11, 3.992190362816332639e-10, -4.186533654331410077e-20
2.941864251090000266e+02, 9.977921800002812148e-33, 1.546112013504735107e-09, -1.729878249059632580e-10, -1.952778045847957389e-19, 4.672963671596265046e-11, 3.992190357457207294e-10, -1.839419380556540062e-20
2.966364939439999944e+02, 2.234954108779352646e-32, 1.546112004007477447e-09, -1.729878270409342293e-10, 5.765688433572977065e-19, 4.672963773117427632e-11, 3.992190347403172813e-10, 5.013984237311162699e-20
2.990995228400000201e+02, 1.764409065740710074e-33, 1.546112005203497481e-09, -1.729878248100232575e-10, 4.387211903739009574e-19, 4.672963691092607707e-11, 3.992190348908227421e-10, 3.520805197134075193e-20
3.015755803519999745e+02, 1.740419763303110157e-33, 1.546112014641479792e-09, -1.729878262808382746e-10, -1.510268334294607519e-19, 4.672963716171616879e-11, 3.992190357773512371e-10, -1.029007334237273275e-20
3.040647353979999821e+02, 2.843828929884362718e-34, 1.546112021283915059e-09, -1.729878219969882465e-10, -7.463436194280398003e-19, 4.672963546672185452e-11, 3.992190365127397722e-10, -6.581126981336652461e-20
3.065670572590000234e+02, 1.794344693588900239e-33, 1.546112013597534845e-09, -1.729878259158527392e-10, 1.274354654635004918e-19, 4.672963705890959985e-11, 3.992190356504909410e-10, 1.191466136322282557e-20
3.090826155830000062e+02, 8.953154672574641455e-34, 1.546112008360529896e-09, -1.729878274294939985e-10, 4.848438051517672177e-19, 4.672963773823877356e-11, 3.992190350988555125e-10, 4.446627143602490086e-20
3.116114803869999719e+02, 1.167978287207366263e-35, 1.546112012648317589e-09, -1.729878224774440078e-10, -4.358960073240654978e-19, 4.672963588462417578e-11, 3.992190357043309897e-10, -4.066575799406362719e-20
3.141537220580000280e+02, 1.480479452211597594e-34, 1.546112008274707426e-09, -1.729878254330084939e-10, -8.196708787583910890e-20, 4.672963704852324866e-11, 3.992190352205422592e-10, -6.687387869884884656e-21
3.167094113539999967e+02, 6.888589017692934806e-36, 1.546112002233472611e-09, -1.729878262081545087e-10, 4.719929540593687349e-19, 4.672963748774722296e-11, 3.992190345805205143e-10, 4.126178125411747512e-20
3.192786194099999761e+02, 1.365842262075423588e-35, 1.546112005727387359e-09, -1.729878250958874939e-10, 1.259935048738220068e-19, 4.672963700219109833e-11, 3.992190349827502187e-10, 8.136747172414101909e-21
3.218614177360000213e+02, 3.372405906195947165e-36, 1.546112011786549866e-09, -1.729878248815037600e-10, -3.288290988957307514e-20, 4.672963674660567257e-11, 3.992190354997550070e-10, -7.304292959588017867e-22
3.244578782190000084e+02, 1.593142620973084975e-35, 1.546112017223005018e-09, -1.729878252789770207e-10, -3.112892490000245108e-19, 4.672963673899554631e-11, 3.992190360727602331e-10, -2.698504611580172518e-20
3.270680731269999910e+02, 1.587383281435089997e-33, 1.546112016175714953e-09, -1.729878229599607413e-10, -5.041604666574072623e-20, 4.672963594448189881e-11, 3.992190359500207439e-10, -6.083849874313870184e-21
3.296920751119999977e+02, 2.245160933463732545e-33, 1.546112014040132514e-09, -1.729878291066187429e-10, 3.258545453075077215e-19, 4.672963816703562572e-11, 3.992190356091982399e-10, 3.309417627953379942e-20
3.323299572089999856e+02, 4.308848245549445036e-35, 1.546112018919499928e-09, -1.729878215560474977e-10, -4.905240938049284320e-19, 4.672963538071015393e-11, 3.992190363122545079e-10, -4.663205787348034721e-20
3.349817928370000004e+02, 2.629192900859920075e-33, 1.546112013177400093e-09, -1.729878253667377559e-10, 5.910542345418987580e-20, 4.672963687823799952e-11, 3.992190356265005319e-10, 6.331067700972927875e-21
3.376476558080000245e+02, 2.096431831800250039e-33, 1.546112008716217560e-09, -1.729878283402264962e-10, 2.612940913541569700e-19, 4.672963805314715008e-11, 3.992190351528477624e-10, 2.625359958807492387e-20
3.403276203209999835e+02, 5.665029291399985206e-35, 1.546112010043454909e-09, -1.729878198747387444e-10, -3.713868920764062522e-19, 4.672963504465674682e-11, 3.992190355242524779e-10, -3.850557444643962635e-20
3.430217609690000131e+02, 1.444952768785742583e-35, 1.546112003008170062e-09, -1.729878300797132401e-10, 5.558991518961939859e-19, 4.672963883130962115e-11, 3.992190346024367681e-10, 5.072208970369524807e-20
3.457301527380000152e+02, 1.434643972809620173e-34, 1.546112008487802387e-09, -1.729878238883055169e-10, 1.290967454091030120e-19, 4.672963648834282473e-11, 3.992190351826050163e-10, 1.212058909512209998e-20
3.484528710129999922e+02, 2.406327894298422758e-34, 1.546112016946164831e-09, -1.729878232526957466e-10, -6.634806015954043403e-19, 4.672963604009402560e-11, 3.992190361416582776e-10, -5.946000855542207225e-20
3.511899915760000113e+02, 3.815160400948730542e-35, 1.546112010161714853e-09, -1.729878252917089847e-10, 1.786561072114990007e-19, 4.672963693761412249e-11, 3.992190353399672356e-10, 1.580143229279722549e-20
3.539415906109999810e+02, 3.219024806056162699e-33, 1.546112007502282448e-09, -1.729878278086749872e-10, 6.070484794169142826e-19, 4.672963789519925455e-11, 3.992190350014907192e-10, 5.442056435791052928e-20
3.567077447039999925e+02, 3.239915440091508106e-33, 1.546112019110682461e-09, -1.729878240541277260e-10, -4.360295679915573002e-19, 4.672963625814437977e-11, 3.992190363114987750e-10, -3.973338762666065077e-20
3.594885308460000033e+02, 1.696780043889489991e-34, 1.546112020399337625e-09, -1.729878216627797495e-10, -3.233136745820582306e-19, 4.672963536843412156e-11, 3.992190363852114760e-10, -2.881934135286682216e-20
3.622840264359999765e+02, 8.102180103464564207e-34, 1.546112013932100038e-09, -1.729878309318967566e-10, 4.925736744248387098e-19, 4.672963881391915043e-11, 3.992190355739847476e-10, 4.679586665429597537e-20
3.650943092819999833e+02, 1.929655695870617625e-33, 1.546112019439765101e-09, -1.729878206540637532e-10, -2.456372312896394920e-19, 4.672963504226317694e-11, 3.992190363272485007e-10, -2.456485311596802539e-20
3.679194576040000015e+02, 1.985156840217987528e-32, 1.546112018909809921e-09, -1.729878269395727578e-10, -1.877262501922052450e-19, 4.672963727631527012e-11, 3.992190362080697139e-10, -1.548383081637002343e-20
3.707595500360000074e+02, 2.028506934948507578e-32, 1.546112013732799968e-09, -1.729878247074132603e-10, -4.697105538839457941e-20, 4.672963662467459739e-11, 3.992190356440577506e-10, 2.495980274743024776e-21
3.736146656270000221e+02, 2.205650031254865126e-35, 1.546112007439900209e-09, -1.729878231812277553e-10, -3.714244464744642580e-19, 4.672963630730655408e-11, 3.992190354214367712e-10, -2.276578978395185112e-20
3.764848838440000236e+02, 2.084806532367580437e-36, 1.546111991827777493e-09, -1.729878249356149946e-10, 1.766599086988074903e-18, 4.672963748303204789e-11, 3.992190348682062283e-10, 8.716234178545335137e-20
3.793702845760000173e+02, 9.210099963667155610e-37, 1.546112020345704888e-09, -1.729878492621997438e-10, 1.140319483478652529e-17, 4.672964490686687378e-11, 3.992190343156004652e-10, 3.273435206663282793e-19
3.822709481329999903e+02, 1.988155588402607543e-34, 1.546112334992834868e-09, -1.729879445619125183e-10, 5.903971881660072202e-18, 4.672966412366337527e-11, 3.992190165858340149e-10, -3.560344133133682741e-19
3.851869552499999827e+02, 1.396099753921169927e-33, 1.546112799213752640e-09, -1.729876711380795228e-10, -3.095120403776404869e-16, 4.672954127645375453e-11, 3.992189519294655415e-10, -1.273351782357874941e-17
3.881183870899999988e+02, 7.650717333889690630e-36, 1.546105293137947556e-09, -1.729836111943687585e-10, -1.492331633445942474e-15, 4.672841472829329512e-11, 3.992190745830589996e-10, -5.534291058491552726e-17
3.910653252440000074e+02, 2.654916406534357452e-33, 1.546058654801655158e-09, -1.729750611605307270e-10, 2.019011705303827543e-15, 4.672739984306647488e-11, 3.992204899046687308e-10, 2.268927046433552264e-16
3.940278517369999918e+02, 5.379158743688954674e-35, 1.546065497422455198e-09, -1.730321632252720002e-10, 4.132883524333112663e-14, 4.674863846144812891e-11, 3.992313861645269858e-10, 3.109420795698852470e-15
3.970060490239999922e+02, 4.030074833432407902e-33, 1.547192041029309949e-09, -1.733597654804450044e-10, -1.773954471160087553e-15, 4.683118730565955537e-11, 3.993264836518687528e-10, -2.174171379524900122e-16
4.000000000000000000e+02, 1.587779422833665123e-32, 1.548272797137112528e-09, -1.737367855381644929e-10, 6.468284823853324814e-09, 4.693195576653762756e-11, 3.994120673232815232e-10, 2.284006102136012710e-07
