# z (m), K (m^2/s^2), Kth (K^2), uw (m^2/s^2), vw (m^2/s^2), uv (m^2/s^2), uu (m^2/s^2), vv (m^2/s^2), ww (m^2/s^2), ut (mK/s), vt (mK/s), wt (mK/s)
1.306206672379999922e+01, 2.314661677738199808e-01, 5.447886869386042198e-03, -5.277200785445662623e-02, -3.030272992874260066e-02, 2.737943586251009864e-02, 2.079898945339022642e-01, 1.760294724869637673e-01, 7.891296862940939960e-02, 1.079942846425887421e-02, 6.200721956732942186e-03, -1.331467618791805016e-02
1.402507975800000040e+01, 2.312050310227249938e-01, 5.510291561103425502e-03, -5.247572802008391990e-02, -2.963812255770547494e-02, 2.727564547168189954e-02, 2.087433756580554800e-01, 1.758544791640632710e-01, 7.781220732724880573e-02, 1.096465305619715065e-02, 6.192243593236040206e-03, -1.321769673847305107e-02
1.499318681579999968e+01, 2.309167422080912746e-01, 5.572116718086475053e-03, -5.217289455188325181e-02, -2.897886444216540153e-02, 2.715364289465747524e-02, 2.094470309914069905e-01, 1.756410492795200118e-01, 7.674540425037298941e-02, 1.112688142506719838e-02, 6.179712909188707359e-03, -1.312034732804152545e-02
1.596641484290000079e+01, 2.305991053851110251e-01, 5.633195940198742341e-03, -5.186370185925862769e-02, -2.832476435369225137e-02, 2.701336949199517612e-02, 2.100992746963917246e-01, 1.753883298321484985e-01, 7.571060634791595967e-02, 1.128595341869317349e-02, 6.163066509633762305e-03, -1.302262771033102506e-02
1.694479092759999972e+01, 2.302501637312865113e-01, 5.693400945219032755e-03, -5.154831947522627716e-02, -2.767566522215982733e-02, 2.685480864071747298e-02, 2.106986898478672432e-01, 1.750956780284619874e-01, 7.470595969351308263e-02, 1.144171676694942519e-02, 6.142255326142337206e-03, -1.292453789995800031e-02
1.792834230149999897e+01, 2.298681800515909868e-01, 5.752630373833006981e-03, -5.122689651851806969e-02, -2.703143847289517579e-02, 2.667799275675882334e-02, 2.112440333444902674e-01, 1.747626419236925077e-01, 7.372968494322119926e-02, 1.159402985296342607e-02, 6.117244707693999736e-03, -1.282607813987235099e-02
1.891709634000000051e+01, 2.294516207869687352e-01, 5.810802348054245475e-03, -5.089956519569459326e-02, -2.639197956105722442e-02, 2.648300480993047781e-02, 2.117342337165577515e-01, 1.743889418967107530e-01, 7.278006606976569759e-02, 1.174276292187129839e-02, 6.088013788178848334e-03, -1.272724887553102445e-02
1.991108056359999878e+01, 2.289991416904925137e-01, 5.867849411516355349e-03, -5.056644359087464347e-02, -2.575720440858069935e-02, 2.626997649708267407e-02, 2.121683840060649695e-01, 1.739744529068595058e-01, 7.185544657795235601e-02, 1.188779828354737632e-02, 6.054554454547817106e-03, -1.262805073355990036e-02
2.091032263820000026e+01, 2.285095743068507324e-01, 5.923715014432177212e-03, -5.022763791734741884e-02, -2.512704653215945202e-02, 2.603908450926945006e-02, 2.125457314357917515e-01, 1.735191876449162507e-01, 7.095422964360439955e-02, 1.202902988512905003e-02, 6.016870124754107770e-03, -1.252848450533920049e-02
2.191485037620000043e+01, 2.279819129042197356e-01, 5.978351020356929488e-03, -4.988324435579657296e-02, -2.450145470532234804e-02, 2.579054583951182270e-02, 2.128656651791097643e-01, 1.730232807169397591e-01, 7.007488002364539725e-02, 1.216636250651360017e-02, 5.974974467747915137e-03, -1.242855113416875025e-02
2.292469173710000163e+01, 2.274153017700807633e-01, 6.031715901588500031e-03, -4.953335057252089557e-02, -2.388039104004217178e-02, 2.552461277177447280e-02, 2.131277032450912545e-01, 1.724869739791665135e-01, 6.921592642772952941e-02, 1.229971075739147608e-02, 5.928890151763411762e-03, -1.232825170496329968e-02
2.393987482800000066e+01, 2.268090229024997406e-01, 6.083773406893155239e-03, -4.917803698436983006e-02, -2.326382939937025190e-02, 2.524156794595405068e-02, 2.133314791899212359e-01, 1.719106030885237668e-01, 6.837596363888037709e-02, 1.242899799259082269e-02, 5.878647670613164691e-03, -1.222758743665590050e-02
2.496042790510000131e+01, 2.261624841769672434e-01, 6.134491558994191809e-03, -4.881737782247980162e-02, -2.265175407406855301e-02, 2.494171974487667531e-02, 2.134767291652144849e-01, 1.712945852899227517e-01, 6.755365401155402627e-02, 1.255415522449564864e-02, 5.824284275852429325e-03, -1.212655967655359816e-02
2.598637937370000017e+01, 2.254752080734169772e-01, 6.183841886182470104e-03, -4.845144203595130178e-02, -2.204415867355230194e-02, 2.462539814078942499e-02, 2.135632796393307498e-01, 1.706394084197560002e-01, 6.674772820086755099e-02, 1.267512008211294991e-02, 5.765843027333777265e-03, -1.202516989567809814e-02
2.701775778969999919e+01, 2.247468210354452711e-01, 6.231798823095132181e-03, -4.808029406301084913e-02, -2.144104518818537586e-02, 2.429295105692460058e-02, 2.135910359933179681e-01, 1.699456210760965091e-01, 6.595698511489375693e-02, 1.279183584604970045e-02, 5.703371963863224960e-03, -1.192341968619994863e-02
2.805459185979999859e+01, 2.239770435135410021e-01, 6.278339235878839866e-03, -4.770399449698105310e-02, -2.084242319412062464e-02, 2.394474125802062425e-02, 2.135599721002007512e-01, 1.692138238842797460e-01, 6.518029115625342818e-02, 1.290425057356475030e-02, 5.636923389449112129e-03, -1.182131075900747473e-02
2.909691044250000047e+01, 2.231656807205344983e-01, 6.323442040322472223e-03, -4.732260066397719900e-02, -2.024830917373977510e-02, 2.358114374757847714e-02, 2.134701209251295140e-01, 1.684446617749639774e-01, 6.441657885480060741e-02, 1.301231631967197586e-02, 5.566553266989324872e-03, -1.171884494246270073e-02
3.014474254929999830e+01, 2.223126141095390085e-01, 6.367087890796307818e-03, -4.693616712707132654e-02, -1.965872593182512590e-02, 2.320254363282049995e-02, 2.133215661358662252e-01, 1.676388171875747568e-01, 6.366484500957562964e-02, 1.311598845292482468e-02, 5.492320709100322051e-03, -1.161602418213684984e-02
3.119811734479999998e+01, 2.214177935658302454e-01, 6.409258923855777612e-03, -4.654474613209619999e-02, -1.907370209313287435e-02, 2.280933441252972621e-02, 2.131144346833725167e-01, 1.667970041075279852e-01, 6.292414845475492735e-02, 1.321522506068232433e-02, 5.414287555251189044e-03, -1.151285054015222485e-02
3.225706414799999777e+01, 2.204812302915819811e-01, 6.449938544798210563e-03, -4.614838800037102812e-02, -1.849327166541957571e-02, 2.240191663435597488e-02, 2.128488902919707659e-01, 1.659199628524335168e-01, 6.219360755275549907e-02, 1.330998643808662535e-02, 5.332518024736754812e-03, -1.140932619627529898e-02
3.332161243310000032e+01, 2.195029903540595129e-01, 6.489111248500654613e-03, -4.574714148134902125e-02, -1.791747366005747716e-02, 2.198069687273530165e-02, 2.125251277854690035e-01, 1.650084555225702354e-01, 6.147239751402180236e-02, 1.340023465030710029e-02, 5.247078434562714444e-03, -1.130545344775474997e-02
3.439179183000000251e+01, 2.184831888613749939e-01, 6.526762467874189233e-03, -4.534105405937977062e-02, -1.734635175643952504e-02, 2.154608697683454629e-02, 2.121433681760187540e-01, 1.640632620478024994e-01, 6.075974761276625724e-02, 1.348593316081942578e-02, 5.158036973406410555e-03, -1.120123471031490153e-02
3.546763212540000154e+01, 2.174219847181022292e-01, 6.562878444973632014e-03, -4.493017227712949729e-02, -1.677995402497869937e-02, 2.109850360469382735e-02, 2.117038545292927454e-01, 1.630851767198292501e-01, 6.005493830076491513e-02, 1.356704654244882471e-02, 5.065463532901529412e-03, -1.109667252327592446e-02
3.654916326370000235e+01, 2.163195759245702399e-01, 6.597446120678736835e-03, -4.451454192352742589e-02, -1.621833264180164852e-02, 2.063836780529850271e-02, 2.112068481960440169e-01, 1.620750052437462396e-01, 5.935729852282985164e-02, 1.364354017415102434e-02, 4.969429554113290876e-03, -1.099176954289834973e-02
3.763641534770000163e+01, 2.151761953806125005e-01, 6.630453040011995147e-03, -4.409420834240325437e-02, -1.566154368866590207e-02, 2.016610495167422273e-02, 2.106526259286999880e-01, 1.610335621080664914e-01, 5.866620283768847477e-02, 1.371538006801237622e-02, 4.870007942009935316e-03, -1.088652855226934953e-02
3.872941863909999682e+01, 2.139921071425290033e-01, 6.661887270627839600e-03, -4.366921661556077278e-02, -1.510964693655924944e-02, 1.968214467337022627e-02, 2.100414772581900014e-01, 1.599616683586077559e-01, 5.798106878119747842e-02, 1.378253267545929972e-02, 4.767272985809012029e-03, -1.078095245943102437e-02
3.982820355999999862e+01, 2.127676030966819953e-01, 6.691737332329446633e-03, -4.323961177390272387e-02, -1.456270566789084897e-02, 1.918692094651434921e-02, 2.093737023874555070e-01, 1.588601496458137696e-01, 5.730135427269574672e-02, 1.384496474892154931e-02, 4.661300312351257871e-03, -1.067504429986440052e-02
4.093280069330000259e+01, 2.115030000120954878e-01, 6.719992136093574930e-03, -4.280543898726977409e-02, -1.402078651488844994e-02, 1.868087226378692400e-02, 2.086496104567250043e-01, 1.577298345366839882e-01, 5.662655514300503345e-02, 1.390264322936677482e-02, 4.552166859048911718e-03, -1.056880723890795022e-02
4.204324078369999995e+01, 2.101986369348785022e-01, 6.746640931176358172e-03, -4.236674374260805676e-02, -1.348395931403422419e-02, 1.816444187406027547e-02, 2.078695181478164844e-01, 1.565715530494697361e-01, 5.595620278427754224e-02, 1.395553515901840069e-02, 4.439950864159514579e-03, -1.046224457441775023e-02
4.315955473870000247e+01, 2.088548728919225050e-01, 6.771673259239482934e-03, -4.192357201249610060e-02, -1.295229697468964873e-02, 1.763807807643702485e-02, 2.070337485855962556e-01, 1.553861353803147605e-01, 5.528986192928637966e-02, 1.400360761483372338e-02, 4.324731871367464356e-03, -1.035535973900265048e-02
4.428177362880000345e+01, 2.074720848722747535e-01, 6.795078914457532669e-03, -4.147597041569880266e-02, -1.242587536036920091e-02, 1.710223455829785327e-02, 2.061426305048787433e-01, 1.541744107932815078e-01, 5.462712855725115196e-02, 1.404682766140455050e-02, 4.206590746933452224e-03, -1.024815630279524853e-02
4.540992868949999917e+01, 2.060506660588544980e-01, 6.816847908906560269e-03, -4.102398636958060063e-02, -1.190477317967682594e-02, 1.655737076385087325e-02, 2.051964976482837377e-01, 1.529372066505909900e-01, 5.396762792917142448e-02, 1.408516231928390143e-02, 4.085609706669999890e-03, -1.014063797609077514e-02
4.654405132099999776e+01, 2.045910242850885186e-01, 6.836970442494797254e-03, -4.056766823775722480e-02, -1.138907188765767541e-02, 1.600395228890909988e-02, 2.041956883730992600e-01, 1.516753475608807467e-01, 5.331101274597604966e-02, 1.411857854839282389e-02, 3.961872352116630087e-03, -1.003280861257752239e-02
4.768417308979999802e+01, 2.030935806924875076e-01, 6.855436876817552934e-03, -4.010706547193442634e-02, -1.087885559423392573e-02, 1.544245129020145081e-02, 2.031405454374047570e-01, 1.503896546266167422e-01, 5.265696143014332586e-02, 1.414704324254782535e-02, 3.835463713391574873e-03, -9.924672212041737301e-03
4.883032572949999661e+01, 2.015587685694559816e-01, 6.872237712544179700e-03, -3.964222875037284877e-02, -1.037421098006456252e-02, 1.487334690654947521e-02, 2.020314159508012630e-01, 1.490809447744884941e-01, 5.200517652219310144e-02, 1.417052323550830120e-02, 3.706470298465510023e-03, -9.816232923550381392e-03
4.998254114129999692e+01, 1.999870323518845028e-01, 6.887363569788499881e-03, -3.917321011221275295e-02, -9.875227218259043094e-03, 1.429712568539529861e-02, 2.008686514689275171e-01, 1.477500301547322592e-01, 5.135538318803242741e-02, 1.418898531633407470e-02, 3.574980147553909800e-03, -9.707495048772947499e-03
5.114085139529999680e+01, 1.983788267686220075e-01, 6.900805171146487046e-03, -3.870006308995287136e-02, -9.381995901183961400e-03, 1.371428201079792457e-02, 1.996526082182764894e-01, 1.463977175951345078e-01, 5.070732783108162361e-02, 1.420239625344287687e-02, 3.441082891827262902e-03, -9.598463045335440050e-03
5.230528873130000278e+01, 1.967346161173095243e-01, 6.912553327094467931e-03, -3.822284283933544830e-02, -8.894610971671674388e-03, 1.312531852882407521e-02, 1.983836474358949831e-01, 1.450248081003439882e-01, 5.006077680492905524e-02, 1.421072282566470009e-02, 3.304869815714889941e-03, -9.489141529992847768e-03
5.347588555950000000e+01, 1.950548736567264685e-01, 6.922598923411884576e-03, -3.774160626761210308e-02, -8.413168657956668697e-03, 1.253074656845307513e-02, 1.970621358170332460e-01, 1.436320963856887456e-01, 4.941551521655660612e-02, 1.421393186126372436e-02, 3.166433922634227446e-03, -9.379535282609121477e-03
5.465267446160000020e+01, 1.933400811035997369e-01, 6.930932910416210194e-03, -3.725641216175317599e-02, -7.937767411796692318e-03, 1.193108655393329900e-02, 1.956884460564552453e-01, 1.422203704360960053e-01, 4.877134581972619731e-02, 1.421199028231367664e-02, 3.025870003123327500e-03, -9.269649249373587349e-03
5.583568819159999919e+01, 1.915907282232655051e-01, 6.937546293787534395e-03, -3.676732131458427394e-02, -7.468507848877228156e-03, 1.132686840712110107e-02, 1.942629574792072433e-01, 1.407904110842267409e-01, 4.812808798740772498e-02, 1.420486515583190001e-02, 2.883274705526950137e-03, -9.159488546965860109e-03
5.702495967689999645e+01, 1.898073125048514997e-01, 6.942430126799346499e-03, -3.627439665231430022e-02, -7.005492691499019819e-03, 1.071863193707217263e-02, 1.927860567506717582e-01, 1.393429915990457291e-01, 4.748557676350782103e-02, 1.419252374949467321e-02, 2.738746608453739885e-03, -9.049058465914697896e-03
5.822052201889999878e+01, 1.879903389122954960e-01, 6.945575503771000449e-03, -3.577770336129872109e-02, -6.548826712760917775e-03, 1.010692721600789552e-02, 1.912581386650479831e-01, 1.378788772802105045e-01, 4.684366198204797244e-02, 1.417493359401019934e-02, 2.592386295326884818e-03, -8.938364475151295771e-03
5.942240849419999904e+01, 1.861403197036607393e-01, 6.946973554598985176e-03, -3.527730901566714788e-02, -6.098616681722885888e-03, 9.492314937953265364e-03, 1.896796070006125101e-01, 1.363988250522235046e-01, 4.620220745637605014e-02, 1.415206254895612532e-02, 2.444296430084697339e-03, -8.827412225558904646e-03
6.063065255539999754e+01, 1.842577743122985057e-01, 6.946615440253002191e-03, -3.477328370635994481e-02, -5.654971309498805013e-03, 8.875366760378269881e-03, 1.880508754454485176e-01, 1.349035830531619962e-01, 4.556109022703697803e-02, 1.412387887500229922e-02, 2.294581834570329909e-03, -8.716207554488628745e-03
6.184528783209999858e+01, 1.823432292840160007e-01, 6.944492349104169210e-03, -3.426570017034873128e-02, -5.218001195386789970e-03, 8.256665625186714735e-03, 1.863723685839687449e-01, 1.333938902152465023e-01, 4.492019986901075318e-02, 1.409035130986177609e-02, 2.143349566916749778e-03, -8.604756489853024326e-03
6.306634813160000164e+01, 1.803972182648727329e-01, 6.940595493970073103e-03, -3.375463392289742431e-02, -4.787818773315167219e-03, 7.636806058903017336e-03, 1.846445229468015037e-01, 1.318704758309607594e-01, 4.427943785130868115e-02, 1.405144914983494885e-02, 1.990709001192147304e-03, -8.493065254559041544e-03
6.429386744020000322e+01, 1.784202820349762297e-01, 6.934916109801009601e-03, -3.324016339007085374e-02, -4.364538257404531989e-03, 7.016394448837777291e-03, 1.828677881192382337e-01, 1.303340591035790086e-01, 4.363871694557842906e-02, 1.400714233605867415e-02, 1.836771907954489868e-03, -8.381140271223009794e-03
6.552787992400000405e+01, 1.764129685846889950e-01, 6.927445451932452355e-03, -3.272237004474105176e-02, -3.948275587138872465e-03, 6.396049294163375087e-03, 1.810426279067610111e-01, 1.287853486772827516e-01, 4.299796068288332107e-02, 1.395740154512039970e-02, 1.681652535698322567e-03, -8.268988166433940967e-03
6.676841992980000384e+01, 1.743758332295929914e-01, 6.918174794793810652e-03, -3.220133854429695075e-02, -3.539148371291802632e-03, 5.776401429822247691e-03, 1.791695215592609969e-01, 1.272250421451209812e-01, 4.235710285144907161e-02, 1.390219828534877515e-02, 1.525467693244839974e-03, -8.156615775706374874e-03
6.801552198599999599e+01, 1.723094387609582223e-01, 6.907095431013055356e-03, -3.167715687078870301e-02, -3.137275830364672120e-03, 5.158094220859659775e-03, 1.772489650510397641e-01, 1.256538255318810082e-01, 4.171608703472704655e-02, 1.384150499797459979e-02, 1.368336832886507320e-03, -8.044030148415759474e-03
6.926922080369999435e+01, 1.702143556291760007e-01, 6.894198670859805027e-03, -3.114991647511872533e-02, -2.742778737332602496e-03, 4.541783724999662493e-03, 1.752814724169334815e-01, 1.240723727485467526e-01, 4.107486618768119851e-02, 1.377529516342217500e-02, 1.210382134217417426e-03, -7.931238552563720651e-03
7.052955127760000664e+01, 1.680911621580122584e-01, 6.879475841960147782e-03, -3.061971242304292393e-02, -2.355779356148902590e-03, 3.928138821091427778e-03, 1.732675771453184854e-01, 1.224813450181672370e-01, 4.043340224641925329e-02, 1.370354341330469981e-02, 1.051728588732680917e-03, -7.818248480051970262e-03
7.179654848699999548e+01, 1.659404447876677569e-01, 6.862918289212377107e-03, -3.008664354551097639e-02, -1.976401377869077634e-03, 3.317841300711684913e-03, 1.712078336278722579e-01, 1.208813902694307607e-01, 3.979166577097622420e-02, 1.362622564800109945e-02, 8.925040850430928123e-04, -7.705067651860064530e-03
7.307024769679999565e+01, 1.637627983451582503e-01, 6.844517374864489759e-03, -2.955081259267910293e-02, -1.604769853924182480e-03, 2.711585920083942926e-03, 1.691028186670047451e-01, 1.192731424969900034e-01, 3.914963561832407457e-02, 1.354331916019899801e-02, 7.328394947299975235e-04, -7.591704023373302759e-03
7.435068435830000055e+01, 1.615588263404532654e-01, 6.824264478663985209e-03, -2.901232639145570266e-02, -1.241011126262900506e-03, 2.110080409276887409e-03, 1.669531330417760029e-01, 1.176572210870195090e-01, 3.850729864316779910e-02, 1.345480276474527587e-02, 5.728687588097984475e-04, -7.478165789964269505e-03
7.563789411049999956e+01, 1.593291412874587587e-01, 6.802150998060927170e-03, -2.847129600784050266e-02, -8.852527538264923310e-04, 1.514045435029141937e-03, 1.647594031334624898e-01, 1.160342301059624909e-01, 3.786464942559879948e-02, 1.336065693508547460e-02, 4.127289746975540147e-04, -7.364461392637734923e-03
7.693191278070000294e+01, 1.570743650489187515e-01, 6.778168348369384769e-03, -2.792783691374242649e-02, -5.376234352829135400e-04, 9.242145140586385636e-04, 1.625222826111887287e-01, 1.144047575516512483e-01, 3.722169002415130074e-02, 1.326086394631000032e-02, 2.525604837699315383e-04, -7.250599523650240290e-03
7.823277638599999761e+01, 1.547951292047379801e-01, 6.752307962859390236e-03, -2.738206915790627333e-02, -1.982529271594970978e-04, 3.413338721888849506e-04, 1.602424541807365155e-01, 1.127693745660632435e-01, 3.657842975087532977e-02, 1.315540802596225009e-02, 9.250695932011524674e-05, -7.136589132687954848e-03
7.954052113379999867e+01, 1.524920754435117320e-01, 6.724561292712934180e-03, -2.683411754308499819e-02, 1.327280424694875693e-04, -2.338377541475757993e-04, 1.579206313966504960e-01, 1.111286346077249992e-01, 3.593488496989022396e-02, 1.304427551225949972e-02, -6.728450492462502116e-05, -7.022439432846260682e-03
8.085518342299999972e+01, 1.501658559764622591e-01, 6.694919806720205091e-03, -2.628411180824387350e-02, 4.551878657208045234e-04, -8.005293795128030389e-04, 1.555575605391637528e-01, 1.094830725834907426e-01, 3.529107891655459961e-02, 1.292745502040099949e-02, -2.266633059576115628e-04, -6.908159906779717807e-03
8.217679984529999615e+01, 1.478171339744834833e-01, 6.663374990757714271e-03, -2.573218681566074792e-02, 7.689941523041232555e-04, -1.357958098945725132e-03, 1.531540225591477289e-01, 1.078332039399644976e-01, 3.464704153518124996e-02, 1.280493761792787441e-02, -3.854752423029184842e-04, -6.793760313402040681e-03
8.350540718569999399e+01, 1.454465840284925038e-01, 6.629918346886910091e-03, -2.517848274581259774e-02, 1.074013832912622517e-03, -1.905329490444827422e-03, 1.507108350909582561e-01, 1.061795237124204955e-01, 3.400280933797507343e-02, 1.267671700869914958e-02, -5.435624244050315558e-04, -6.679250694146664918e-03
8.484104242380000471e+01, 1.430548926328574777e-01, 6.594541391983919920e-03, -2.462314529736769897e-02, 1.370113269517595151e-03, -2.441838097185552135e-03, 1.482288545370542554e-01, 1.045225055324892627e-01, 3.335842527958362419e-02, 1.254278972727695084e-02, -7.007631848746129861e-04, -6.564641380005649743e-03
8.618374273499999560e+01, 1.406427586931724982e-01, 6.557235655902014793e-03, -2.406632589415302545e-02, 1.657158372873814879e-03, -2.966667995514467825e-03, 1.457089782245487575e-01, 1.028626005943600041e-01, 3.271393864989240174e-02, 1.240315534337110143e-02, -8.569119885316895790e-04, -6.449942998503347021e-03
8.753354549120000172e+01, 1.382108940592457480e-01, 6.517992678993236866e-03, -2.350818190061565449e-02, 1.935014727887917566e-03, -3.478993455691892309e-03, 1.431521466364947814e-01, 1.012002365789523850e-01, 3.206940498454644711e-02, 1.225781667731664845e-02, -1.011839342258481810e-03, -6.335166480633595137e-03
8.889048826200000519e+01, 1.357600240840189931e-01, 6.476804008898057706e-03, -2.294887684298109812e-02, 2.203547727529497728e-03, -3.977979703439147620e-03, 1.405593457207897357e-01, 9.953581653876057700e-02, 3.142488598903835084e-02, 1.210678002794134990e-02, -1.165371704916603069e-03, -6.220323068641607847e-03
9.025460881559999393e+01, 1.332908882096062453e-01, 6.433661196484869414e-03, -2.238858064035507620e-02, 2.462622716066937764e-03, -4.462783790320457196e-03, 1.379316092761737333e-01, 9.786971774168086446e-02, 3.078044948095837521e-02, 1.195005541255507453e-02, -1.317331397257479877e-03, -6.105424323358159613e-03
9.162594512030000260e+01, 1.308042405823835186e-01, 6.388555790856985557e-03, -2.182746984339347524e-02, 2.712105142411512515e-03, -4.932555582418167439e-03, 1.352700214198890027e-01, 9.620229047763065311e-02, 3.013616934589992413e-02, 1.178765682106019952e-02, -1.467536512116869932e-03, -5.990482132250994976e-03
9.300453534499999364e+01, 1.283008506989037623e-01, 6.341479333238650776e-03, -2.126572788216669896e-02, 2.951860724118172703e-03, -5.386438876452808236e-03, 1.325757191374862531e-01, 9.453385682908407861e-02, 2.949212550894460272e-02, 1.161960248447307595e-02, -1.615800824775732438e-03, -5.875508717595862712e-03
9.439041786059999595e+01, 1.257815040843600074e-01, 6.292423349567622358e-03, -2.070354532452667318e-02, 3.181755623493980056e-03, -5.823572654980258348e-03, 1.298498949166357330e-01, 9.286470940723705325e-02, 2.884840392161185096e-02, 1.144591515919590047e-02, -1.761933703881615135e-03, -5.760516644810294816e-03
9.578363124089999303e+01, 1.232470030062547406e-01, 6.241379341679259563e-03, -2.014112014330772527e-02, 3.401656636235757519e-03, -6.243092491643914381e-03, 1.270937994674510019e-01, 9.119511005873624787e-02, 2.820509656214672395e-02, 1.126662242849142681e-02, -1.905740022954420000e-03, -5.645518831476122740e-03
9.718421426369999949e+01, 1.206981672257117499e-01, 6.188338776814608991e-03, -1.957865799644782634e-02, 3.611431394310972778e-03, -6.644132119699918022e-03, 1.243087445293302451e-01, 8.952528854417629578e-02, 2.756230145280245264e-02, 1.108175702197687629e-02, -2.047020072698572512e-03, -5.530528556205787857e-03
9.859220591209999895e+01, 1.181358347900169914e-01, 6.133293075329480232e-03, -1.901637251668869891e-02, 3.810948583719307465e-03, -7.025825177441367454e-03, 1.214961057673667466e-01, 8.785544119643805272e-02, 2.692012269017984849e-02, 1.089135715520339956e-02, -2.185569474421559816e-03, -5.415559468396172020e-03
