# z (m), beta1, beta2, beta3, beta4, beta_theta1, beta_theta2, beta_theta3, beta_theta4, beta_g1, beta_g2, lambda_theta1, lambda_theta2, lambda_theta3, lambda_theta4, lambda_g1, lambda_g2, lambda_g3, lambda_g4
5.702495967689999645e+01, -6.351211071164890309e-02, 0.000000000000000000e+00, 1.073505055806352540e-02, -1.566327002075355163e-02, 1.470894713582787325e-02, 9.987230138551459521e-04, 3.191371548392217625e-03, -1.163160864165220174e-03, 2.963631757413729903e-02, 3.215076263369525279e-03, -1.064309605884357496e-01, 2.115837911482539718e-02, -1.126658573243964970e-02, 4.590688182115994914e-03, -1.072211357022269940e-01, 0.000000000000000000e+00, -1.135021265026177513e-02, 0.000000000000000000e+00
5.822052201889999878e+01, -6.332071833857980114e-02, 0.000000000000000000e+00, 1.071841694024594852e-02, -1.561752530941024932e-02, 1.467121605285827413e-02, 9.959312099654448001e-04, 3.173631380146192411e-03, -1.156287810110370046e-03, 2.951139892776210097e-02, 3.191913865904387471e-03, -1.062045048648087575e-01, 2.111494544766844700e-02, -1.126499363416179865e-02, 4.567515508377860065e-03, -1.068160308022827465e-01, 0.000000000000000000e+00, -1.132984233950680084e-02, 0.000000000000000000e+00
5.942240849419999904e+01, -6.314737782047125103e-02, 0.000000000000000000e+00, 1.070322697322777586e-02, -1.557606528062957518e-02, 1.463702102522090182e-02, 9.933830392931752937e-04, 3.157594139612352607e-03, -1.150078712866630000e-03, 2.939844609715412324e-02, 3.171018311218232449e-03, -1.059989903474994888e-01, 2.107554689189734820e-02, -1.126341774560047672e-02, 4.546552736548407914e-03, -1.064494106991910050e-01, 0.000000000000000000e+00, -1.131126796505110138e-02, 0.000000000000000000e+00
6.063065255539999754e+01, -6.299154048054260435e-02, 0.000000000000000000e+00, 1.068946059098087493e-02, -1.553876016155605021e-02, 1.460625529191594829e-02, 9.910746143697581837e-04, 3.143198171176710218e-03, -1.144508456263427457e-03, 2.929705611777950330e-02, 3.152299090411137244e-03, -1.058138675631424969e-01, 2.104006944368467386e-02, -1.126188732249314844e-02, 4.527723285186982527e-03, -1.061200814491539968e-01, 0.000000000000000000e+00, -1.129447003423732568e-02, 0.000000000000000000e+00
6.184528783209999858e+01, -6.285266530032904142e-02, 0.000000000000000000e+00, 1.067709459590034972e-02, -1.550548191784020119e-02, 1.457881356412375068e-02, 9.890015858499204282e-04, 3.130384073008875365e-03, -1.139552974358852555e-03, 2.920683717351110070e-02, 3.135670026570424804e-03, -1.056485832595867452e-01, 2.100839961946009832e-02, -1.126042712160007370e-02, 4.510952958775354613e-03, -1.058268689626702397e-01, 0.000000000000000000e+00, -1.127942428035954951e-02, 0.000000000000000000e+00
6.306634813160000164e+01, -6.273021545307967684e-02, 0.000000000000000000e+00, 1.066610264445582573e-02, -1.547610342256594898e-02, 1.455459133077510042e-02, 9.871591471199904922e-04, 3.119094264548622365e-03, -1.135189065335720114e-03, 2.912740587559622257e-02, 3.121048592821044822e-03, -1.055025773433862363e-01, 2.098042372223972440e-02, -1.125905767821214903e-02, 4.496169426777870369e-03, -1.055686117155539838e-01, 0.000000000000000000e+00, -1.126610173260092496e-02, 0.000000000000000000e+00
6.429386744020000322e+01, -6.262365500658000073e-02, 0.000000000000000000e+00, 1.065645522918227603e-02, -1.545049766856449944e-02, 1.453348420081275114e-02, 9.855420357728309367e-04, 3.109272576748569640e-03, -1.131394216425697435e-03, 2.905838468198512770e-02, 3.108355269837470222e-03, -1.053752799302172527e-01, 2.095602714952210163e-02, -1.125779557061255126e-02, 4.483301729163535407e-03, -1.053441537524279908e-01, 0.000000000000000000e+00, -1.125446877129752596e-02, 0.000000000000000000e+00
6.552787992400000405e+01, -6.253244579429584338e-02, 0.000000000000000000e+00, 1.064811965829052555e-02, -1.542853702187607645e-02, 1.451538728120737448e-02, 9.841445328549283146e-04, 3.100863863577222462e-03, -1.128146438769417510e-03, 2.899939945165962152e-02, 3.097512939363169897e-03, -1.052661085327932511e-01, 2.093509374159265024e-02, -1.125665367341817553e-02, 4.472279806922724830e-03, -1.051523380051475054e-01, 0.000000000000000000e+00, -1.124448717366192431e-02, 0.000000000000000000e+00
6.676841992980000384e+01, -6.245604446441537644e-02, 0.000000000000000000e+00, 1.064106003792240039e-02, -1.541009251901727557e-02, 1.450019459249104851e-02, 9.829604608652610549e-04, 3.093813634396272438e-03, -1.125424111800472395e-03, 2.895007713406722721e-02, 3.088446311590040128e-03, -1.051744654089282471e-01, 2.091750517300137654e-02, -1.125564140360100010e-02, 4.463034057643267168e-03, -1.049919999454695108e-01, 0.000000000000000000e+00, -1.123611415646127640e-02, 0.000000000000000000e+00
6.801552198599999599e+01, -6.239389971808982638e-02, 0.000000000000000000e+00, 1.063523725947122453e-02, -1.539503320949389860e-02, 1.448779852347065016e-02, 9.819831813435051741e-04, 3.088067707138275348e-03, -1.123205836774904959e-03, 2.891004359736402615e-02, 3.081081385144622629e-03, -1.050997351002267433e-01, 2.090314038917522391e-02, -1.125476496105302579e-02, 4.455494916450409432e-03, -1.048619616116555076e-01, 0.000000000000000000e+00, -1.122930242117682609e-02, 0.000000000000000000e+00
6.926922080369999435e+01, -6.234544975489975105e-02, 0.000000000000000000e+00, 1.063060899682890040e-02, -1.538322554825359914e-02, 1.447808932855050058e-02, 9.812055929275119610e-04, 3.083571882988737044e-03, -1.121470299541515135e-03, 2.887892160266754965e-02, 3.075344939367317260e-03, -1.050412821897330068e-01, 2.089187509267907347e-02, -1.125402756669217560e-02, 4.449592463670724689e-03, -1.047610260453080006e-01, 0.000000000000000000e+00, -1.122400020781957539e-02, 0.000000000000000000e+00
7.052955127760000664e+01, -6.231011994222500350e-02, 0.000000000000000000e+00, 1.062712971564597556e-02, -1.537453284091879965e-02, 1.447095467051272635e-02, 9.806201306462483495e-04, 3.080271643396877319e-03, -1.120196142585795120e-03, 2.885632893295234785e-02, 3.071164059128262541e-03, -1.049984493126975005e-01, 2.088358128224027457e-02, -1.125342969911309957e-02, 4.445256060568210030e-03, -1.046879721889662496e-01, 0.000000000000000000e+00, -1.122015136212727547e-02, 0.000000000000000000e+00
7.179654848699999548e+01, -6.228732072503809919e-02, 0.000000000000000000e+00, 1.062475069646647528e-02, -1.536881474482615015e-02, 1.446627921173902417e-02, 9.802187671806624619e-04, 3.078111870484132387e-03, -1.119361846504000066e-03, 2.884187668565259960e-02, 3.068465692842864932e-03, -1.049705554535034918e-01, 2.087812684771537391e-02, -1.125296933040060079e-02, 4.442414014759902066e-03, -1.046415502934657515e-01, 0.000000000000000000e+00, -1.121769542009319956e-02, 0.000000000000000000e+00
7.307024769679999565e+01, -6.227644580194520441e-02, 0.000000000000000000e+00, 1.062342007620572376e-02, -1.536592683261524955e-02, 1.446394425881799943e-02, 9.799930167908559985e-04, 3.077036592745164591e-03, -1.118945621586762409e-03, 2.883516774341360334e-02, 3.067176245486832702e-03, -1.049568945585289959e-01, 2.087537522700592604e-02, -1.125264216288132668e-02, 4.440993278044495264e-03, -1.046204778852857509e-01, 0.000000000000000000e+00, -1.121656771504860040e-02, 0.000000000000000000e+00
7.435068435830000055e+01, -6.227687057333629317e-02, 0.000000000000000000e+00, 1.062308290444964956e-02, -1.536572021645382646e-02, 1.446382746105317509e-02, 9.799339423824254564e-04, 3.076988756718780204e-03, -1.118925309325000074e-03, 2.883579542904909920e-02, 3.067221207399700028e-03, -1.049567344987277495e-01, 2.087518512395882334e-02, -1.125244186381087544e-02, 4.440919177430412146e-03, -1.046234363488449948e-01, 0.000000000000000000e+00, -1.121669950748450072e-02, 0.000000000000000000e+00
7.563789411049999956e+01, -6.228795089279862141e-02, 0.000000000000000000e+00, 1.062368122247992624e-02, -1.536804124360457470e-02, 1.446580256935572559e-02, 9.800321662975103060e-04, 3.077910027209227600e-03, -1.119278295098914949e-03, 2.884334236148205013e-02, 3.068524821592307199e-03, -1.049693163968824922e-01, 2.087741029588279992e-02, -1.125236030139812465e-02, 4.442115183039952939e-03, -1.046490681548722518e-01, 0.000000000000000000e+00, -1.121801814327194960e-02, 0.000000000000000000e+00
7.693191278070000294e+01, -6.230902211013060465e-02, 0.000000000000000000e+00, 1.062515415548937435e-02, -1.537273125479060067e-02, 1.446973925213552309e-02, 9.802778849195667617e-04, 3.079740615665727682e-03, -1.119981431260260070e-03, 2.885737951127850115e-02, 3.071009789620815326e-03, -1.049938543450362471e-01, 2.088189940393032559e-02, -1.125238777546164887e-02, 4.444502711968507935e-03, -1.046959747812007402e-01, 0.000000000000000000e+00, -1.122044723602352509e-02, 0.000000000000000000e+00
7.823277638599999761e+01, -6.233939842356400751e-02, 0.000000000000000000e+00, 1.062743802468680068e-02, -1.537962641346250076e-02, 1.447550297217782556e-02, 9.806608873475426182e-04, 3.082419138419767272e-03, -1.121010971626754940e-03, 2.887746546455029900e-02, 3.074597017837354951e-03, -1.050295355045487433e-01, 2.088849593207407415e-02, -1.125251324550622517e-02, 4.448000970526035103e-03, -1.047627153221982466e-01, 0.000000000000000000e+00, -1.122390687661487495e-02, 0.000000000000000000e+00
7.954052113379999867e+01, -6.237837251591300120e-02, 0.000000000000000000e+00, 1.063046647015462517e-02, -1.538855759582667508e-02, 1.448295491868084942e-02, 9.811705778366142366e-04, 3.085882503314322373e-03, -1.122342516402965009e-03, 2.890314588468302637e-02, 3.079205402828795284e-03, -1.050755205829972672e-01, 2.089703816560299979e-02, -1.125272455008579850e-02, 4.452526832525087984e-03, -1.048478057850492501e-01, 0.000000000000000000e+00, -1.122831386370822665e-02, 0.000000000000000000e+00
8.085518342299999972e+01, -6.242521543142809382e-02, 0.000000000000000000e+00, 1.063417057492822490e-02, -1.539935032832934897e-02, 1.449195198546610053e-02, 9.817960014386600126e-04, 3.090065821792172419e-03, -1.123950966071847381e-03, 2.893395314905804899e-02, 3.084751652871534772e-03, -1.051309446551957488e-01, 2.090735921670912323e-02, -1.125300861173434905e-02, 4.457994749371146578e-03, -1.049497190219892406e-01, 0.000000000000000000e+00, -1.123358194687004881e-02, 0.000000000000000000e+00
8.217679984529999615e+01, -6.247917665919185126e-02, 0.000000000000000000e+00, 1.063847899071687468e-02, -1.541182476778142456e-02, 1.450234678886190044e-02, 9.825258720626223533e-04, 3.094902343665287270e-03, -1.125810483586839935e-03, 2.896940613804795117e-02, 3.091150141957430160e-03, -1.051949182554457463e-01, 2.091928709042222695e-02, -1.125335162818024912e-02, 4.464316688340217582e-03, -1.050668851894732553e-01, 0.000000000000000000e+00, -1.123962207814212418e-02, 0.000000000000000000e+00
8.350540718569999399e+01, -6.253948430166557382e-02, 0.000000000000000000e+00, 1.064331803984185087e-02, -1.542579568630232656e-02, 1.451398769998227430e-02, 9.833486012885575642e-04, 3.100323405117479808e-03, -1.127894460313675143e-03, 2.900901010900862331e-02, 3.098312785595670315e-03, -1.052665286550465013e-01, 2.093264475708739997e-02, -1.125373923696649896e-02, 4.471402085787811939e-03, -1.051976925861874967e-01, 0.000000000000000000e+00, -1.124634265143964994e-02, 0.000000000000000000e+00
8.484104242380000471e+01, -6.260534518924955327e-02, 0.000000000000000000e+00, 1.064861177474525113e-02, -1.544107242473865063e-02, 1.452671886350447375e-02, 9.842523258325108423e-04, 3.106258378333519657e-03, -1.130175480935139993e-03, 2.905225657078960161e-02, 3.106148924179802547e-03, -1.053448411770972343e-01, 2.094725019706380337e-02, -1.125415664624064907e-02, 4.479157799605322163e-03, -1.053404886165657528e-01, 0.000000000000000000e+00, -1.125364971006720047e-02, 0.000000000000000000e+00
8.618374273499999560e+01, -6.267594476910318124e-02, 0.000000000000000000e+00, 1.065428197701414996e-02, -1.545745877255014916e-02, 1.454038016850744963e-02, 9.852249307993480101e-04, 3.112634607539895102e-03, -1.132625281449342516e-03, 2.909862305085637174e-02, 3.114565194970555020e-03, -1.054289003386810059e-01, 2.096291637700944954e-02, -1.125458872686044970e-02, 4.487488040715830427e-03, -1.054935805271137589e-01, 0.000000000000000000e+00, -1.126144710108459984e-02, 0.000000000000000000e+00
8.753354549120000172e+01, -6.275044646001443072e-02, 0.000000000000000000e+00, 1.066024804556185007e-02, -1.547475268568117637e-02, 1.455480710832935017e-02, 9.862540644201822897e-04, 3.119377305092594851e-03, -1.135214688549542311e-03, 2.914757257137182145e-02, 3.123465360534347784e-03, -1.055177305550717565e-01, 2.097945107808900020e-02, -1.125502004561090147e-02, 4.496294247832879724e-03, -1.056552354405597416e-01, 0.000000000000000000e+00, -1.126963653293917497e-02, 0.000000000000000000e+00
8.889048826200000519e+01, -6.282799014360983259e-02, 0.000000000000000000e+00, 1.066642673919505034e-02, -1.549274576019120039e-02, 1.456983046330519865e-02, 9.873271391022666807e-04, 3.126409377545002338e-03, -1.137913528534109870e-03, 2.919855262471485191e-02, 3.132750055527107336e-03, -1.056103360243609984e-01, 2.099665649829667372e-02, -1.125543483180280017e-02, 4.505474865783056990e-03, -1.058236790261039978e-01, 0.000000000000000000e+00, -1.127811749803455006e-02, 0.000000000000000000e+00
9.025460881559999393e+01, -6.290768922897124749e-02, 0.000000000000000000e+00, 1.067273167954245136e-02, -1.551122229663004851e-02, 1.458527568960377510e-02, 9.884313107049484334e-04, 3.133651131848290416e-03, -1.140690483498754898e-03, 2.925099331270724842e-02, 3.142316391052792611e-03, -1.057056993178400045e-01, 2.101432848158875377e-02, -1.125581684098920024e-02, 4.514924960018528236e-03, -1.059970919621255059e-01, 0.000000000000000000e+00, -1.128678698428824990e-02, 0.000000000000000000e+00
9.162594512030000260e+01, -6.298862584373488005e-02, 0.000000000000000000e+00, 1.067907260472317557e-02, -1.552995786761394992e-02, 1.460096192679572434e-02, 9.895534278982973109e-04, 3.141019816898022420e-03, -1.143512879926910156e-03, 2.930430433971319831e-02, 3.152057357109897418e-03, -1.058027779690550035e-01, 2.103225528267922348e-02, -1.125614913312750036e-02, 4.524535610306700678e-03, -1.061736029958005034e-01, 0.000000000000000000e+00, -1.129553894137455029e-02, 0.000000000000000000e+00
9.300453534499999364e+01, -6.306984257684267181e-02, 0.000000000000000000e+00, 1.068535398666014928e-02, -1.554871683995077448e-02, 1.461670028294382445e-02, 9.906799310551780025e-04, 3.148428866544865368e-03, -1.146346340593672533e-03, 2.935787000133897526e-02, 3.161860869744599969e-03, -1.059004983365137431e-01, 2.105021540289377449e-02, -1.125641357973789988e-02, 4.534192896696785657e-03, -1.063512772472330059e-01, 0.000000000000000000e+00, -1.130426324960159996e-02, 0.000000000000000000e+00
9.439041786059999595e+01, -6.315033174128822924e-02, 0.000000000000000000e+00, 1.069147366006245083e-02, -1.556724946347049984e-02, 1.463229163943119936e-02, 9.917967014823165454e-04, 3.155786893307072245e-03, -1.149154360253794999e-03, 2.941104242738639893e-02, 3.171608487256530502e-03, -1.059977450677907496e-01, 2.106797494417237543e-02, -1.125659050463102481e-02, 4.543776570115252988e-03, -1.065280972542847482e-01, 0.000000000000000000e+00, -1.131284451165270183e-02, 0.000000000000000000e+00
9.578363124089999303e+01, -6.322901346789237820e-02, 0.000000000000000000e+00, 1.069731854868007440e-02, -1.558528497074487471e-02, 1.464752201785927445e-02, 9.928887647086374890e-04, 3.162995746287844932e-03, -1.151897387101272511e-03, 2.946312885831289807e-02, 3.181173073788742291e-03, -1.060933460126785022e-01, 2.108528160047425104e-02, -1.125665688947574856e-02, 4.553157406180829807e-03, -1.067019355815915088e-01, 0.000000000000000000e+00, -1.132115898272144892e-02, 0.000000000000000000e+00
9.718421426369999949e+01, -6.330472121686109288e-02, 0.000000000000000000e+00, 1.070276504127555019e-02, -1.560252916846114994e-02, 1.466215977272360138e-02, 9.939400025418413179e-04, 3.169948976213272235e-03, -1.154532359709227463e-03, 2.951338114304544874e-02, 3.190416718283500125e-03, -1.061860456695652433e-01, 2.110186194450490091e-02, -1.125658744628275053e-02, 4.562195288165819991e-03, -1.068705106194800108e-01, 0.000000000000000000e+00, -1.132907381933607495e-02, 0.000000000000000000e+00
9.859220591209999895e+01, -6.337613114009740811e-02, 0.000000000000000000e+00, 1.070766060527989991e-02, -1.561863909929592578e-02, 1.467594011995235030e-02, 9.949322313723063180e-04, 3.176525848511697024e-03, -1.157009544111009796e-03, 2.956095792413682491e-02, 3.199183977590449972e-03, -1.062744768693942576e-01, 2.111740011112044763e-02, -1.125634559450077593e-02, 4.570730800524207965e-03, -1.070313340373572342e-01, 0.000000000000000000e+00, -1.133643546137330128e-02, 0.000000000000000000e+00
1.000076453749999956e+02, -6.344179311821220024e-02, 0.000000000000000000e+00, 1.071184747062112544e-02, -1.563324462194912168e-02, 1.468857301075910012e-02, 9.958450757455074992e-04, 3.182592632840769951e-03, -1.159274613865612490e-03, 2.960493123870589979e-02, 3.207302168950217514e-03, -1.063570896937532373e-01, 2.113155316378267576e-02, -1.125589851460772478e-02, 4.578587960847042837e-03, -1.071816056519580007e-01, 0.000000000000000000e+00, -1.134308125579629872e-02, 0.000000000000000000e+00
1.014305720499999950e+02, -6.349983550429366685e-02, 0.000000000000000000e+00, 1.071506685709397444e-02, -1.564582963239187496e-02, 1.469967649275052447e-02, 9.966524487204728860e-04, 3.187978744961512782e-03, -1.161254520835664980e-03, 2.964414103941744733e-02, 3.214556118936810411e-03, -1.064321238579380019e-01, 2.114385418561375019e-02, -1.125516621309322583e-02, 4.585539671448620250e-03, -1.073181452143237430e-01, 0.000000000000000000e+00, -1.134878383597007559e-02, 0.000000000000000000e+00
1.028610255400000000e+02, -6.354836836128024968e-02, 0.000000000000000000e+00, 1.071713561488905030e-02, -1.565592457976752380e-02, 1.470886943839302442e-02, 9.973250983837190012e-04, 3.192504425356829708e-03, -1.162878709872867521e-03, 2.967736568924402712e-02, 3.220714300793250072e-03, -1.064973775394807559e-01, 2.115386109153437680e-02, -1.125412421096859926e-02, 4.591350873408303265e-03, -1.074370992707917583e-01, 0.000000000000000000e+00, -1.135334830421250163e-02, 0.000000000000000000e+00
1.042990456609999939e+02, -6.358413170885124366e-02, 0.000000000000000000e+00, 1.071745875657239763e-02, -1.566252921361200104e-02, 1.471546140533967588e-02, 9.978154516205478032e-04, 3.195874516309124818e-03, -1.164012007360504860e-03, 2.970268803168045132e-02, 3.225420839345807377e-03, -1.065503194051820035e-01, 2.116069275173987352e-02, -1.125253604355437587e-02, 4.595621887862583188e-03, -1.075340239219632621e-01, 0.000000000000000000e+00, -1.135633911079547351e-02, 0.000000000000000000e+00
1.057446724379999949e+02, -6.360486171059621940e-02, 0.000000000000000000e+00, 1.071597761137227378e-02, -1.566518323502300025e-02, 1.471899071356660114e-02, 9.980755294368220346e-04, 3.197848546056642274e-03, -1.164575286066087427e-03, 2.971855307654997641e-02, 3.228364168015672615e-03, -1.065872027384919957e-01, 2.116386830493410115e-02, -1.125049324162402491e-02, 4.598047195019907413e-03, -1.076028876174887489e-01, 0.000000000000000000e+00, -1.135761390949169974e-02, 0.000000000000000000e+00
1.071979461070000070e+02, -6.360348199531570823e-02, 0.000000000000000000e+00, 1.071095624321832460e-02, -1.566140327912569907e-02, 1.471787562034442345e-02, 9.979924696837546259e-04, 3.197789025976059771e-03, -1.164250799555052295e-03, 2.972112401233594978e-02, 3.228829928598147495e-03, -1.066040712728795053e-01, 2.116126145150035165e-02, -1.124718349665297309e-02, 4.597742740785845141e-03, -1.076373684651447532e-01, 0.000000000000000000e+00, -1.135610975554060022e-02, 0.000000000000000000e+00
1.086589071180000019e+02, -6.357871197395090213e-02, 0.000000000000000000e+00, 1.070314583199395014e-02, -1.565142384014572494e-02, 1.471181671086280000e-02, 9.974699079787949750e-04, 3.195428395697445020e-03, -1.163018796969797486e-03, 2.970908215523685239e-02, 3.226469992069992600e-03, -1.065931741039272546e-01, 2.115282741483542547e-02, -1.124325298088819924e-02, 4.594407742477609781e-03, -1.076270526351515155e-01, 0.000000000000000000e+00, -1.135220778446632307e-02, 0.000000000000000000e+00
1.101275961340000009e+02, -6.351328798936464737e-02, 0.000000000000000000e+00, 1.068701854575769897e-02, -1.562825315494777503e-02, 1.469664011568309891e-02, 9.961720184426875110e-04, 3.189170790333084853e-03, -1.160025617232809860e-03, 2.967405650560622776e-02, 3.219680476426574778e-03, -1.065482451142767406e-01, 2.113269627571030124e-02, -1.123587568084929988e-02, 4.585775456012327125e-03, -1.075657902897699941e-01, 0.000000000000000000e+00, -1.134307520089159957e-02, 0.000000000000000000e+00
1.116040540340000007e+02, -6.341306913609306983e-02, 0.000000000000000000e+00, 1.066614323990522535e-02, -1.559513900990459889e-02, 1.467308362464217475e-02, 9.937921463294809368e-04, 3.178863899380732737e-03, -1.155551181498157536e-03, 2.961832089602875126e-02, 3.208394838657485301e-03, -1.064500121211279932e-01, 2.110286783017157469e-02, -1.122751298814947570e-02, 4.571828404454605227e-03, -1.074369630620372329e-01, 0.000000000000000000e+00, -1.133149141036559997e-02, 0.000000000000000000e+00
1.130883219130000015e+02, -6.324125023715702898e-02, 0.000000000000000000e+00, 1.062338813196320175e-02, -1.553308449572505037e-02, 1.463030017069984895e-02, 9.890840385882112857e-04, 3.160496374302444993e-03, -1.147378869467369960e-03, 2.952843224573484943e-02, 3.189485163104820165e-03, -1.062896222131682472e-01, 2.104747010850127609e-02, -1.120887802775897418e-02, 4.546732364977565041e-03, -1.072621842589480123e-01, 0.000000000000000000e+00, -1.131130955930887555e-02, 0.000000000000000000e+00
1.145804410829999966e+02, -6.303273554136254453e-02, 0.000000000000000000e+00, 1.056677178941012492e-02, -1.545214643851924863e-02, 1.457061202966690103e-02, 9.802005653425081323e-04, 3.133522998299832687e-03, -1.136444371683167443e-03, 2.942644640993104937e-02, 3.164264479381392187e-03, -1.060063720890705163e-01, 2.097235856043239838e-02, -1.118555576577272455e-02, 4.510232469304195635e-03, -1.070436492782199933e-01, 0.000000000000000000e+00, -1.129483015894949989e-02, 0.000000000000000000e+00
1.160804530749999941e+02, -6.279351374896842419e-02, 0.000000000000000000e+00, 1.045105765760659909e-02, -1.531679478721267515e-02, 1.447326585054882486e-02, 9.605148593417122500e-04, 3.089733443451700163e-03, -1.118931949867252654e-03, 2.935307750769462765e-02, 3.133243731167607328e-03, -1.055691307503375115e-01, 2.084582644661665124e-02, -1.113145609933360002e-02, 4.450077420739430474e-03, -1.070511028707117618e-01, 0.000000000000000000e+00, -1.128748741652530092e-02, 0.000000000000000000e+00
1.175883996390000021e+02, -6.252792050247685252e-02, 0.000000000000000000e+00, 1.024130107906234995e-02, -1.508836797462142533e-02, 1.428932183052064944e-02, 9.114621931814975275e-04, 3.001632558280394741e-03, -1.088350359637352532e-03, 2.932818423899587537e-02, 3.080633453059334996e-03, -1.044692206466332485e-01, 2.061587451047774966e-02, -1.103538280512262465e-02, 4.330435786155762551e-03, -1.072097830701512489e-01, 0.000000000000000000e+00, -1.132393658098710017e-02, 0.000000000000000000e+00
1.191043227459999940e+02, -6.254121048773794711e-02, 0.000000000000000000e+00, 1.024262055532247466e-02, -1.500279201992629763e-02, 1.401859253915067535e-02, 8.018657208902017211e-04, 2.832012595786895150e-03, -1.060066422586897249e-03, 2.922759691882252653e-02, 2.953338869286085185e-03, -1.005341973164724234e-01, 2.038818588991295200e-02, -1.109793985208597580e-02, 4.118350936329842442e-03, -1.047992310359611434e-01, 0.000000000000000000e+00, -1.156565925456080023e-02, 0.000000000000000000e+00
1.206282645910000042e+02, -5.781942699205980252e-02, 0.000000000000000000e+00, 9.846439167212285917e-03, -1.387929252005790093e-02, 1.293831410756015113e-02, 6.926187803982892729e-04, 2.361434586557220258e-03, -8.951820187067402674e-04, 2.601489119520095095e-02, 2.374986765119195369e-03, -9.261507059490084459e-02, 1.916379307902094792e-02, -1.096617058245267368e-02, 3.497411895691832518e-03, -9.310643191579777433e-02, 0.000000000000000000e+00, -1.102127400065910055e-02, 0.000000000000000000e+00
1.221602675879999964e+02, -5.118430749759104309e-02, 0.000000000000000000e+00, 9.510130753902740902e-03, -1.265830127790922369e-02, 1.188441072334512488e-02, 6.680317243459812275e-04, 1.957666794013409976e-03, -7.372057286329585478e-04, 2.180391123753907395e-02, 1.796129801696147443e-03, -8.535363949927481098e-02, 1.792037721511447607e-02, -1.083941809655802543e-02, 2.951879029574770285e-03, -7.829544803184319834e-02, 0.000000000000000000e+00, -9.942285811080609284e-03, 0.000000000000000000e+00
1.237003743799999995e+02, -4.532012133251286934e-02, 0.000000000000000000e+00, 9.035591784582446689e-03, -1.151925859978522593e-02, 1.096563222050762551e-02, 6.340011532800638025e-04, 1.638658346693025068e-03, -6.094303342412820020e-04, 1.828028017419205259e-02, 1.365923777322477443e-03, -7.918496565848580360e-02, 1.677291840748012727e-02, -1.058753527382570031e-02, 2.506458007182835526e-03, -6.600233979684660968e-02, 0.000000000000000000e+00, -8.824807100459512721e-03, 0.000000000000000000e+00
1.252486278330000005e+02, -4.085324327655494997e-02, 0.000000000000000000e+00, 8.507289436807161098e-03, -1.054501072321725047e-02, 1.014515189532319908e-02, 5.718193009217932294e-04, 1.377277744181825206e-03, -5.101778817339576617e-04, 1.574829326697264886e-02, 1.068993421940792488e-03, -7.338898769496859931e-02, 1.571517511801185166e-02, -1.022529150967387522e-02, 2.133440450215252568e-03, -5.696058047785652195e-02, 0.000000000000000000e+00, -7.936292368355243182e-03, 0.000000000000000000e+00
1.268050710389999978e+02, -3.714710395570072765e-02, 0.000000000000000000e+00, 7.953442577109793785e-03, -9.664765024218381281e-03, 9.386863300591906031e-03, 5.039669392816869403e-04, 1.158956072873210119e-03, -4.286759946160900074e-04, 1.378040832795782503e-02, 8.507132749546134510e-04, -6.801119959781191937e-02, 1.470675374613577419e-02, -9.790916016946826089e-03, 1.815776582301337639e-03, -4.992190111172065126e-02, 0.000000000000000000e+00, -7.186767259802284008e-03, 0.000000000000000000e+00
1.283697473199999877e+02, -3.406112767757052406e-02, 0.000000000000000000e+00, 7.440472338834507385e-03, -8.907111610960855366e-03, 8.726906355301959281e-03, 4.443700990765312971e-04, 9.866377004580054611e-04, -3.645409320407242250e-04, 1.222142112997879997e-02, 6.908614376460555425e-04, -6.332949168676228757e-02, 1.380596225186707555e-02, -9.354445141531012031e-03, 1.560859376271995060e-03, -4.434420815276129968e-02, 0.000000000000000000e+00, -6.550115827337455073e-03, 0.000000000000000000e+00
1.299427002269999889e+02, -3.156469596284759704e-02, 0.000000000000000000e+00, 7.002040260925044765e-03, -8.287072588234235121e-03, 8.183154351418656103e-03, 3.966738661589842190e-04, 8.565319522377431950e-04, -3.160971487071710271e-04, 1.100873150286785056e-02, 5.761431227427440179e-04, -5.946680337289732277e-02, 1.304762926862702496e-02, -8.959902822978696099e-03, 1.365697172466842592e-03, -4.000009347121637193e-02, 0.000000000000000000e+00, -6.026841763463232533e-03, 0.000000000000000000e+00
1.315239735389999964e+02, -2.961626770640657380e-02, 0.000000000000000000e+00, 6.647832141443590567e-03, -7.800557315733333205e-03, 7.753517050491925446e-03, 3.601855391631722330e-04, 7.610764800140039843e-04, -2.805678307392502437e-04, 1.009187650631847462e-02, 4.953038180733803026e-04, -5.640507764822540182e-02, 1.243823087005415176e-02, -8.627326096495030114e-03, 1.220922562494765112e-03, -3.670806445284935382e-02, 0.000000000000000000e+00, -5.614606693674569458e-03, 0.000000000000000000e+00
1.331136112689999891e+02, -2.814740217397702568e-02, 0.000000000000000000e+00, 6.374141653076777388e-03, -7.432364203022265130e-03, 7.426120006230934635e-03, 3.331534454028972766e-04, 6.926027492731396881e-04, -2.551056106394505082e-04, 9.418121447892587386e-03, 4.391953593278724957e-04, -5.406438658357842070e-02, 1.196785196981525051e-02, -8.361883260962672121e-03, 1.116190208837807485e-03, -3.428339370015467957e-02, 0.000000000000000000e+00, -5.302444456787427235e-03, 0.000000000000000000e+00
